Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2419-1	03-16-2013	03-19-2013	CDN TIRE STORE #00030	45.67	CAD	45.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GENINT&CLB - WARDEN	5200	Home Supply Warehouse	WHISTLES FOR STAFF FOR HOUSE LEAGUE BASKETBALL	
"PARKS, FORESTRY & RECREATION"	2427-1	03-22-2013	03-26-2013	METRO #800	23.13	CAD	23.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GENINT&CLB - WARDEN	5411	"Grocery Stores, Supermarkets"	"MILK, BUTTER"	
					826.61	CAD	826.61	CAD								
"PARKS, FORESTRY & RECREATION"	2397-2	03-01-2013	03-04-2013	NOFRILLS VITO'S #3936	30.92	CAD	30.92	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	"FRUIT PUNCH,FOAM PLATES, PLATIC FORKS,KNIVES,SPOON"	
"PARKS, FORESTRY & RECREATION"	2399-1	03-02-2013	03-05-2013	CDN TIRE STORE #00280	28.24	CAD	28.24	CAD	2610	KITCHEN SUPPLIES	P05874	GRANDRAVINE-ARTS-VIS	5200	Home Supply Warehouse	JUMBO WOK	
"PARKS, FORESTRY & RECREATION"	2399-2	03-04-2013	03-05-2013	NOFRILLS VITO'S #3936	49.42	CAD	49.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	"BROWN EGGS,WHIP, CHEDDAR, HARD TACO,GROUND BEEF"	
"PARKS, FORESTRY & RECREATION"	2400-1	03-05-2013	03-06-2013	BEST BUY CANADA #937	112.99	CAD	112.99	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P04326	GRANDRAVINE-H CAMP	5732	Electronic Sales	BOOMBOX	
"PARKS, FORESTRY & RECREATION"	2406-1	03-06-2013	03-07-2013	LOBLAW SUPERMARKET #10	180.59	CAD	180.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04326	GRANDRAVINE-H CAMP	5411	"Grocery Stores, Supermarkets"	"MILK, CAKE MIX,SHORTENING,BAKING SODA,CORN STARCH"	
"PARKS, FORESTRY & RECREATION"	2406-2	03-06-2013	03-07-2013	THE CRAFT   HOBBY EMPO	124.58	CAD	124.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04326	GRANDRAVINE-H CAMP	5970	"Artist Supply Stores, Craft Shops"	"SKETCH BOOK,BRISTOL BOARDS,FABRIC PAINT,FOLDUP MAS"	
					526.74	CAD	526.74	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2400-2	03-05-2013	03-06-2013	NOFRILLS ROB S  1397	11.88	CAD	11.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	BUTTER FOR CAMP & PUBLIC PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2400-3	03-05-2013	03-06-2013	NOFRILLS ROB S  1397	11.88	CAD	11.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	BUTTER FOR CAMP & PUBLIC PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2400-4	03-05-2013	03-06-2013	NOFRILLS ROB S  1397	11.88	CAD	11.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	BUTTER FOR CAMP & PUBLIC PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2400-5	03-05-2013	03-06-2013	NOFRILLS ROB S  1397	11.88	CAD	11.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	BUTTER FOR CAMP & PUBLIC PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2400-6	03-05-2013	03-06-2013	NOFRILLS ROB S  1397	11.88	CAD	11.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	BUTTER FOR CAMP & PUBLIC PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2400-7	03-05-2013	03-06-2013	NOFRILLS ROB S  1397	11.88	CAD	11.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	BUTTER FOR CAMP & PUBLIC PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2406-3	03-06-2013	03-07-2013	NOFRILLS ROB S  1397	54.76	CAD	54.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"CHOCOLATE, SUGAR, MILK FOR PROGRAMS"	
ECONOMIC DEVELOPMENT & CULTURE	2413-2	03-12-2013	03-13-2013	NOFRILLS ROB S  1397	26.90	CAD	26.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	EGGS FOR EASTER TRADITIONS	
ECONOMIC DEVELOPMENT & CULTURE	2414-5	03-13-2013	03-14-2013	SHOPPER'S DRUG MART #1	30.68	CAD	30.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5912	"Drug Stores, Pharmacies"	EGGS FOR EASTER TRADITIONS	
ECONOMIC DEVELOPMENT & CULTURE	2419-2	03-17-2013	03-19-2013	SHOPPERSDRUGMART1321	8.00	CAD	8.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5912	"Drug Stores, Pharmacies"	EGGS FOR EASTER TRADITIONS	
					191.62	CAD	191.62	CAD								
"PARKS, FORESTRY & RECREATION"	2409-1	03-08-2013	03-11-2013	BEST BUY CANADA #943	45.18	CAD	45.18	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P12855	DIVERSITY PROGRAM	5732	Electronic Sales	MEMORY CARDS FOR CAMERA	
"PARKS, FORESTRY & RECREATION"	2413-3	03-12-2013	03-13-2013	CANADA COMPUTERS #12	18.07	CAD	18.07	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12855	DIVERSITY PROGRAM	5734	Computer Software Stores	PHILIPS DVD-R 16 X 4.7	
"PARKS, FORESTRY & RECREATION"	2414-6	03-13-2013	03-14-2013	PRINCESS AUTO #36	461.33	CAD	461.33	CAD	2710	GENERAL HARDWARE	P12855	DIVERSITY PROGRAM	5085	Industrial Supplies Not Elsewhere Classi	GENERAL HARDWARE-TOOLS & EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	2425-1	03-21-2013	03-22-2013	PRINCESS AUTO #36	108.39	CAD	108.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12855	DIVERSITY PROGRAM	5085	Industrial Supplies Not Elsewhere Classi	ROPE & TIE DOWNS	
					632.97	CAD	632.97	CAD								
"PARKS, FORESTRY & RECREATION"	2411-1	03-08-2013	03-12-2013	DESERRES	55.17	CAD	55.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13307	HOLIDYCAMP-SENECAVLG	5970	"Artist Supply Stores, Craft Shops"	ART & SCIENCE SUPPLIES FOR MARCH BREAK CAMP	
"PARKS, FORESTRY & RECREATION"	2413-4	03-10-2013	03-13-2013	METRO #853	115.27	CAD	115.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13307	HOLIDYCAMP-SENECAVLG	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR MARCH BREAK	
					170.44	CAD	170.44	CAD								
"PARKS, FORESTRY & RECREATION"	2397-3	02-27-2013	03-04-2013	PRAXAIR #756	300.09	CAD	300.09	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	7692	Welding Repair	PLAS TIPS	
"PARKS, FORESTRY & RECREATION"	2400-8	03-04-2013	03-06-2013	CDN TIRE STORE #00654	67.79	CAD	67.79	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	WRENCHES	
"PARKS, FORESTRY & RECREATION"	2407-2	03-07-2013	03-08-2013	LEE VALLEY TOOLS 800-2	152.55	CAD	152.55	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5251	Hardware Stores	CABLE REEL	
"PARKS, FORESTRY & RECREATION"	2416-3	03-13-2013	03-15-2013	MR METAL(ETOBICOKE) IN	25.93	CAD	25.93	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	AL FLAT 6061	
"PARKS, FORESTRY & RECREATION"	2422-1	03-18-2013	03-20-2013	PRAXAIR #756	34.36	CAD	34.36	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	7692	Welding Repair	CABLE LUG	
"PARKS, FORESTRY & RECREATION"	2426-1	03-22-2013	03-25-2013	HONIG INDUSTRIAL EQUIP	82.22	CAD	82.22	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5969	Direct Marketing - Other Direct Marketer	BANDSAW BLADES	
"PARKS, FORESTRY & RECREATION"	2430-1	03-25-2013	03-27-2013	CDN TIRE STORE #00654	45.70	CAD	45.70	CAD	2715	PAINT SUPPLIES	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	"TREMCLAD FLAT BLACK,KRYLN FUSION PT"	
"PARKS, FORESTRY & RECREATION"	2430-2	03-26-2013	03-27-2013	CHAUNCEY BUILDERS SUPP	48.30	CAD	48.30	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	SLEEVE ANCHORS	
					756.94	CAD	756.94	CAD								
"PARKS, FORESTRY & RECREATION"	2413-5	03-11-2013	03-13-2013	THE HOME DEPOT #7011	79.57	CAD	79.57	CAD	2575	ELECTRICAL SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2425-2	03-21-2013	03-22-2013	LAKESHORE LUMBER	129.92	CAD	129.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5251	Hardware Stores	NAILS FOR PARK AMENITY REPAIRS	
"PARKS, FORESTRY & RECREATION"	2426-2	03-21-2013	03-25-2013	BRAFASCO / MISSISSAUGA	142.13	CAD	142.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5085	Industrial Supplies Not Elsewhere Classi	BOLTS FOR PARK REPAIRS	
"PARKS, FORESTRY & RECREATION"	2426-3	03-21-2013	03-25-2013	THE HOME DEPOT #7011	614.01	CAD	614.01	CAD	2710	GENERAL HARDWARE	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2431-1	03-26-2013	03-28-2013	CDN TIRE STORE #00070	85.81	CAD	85.81	CAD	3080	M & E - HAND TOOLS	P00608	PARKS OPERATIONS - E	5200	Home Supply Warehouse	SOCKETS FOR BOLTS ON RINK BOARDS	
					"1,051.44"	CAD	"1,051.44"	CAD								
"PARKS, FORESTRY & RECREATION"	2392-2	02-28-2013	03-01-2013	RTA ELECTRIC MOTOR COR	166.05	CAD	166.05	CAD	2535	PLUMBING SUPPLIES	P07697	CUMMER COMPLEX-OPERA	7538	Automotive Service Shops	TOP MOUNT VALVE	
"PARKS, FORESTRY & RECREATION"	2400-9	03-04-2013	03-06-2013	BRAFASCO / VAUGHAN	42.41	CAD	42.41	CAD	2710	GENERAL HARDWARE	P07726	N TORONTO-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	S.S. BOLTS	
"PARKS, FORESTRY & RECREATION"	2413-6	03-11-2013	03-13-2013	SP S COMM SWIMMING POO	648.62	CAD	648.62	CAD	3045	M & E - PROTECTIVE	P07697	CUMMER COMPLEX-OPERA	5996	Swimming Pools - Sales and Supplies	SENSOR PH POOL & SPA RED	
"PARKS, FORESTRY & RECREATION"	2423-1	03-19-2013	03-21-2013	BRAFASCO / VAUGHAN	25.36	CAD	25.36	CAD	2535	PLUMBING SUPPLIES	P07659	DOUGLAS SNOW-OPERATI	5085	Industrial Supplies Not Elsewhere Classi	"TAP 1/2"""	
					882.44	CAD	882.44	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2422-2	03-19-2013	03-20-2013	FRIES INC	380.06	CAD	380.06	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	AH0101	HS-MH-PUB-FORT YORK	7623	Air Conditioning and Refrigeration Repai	REPAIR TO ICE MACHINE	
					380.06	CAD	380.06	CAD								
AFFORDABLE HOUSING OFFICE	2392-3	02-27-2013	03-01-2013	PORTER AI	244.36	CAD	244.36	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	H20001	AHO - HSG DEV ADM E	4511	"Air Carriers, Airlines - Not Elsewhere C"	ROUND TRIP TORONTO TO OTTAWA	
AFFORDABLE HOUSING OFFICE	2399-3	03-04-2013	03-05-2013	CHRA	282.50	CAD	282.50	CAD	4995	OTHER EXPENSES	H10001	AHO - HSG IMP E	8398	"Organizations, Charitable and Social Ser"	REGISTRATION-CHRA	
AFFORDABLE HOUSING OFFICE	2400-10	03-04-2013	03-06-2013	PORTER AI	278.60	CAD	278.60	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	H10001	AHO - HSG IMP E	4511	"Air Carriers, Airlines - Not Elsewhere C"	ROUND TRIP-TORONTO TO OTTAWA	
					805.46	CAD	805.46	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2392-4	02-28-2013	03-01-2013	LAKESHORE LUMBER	9.11	CAD	9.11	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RRP-LAKESHORE	5251	Hardware Stores	BRACKETS & SCREWS	
ECONOMIC DEVELOPMENT & CULTURE	2392-5	02-28-2013	03-01-2013	AMAZON.CA	2.10	CAD	2.10	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0015	AS-PS-EXH-ETOBCC ART	4816	Computer Network/Information Services	STENCILS	
ECONOMIC DEVELOPMENT & CULTURE	2397-4	02-26-2013	03-04-2013	MODERN LAUNDRY	49.72	CAD	49.72	CAD	4995	OTHER EXPENSES	AH0129	AS-PR-RRP-LAKESHORE	7216	Dry Cleaners	WASH/DRY/IRON - TABLECLOTHS	
ECONOMIC DEVELOPMENT & CULTURE	2397-5	03-01-2013	03-04-2013	MODERN LAUNDRY	81.36	CAD	81.36	CAD	4995	OTHER EXPENSES	AH0129	AS-PR-RRP-LAKESHORE	7216	Dry Cleaners	WASH/DRY/IRON - TABLECLOTHS	
ECONOMIC DEVELOPMENT & CULTURE	2397-6	03-02-2013	03-04-2013	THE BAY #1560	-203.39	CAD	-203.39	CAD	3099	GENERAL EQUIPMENT	AH0129	AS-PR-RRP-LAKESHORE	5311	Department Stores	ROWENTA STEAMIUM IRON - RETURNED	
ECONOMIC DEVELOPMENT & CULTURE	2400-11	03-05-2013	03-06-2013	R.J. ENTERTAINMENT PUB	678.00	CAD	678.00	CAD	4414	ADVERTISING & PROMOTION	AH0129	AS-PR-RRP-LAKESHORE	2741	Miscellaneous Publishing and Printing	ADVERTISING	
ECONOMIC DEVELOPMENT & CULTURE	2406-4	03-05-2013	03-07-2013	IL PAESANO PIZZA LTD.	56.01	CAD	56.01	CAD	4820	BUSINESS MEETING EXPENSES	AH0129	AS-PR-RRP-LAKESHORE	5812	"Eating Places, Restaurants"	PIZZA FOR STAFF MEETING	
ECONOMIC DEVELOPMENT & CULTURE	2409-2	03-09-2013	03-11-2013	AMAZON.CA	27.30	CAD	27.30	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0015	AS-PS-EXH-ETOBCC ART	4816	Computer Network/Information Services	WINDOW STENCILS FOR DOORS OPEN	
ECONOMIC DEVELOPMENT & CULTURE	2414-7	03-13-2013	03-14-2013	CINEQUIP WHITE	158.20	CAD	158.20	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	AH0129	AS-PR-RRP-LAKESHORE	7299	Other Services (Not Elsewhere Classified	REPAIR OF SPEAKER MONITOR	
ECONOMIC DEVELOPMENT & CULTURE	2414-8	03-13-2013	03-14-2013	CINEQUIP WHITE	111.19	CAD	111.19	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	AH0129	AS-PR-RRP-LAKESHORE	7299	Other Services (Not Elsewhere Classified	REPAIR OF THEATRE LIGHT FIXTURE	
ECONOMIC DEVELOPMENT & CULTURE	2414-9	03-13-2013	03-14-2013	LAKESHORE LUMBER	26.13	CAD	26.13	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RRP-LAKESHORE	5251	Hardware Stores	ROPE & BOLTS FOR THEATRE	
ECONOMIC DEVELOPMENT & CULTURE	2418-2	03-15-2013	03-18-2013	AMAZON.CA	2.10	CAD	2.10	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0015	AS-PS-EXH-ETOBCC ART	4816	Computer Network/Information Services	WINDOW STENCILS FOR DOORS OPEN	
					997.83	CAD	997.83	CAD								
"PARKS, FORESTRY & RECREATION"	2409-3	03-10-2013	03-11-2013	NOFRILLS STEPHEN'S #34	6.94	CAD	6.94	CAD	4820	BUSINESS MEETING EXPENSES	P11226	DON MNTGMRY-SPORTS	5411	"Grocery Stores, Supermarkets"	WATER FOR JOB FAIR	
"PARKS, FORESTRY & RECREATION"	2409-4	03-10-2013	03-11-2013	NOFRILLS STEPHEN'S #34	47.24	CAD	47.24	CAD	4820	BUSINESS MEETING EXPENSES	P11226	DON MNTGMRY-SPORTS	5411	"Grocery Stores, Supermarkets"	JUICE & COOKIES FOR JOB FAIR	
"PARKS, FORESTRY & RECREATION"	2413-7	03-10-2013	03-13-2013	METRO #808	30.49	CAD	30.49	CAD	4820	BUSINESS MEETING EXPENSES	P11226	DON MNTGMRY-SPORTS	5411	"Grocery Stores, Supermarkets"	VEGGIES & FRUIT TRAY FOR JOB FAIR	
"PARKS, FORESTRY & RECREATION"	2413-8	03-12-2013	03-13-2013	NOFRILLS DICKIES 752	25.67	CAD	25.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03177	DON MONTGOMERY-HOLI	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SCIENCE CAMP	
"PARKS, FORESTRY & RECREATION"	2414-10	03-12-2013	03-14-2013	YOUR DOLLAR STORE WITH	2.83	CAD	2.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07693	DON MONTGOMERY-PGM	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2414-11	03-12-2013	03-14-2013	YOUR DOLLAR STORE WITH	19.80	CAD	19.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03177	DON MONTGOMERY-HOLI	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR SCIENCE CAMP	
"PARKS, FORESTRY & RECREATION"	2414-12	03-13-2013	03-14-2013	NOFRILLS DICKIES 752	7.89	CAD	7.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03177	DON MONTGOMERY-HOLI	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SCIENCE CAMP	
"PARKS, FORESTRY & RECREATION"	2414-13	03-13-2013	03-14-2013	NOFRILLS DICKIES 752	21.54	CAD	21.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03177	DON MONTGOMERY-HOLI	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SCIENCE CAMP	
"PARKS, FORESTRY & RECREATION"	2416-4	03-13-2013	03-15-2013	YOUR DOLLAR STORE WITH	29.38	CAD	29.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03177	DON MONTGOMERY-HOLI	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR SCIENCE CAMP	
"PARKS, FORESTRY & RECREATION"	2416-5	03-14-2013	03-15-2013	NOFRILLS JOSE'S #3470	8.94	CAD	8.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03177	DON MONTGOMERY-HOLI	5411	"Grocery Stores, Supermarkets"	FOOD FOR SCIENCE CAMP	
"PARKS, FORESTRY & RECREATION"	2418-3	03-14-2013	03-18-2013	PARTY CITY-WILLIAM KIT	54.15	CAD	54.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03177	DON MONTGOMERY-HOLI	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2418-4	03-16-2013	03-18-2013	NOFRILLS STEPHEN'S #34	15.42	CAD	15.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07693	DON MONTGOMERY-PGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR GIRLS CLUB	
"PARKS, FORESTRY & RECREATION"	2422-3	03-19-2013	03-20-2013	KIDS FUN/TEDDY BEAR FA	310.75	CAD	310.75	CAD	4118	TICKETS AND ADMISSION FEES	P03177	DON MONTGOMERY-HOLI	5947	"Card, Gift, Novelty, and Souvenir Shops"	WORKSHOPS FOR SCIENCE CAMP	
"PARKS, FORESTRY & RECREATION"	2425-3	03-21-2013	03-22-2013	BUTTERFLY BEADS	147.96	CAD	147.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05217	DON MONTGOMERY-ARTS	5944	"Clock, Jewelry, Watch, and Silverware St"	SUPPLIES FOR JEWELLERY MAKING	
"PARKS, FORESTRY & RECREATION"	2425-4	03-21-2013	03-22-2013	BUTTERFLY BEADS	110.51	CAD	110.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05217	DON MONTGOMERY-ARTS	5944	"Clock, Jewelry, Watch, and Silverware St"	SUPPLIES FOR JEWELLERY MAKING	
"PARKS, FORESTRY & RECREATION"	2426-4	03-23-2013	03-25-2013	NOFRILLS STEPHEN'S #34	15.98	CAD	15.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR KIDS IN KITCHEN PGRM	
"PARKS, FORESTRY & RECREATION"	2430-3	03-25-2013	03-27-2013	YOUR DOLLAR STORE WITH	102.55	CAD	102.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5999	Miscellaneous and Specialty Retail Store	REC SUPPLIES FOR CRAFTY KIDS PGRM	
					958.04	CAD	958.04	CAD								
SOLID WASTE MANAGEMENT	2425-5	03-20-2013	03-22-2013	THE HOME DEPOT #7129	89.95	CAD	89.95	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	"UL1/2""X4'X8'"	
					89.95	CAD	89.95	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2392-6	02-28-2013	03-01-2013	LOWES #02640*	10.14	CAD	10.14	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5200	Home Supply Warehouse	"DRILLER TOGGLE 1/8 X 3"""	
