Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
SOLID WASTE MANAGEMENT	5337-1	2019-09-03	2019-09-05	PETROCAN	79.11	CAD	79.11	CAD	2280	DIESEL - CLEAR (LICENSED EQUIPMENT)	CSW930-03-01	HSI PROJECT - PHASE 2	5541	Service Stations (with or without Ancill	DIESEL-CITY USE
SOLID WASTE MANAGEMENT	5350-2	2019-09-20	2019-09-23	PETROCAN	75.27	CAD	75.27	CAD	2280	DIESEL - CLEAR (LICENSED EQUIPMENT)	CSW930-03-01	HSI PROJECT - PHASE 2	5541	Service Stations (with or without Ancill	DIESEL CITY USE
					154.38	CAD	154.38	CAD							
SOLID WASTE MANAGEMENT	5355-2	2019-09-26	2019-09-30	SHELL	450.00	CAD	450.00	CAD	2280	DIESEL - CLEAR (LICENSED EQUIPMENT)	SW0708	TRANSFER STATION WASTE ROLLOFF	5541	Service Stations (with or without Ancill	DIESEL - CLEAR
					450.00	CAD	450.00	CAD							
TORONTO PARAMEDIC SERVICES	5345-2	2019-09-15	2019-09-16	W.O STINSON & SON NAPA	96.30	CAD	96.30	CAD	2260	GASOLINE	B41100	MAINTENANCE OF FLEET	5541	Service Stations (with or without Ancill	FUEL 90.335L @$1.066/L
TORONTO PARAMEDIC SERVICES	5347-1	2019-09-17	2019-09-18	PIONEER #257	100.00	CAD	100.00	CAD	2260	GASOLINE	B41100	MAINTENANCE OF FLEET	5541	Service Stations (with or without Ancill	FUEL 92.081L@$1.066/L
					196.30	CAD	196.30	CAD							
SOLID WASTE MANAGEMENT	5337-2	2019-09-03	2019-09-05	PETROCAN	57.35	CAD	57.35	CAD	2260	GASOLINE	CSW930-03-01	HSI PROJECT - PHASE 2	5542	"Fuel Dispenser, Automated"	GASOLINE CITY USE
					57.35	CAD	57.35	CAD							
"PARKS, FORESTRY & RECREATION"	5343-1	2019-09-09	2019-09-12	PACIFIC FASTENERS (198	49.09	CAD	49.09	CAD	2710	GENERAL HARDWARE	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5251	Hardware Stores	"CAPS, WING NUTS"
"PARKS, FORESTRY & RECREATION"	5345-3	2019-09-13	2019-09-16	PACIFIC FASTENERS (198	11.47	CAD	11.47	CAD	2710	GENERAL HARDWARE	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5251	Hardware Stores	3/16 NUTS
"PARKS, FORESTRY & RECREATION"	5345-4	2019-09-13	2019-09-16	THE HOME DEPOT #7080	73.28	CAD	73.28	CAD	2710	GENERAL HARDWARE	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5200	Home Supply Warehouse	JB WATERWELD
					133.84	CAD	133.84	CAD							
"PARKS, FORESTRY & RECREATION"	5335-1	2019-09-03	2019-09-03	LONG & MCQUADE	72.32	CAD	72.32	CAD	4590	RENTAL – OTHER	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	SPEAKER RENTAL
"PARKS, FORESTRY & RECREATION"	5339-1	2019-09-07	2019-09-09	LONG & MCQUADE	50.85	CAD	50.85	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	PA SUPPLIES
"PARKS, FORESTRY & RECREATION"	5350-3	2019-09-20	2019-09-23	LONG & MCQUADE	"1,356.00"	CAD	"1,356.00"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	SUBWOOFER
"PARKS, FORESTRY & RECREATION"	5351-1	2019-09-23	2019-09-24	SAM'S NO FRILLS #3663	11.30	CAD	11.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	VEGGIE TRAY
"PARKS, FORESTRY & RECREATION"	5352-1	2019-09-24	2019-09-25	SAM'S NO FRILLS #3663	6.26	CAD	6.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	"SKITTLES, STARBUST"
"PARKS, FORESTRY & RECREATION"	5353-1	2019-09-25	2019-09-26	LONG & MCQUADE	450.87	CAD	450.87	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	AMP RACK
"PARKS, FORESTRY & RECREATION"	5353-2	2019-09-25	2019-09-26	LONG & MCQUADE	"1,256.53"	CAD	"1,256.53"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	WIRELESS SYSTEM P.A.
"PARKS, FORESTRY & RECREATION"	5354-1	2019-09-26	2019-09-27	LONG & MCQUADE	25.00	CAD	25.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	SPEAKER REPAIR- DEPOSIT
"PARKS, FORESTRY & RECREATION"	5354-2	2019-09-26	2019-09-27	LONG & MCQUADE	25.00	CAD	25.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	SPEAKER REPAIR - DEPOSIT
"PARKS, FORESTRY & RECREATION"	5355-3	2019-09-26	2019-09-30	THE HOME DEPOT #7013	7.18	CAD	7.18	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5200	Home Supply Warehouse	WASHER
"PARKS, FORESTRY & RECREATION"	5355-4	2019-09-30	2019-09-30	LONG & MCQUADE	105.09	CAD	105.09	CAD	4590	RENTAL – OTHER	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	RENTAL - SPEAKER
					"3,366.40"	CAD	"3,366.40"	CAD							
SOLID WASTE MANAGEMENT	5336-1	2019-09-03	2019-09-04	WWW.OWMA.ORG	904.00	CAD	904.00	CAD	4256	CONFERENCES/SEMINARS – REGISTRATION FEES	SW0739	MATERIAL RECYCLING FACILITY - ARROW ROAD	5734	Computer Software Stores	10TH ANNUAL CANADIAN WASTE TO RESOURCE CONFERENCE
SOLID WASTE MANAGEMENT	5343-2	2019-09-11	2019-09-12	TRY RECYCLING INC HEAD	943.15	CAD	943.15	CAD	4699	REPAIRS AND MAINTENANCE – OTHER	SW0825	DUFFERIN TS OPERATIONS	4900	"Utilities - Electric, Gas, Sanitary, Wat"	REPLACE DAMAGED TRAILER HOOK
SOLID WASTE MANAGEMENT	5355-5	2019-09-26	2019-09-30	CDN TIRE STORE #00119	56.49	CAD	56.49	CAD	2540	HEATING AND AIR CONDITIONING SUPPLIES	SW0739	MATERIAL RECYCLING FACILITY - ARROW ROAD	5200	Home Supply Warehouse	FILTER
					"1,903.64"	CAD	"1,903.64"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5337-3	2019-09-04	2019-09-05	WAV LUCKY ONE PROJECT	"1,033.95"	CAD	"1,033.95"	CAD	4082	PHOTO/VIDEO SERVICES	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	VIDEO - THE BIG DRAW TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5347-2	2019-09-17	2019-09-18	ISTOCK.COM	323.10	CAD	323.10	CAD	4082	PHOTO/VIDEO SERVICES	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	PHOTOS FOR MARKETING
ECONOMIC DEVELOPMENT & CULTURE	5355-6	2019-09-27	2019-09-30	SQ           SQ  GAWCK	"1,380.69"	CAD	"1,380.69"	CAD	2792	"BANNERS, FLAGS & SIGNS"	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	8999	Professional Services - Not Elsewhere Cl	SIGNAGE TORONTO BROWS EXHIBIT - MARKET GALLERY
ECONOMIC DEVELOPMENT & CULTURE	5355-7	2019-09-26	2019-09-30	ADFACTOR	592.12	CAD	592.12	CAD	4825	PRINTING AND REPRODUCTION – THIRD PARTIES	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	2741	Miscellaneous Publishing and Printing	PRINTING HAUNTED POSTCARDS
					"3,329.86"	CAD	"3,329.86"	CAD							
"PARKS, FORESTRY & RECREATION"	5334-1	2019-08-30	2019-09-02	PAUL WOLF ELECTRIC & L	149.00	CAD	149.00	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	SPLICE KIT DIRECT BURIAL
"PARKS, FORESTRY & RECREATION"	5342-1	2019-09-10	2019-09-11	PAUL WOLF ELECTRIC & L	859.06	CAD	859.06	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	"150 WATT LAMPS, 5 AMP FUSES"
"PARKS, FORESTRY & RECREATION"	5346-3	2019-09-16	2019-09-17	PAUL WOLF ELECTRIC & L	578.15	CAD	578.15	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	"GFI COVERS, CADDY CLIPS"
"PARKS, FORESTRY & RECREATION"	5347-3	2019-09-17	2019-09-18	PAUL WOLF ELECTRIC & L	929.03	CAD	929.03	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	200AMP DISCONNECT SWITCH
"PARKS, FORESTRY & RECREATION"	5347-4	2019-09-17	2019-09-18	PAUL WOLF ELECTRIC & L	13.77	CAD	13.77	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	3X2 REDUCING WASHER
"PARKS, FORESTRY & RECREATION"	5352-2	2019-09-24	2019-09-25	PAUL WOLF ELECTRIC & L	147.47	CAD	147.47	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	10 OUTDOOR METAL COVERS
					"2,676.48"	CAD	"2,676.48"	CAD							
TORONTO WATER	5344-1	2019-09-12	2019-09-13	DK HARDWARE SUPPLY LLC	543.21	CAD	401.00	USD	2710	GENERAL HARDWARE	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5251	Hardware Stores	LOCK SAVERSYNTHETIC LUBRICANT
TORONTO WATER	5345-5	2019-09-13	2019-09-16	SHOPPERS DRUG MART #12	12.88	CAD	12.88	CAD	4815	COURIER SERVICES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	9402	Postal Services - Government Only	POSTAGE
TORONTO WATER	5349-1	2019-09-18	2019-09-20	FOCAL POINT FRAMING AN	73.45	CAD	73.45	CAD	2020	BOOKS AND MAGAZINE SUBSCRIPTIONS	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5971	Art Dealers and Galleries	PLAQUE MOUNT CAPITAL PROJECT POSTER
TORONTO WATER	5353-3	2019-09-25	2019-09-26	105448 TERRYTOWN PO	14.86	CAD	14.86	CAD	4815	COURIER SERVICES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	4215	"Courier Services - Air & Ground, Freight"	POSTAGE
TORONTO WATER	5355-8	2019-09-26	2019-09-30	CDN TIRE STORE #00654	196.51	CAD	196.51	CAD	2710	GENERAL HARDWARE	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5200	Home Supply Warehouse	EXTENSION CORD & OUTLET POWER BAR
TORONTO WATER	5355-9	2019-09-27	2019-09-30	SHOPPERS DRUG MART #12	14.86	CAD	14.86	CAD	4815	COURIER SERVICES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	9402	Postal Services - Government Only	POSTAGE
					855.77	CAD	312.56	CAD							
							401.00	USD							
					"1,025.98"	CAD	"1,025.98"	CAD							
SOLID WASTE MANAGEMENT	5353-4	2019-09-25	2019-09-26	COSTCO WHOLESALE W1261	100.67	CAD	100.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5300	Wholesale Clubs	EMPLOYEE APPRECIATION MONTH FOOD
SOLID WASTE MANAGEMENT	5354-3	2019-09-26	2019-09-27	TIM HORTONS #3623	88.10	CAD	88.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5814	Quick Payment Service - Fast-Food Restau	EMPLOYEE APPRECIATION MONTH COFFEE
SOLID WASTE MANAGEMENT	5355-10	2019-09-26	2019-09-30	TIM HORTONS #3623	10.99	CAD	10.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5814	Quick Payment Service - Fast-Food Restau	EMPLOYEE APPRECIATION MONTH FOOD
					199.76	CAD	199.76	CAD							
"PARKS, FORESTRY & RECREATION"	5334-2	2019-08-29	2019-09-02	THE HOME DEPOT #7001	28.02	CAD	28.02	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	WOODEN STAKES
"PARKS, FORESTRY & RECREATION"	5334-3	2019-08-30	2019-09-02	THE HOME DEPOT #7107	155.60	CAD	155.60	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	GARDEN HOSE
"PARKS, FORESTRY & RECREATION"	5339-2	2019-09-05	2019-09-09	THE HOME DEPOT #7107	27.07	CAD	27.07	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	BTK CONCENTRATE
"PARKS, FORESTRY & RECREATION"	5341-2	2019-09-09	2019-09-10	DTC INDUSTRIAL SALES	71.92	CAD	71.92	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	IRRIGATION SUPPLIES
"PARKS, FORESTRY & RECREATION"	5345-6	2019-09-12	2019-09-16	THE HOME DEPOT #7107	6.71	CAD	6.71	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SCREWS
"PARKS, FORESTRY & RECREATION"	5350-4	2019-09-19	2019-09-23	THE HOME DEPOT #7107	835.83	CAD	835.83	CAD	2715	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  M18 SANDER
"PARKS, FORESTRY & RECREATION"	5350-5	2019-09-19	2019-09-23	THE HOME DEPOT #7107	111.14	CAD	111.14	CAD	2715	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	TRMCLD 946ML
"PARKS, FORESTRY & RECREATION"	5353-5	2019-09-24	2019-09-26	THE HOME DEPOT #7107	332.13	CAD	332.13	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  HDX3PK BRUSH
					"1,568.42"	CAD	"1,568.42"	CAD							
FACILITIES MANAGEMENT	5337-4	2019-09-04	2019-09-05	NOBLE 1007	47.10	CAD	47.10	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61541389	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS RECEIPT
FACILITIES MANAGEMENT	5339-3	2019-09-06	2019-09-09	THE MASTER GROUP CRANF	204.87	CAD	204.87	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61538194	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS USED
FACILITIES MANAGEMENT	5343-3	2019-09-11	2019-09-12	THE MASTER GROUP CRANF	77.97	CAD	77.97	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61542225	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT 1
FACILITIES MANAGEMENT	5345-7	2019-09-13	2019-09-16	NOBLE 1007	395.84	CAD	395.84	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61542615	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	#5 BEARING ASSEMBLY
FACILITIES MANAGEMENT	5345-8	2019-09-12	2019-09-16	UNITED REFRIGERATION	57.55	CAD	57.55	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61542225	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS RECEIPT 2
FACILITIES MANAGEMENT	5345-9	2019-09-12	2019-09-16	UNITED REFRIGERATION	310.19	CAD	310.19	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61542330	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5346-4	2019-09-13	2019-09-17	PAUL WOLF ELECTRIC & L	218.37	CAD	218.37	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61541742	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES
FACILITIES MANAGEMENT	5346-5	2019-09-16	2019-09-17	PAUL WOLF ELECTRIC & L	93.76	CAD	93.76	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61541742	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	MISC ELECTRICAL
FACILITIES MANAGEMENT	5346-6	2019-09-16	2019-09-17	THE MASTER GROUP CRANF	88.45	CAD	88.45	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61541742	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	MISC ELECTRICAL 2
FACILITIES MANAGEMENT	5349-2	2019-09-16	2019-09-20	ONTBELTING  POWER TRAN	151.07	CAD	151.07	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61542504	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5349-3	2019-09-19	2019-09-20	THE MASTER GROUP CRANF	53.34	CAD	53.34	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61541742	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FILTERS BELTS
FACILITIES MANAGEMENT	5351-2	2019-09-23	2019-09-24	THE MASTER GROUP REXDA	57.63	CAD	57.63	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61543474	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	WIRELESS SENSOR
FACILITIES MANAGEMENT	5352-3	2019-09-24	2019-09-25	THE MASTER GROUP CRANF	77.97	CAD	77.97	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61543589	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FILTERS AND BELTS
FACILITIES MANAGEMENT	5353-6	2019-09-23	2019-09-26	UNITED REFRIGERATION	241.30	CAD	241.30	CAD	2530	BUILDING REPAIRS & RENOVATION SUPPLIES	61543474	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	THERMOSTAT
					"2,075.41"	CAD	"2,075.41"	CAD							
FIRE SERVICES	5345-10	2019-09-12	2019-09-16	BUNNING SPLICING & RIG	383.25	CAD	383.25	CAD	3099	GENERAL EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5085	Industrial Supplies Not Elsewhere Classi	TWO Y LANDYARDS/SAFETY HARNESS
FIRE SERVICES	5345-11	2019-09-13	2019-09-16	MTO RUS-SO NORTH YORK	120.00	CAD	120.00	CAD	4830	PERMIT AND LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	REPLACEMENT PLATES FOR TFS UNIT #20437
FIRE SERVICES	5354-4	2019-09-26	2019-09-27	YORKDALE TOYOTA PARTS	14.62	CAD	14.62	CAD	2130	PARTS – MOBILE EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	REAR RUBBER WIPER BLADE FOR TFS UNIT #20434
					517.87	CAD	517.87	CAD							
"PARKS, FORESTRY & RECREATION"	5349-4	2019-09-19	2019-09-20	AMZN MKTP CA JK93M4RU3	121.52	CAD	121.52	CAD	2610	KITCHEN SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	MICROFIBER CLOTHS
"PARKS, FORESTRY & RECREATION"	5349-5	2019-09-19	2019-09-20	AMZN MKTP CA PF6002XL3	79.96	CAD	79.96	CAD	2610	KITCHEN SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"MUFFIN TRAYS, APPLE CIDER"
"PARKS, FORESTRY & RECREATION"	5349-6	2019-09-20	2019-09-20	AMAZON.CA 1S9KE4SH3	506.24	CAD	506.24	CAD	2600	RECREATIONAL AND EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	SHRINKY DINKS
"PARKS, FORESTRY & RECREATION"	5350-6	2019-09-20	2019-09-23	MAD SCIENCE OF TORONTO	"1,000.05"	CAD	"1,000.05"	CAD	4102	ENTERTAINER AND BAND FEES	P13592	AFTERSCHOOL RECREATION CARE 2	7929	"Bands, Orchestras, and Miscellaneous Ent"	ARC WORKSHOP
"PARKS, FORESTRY & RECREATION"	5350-7	2019-09-21	2019-09-23	AMZN MKTP CA Z801H6DQ3	180.32	CAD	180.32	CAD	2600	RECREATIONAL AND EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"BINGO SETS, JENGA, IRON"
"PARKS, FORESTRY & RECREATION"	5350-8	2019-09-20	2019-09-23	WAL-MART # 3000	99.40	CAD	99.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5310	Discount Stores	"CHIPS, JUICE, CHEWY BARS"
"PARKS, FORESTRY & RECREATION"	5350-9	2019-09-22	2019-09-23	AMZN MKTP CA HF9T55XA3	171.72	CAD	171.72	CAD	2600	RECREATIONAL AND EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"BINGO SETS, JENGA, IRON"
"PARKS, FORESTRY & RECREATION"	5350-10	2019-09-22	2019-09-23	AMZN MKTP CA IW9SR09G3	181.59	CAD	181.59	CAD	2600	RECREATIONAL AND EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"BINGO SETS, JENGA, IRON"
"PARKS, FORESTRY & RECREATION"	5350-11	2019-09-22	2019-09-23	AMZN MKTP CA LU18P2FD3	171.72	CAD	171.72	CAD	2600	RECREATIONAL AND EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"BINGO SETS, JENGA, IRON"
"PARKS, FORESTRY & RECREATION"	5350-12	2019-09-22	2019-09-23	AMZN MKTP CA Y46YB6NB3	237.87	CAD	237.87	CAD	2600	RECREATIONAL AND EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"BINGO SETS, JENGA, IRON"
					"2,750.39"	CAD	"2,750.39"	CAD							
"PARKS, FORESTRY & RECREATION"	5338-1	2019-09-05	2019-09-06	CENTENNIAL PLUMBING SU	34.07	CAD	34.07	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	BRASS ADAPTORS
"PARKS, FORESTRY & RECREATION"	5338-2	2019-09-05	2019-09-06	SEAL & DESIGN CANADA	54.12	CAD	54.12	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	5046	Commercial Equipment Not Elsewhere Class	O RING KIT
"PARKS, FORESTRY & RECREATION"	5344-2	2019-09-11	2019-09-13	THE HOME DEPOT #7001	121.16	CAD	121.16	CAD	2535	PLUMBING SUPPLIES	P00408	N-EAST-TURF&HORT	5200	Home Supply Warehouse	**MORE**  MOEN FAUCET
"PARKS, FORESTRY & RECREATION"	5353-7	2019-09-25	2019-09-26	CENTENNIAL PLUMBING SU	576.13	CAD	576.13	CAD	2535	PLUMBING SUPPLIES	P06685	EARL BALES CC-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	FITTERS
"PARKS, FORESTRY & RECREATION"	5353-8	2019-09-25	2019-09-26	NOBLE 1038	301.92	CAD	301.92	CAD	2535	PLUMBING SUPPLIES	P06685	EARL BALES CC-OPERATIONS	5251	Hardware Stores	SLOAN SOLENOID VALVE
