Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5229-4	2019-04-08	2019-04-08	MICHAELS OF CANADA #49	112.73	CAD	112.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5945	"Game, Toy, and Hobby Shops"	ART PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	5230-3	2019-04-08	2019-04-09	YOUR DOLLAR STORE WITH	49.72	CAD	49.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	STATIONARY & KITCHEN SUPPLIES
"PARKS, FORESTRY & RECREATION"	5230-4	2019-04-08	2019-04-09	YOUR DOLLAR STORE WITH	55.65	CAD	55.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	KITCHEN SUPPLIES
"PARKS, FORESTRY & RECREATION"	5230-5	2019-04-08	2019-04-09	YOUR DOLLAR STORE WITH	76.56	CAD	76.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	"SKATE EXCHANGE EVENT - HOT CHOCOLATE MIX, MILK"
"PARKS, FORESTRY & RECREATION"	5236-2	2019-04-17	2019-04-17	JOHN BEAD CORP LTD	95.76	CAD	95.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5099	Durable Goods Not Elsewhere Classified	BEADS FOR JEWELLRY MAKING PROGRAM
					703.73	CAD	703.73	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5224-2	2019-04-02	2019-04-02	GAWCK	510.38	CAD	510.38	CAD	4995	OTHER EXPENSES	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	SIGNAGE FOR FESTIVAL
ECONOMIC DEVELOPMENT & CULTURE	5237-3	2019-04-18	2019-04-19	HOO*HOOTSUITE INC	15.50	CAD	11.29	USD	4085	PROF & TECH-MGMT	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA ANALYTICS
ECONOMIC DEVELOPMENT & CULTURE	5241-4	2019-04-24	2019-04-25	PAYPAL *ABALEADESIG	395.50	CAD	395.50	CAD	4085	PROF & TECH-MGMT	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	PROMOTIONAL ADS FOR MUSEUM
ECONOMIC DEVELOPMENT & CULTURE	5244-1	2019-04-29	2019-04-30	UPAKNEE EMAIL	271.20	CAD	271.20	CAD	4414	ADVERTISING & PROMOTION	ED0150	PS MKG EDC MKTG TACTICS	7392	"Consulting, Management, and Public Relat"	E-NEWSLETTER DISTRIBUTION
					"1,192.58"	CAD	"1,177.08"	CAD							
							11.29	USD							
FLEET SERVICES	5224-3	2019-04-01	2019-04-02	MTO RUS DRIVER CERT PR	"3,220.00"	CAD	"3,220.00"	CAD	4991	PAYMENTS TO PROVINCE	FL4001	FLEET SAFETY & TRAINING	9399	Government Services - Not Elsewhere Clas	3-DRIVER CERTIFICATION PROGRAM FEE
FLEET SERVICES	5235-2	2019-04-15	2019-04-16	MTO RUS PRIS	5.00	CAD	5.00	CAD	4991	PAYMENTS TO PROVINCE	FL4001	FLEET SAFETY & TRAINING	9399	Government Services - Not Elsewhere Clas	CVOR REPORT
FLEET SERVICES	5237-4	2019-04-18	2019-04-19	PAYPAL *CARSP	75.00	CAD	75.00	CAD	4760	MEMBERSHIP FEES	FL4001	FLEET SAFETY & TRAINING	8398	"Organizations, Charitable and Social Ser"	CDN ASSOCIATION OF ROAD SAFETY PROF
					"3,300.00"	CAD	"3,300.00"	CAD							
"PARKS, FORESTRY & RECREATION"	5224-4	2019-04-02	2019-04-02	PAUL WOLF ELECTRIC & L	69.71	CAD	69.71	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	"SIEMENS BREAKER, TERM"
"PARKS, FORESTRY & RECREATION"	5231-1	2019-04-10	2019-04-10	PAUL WOLF ELECTRIC & L	343.50	CAD	343.50	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	EUX BOX
					413.21	CAD	413.21	CAD							
TORONTO WATER	5232-3	2019-04-11	2019-04-11	RAM IMAGING	508.05	CAD	508.05	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7338	"Quick Copy, Reproduction, and Blueprinti"	HP TONER
TORONTO WATER	5239-2	2019-04-23	2019-04-23	FOCAL POINT FRAMING AN	248.60	CAD	248.60	CAD	3320	FIXTURES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5971	Art Dealers and Galleries	MOUNT FOR CAPITAL PROJECT POSTER
TORONTO WATER	5241-5	2019-04-25	2019-04-25	SHOPPERS DRUG MART #12	12.88	CAD	12.88	CAD	4815	COURIER SERVICES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7399	Business Services - Not Elsewhere Classi	LETTER TO MOL
TORONTO WATER	5242-3	2019-04-26	2019-04-26	FUSIONONE INC.	208.43	CAD	208.43	CAD	2710	GENERAL HARDWARE	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	4816	Computer Network/Information Services	LABELS WPL305 QUAD PACK
					977.96	CAD	977.96	CAD							
SOLID WASTE MANAGEMENT	5226-7	2019-04-05	2019-04-05	GREEN CANPUMP INC	36.16	CAD	36.16	CAD	2535	PLUMBING SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5947	"Card, Gift, Novelty, and Souvenir Shops"	SUCTION STRAINER
					36.16	CAD	36.16	CAD							
"PARKS, FORESTRY & RECREATION"	5225-65	2019-04-02	2019-04-03	THE HOME DEPOT #7107	51.82	CAD	51.82	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  25MM20PK
"PARKS, FORESTRY & RECREATION"	5229-5	2019-04-08	2019-04-08	ULINE PICK-UP CANADA	988.75	CAD	988.75	CAD	3310	FURNISHINGS	P00272	E-SOUTH2-TURF&HORT	7399	Business Services - Not Elsewhere Classi	"TOOL RACK, TABLE"
"PARKS, FORESTRY & RECREATION"	5230-6	2019-04-08	2019-04-09	THE HOME DEPOT #7107	-47.33	CAD	-47.33	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	25MM20PK
"PARKS, FORESTRY & RECREATION"	5230-7	2019-04-09	2019-04-09	KOOY BROS LAWN	816.63	CAD	816.63	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	SNOW PLOW INSTALLATION
"PARKS, FORESTRY & RECREATION"	5234-3	2019-04-16	2019-04-16	ULINE	984.23	CAD	984.23	CAD	3310	FURNISHINGS	P00272	E-SOUTH2-TURF&HORT	5964	Direct Marketing - Catalog Merchants	**MORE**  20  DOUBLE PRONG TOOL RACK
"PARKS, FORESTRY & RECREATION"	5237-5	2019-04-17	2019-04-19	THE HOME DEPOT #7107	24.34	CAD	24.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	2X6X8SIENNA
"PARKS, FORESTRY & RECREATION"	5237-6	2019-04-17	2019-04-19	CDN TIRE STORE #00324	212.39	CAD	212.39	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"PUMP SPRAYERS, BUCKETS"
"PARKS, FORESTRY & RECREATION"	5239-3	2019-04-23	2019-04-23	SILVER MILE HARDWARE	161.50	CAD	161.50	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5072	Hardware Equipment and Supplies	"CHAINSAW CHAINS, FILE"
"PARKS, FORESTRY & RECREATION"	5241-6	2019-04-25	2019-04-25	OES INC. - CAD	542.40	CAD	542.40	CAD	2792	"BANNERS, FLAGS & SIGNS"	P00272	E-SOUTH2-TURF&HORT	5065	Electrical Parts and Equipment	ELECTRONIC SIGN BOARD
"PARKS, FORESTRY & RECREATION"	5241-7	2019-04-25	2019-04-25	SILVER MILE HARDWARE	-6.78	CAD	-6.78	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5072	Hardware Equipment and Supplies	REFUND
"PARKS, FORESTRY & RECREATION"	5242-4	2019-04-26	2019-04-26	THE HOME DEPOT #7107	241.23	CAD	241.23	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  BONE ML 3KG
					"3,969.18"	CAD	"3,969.18"	CAD							
FACILITIES MANAGEMENT	5232-4	2019-04-11	2019-04-11	THE MASTER GROUP CRANF	418.64	CAD	418.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61509708	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5232-5	2019-04-12	2019-04-12	PAUL WOLF ELECTRIC & L	33.20	CAD	33.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61509708	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL PARTS
FACILITIES MANAGEMENT	5240-1	2019-04-24	2019-04-24	NOBLE 1017	84.95	CAD	84.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61509708	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	ELECTRICAL SUPPLIES
FACILITIES MANAGEMENT	5241-8	2019-04-26	2019-04-26	THE MASTER GROUP CRANF	77.83	CAD	77.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61511576	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FILTERS
FACILITIES MANAGEMENT	5244-3	2019-04-30	2019-04-30	LENNOX CANADA INC	"1,503.68"	CAD	"1,503.68"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61511178	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	PARTS RECEIPT
					"2,118.30"	CAD	"2,118.30"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5224-5	2019-04-02	2019-04-02	EJ BAGS   BOXES INC.	113.70	CAD	113.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	2741	Miscellaneous Publishing and Printing	DRY CLEANING BAGS
ECONOMIC DEVELOPMENT & CULTURE	5224-6	2019-04-02	2019-04-02	STAPLES STORE #46	15.81	CAD	15.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5943	"Office, School Supply, and Stationery St"	CARD TEMPLATE
ECONOMIC DEVELOPMENT & CULTURE	5226-8	2019-04-05	2019-04-05	BRICKS 4 KIDZ - BEACHE	355.95	CAD	355.95	CAD	4102	ENTERTAINER AND BAND FEES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	8299	Educational Services	PROGRAM DELIVERY
ECONOMIC DEVELOPMENT & CULTURE	5232-6	2019-04-11	2019-04-11	STAPLES STORE #256	70.01	CAD	70.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5943	"Office, School Supply, and Stationery St"	"CARDSTOCK, COLOUR PAPER"
ECONOMIC DEVELOPMENT & CULTURE	5232-7	2019-04-12	2019-04-12	ABOVEGROUND ENTERPRISE	20.32	CAD	20.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	7333	"Commercial Art, Graphics, Photography"	IMITATION GOLD LEAF
ECONOMIC DEVELOPMENT & CULTURE	5236-3	2019-04-17	2019-04-17	A&H PRINTING INC.	73.45	CAD	73.45	CAD	4414	ADVERTISING & PROMOTION	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	2741	Miscellaneous Publishing and Printing	POST CARDS
ECONOMIC DEVELOPMENT & CULTURE	5237-7	2019-04-18	2019-04-19	SP * THE MAGNETACK	199.06	CAD	144.95	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5399	Miscellaneous General Merchandise	POSTER HANGING TACKS
ECONOMIC DEVELOPMENT & CULTURE	5237-8	2019-04-18	2019-04-19	CAMILLA VALLEY FARM WE	343.29	CAD	343.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5949	"Fabric, Needlework, Piece Goods, and Sew"	"BOBBINS, WINDER, TREADLE, BRACKET"
ECONOMIC DEVELOPMENT & CULTURE	5241-9	2019-04-27	2019-04-27	AMAZON.CA*MZ05O52W1	46.11	CAD	46.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	4816	Computer Network/Information Services	QUAKEHOLD MOUNTING GEL
					"1,237.70"	CAD	"1,038.64"	CAD							
							144.95	USD							
FIRE SERVICES	5229-6	2019-04-08	2019-04-08	ENCO AUTO TRIMGLASSDUF	"2,344.75"	CAD	"2,344.75"	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	7538	Automotive Service Shops	"MULTIPLE SEAT REPAIRS, UNITS A231,R341, 27044, 28015"
FIRE SERVICES	5233-2	2019-04-14	2019-04-14	WESTIN (WESTIN HOTELS)	"1,021.06"	CAD	744.12	USD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	3513	Westin Hotels	ACCOMMODATIONS - FDIC CONFERENCE
FIRE SERVICES	5235-3	2019-04-15	2019-04-16	SAYAL ELECTRONICS (TOR	49.21	CAD	49.21	CAD	2710	GENERAL HARDWARE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5732	Electronic Sales	BATTERY LITHIUM
FIRE SERVICES	5242-5	2019-04-27	2019-04-27	THE HOME DEPOT #7011	40.14	CAD	40.14	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	DBPOL1/4X100
					"3,455.16"	CAD	"2,434.10"	CAD							
							744.12	USD							
"PARKS, FORESTRY & RECREATION"	5231-2	2019-04-09	2019-04-10	WAL-MART #1139	34.56	CAD	34.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	"JUICE, CREAM, MILK, SALT"
"PARKS, FORESTRY & RECREATION"	5232-8	2019-04-12	2019-04-12	AMZN MKTP CA*MZ44V4ZT1	294.76	CAD	294.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"EYE MASKS, WALL BACKGROUND"
"PARKS, FORESTRY & RECREATION"	5232-9	2019-04-12	2019-04-12	AMZN MKTP CA*MZ66M7CE2	468.73	CAD	468.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"CLAY, FLAGS, BLOCKS"
"PARKS, FORESTRY & RECREATION"	5232-10	2019-04-12	2019-04-12	AMZN MKTP CA*MZ7F35ZB1	122.00	CAD	122.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	GAMES
"PARKS, FORESTRY & RECREATION"	5232-11	2019-04-12	2019-04-12	AMZN MKTP CA*MZ3TI8FQ0	183.00	CAD	183.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	GAMES
"PARKS, FORESTRY & RECREATION"	5232-12	2019-04-12	2019-04-12	AMZN MKTP CA*MZ46C0NW1	205.64	CAD	205.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"GAMES, PUZZLES"
"PARKS, FORESTRY & RECREATION"	5232-13	2019-04-13	2019-04-13	AMZN MKTP CA*MZ3PQ3FE0	107.94	CAD	107.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13581	QA HIGH FIVE PROGRAM	4816	Computer Network/Information Services	BALLS CRUSH PROOF
"PARKS, FORESTRY & RECREATION"	5233-3	2019-04-13	2019-04-13	AMZN MKTP CA*MZ5GE23N1	431.88	CAD	431.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	SPEAKER
