Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5420-2	2019-12-24	2019-12-25	G & G ELECTRONICS	429.38	CAD	429.38	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06434	JJ PICCININNI-SPORTS	7629	"Appliance Repair Shops, Electrical and S"	PROJECTOR MOUNT
"PARKS, FORESTRY & RECREATION"	5422-1	2019-12-27	2019-12-27	AMAZON.CA CN08X7IJ3	112.42	CAD	112.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04885	JJ PICCININNI-SUMMER CAMPS	4816	Computer Network/Information Services	WEIGHTED TRAINING BALLS
"PARKS, FORESTRY & RECREATION"	5422-2	2019-12-27	2019-12-27	AMAZON.CA N17HR3QC3	136.71	CAD	136.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	4816	Computer Network/Information Services	WEIGHTED TRAINING BALLS AND HOOPS
"PARKS, FORESTRY & RECREATION"	5422-3	2019-12-27	2019-12-27	AMAZON.CA V55BB88X3	56.21	CAD	56.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	4816	Computer Network/Information Services	WEIGHTED TRAINING BALLS AND HOOPS
"PARKS, FORESTRY & RECREATION"	5423-1	2019-12-28	2019-12-30	AMAZON.CA K94SX5ZN3	56.21	CAD	56.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	4816	Computer Network/Information Services	WEIGHTED TRAINING BALLS AND HOOP
					"6,586.20"	CAD	"6,586.20"	CAD							
FLEET SERVICES	5415-2	2019-12-17	2019-12-18	CANADA WIDE PARKING	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	FL4001	FLEET SAFETY & TRAINING	7523	Automobile Parking Lots and Garages	P12 PARKING TTC MEETING
FLEET SERVICES	5418-6	2019-12-20	2019-12-23	MTO RUS PRIS	5.00	CAD	5.00	CAD	4991	PAYMENTS TO PROVINCE	FL4001	FLEET SAFETY & TRAINING	9399	Government Services - Not Elsewhere Clas	P12 MTO- ABSTRACT ORDER
					19.00	CAD	19.00	CAD							
"PARKS, FORESTRY & RECREATION"	5402-4	2019-11-29	2019-12-02	PAUL WOLF ELECTRIC & L	620.14	CAD	620.14	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	100 W MH LAMPS
"PARKS, FORESTRY & RECREATION"	5409-1	2019-12-09	2019-12-10	BUTLER`S APPLIANCE	85.43	CAD	85.43	CAD	3080	M & E - HAND TOOLS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	7629	"Appliance Repair Shops, Electrical and S"	REPAIR ANGLE GRINDER
"PARKS, FORESTRY & RECREATION"	5418-7	2019-12-20	2019-12-23	PAUL WOLF ELECTRIC & L	954.73	CAD	954.73	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	ELECTRONIC TIMERS-NIPPLES
					"1,660.30"	CAD	"1,660.30"	CAD							
TORONTO WATER	5402-5	2019-11-29	2019-12-02	SHOPPERS DRUG MART #12	12.17	CAD	12.17	CAD	4815	COURIER SERVICES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	9402	Postal Services - Government Only	POSTAGE
TORONTO WATER	5413-3	2019-12-12	2019-12-16	LOG BOOKS UNLIMITED	131.39	CAD	131.39	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7338	"Quick Copy, Reproduction, and Blueprinti"	LOG BOOKS
TORONTO WATER	5416-4	2019-12-17	2019-12-19	CDN TIRE STORE #00654	101.64	CAD	101.64	CAD	2710	GENERAL HARDWARE	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5200	Home Supply Warehouse	LITHIUM BATTERIES
					245.20	CAD	245.20	CAD							
SOLID WASTE MANAGEMENT	5419-4	2019-12-23	2019-12-24	GHIBLI CANADA 2000	"1,695.00"	CAD	"1,695.00"	CAD	3099	GENERAL EQUIPMENT	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5046	Commercial Equipment Not Elsewhere Class	PRESSURE WASHER
SOLID WASTE MANAGEMENT	5420-3	2019-12-24	2019-12-25	FABCO PLASTICS WHOLESA	853.94	CAD	853.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0854	INGRAM TS SITE MAINTENANCE	5074	Plumbing and Heating Equipment	RENOVATION SUPPLIES
					"2,548.94"	CAD	"2,548.94"	CAD							
TRANSPORTATION	5403-3	2019-12-01	2019-12-03	INSTORAGE #3021	589.48	CAD	589.48	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	TP0100	"ROADWAY SURFACE REPAIR-D1,A1"	5999	Miscellaneous and Specialty Retail Store	STORAGE FACILITY FOR POTENTIAL STRIKE
TRANSPORTATION	5414-2	2019-12-16	2019-12-17	CUBEX LTD	416.29	CAD	416.29	CAD	4402	CONTRACTED SERVICES - LIGHTING	TP0100	"ROADWAY SURFACE REPAIR-D1,A1"	5046	Commercial Equipment Not Elsewhere Class	LED WORKLIGHTS
					"1,005.77"	CAD	"1,005.77"	CAD							
"PARKS, FORESTRY & RECREATION"	5408-7	2019-12-05	2019-12-09	THE HOME DEPOT #7107	29.12	CAD	29.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	4X8-1/2.STD
"PARKS, FORESTRY & RECREATION"	5408-8	2019-12-05	2019-12-09	THE HOME DEPOT #7107	17.68	CAD	17.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  MOUNTSQR
"PARKS, FORESTRY & RECREATION"	5408-9	2019-12-05	2019-12-09	CDN TIRE STORE #00030	79.04	CAD	79.04	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	SNOW BRUSHES
"PARKS, FORESTRY & RECREATION"	5412-1	2019-12-11	2019-12-13	THE HOME DEPOT #7107	66.65	CAD	66.65	CAD	3025	M & E - JANITORIAL	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	PUSHBROOM
					192.49	CAD	192.49	CAD							
FACILITIES MANAGEMENT	5405-3	2019-12-04	2019-12-05	ONTARIO HEATING PINE	69.68	CAD	69.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61559390	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	NEW PRESSURE SWITCH
FACILITIES MANAGEMENT	5406-5	2019-12-05	2019-12-06	THE MASTER GROUP CRANF	349.24	CAD	349.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61558483	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5409-2	2019-12-09	2019-12-10	NOBLE 1017	44.33	CAD	44.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61556002	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HI TEMP SILICONE MISC
FACILITIES MANAGEMENT	5410-1	2019-12-10	2019-12-11	NOBLE 1017	218.80	CAD	218.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61563532	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS RECEIPT
FACILITIES MANAGEMENT	5412-2	2019-12-12	2019-12-13	NOBLE 1017	127.79	CAD	127.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61563876	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	INSULATION
FACILITIES MANAGEMENT	5413-4	2019-12-13	2019-12-16	NOBLE 1007	33.22	CAD	33.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61564011	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS RECEIPT
FACILITIES MANAGEMENT	5414-3	2019-12-16	2019-12-17	NOBLE 1007	434.88	CAD	434.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61564088	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	FLOW SWITCHES
FACILITIES MANAGEMENT	5415-3	2019-12-17	2019-12-18	WWG / TOTALINE	340.93	CAD	340.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61564249	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PARTS RECEIPT 1
FACILITIES MANAGEMENT	5415-4	2019-12-17	2019-12-18	WWG / TOTALINE	200.00	CAD	200.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61564249	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PARTS RECEIPT 2
FACILITIES MANAGEMENT	5416-6	2019-12-17	2019-12-19	UNITED REFRIGERATION	89.32	CAD	89.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61564155	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	FILTERS BELTS
FACILITIES MANAGEMENT	5416-7	2019-12-17	2019-12-19	UNITED REFRIGERATION	129.80	CAD	129.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61563532	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	TRANSFORMER
FACILITIES MANAGEMENT	5416-8	2019-12-18	2019-12-19	NOBLE 1007	544.94	CAD	544.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61559248	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	GAS PIPING
FACILITIES MANAGEMENT	5419-5	2019-12-23	2019-12-24	NOBLE 1017	42.21	CAD	42.21	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61563648	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PRV
FACILITIES MANAGEMENT	5419-6	2019-12-23	2019-12-24	NOBLE 1017	46.52	CAD	46.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61565162	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DRAIN VALVE AND DIRTY
FACILITIES MANAGEMENT	5420-4	2019-12-20	2019-12-25	UNITED REFRIGERATION	73.36	CAD	73.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61564597	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5420-5	2019-12-20	2019-12-25	UNITED REFRIGERATION	85.07	CAD	85.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61564793	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	TRANSFORMER
FACILITIES MANAGEMENT	5420-6	2019-12-20	2019-12-25	UNITED REFRIGERATION	88.25	CAD	88.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61559417	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5420-7	2019-12-23	2019-12-25	THE HOME DEPOT #7080	65.54	CAD	65.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61559417	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	11LRIDGIDVAC
FACILITIES MANAGEMENT	5420-8	2019-12-24	2019-12-25	NOBLE 1017	424.35	CAD	424.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61565162	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	NEW 1/12 HP PUMP MOTOR
FACILITIES MANAGEMENT	5424-1	2019-12-30	2019-12-31	THE MASTER GROUP CRANF	73.63	CAD	73.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61559050	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FAN TIMER BOARD
					"3,481.86"	CAD	"3,481.86"	CAD							
FIRE SERVICES	5408-10	2019-12-06	2019-12-09	STEEPROCK DRY CLEANERS	99.99	CAD	99.99	CAD	2670	UNIFORMS	FR0019	ADMIN-QUARTERMASTER/STORES	7216	Dry Cleaners	UNIFORM ALTERATIONS
FIRE SERVICES	5411-2	2019-12-10	2019-12-12	CDN TIRE STORE #00070	67.66	CAD	67.66	CAD	2130	PARTS - MOBILE EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	WINDSHIELD WASHER FLUID
FIRE SERVICES	5411-3	2019-12-11	2019-12-12	JOHNSON AUTO WRECKERS	"1,469.00"	CAD	"1,469.00"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	7538	Automotive Service Shops	USED ENGINE
FIRE SERVICES	5413-5	2019-12-13	2019-12-16	AXSUB DIVING SUPPLIES	"5,933.37"	CAD	"5,933.37"	CAD	3080	M & E - HAND TOOLS	FR0038	MECH MAINTENANCE - MARINE SECTION	5399	Miscellaneous General Merchandise	CYGNUS 6+PRO ULTRASONIC THICKNESS GAUGE
FIRE SERVICES	5414-4	2019-12-15	2019-12-17	THE HOME DEPOT #7011	22.01	CAD	22.01	CAD	2499	OTHER CHEMICALS	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	GS SMART GC
FIRE SERVICES	5418-9	2019-12-20	2019-12-23	LOWES #03096	112.99	CAD	112.99	CAD	3099	GENERAL EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	HEAVY DUTY HAND TRUCK
FIRE SERVICES	5421-2	2019-12-24	2019-12-26	SPARKLEEN MOBILE WASH	186.96	CAD	186.96	CAD	4437	WASHES-LICENSED MOBILE EQUIP.	FR0025	MECHANICAL MAINT-VEHICLE MAINT	7349	"Cleaning and Maintenance, Janitorial Ser"	PRESSURE WASH SERVICES
FIRE SERVICES	5424-2	2019-12-30	2019-12-31	LOWES #03096	20.20	CAD	20.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	2-4-92-5/8 KD WW SELECT STUD
					"7,912.18"	CAD	"7,912.18"	CAD							
"PARKS, FORESTRY & RECREATION"	5402-6	2019-11-28	2019-12-02	WAL-MART #1139	194.57	CAD	194.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	"CHIPS, LOLLIPOPS, CANDY CANES"
					194.57	CAD	194.57	CAD							
"PARKS, FORESTRY & RECREATION"	5402-7	2019-11-29	2019-12-02	CENTENNIAL PLUMBING SU	40.00	CAD	40.00	CAD	2535	PLUMBING SUPPLIES	P07659	DOUGLAS SNOW-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	BOTTLE KLEEN DRAIN
"PARKS, FORESTRY & RECREATION"	5403-4	2019-12-02	2019-12-03	NOBLE 1038	103.40	CAD	103.40	CAD	2535	PLUMBING SUPPLIES	P07701	GOULDING CC-OPERATIONS	5251	Hardware Stores	TRAP SEAL PRIMER
"PARKS, FORESTRY & RECREATION"	5409-3	2019-12-09	2019-12-10	CENTENNIAL PLUMBING SU	22.09	CAD	22.09	CAD	2535	PLUMBING SUPPLIES	P07702	GRANDRAVINE CC-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	COUPLING
"PARKS, FORESTRY & RECREATION"	5415-5	2019-12-17	2019-12-18	NOBLE 1039	284.65	CAD	284.65	CAD	2535	PLUMBING SUPPLIES	P07659	DOUGLAS SNOW-OPERATIONS	5251	Hardware Stores	"2"" VALVES"
"PARKS, FORESTRY & RECREATION"	5419-7	2019-12-23	2019-12-24	NOBLE 1039	221.67	CAD	221.67	CAD	2535	PLUMBING SUPPLIES	P07697	CUMMER COMPLEX-OPERATIONS	5251	Hardware Stores	OFF SET PLUG
					671.81	CAD	671.81	CAD							
MUNICIPAL LICENSING & STANDARDS	5411-4	2019-12-11	2019-12-12	PANERA 5103	158.96	CAD	158.96	CAD	4820	BUSINESS MEETING EXPENSES	MS1011	MLS WORKFORCE PLANNING & DEVELOPMENT	5812	"Eating Places, Restaurants"	CATERING FOR MEETING
MUNICIPAL LICENSING & STANDARDS	5411-5	2019-12-11	2019-12-12	ART FRAME N COPY CO.	288.15	CAD	288.15	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5946	Camera and Photographic Supply Stores	RECOGNITION FRAMING
MUNICIPAL LICENSING & STANDARDS	5415-6	2019-12-16	2019-12-18	SCANTEK INC	"7,108.07"	CAD	"5,260.00"	USD	3099	GENERAL EQUIPMENT	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5046	Commercial Equipment Not Elsewhere Class	NOISE METER
					"7,555.18"	CAD	447.11	CAD							
							"5,260.00"	USD							
"PARKS, FORESTRY & RECREATION"	5408-12	2019-12-06	2019-12-09	SHERIDAN NURSERIES EST	245.32	CAD	245.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10541	S-REC SUPER3-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	POINSETTIAS FOR HOLIDAY EVENT
					245.32	CAD	245.32	CAD							
"PARKS, FORESTRY & RECREATION"	5406-6	2019-12-05	2019-12-06	DOLLARAMA # 447	63.39	CAD	63.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13279	SUMMER CAMPS-STEPHEN LEACOCK RC	5310	Discount Stores	"PLATES, CUTLERY, CUPS - STAFF TRAINING"
"PARKS, FORESTRY & RECREATION"	5406-7	2019-12-05	2019-12-06	FOOD BASICS #628	41.64	CAD	41.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13279	SUMMER CAMPS-STEPHEN LEACOCK RC	5411	"Grocery Stores, Supermarkets"	"FRUITS, VEGGIES, MILK, CREAM, BBQ SAUCE"
					105.03	CAD	105.03	CAD							
FACILITIES MANAGEMENT	5402-8	2019-11-29	2019-12-02	CUSTOM DOOR AND LOCK S	347.48	CAD	347.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61558129	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	REKEY CYLINDER PROVIDE KEYS
FACILITIES MANAGEMENT	5403-5	2019-12-02	2019-12-03	HARDWARE AGENCIES	266.03	CAD	266.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61559247	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CONTINUOUS HINGE
FACILITIES MANAGEMENT	5403-6	2019-12-02	2019-12-03	CUSTOM DOOR AND LOCK S	61.30	CAD	61.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61559370	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	REKEY TWO CYLINDERS PROVIDE KEYS
FACILITIES MANAGEMENT	5404-1	2019-12-03	2019-12-04	HARDWARE AGENCIES	682.78	CAD	682.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61559415	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	UNICAN PUSH BUTTON LOCK WITH KEY OVERRIDE SPRAY LUBE
FACILITIES MANAGEMENT	5404-2	2019-12-03	2019-12-04	REMAC DOOR & HARDWARE	503.60	CAD	503.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61558561	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5719	Miscellaneous House Furnishing Specialty	NEW CUSTOM DOOR
FACILITIES MANAGEMENT	5404-3	2019-12-03	2019-12-04	REMAC DOOR & HARDWARE	376.74	CAD	376.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61557539	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5719	Miscellaneous House Furnishing Specialty	NEW DOORS
