Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5666-1	2020-11-16	2020-11-17	SAM'S NO FRILLS #3663	91.40	CAD	91.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	"GRAPE PUNCH, BEAR PAWS"
					152.04	CAD	152.04	CAD							
SOLID WASTE MANAGEMENT	5654-2	2020-10-30	2020-11-02	ERGO INDUSTRIAL SEATIN	522.81	CAD	522.81	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	SW0739	MATERIAL RECYCLING FACILITY - ARROW ROAD	5712	"Equipment, Furniture, and Home Furnishin"	ERGONOMIC CHAIR FOR STAFF
SOLID WASTE MANAGEMENT	5675-1	2020-11-28	2020-11-30	ULINE	822.45	CAD	822.45	CAD	2199	MISCELLANEOUS PARTS	SW1010	SWM - COLLECTIONS DISTRICT 1	5964	Direct Marketing - Catalog Merchants	"STEEL LOAD BAR 87-119"""
					"1,345.26"	CAD	"1,345.26"	CAD							
FLEET SERVICES	5660-4	2020-11-06	2020-11-09	J J KELLER & ASSOCIATE	595.61	CAD	434.69	USD	4995	OTHER EXPENSES	FL4001	FLEET SAFETY & TRAINING	2741	Miscellaneous Publishing and Printing	P11 - BACKING & PARKING STRATEGIES TRAINING
FLEET SERVICES	5664-2	2020-11-12	2020-11-13	ONTARIO SAFETY LEAGUE	559.35	CAD	559.35	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FL4001	FLEET SAFETY & TRAINING	8398	"Organizations, Charitable and Social Ser"	P11 ONTARIO SAFETY LEAGUE
FLEET SERVICES	5665-1	2020-11-13	2020-11-16	TORONTO PARKING AUTHOR	1.00	CAD	1.00	CAD	4770	PARKING EXPENSES (INTOWN)	FL4001	FLEET SAFETY & TRAINING	7523	Automobile Parking Lots and Garages	P11 TOR PARKING AUTHORITY- MEETING WITH PF&R
FLEET SERVICES	5669-4	2020-11-19	2020-11-20	ONTARIO SAFETY LEAGUE	-559.35	CAD	-559.35	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FL4001	FLEET SAFETY & TRAINING	8398	"Organizations, Charitable and Social Ser"	P11 ONTARIO SAFETY LEAGUE
					596.61	CAD	1.00	CAD							
							434.69	USD							
"PARKS, FORESTRY & RECREATION"	5664-3	2020-11-12	2020-11-13	PAUL WOLF ELECTRIC & L	386.81	CAD	386.81	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	BULBS
"PARKS, FORESTRY & RECREATION"	5675-2	2020-11-27	2020-11-30	THE HOME DEPOT #7001	597.33	CAD	597.33	CAD	2575	ELECTRICAL SUPPLIES	P00548	S-EAST 1-TURF&HOR	5200	Home Supply Warehouse	**MORE**  LED
					984.14	CAD	984.14	CAD							
"PARKS, FORESTRY & RECREATION"	5675-3	2020-11-27	2020-11-30	THE HOME DEPOT #7107	11.30	CAD	11.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	POT HOLE FIL
					11.30	CAD	11.30	CAD							
FACILITIES MANAGEMENT	5654-6	2020-10-30	2020-11-02	LENNOX CANADA INC	"2,422.09"	CAD	"2,422.09"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61638704	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	HEAT EXCHANGER PARTS
FACILITIES MANAGEMENT	5655-1	2020-11-02	2020-11-03	THE MASTER GROUP CRANF	312.69	CAD	312.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61642642	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	COMBUSTION MOTOR
FACILITIES MANAGEMENT	5660-7	2020-11-06	2020-11-09	NOBLE 1017	276.23	CAD	276.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61643694	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	NEW RADIATOR
FACILITIES MANAGEMENT	5662-2	2020-11-06	2020-11-11	UNITED REFRIGERATION	34.37	CAD	34.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61640318	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	FILTERS
FACILITIES MANAGEMENT	5662-3	2020-11-06	2020-11-11	UNITED REFRIGERATION	55.05	CAD	55.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61640314	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	BELTS
FACILITIES MANAGEMENT	5664-4	2020-11-12	2020-11-13	PRO KONTROL	623.82	CAD	623.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61638253	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	3 WAY HEATING VALVE
FACILITIES MANAGEMENT	5665-4	2020-11-12	2020-11-16	ONTBELTING  POWER TRAN	123.88	CAD	123.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61639734	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5666-3	2020-11-13	2020-11-17	THE MASTER GROUP CRANF	169.50	CAD	169.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61642585	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	5KW HEATER
FACILITIES MANAGEMENT	5667-2	2020-11-17	2020-11-18	THE MASTER GROUP CRANF	235.67	CAD	235.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61645115	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5668-1	2020-11-18	2020-11-19	ENGINEERED AIR	61.02	CAD	61.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61645342	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	PARTS RECEIPT
FACILITIES MANAGEMENT	5669-6	2020-11-19	2020-11-20	NOBLE 1017	313.46	CAD	313.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61645195	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	CIRCULATING PUMP
FACILITIES MANAGEMENT	5670-6	2020-11-18	2020-11-23	ONTBELTING  POWER TRAN	145.11	CAD	145.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61639775	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5670-7	2020-11-18	2020-11-23	ONTBELTING  POWER TRAN	119.61	CAD	119.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61645342	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5672-2	2020-11-24	2020-11-25	SNOWDON HVAC	297.19	CAD	297.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61646278	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	COMBUSTION MOTOR
FACILITIES MANAGEMENT	5672-3	2020-11-24	2020-11-25	SNOWDON HVAC	306.00	CAD	306.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61646168	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	COMBUSTION MOTOR
FACILITIES MANAGEMENT	5672-4	2020-11-20	2020-11-25	UNITED REFRIGERATION	160.82	CAD	160.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61645248	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	IGNITION MODULE
FACILITIES MANAGEMENT	5673-1	2020-11-24	2020-11-26	TRANE CANADA ULC/MISSI	68.58	CAD	68.58	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61646168	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	IGNITION PARTS
FACILITIES MANAGEMENT	5673-2	2020-11-24	2020-11-26	MASTER MISSISAUGA	208.03	CAD	208.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61646189	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FILTERS BELTS
FACILITIES MANAGEMENT	5675-4	2020-11-27	2020-11-30	THE MASTER GROUP CRANF	72.73	CAD	72.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61646189	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	HEAT PUMP FILTERS
FACILITIES MANAGEMENT	5675-5	2020-11-27	2020-11-30	THE MASTER GROUP CRANF	297.01	CAD	297.01	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61646300	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	THERMOSTAT
FACILITIES MANAGEMENT	5675-6	2020-11-27	2020-11-30	THE MASTER GROUP CRANF	303.97	CAD	303.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61646659	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	CONTROL BOARD 1
					"6,606.83"	CAD	"6,606.83"	CAD							
"PARKS, FORESTRY & RECREATION"	5654-7	2020-10-30	2020-11-02	NOBLE 1038	36.35	CAD	36.35	CAD	2535	PLUMBING SUPPLIES	P03035	HC CARNEGIE-CENTENNIAL - OPERATIONS	5251	Hardware Stores	"ABS ELBOW, GLUE"
"PARKS, FORESTRY & RECREATION"	5655-2	2020-11-03	2020-11-03	ONTARIO COLLEGE OF TRA	67.80	CAD	67.80	CAD	4760	MEMBERSHIP FEES	P00853	ALNESS YD-TRADES	9399	Government Services - Not Elsewhere Clas	MEMBERSHIP RENEWAL
"PARKS, FORESTRY & RECREATION"	5658-2	2020-11-03	2020-11-05	THE HOME DEPOT #7073	70.51	CAD	70.51	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  PLIERS
"PARKS, FORESTRY & RECREATION"	5673-3	2020-11-25	2020-11-26	RTA ELECTRONIC MOTOR C	285.69	CAD	285.69	CAD	2535	PLUMBING SUPPLIES	P06764	FAIRBANK-OPERATIONS	5999	Miscellaneous and Specialty Retail Store	ARMSTRONG PUMP
					460.35	CAD	460.35	CAD							
FACILITIES MANAGEMENT	5654-8	2020-10-30	2020-11-02	EXTRUDE-A-TRIM INC.	"1,190.42"	CAD	"1,190.42"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61638985	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	ALUMINUM TRIM
FACILITIES MANAGEMENT	5656-4	2020-11-04	2020-11-04	ULINE	"2,463.54"	CAD	"2,463.54"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61638985	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5964	Direct Marketing - Catalog Merchants	**MORE**  BLANK SIGN FRAME W/INSERTS-VERT
FACILITIES MANAGEMENT	5664-5	2020-11-12	2020-11-13	HARDWARE AGENCIES	226.00	CAD	226.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61644622	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	TWO CLASSROOM DEADBOLT
FACILITIES MANAGEMENT	5667-3	2020-11-16	2020-11-18	CTF SUPPLY (11)	116.79	CAD	116.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61638985	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	DOUBLE SIDED TAPE
FACILITIES MANAGEMENT	5668-2	2020-11-18	2020-11-19	APPLEBY LOCK	678.00	CAD	678.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61645324	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	ASSORTED KEYS CUT
FACILITIES MANAGEMENT	5668-3	2020-11-18	2020-11-19	APPLEBY LOCK	203.00	CAD	203.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61643655	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	PROVIDE CYLINDERS KEYED TO C
FACILITIES MANAGEMENT	5668-4	2020-11-18	2020-11-19	APPLEBY LOCK	67.80	CAD	67.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61644588	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5668-5	2020-11-18	2020-11-19	APPLEBY LOCK	497.20	CAD	497.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61645324	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	ASSORTED KEYS
FACILITIES MANAGEMENT	5668-6	2020-11-19	2020-11-19	ULINE	610.20	CAD	610.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61644617	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5964	Direct Marketing - Catalog Merchants	"**MORE**  2"" FLUOR CIRCLE LABEL KIT"
					"6,052.95"	CAD	"6,052.95"	CAD							
TORONTO WATER	5670-8	2020-11-22	2020-11-23	APPLE.COM/BILL	9.03	CAD	9.03	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5735	Record Shops	MICROSOFT LICENCE FEE
					9.03	CAD	9.03	CAD							
"PARKS, FORESTRY & RECREATION"	5673-4	2020-11-24	2020-11-26	ONEIDA EQUIPMENT LTD	29.27	CAD	29.27	CAD	2401	LUBRICANTS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5712	"Equipment, Furniture, and Home Furnishin"	2 STROKE OIL
"PARKS, FORESTRY & RECREATION"	5674-1	2020-11-26	2020-11-27	ROMA FENCE LTD	166.11	CAD	166.11	CAD	3015	M & E - GROUNDS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	GALV. FENCE
					195.38	CAD	195.38	CAD							
CITY CLERKS OFFICE	5669-7	2020-11-20	2020-11-20	AMCTO	457.65	CAD	457.65	CAD	4760	MEMBERSHIP FEES	GV0009	FIN. & STRATEGIC PLANNING & EXECUTIVE	8699	"Organizations, Membership - Not Elsewher"	 MEMBERSHIP RENEWAL
					457.65	CAD	457.65	CAD							
MUNICIPAL LICENSING & STANDARDS	5658-4	2020-11-04	2020-11-05	ANIMAL CARE EQUIPMENT	"2,132.79"	CAD	"1,568.98"	USD	2620	ANIMAL CARE SUPPLIES	MS5048	TAS EMRU	5995	Pet Shops - Pet Food and Supplies	"CLASSIC HAMMOCK NET, 40"" POLE (NON EXTENADABLE)"
MUNICIPAL LICENSING & STANDARDS	5662-4	2020-11-10	2020-11-11	TOMAHAWK LIVE TRAP	"2,135.75"	CAD	"1,594.60"	USD	2620	ANIMAL CARE SUPPLIES	MS5048	TAS EMRU	5941	Sporting Goods Stores	"CLASSIC HAMMOCK NET, 40"" POLE (NON"
					"4,268.54"	CAD	"3,163.58"	USD							
"PARKS, FORESTRY & RECREATION"	5658-5	2020-11-04	2020-11-05	OMNIFLEX HOSE & EQUIPM	263.00	CAD	263.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSE
"PARKS, FORESTRY & RECREATION"	5659-3	2020-11-05	2020-11-06	OMNIFLEX HOSE & EQUIPM	76.31	CAD	76.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSE
"PARKS, FORESTRY & RECREATION"	5659-4	2020-11-05	2020-11-06	PRINCESS AUTO 22	14.25	CAD	14.25	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	BUSHING REDUCER
"PARKS, FORESTRY & RECREATION"	5662-5	2020-11-10	2020-11-11	KHAPCO AUTO PARTS	157.28	CAD	157.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERY
"PARKS, FORESTRY & RECREATION"	5669-8	2020-11-19	2020-11-20	NITRO INDUSTRIAL SALES	23.59	CAD	23.59	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	TEY-TECH-SMALL-ENGINES	5085	Industrial Supplies Not Elsewhere Classi	FUEL HOSE
"PARKS, FORESTRY & RECREATION"	5669-9	2020-11-19	2020-11-20	W.E. ENTERPRISES LTD	110.49	CAD	110.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	IGNITION MODULE
"PARKS, FORESTRY & RECREATION"	5669-10	2020-11-19	2020-11-20	GREEN TRACTORS - NOBLE	253.29	CAD	253.29	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5599	"Miscellaneous Automotive, Aircraft, and"	BATTERY
"PARKS, FORESTRY & RECREATION"	5674-2	2020-11-26	2020-11-27	KHAPCO AUTO PARTS	157.28	CAD	157.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5533	"Automotive Parts, Accessories Stores"	BATTERY
"PARKS, FORESTRY & RECREATION"	5675-7	2020-11-27	2020-11-30	CAMCARB	324.55	CAD	324.55	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	TEY-TECH-SMALL-ENGINES	5169	Chemicals and Allied Products Not Elsewh	ARGON GAS
					"1,380.04"	CAD	"1,380.04"	CAD							
TORONTO WATER	5654-9	2020-10-29	2020-11-02	THE HOME DEPOT #7078	61.23	CAD	61.23	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	**MORE**  TAPE
TORONTO WATER	5658-6	2020-11-04	2020-11-05	ONTARIO HEATING ROGERS	38.15	CAD	38.15	CAD	2401	LUBRICANTS	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	1711	"Air Conditioning, Heating, and Plumbing"	LUBRICATING AND CUTTING OIL
TORONTO WATER	5660-8	2020-11-08	2020-11-09	WAL MART CANADA INC	23.96	CAD	23.96	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5310	Discount Stores	UPS RELAY
TORONTO WATER	5660-9	2020-11-06	2020-11-09	AZTEC ELECTRICAL SUPPL	108.68	CAD	108.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5065	Electrical Parts and Equipment	DB9 PIN PORT MALE TO TERMINAL
TORONTO WATER	5668-7	2020-11-18	2020-11-19	UNIVERSAL ELECTRIC MOT	179.56	CAD	179.56	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5065	Electrical Parts and Equipment	UNIT HEATER FAN MOTOR
TORONTO WATER	5668-8	2020-11-18	2020-11-19	PROVINCE ELECTRIC SUPP	165.16	CAD	165.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5065	Electrical Parts and Equipment	PANEL PILOT BULB REPLACEMENT
TORONTO WATER	5669-11	2020-11-18	2020-11-20	SAYAL ELECTRONICS (MIS	49.04	CAD	49.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5732	Electronic Sales	LED PANEL BULB REPLACEMENT
TORONTO WATER	5670-9	2020-11-20	2020-11-23	THE HOME DEPOT #7078	42.54	CAD	42.54	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	**MORE**  1/2COMPUNION
TORONTO WATER	5675-8	2020-11-26	2020-11-30	CDN TIRE STORE #00214	169.49	CAD	169.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	AIR COMPRESSOR
					837.81	CAD	837.81	CAD							
