Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
FACILITIES MANAGEMENT	5522-3	2020-05-07	2020-05-08	UNITED RENTALS CAN 081	596.64	CAD	596.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61593435	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7394	"Equipment Rental and Leasing Services, F"	LIFT RENTAL 1
FACILITIES MANAGEMENT	5526-1	2020-05-13	2020-05-14	UNITED RENTALS CAN 081	287.02	CAD	287.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61593435	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7394	"Equipment Rental and Leasing Services, F"	LIFT RENTAL 2
FACILITIES MANAGEMENT	5527-1	2020-05-14	2020-05-15	LENNOX CANADA INC	238.43	CAD	238.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61598542	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	IGNITION CONTROL
FACILITIES MANAGEMENT	5528-2	2020-05-15	2020-05-18	RONA # 55140	364.05	CAD	364.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61597746	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	WINDOW AIR CONDITIONER
FACILITIES MANAGEMENT	5528-3	2020-05-15	2020-05-18	RONA # 55140	405.78	CAD	405.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61597576	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	WINDOW AIR CONDITIONER
FACILITIES MANAGEMENT	5532-4	2020-05-14	2020-05-22	ONTBELTING  POWER TRAN	197.43	CAD	197.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61594964	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5533-1	2020-05-22	2020-05-25	NOBLE 1007	"1,897.53"	CAD	"1,897.53"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61599156	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	NEW STEAM UNIT HEATER
					"6,613.16"	CAD	"6,613.16"	CAD							
TORONTO WATER	5528-4	2020-05-15	2020-05-18	NEXT SUPPLY	30.57	CAD	30.57	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	BALL VALVE
TORONTO WATER	5528-5	2020-05-15	2020-05-18	NEXT SUPPLY	183.41	CAD	183.41	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	PLUMBING SUPPLIES
TORONTO WATER	5531-1	2020-05-20	2020-05-21	CAMCARB	117.10	CAD	117.10	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5169	Chemicals and Allied Products Not Elsewh	GAS BOTTLS
TORONTO WATER	5533-2	2020-05-22	2020-05-25	CEDAR INFRASTRUCTURE P	144.78	CAD	144.78	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5039	Construction Materials Not Elsewhere Cla	CATCH BASIN GRATE
TORONTO WATER	5533-3	2020-05-22	2020-05-25	PKG GAS TORONTO (CANPD	556.39	CAD	556.39	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5169	Chemicals and Allied Products Not Elsewh	VALVES
					"1,032.25"	CAD	"1,032.25"	CAD							
FIRE SERVICES	5520-2	2020-05-05	2020-05-06	UHAUL REXDALE BLVD	411.69	CAD	411.69	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0025	MECHANICAL MAINT-VEHICLE MAINT	7513	Truck and Utility Trailer Rental	HITCH INSTALLATION FOR UNIT 20551
FIRE SERVICES	5521-3	2020-05-05	2020-05-07	KEELE ST GAS & WASH	45.56	CAD	45.56	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
FIRE SERVICES	5530-2	2020-05-19	2020-05-20	INLAND LIFERAFTS & MAR	"1,257.84"	CAD	"1,257.84"	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0038	MECH MAINTENANCE - MARINE SECTION	7538	Automotive Service Shops	25 PERSON LIFECRAFT INSPECTION
FIRE SERVICES	5532-5	2020-05-21	2020-05-22	BEST BUY CANADA #938	338.98	CAD	338.98	CAD	3410	COMPUTERS - HARDWARE	FR0079	EMERGENCY RESPONSE -FIRE	5732	Electronic Sales	MONITOR & SPEAKERS FOR HOSE & LADDER TESTING
FIRE SERVICES	5533-4	2020-05-22	2020-05-25	KOBELT MANUFACTURING C	"2,260.99"	CAD	"2,260.99"	CAD	2150	PARTS - MARINE	FR0038	MECH MAINTENANCE - MARINE SECTION	7299	Other Services (Not Elsewhere Classified	BRONZE PROPELLER FOR FIRE BOAT
					"4,315.06"	CAD	"4,315.06"	CAD							
"PARKS, FORESTRY & RECREATION"	5518-2	2020-05-04	2020-05-05	CENTENNIAL PLUMBING SU	94.68	CAD	94.68	CAD	2535	PLUMBING SUPPLIES	P07698	FLEMINGDON RC-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	DRAIN CLEANER
"PARKS, FORESTRY & RECREATION"	5518-3	2020-05-04	2020-05-05	CENTENNIAL PLUMBING SU	388.72	CAD	388.72	CAD	2535	PLUMBING SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	BACKFLOW WATTS
"PARKS, FORESTRY & RECREATION"	5523-1	2020-05-08	2020-05-11	JJ DOWNS INDUSTRIAL	52.76	CAD	52.76	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	COUPLING
"PARKS, FORESTRY & RECREATION"	5524-1	2020-05-11	2020-05-12	NOBLE 1038	419.67	CAD	419.67	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5251	Hardware Stores	COPPER FITTINGS AND PIPE
"PARKS, FORESTRY & RECREATION"	5531-2	2020-05-20	2020-05-21	NOBLE 1038	566.04	CAD	566.04	CAD	2535	PLUMBING SUPPLIES	P00415	N-WEST3-TURF&HORT	5251	Hardware Stores	DELTA PARTS
"PARKS, FORESTRY & RECREATION"	5531-3	2020-05-20	2020-05-21	NOBLE 1038	246.65	CAD	246.65	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5251	Hardware Stores	TOILET
"PARKS, FORESTRY & RECREATION"	5533-5	2020-05-22	2020-05-25	NOBLE 1038	568.01	CAD	568.01	CAD	2535	PLUMBING SUPPLIES	P07646	DON VALLEY-OPERATIONS	5251	Hardware Stores	METERING VALVES/URINAL FLUSHER
"PARKS, FORESTRY & RECREATION"	5533-6	2020-05-22	2020-05-25	NOBLE 1039	196.07	CAD	196.07	CAD	2535	PLUMBING SUPPLIES	P07646	DON VALLEY-OPERATIONS	5251	Hardware Stores	COPPER FITTINGS
"PARKS, FORESTRY & RECREATION"	5534-2	2020-05-25	2020-05-26	NOBLE 1038	36.42	CAD	36.42	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	5251	Hardware Stores	COMPRESSION FITTINGS
"PARKS, FORESTRY & RECREATION"	5538-1	2020-05-28	2020-05-29	NOBLE 1038	125.31	CAD	125.31	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	5251	Hardware Stores	COMPRESSION TEE
					"2,694.33"	CAD	"2,694.33"	CAD							
MUNICIPAL LICENSING & STANDARDS	5517-1	2020-05-02	2020-05-04	POWTOON.COM	329.70	CAD	228.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5734	Computer Software Stores	POWTOON(SUBSRIPTION) ANIMATION SOFTWARE FOR CREATING ANIMATED PRESENTATIONS AND ANIMATED
MUNICIPAL LICENSING & STANDARDS	5528-7	2020-05-15	2020-05-18	POWTOON.COM	-313.67	CAD	-228.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5734	Computer Software Stores	CREDIT START COMM SOFTWARE
MUNICIPAL LICENSING & STANDARDS	5531-4	2020-05-19	2020-05-21	OSCAR PARROT PROMOTION	570.54	CAD	570.54	CAD	2082	HEALTH & SAFETY SUPPLIES	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	7311	Advertising Services	WHITE GLOSS VINYL PLASTIC CARD
					586.57	CAD	570.54	CAD							
							0.00	USD							
FACILITIES MANAGEMENT	5517-2	2020-05-02	2020-05-04	APPLEBY LOCK	344.65	CAD	344.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61593421	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	SUPPLY 14 KEYS
FACILITIES MANAGEMENT	5517-3	2020-05-02	2020-05-04	APPLEBY LOCK	118.65	CAD	118.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61593553	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5517-4	2020-05-02	2020-05-04	APPLEBY LOCK	299.45	CAD	299.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61593489	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5520-3	2020-05-05	2020-05-06	APPLEBY LOCK	861.06	CAD	861.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61593088	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	REKEY LOCKS
FACILITIES MANAGEMENT	5521-5	2020-05-06	2020-05-07	E L S 646321 ONTARIO L	"1,933.66"	CAD	"1,933.66"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61593622	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5719	Miscellaneous House Furnishing Specialty	STI FIRE ALARM COVERS #16
FACILITIES MANAGEMENT	5526-3	2020-05-13	2020-05-14	REMAC DOOR & HARDWARE	638.45	CAD	638.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61596569	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5719	Miscellaneous House Furnishing Specialty	2 HOLLOW METAL DOOR 18 GAGE
FACILITIES MANAGEMENT	5527-2	2020-05-14	2020-05-15	APPLEBY LOCK	67.80	CAD	67.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61598963	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5527-3	2020-05-14	2020-05-15	APPLEBY LOCK	84.75	CAD	84.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61598966	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	DOOR SCREAMERS EXTRA KEYS
FACILITIES MANAGEMENT	5527-4	2020-05-14	2020-05-15	APPLEBY LOCK	28.25	CAD	28.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61593074	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	FIRE EXTINGUISHERS CABINET KEYS
FACILITIES MANAGEMENT	5528-8	2020-05-15	2020-05-18	BLINDS.CA	910.72	CAD	910.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61597779	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	WINDOW BLINDS
FACILITIES MANAGEMENT	5532-6	2020-05-21	2020-05-22	E L S 646321 ONTARIO L	"1,063.56"	CAD	"1,063.56"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61599494	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5719	Miscellaneous House Furnishing Specialty	FIRE STATION COVERS
FACILITIES MANAGEMENT	5533-7	2020-05-22	2020-05-25	APPLEBY LOCK	96.05	CAD	96.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61599517	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5533-8	2020-05-22	2020-05-25	APPLEBY LOCK	214.70	CAD	214.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61599277	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS KIK PLUG
FACILITIES MANAGEMENT	5533-9	2020-05-22	2020-05-25	CTF SUPPLY (11)	54.63	CAD	54.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61593401	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	ACORN NUTS WASHER
					"6,716.38"	CAD	"6,716.38"	CAD							
"PARKS, FORESTRY & RECREATION"	5531-5	2020-05-20	2020-05-21	EAST END GARDEN CENTRE	45.18	CAD	45.18	CAD	2470	FERTILIZERS	P00539	EASTERN BEACHES-TURF&HORT	5261	Lawn and Garden Supply Stores	FERTILIZER
					45.18	CAD	45.18	CAD							
TORONTO WATER	5532-7	2020-05-22	2020-05-22	APPLE.COM/BILL	9.03	CAD	9.03	CAD	4830	PERMIT & LICENSE FEES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5735	Record Shops	MICROSOFT LICENSE FEE
					9.03	CAD	9.03	CAD							
"PARKS, FORESTRY & RECREATION"	5517-5	2020-05-01	2020-05-04	BERNARDI BUILDING SUPP	217.77	CAD	217.77	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	"12"" SPIKES"
"PARKS, FORESTRY & RECREATION"	5522-4	2020-05-07	2020-05-08	CANADA BUILDING MATERI	947.39	CAD	947.39	CAD	2780	CONCRETE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	7399	Business Services - Not Elsewhere Classi	CONCRETE
"PARKS, FORESTRY & RECREATION"	5525-2	2020-05-11	2020-05-13	THE HOME DEPOT #7129	182.61	CAD	182.61	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	BOLTS
"PARKS, FORESTRY & RECREATION"	5526-4	2020-05-12	2020-05-14	THE HOME DEPOT #7129	91.95	CAD	91.95	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  CUTNSEALBRN
"PARKS, FORESTRY & RECREATION"	5531-6	2020-05-20	2020-05-21	BERNARDI BUILDING SUPP	788.74	CAD	788.74	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	T-BARS
					"2,228.46"	CAD	"2,228.46"	CAD							
MUNICIPAL LICENSING & STANDARDS	5521-6	2020-05-06	2020-05-07	PETIDCO SALES & MARKET	"2,758.59"	CAD	"2,758.59"	CAD	2620	ANIMAL CARE SUPPLIES	MS5048	TAS EMRU	7299	Other Services (Not Elsewhere Classified	MICROCHIP SCANNERS(MINI TRACKER)
MUNICIPAL LICENSING & STANDARDS	5530-3	2020-05-19	2020-05-20	DELTA    00063735538353	-661.14	CAD	-661.14	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	MS5030	TAS HEAD OFFICE	3058	Delta	AIRFARE REFUND TO CHAMELEON CONFERENCE
					"2,097.45"	CAD	"2,097.45"	CAD							
"PARKS, FORESTRY & RECREATION"	5516-2	2020-04-28	2020-05-01	KHAPCO AUTO PARTS	180.39	CAD	180.39	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERY
"PARKS, FORESTRY & RECREATION"	5521-7	2020-05-06	2020-05-07	KHAPCO AUTO PARTS	387.10	CAD	387.10	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5533	"Automotive Parts, Accessories Stores"	"BLACK SILICONE, BATTERY"
"PARKS, FORESTRY & RECREATION"	5522-5	2020-05-06	2020-05-08	CTF SUPPLY (11)	55.48	CAD	55.48	CAD	2710	GENERAL HARDWARE	P00483	TEY-TECH-SMALL-ENGINES	5085	Industrial Supplies Not Elsewhere Classi	ANCHORS
"PARKS, FORESTRY & RECREATION"	5523-2	2020-05-08	2020-05-11	KHAPCO AUTO PARTS	768.04	CAD	768.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERIES
"PARKS, FORESTRY & RECREATION"	5525-3	2020-05-12	2020-05-13	J AND S PERFORMANCE AU	705.16	CAD	705.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5261	Lawn and Garden Supply Stores	BATTERIES AND CHARGER
"PARKS, FORESTRY & RECREATION"	5526-5	2020-05-13	2020-05-14	J AND S PERFORMANCE AU	217.18	CAD	217.18	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5261	Lawn and Garden Supply Stores	BATTERY
					"2,313.35"	CAD	"2,313.35"	CAD							
TORONTO WATER	5521-8	2020-05-06	2020-05-07	SRP CONTROL SYSTEMS LT	446.35	CAD	446.35	CAD	3080	M & E - HAND TOOLS	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5969	Direct Marketing - Other Direct Marketer	INSTRUMENT CALIBRATION
TORONTO WATER	5526-6	2020-05-13	2020-05-14	RONA # 55130	147.92	CAD	147.92	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5251	Hardware Stores	OUTLET ETC
TORONTO WATER	5535-1	2020-05-25	2020-05-27	CDN TIRE STORE #00321	41.78	CAD	41.78	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	FLASHLIGHT
TORONTO WATER	5536-2	2020-05-27	2020-05-28	NOBLE 1001	24.72	CAD	24.72	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5251	Hardware Stores	HOSE FITTINGS
TORONTO WATER	5538-2	2020-05-28	2020-05-29	PRINCESS AUTO 12	61.00	CAD	61.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5085	Industrial Supplies Not Elsewhere Classi	HEAVY DUTY CRIMPER
					721.77	CAD	721.77	CAD							
CITY CLERKS OFFICE	5523-3	2020-05-08	2020-05-11	HT DIGITAL SUB	337.87	CAD	337.87	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	GV0019	STRATEGIC PROTOCOL & EXTERNAL RELATIONS	7392	"Consulting, Management, and Public Relat"	"ONE-YEAR DIGITAL NEWS SUBSCRIPTION RENEWAL WITH HILL TIMES PUBLISHING FROM MAY 12, 2020 TO MAY 11, 2021"
					337.87	CAD	337.87	CAD							
FIRE SERVICES	5530-4	2020-05-18	2020-05-20	STAR METROLAND SBSCRP	22.59	CAD	22.59	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0013	EMERGENCY COMMUNICATIONS	5192	"Books, Periodicals, and Newspapers"	TORONTO STAR MONTHLY SUBSCRIPTION
					22.59	CAD	22.59	CAD							
"PARKS, FORESTRY & RECREATION"	5527-5	2020-05-13	2020-05-15	THE HOME DEPOT #7080	394.29	CAD	394.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  LONETREE VIN
"PARKS, FORESTRY & RECREATION"	5527-6	2020-05-14	2020-05-15	LOWES #03321	195.99	CAD	195.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  1 3/8 X 36IN CARPET TRIM POLSHED
					590.28	CAD	590.28	CAD							
"PARKS, FORESTRY & RECREATION"	5535-2	2020-05-26	2020-05-27	CONSTRUCTION DISTRIBUT	"1,384.50"	CAD	"1,384.50"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5039	Construction Materials Not Elsewhere Cla	"SIKA SIKAFLEX CAULKING,NOZZLE"
"PARKS, FORESTRY & RECREATION"	5536-3	2020-05-26	2020-05-28	BRAFASCO / VAUGHAN	"2,258.89"	CAD	"2,258.89"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	CEMENT ALL NON-SHRINK
					"3,643.39"	CAD	"3,643.39"	CAD							
"PARKS, FORESTRY & RECREATION"	5534-3	2020-05-25	2020-05-26	RIVERSIDE BRASS  ALUMI	"1,395.55"	CAD	"1,395.55"	CAD	2792	"BANNERS, FLAGS & SIGNS"	P12594	PDU-MARKETING	5051	Metal Service Centers and Offices	DONOR RECOGNITION PLAQUE BIA COLLEGE PARK
					"1,395.55"	CAD	"1,395.55"	CAD							
TORONTO WATER	5517-8	2020-05-01	2020-05-04	DENTALMARKET SAFEMASKS	"2,824.44"	CAD	"2,824.44"	CAD	2082	HEALTH & SAFETY SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5047	Laboratory/Medical/Dental/Ophthalmic Hos	N95
TORONTO WATER	5521-9	2020-05-06	2020-05-07	F.A.S.T. RESCUE	"2,966.25"	CAD	"2,966.25"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2025	D&C: CENTRAL SERVICES	8299	Educational Services	N95 MASKS
TORONTO WATER	5527-7	2020-05-14	2020-05-15	LOWES #03096	248.61	CAD	248.61	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2025	D&C: CENTRAL SERVICES	5200	Home Supply Warehouse	**MORE**  CLEAR 12G FLIP LID
					"6,039.30"	CAD	"6,039.30"	CAD							
