Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
					873.44	CAD	873.44	CAD								
"PARKS, FORESTRY & RECREATION"	4322-4	2016-12-02	2016-12-05	ROB'S NO FRILLS STORE	11.98	CAD	11.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	4322-5	2016-12-02	2016-12-05	WAL-MART # 3740	18.28	CAD	18.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	4332-1	2016-12-07	2016-12-09	WAL-MART # 3740	38.02	CAD	38.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING CLASSES	
					68.28	CAD	68.28	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4317-2	2016-11-29	2016-12-01	CDN TIRE STORE #00273	89.21	CAD	89.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0057	HS-MH-COLLECTION REGISTRATN-TODMORDEN	5200	Home Supply Warehouse	"CHRISTMAS TREE, STAND, PLIERS AND KNIVES"	
ECONOMIC DEVELOPMENT & CULTURE	4317-3	2016-11-30	2016-12-01	ROB'S NO FRILLS STORE	7.98	CAD	7.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0057	HS-MH-COLLECTION REGISTRATN-TODMORDEN	5411	"Grocery Stores, Supermarkets"	ORANGES	
ECONOMIC DEVELOPMENT & CULTURE	4317-4	2016-11-30	2016-12-01	SHOPPER'S DRUG MART #1	15.96	CAD	15.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0057	HS-MH-COLLECTION REGISTRATN-TODMORDEN	5912	"Drug Stores, Pharmacies"	BUTTER	
ECONOMIC DEVELOPMENT & CULTURE	4317-5	2016-11-29	2016-12-01	SOBEYS 718        QPS	34.31	CAD	34.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0057	HS-MH-COLLECTION REGISTRATN-TODMORDEN	5411	"Grocery Stores, Supermarkets"	BAKING SUPPLIES	
ECONOMIC DEVELOPMENT & CULTURE	4322-6	2016-12-01	2016-12-05	SOBEYS 718        QPS	23.94	CAD	23.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0057	HS-MH-COLLECTION REGISTRATN-TODMORDEN	5411	"Grocery Stores, Supermarkets"	MINCEMEAT PIE FILLING	
ECONOMIC DEVELOPMENT & CULTURE	4332-2	2016-12-08	2016-12-09	ROB'S NO FRILLS STORE	10.92	CAD	10.92	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0141	HS-MH-RENTAL-TODMORDEN	5411	"Grocery Stores, Supermarkets"	MILK AND CREAM	
ECONOMIC DEVELOPMENT & CULTURE	4341-1	2016-12-15	2016-12-16	LOBLAWS STORE #179	41.94	CAD	41.94	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0114	HS-MH-RETAIL-TODMORDEN	5411	"Grocery Stores, Supermarkets"	COFFEE FOR GIFT SHOP CONCESSION	
ECONOMIC DEVELOPMENT & CULTURE	4344-2	2016-12-16	2016-12-19	ROB'S NO FRILLS STORE	15.77	CAD	15.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0057	HS-MH-COLLECTION REGISTRATN-TODMORDEN	5411	"Grocery Stores, Supermarkets"	"SUGAR, ORANGES, MILK"	
ECONOMIC DEVELOPMENT & CULTURE	4352-1	2016-12-22	2016-12-23	ROB'S NO FRILLS STORE	12.57	CAD	12.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0057	HS-MH-COLLECTION REGISTRATN-TODMORDEN	5411	"Grocery Stores, Supermarkets"	DISHWASHING SOAP AND CLOTHS	
					252.60	CAD	252.60	CAD								
"PARKS, FORESTRY & RECREATION"	4317-6	2016-11-29	2016-12-01	WALMART.CA	162.72	CAD	162.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01887	BOB ABATE CC-ARTS-VISL/PERF	5310	Discount Stores	LITTLE TYKES BOUNCY CASTLE	
"PARKS, FORESTRY & RECREATION"	4328-1	2016-12-06	2016-12-07	MICHAELS #3990	81.28	CAD	81.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL PRGM	5945	"Game, Toy, and Hobby Shops"	ART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4328-2	2016-12-06	2016-12-07	MICHAELS #3990	171.70	CAD	171.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL PRGM	5945	"Game, Toy, and Hobby Shops"	CLAY	
"PARKS, FORESTRY & RECREATION"	4328-3	2016-12-06	2016-12-07	MICHAELS #3990	-90.39	CAD	-90.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL PRGM	5945	"Game, Toy, and Hobby Shops"	RETURN	
"PARKS, FORESTRY & RECREATION"	4332-3	2016-12-08	2016-12-09	HOMESENSE 013	6.77	CAD	6.77	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10430	BOB ABATE CC-PRGM SUPPORT	5651	Family Clothing Stores	TSPE DISPENSER	
"PARKS, FORESTRY & RECREATION"	4334-2	2016-12-09	2016-12-12	STAPLES STORE #86	37.92	CAD	37.92	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10430	BOB ABATE CC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4338-2	2016-12-13	2016-12-14	IKEA ETOBICOKE	128.81	CAD	128.81	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10430	BOB ABATE CC-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	BOOK SHELVES	
"PARKS, FORESTRY & RECREATION"	4352-2	2016-12-22	2016-12-23	COSTCO.CA   *ONLINE	564.99	CAD	564.99	CAD	3030	M & E - OFFICE	P10430	BOB ABATE CC-PRGM SUPPORT	5399	Miscellaneous General Merchandise	DESK	
					"1,063.80"	CAD	"1,063.80"	CAD								
LONG TERM CARE HOMES & SERVICES	4332-4	2016-12-08	2016-12-09	PARTY CITY #2010	123.15	CAD	123.15	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	CHRISTMAS SANTA OUTFIT	
LONG TERM CARE HOMES & SERVICES	4334-3	2016-12-09	2016-12-12	NOFRILLS LEO'S 701	18.96	CAD	18.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	BEVERAGES	
LONG TERM CARE HOMES & SERVICES	4334-4	2016-12-09	2016-12-12	WAL-MART #3053	19.62	CAD	19.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	GOODIES FOR PROGRAM	
LONG TERM CARE HOMES & SERVICES	4347-1	2016-12-16	2016-12-21	GERI FASHIONS OF LONDO	466.63	CAD	466.63	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5691	Men's and Women's Clothing Stores	BSU SUPPLY OF SUITS	
LONG TERM CARE HOMES & SERVICES	4357-1	2016-12-20	2016-12-29	ACTIVITY CONNECTION.CO	197.29	CAD	143.40	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5999	Miscellaneous and Specialty Retail Store	12 MONTH ACTIVITY CONNECTION SUBSCRIPTION	
LONG TERM CARE HOMES & SERVICES	4358-1	2016-12-29	2016-12-30	LOBLAWS 1032	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	POP FOR PROGRAM	
LONG TERM CARE HOMES & SERVICES	4358-2	2016-12-29	2016-12-30	PARTY CITY #2010	142.35	CAD	142.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	NEW YEAR'S EVE PARTY SUPPLIES	
					979.30	CAD	782.01	CAD								
							143.40	USD								
ECONOMIC DEVELOPMENT & CULTURE	4319-2	2016-12-01	2016-12-02	FRESHCO #9781	18.00	CAD	18.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	ORANGE BLOSSOM WATER	
ECONOMIC DEVELOPMENT & CULTURE	4328-4	2016-12-05	2016-12-07	EVENT RENTAL GROUP	62.72	CAD	62.72	CAD	4590	RENTAL - OTHER	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	7394	"Equipment Rental and Leasing Services, F"	RENTAL OF CHAFING DISHES	
ECONOMIC DEVELOPMENT & CULTURE	4328-5	2016-12-06	2016-12-07	FRIES INC	257.84	CAD	257.84	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	7623	Air Conditioning and Refrigeration Repai	REPAIR TO REACH IN FREEZER	
ECONOMIC DEVELOPMENT & CULTURE	4328-6	2016-12-06	2016-12-07	FRESHCO #9781	15.80	CAD	15.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"MILK, TURNIPS"	
ECONOMIC DEVELOPMENT & CULTURE	4338-3	2016-12-13	2016-12-14	FRESHCO #9781	49.62	CAD	49.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"CHICKEN, LETTUCE, EGG WHITES, SANDWICH BAGS, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	4338-4	2016-12-13	2016-12-14	METRO #720	36.48	CAD	36.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"BAKERS CHOCOLATE, MILK, PARMESAN CHEESE"	
ECONOMIC DEVELOPMENT & CULTURE	4339-1	2016-12-14	2016-12-15	THE BUTLER DID IT	701.73	CAD	701.73	CAD	4995	OTHER EXPENSES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	6211	Securities - Brokers/Dealers	FOOD SERVICE STAFFING	
ECONOMIC DEVELOPMENT & CULTURE	4339-2	2016-12-14	2016-12-15	FRESHCO #9781	4.97	CAD	4.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"GARLIC, CHICKEN BROTH"	
					"1,147.16"	CAD	"1,147.16"	CAD								
TRANSPORTATION SERVICES 	4347-2	2016-12-20	2016-12-21	PAYPAL *TWEETYMAIL	6.89	CAD	6.89	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4347-3	2016-12-20	2016-12-21	PAYPAL *TWEETYMAIL	6.89	CAD	6.89	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4347-4	2016-12-20	2016-12-21	PAYPAL *TWEETYMAIL	6.89	CAD	6.89	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4347-5	2016-12-20	2016-12-21	PAYPAL *TWEETYMAIL	6.89	CAD	6.89	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
					27.56	CAD	27.56	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4317-7	2016-11-30	2016-12-01	CAKESTAR	350.00	CAD	350.00	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5462	Bakeries	COOKIES AND CUPCAKES	
ECONOMIC DEVELOPMENT & CULTURE	4319-3	2016-11-30	2016-12-02	PIZZAIOLO	440.30	CAD	440.30	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5814	Quick Payment Service - Fast-Food Restau	PIZZA	
ECONOMIC DEVELOPMENT & CULTURE	4328-7	2016-12-06	2016-12-07	NO FRILL'S #1306	137.49	CAD	137.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5411	"Grocery Stores, Supermarkets"	"CHIPS, CHEESE, CREAM, CARROTS, GRAPES, HUMMUS, ETC"	
ECONOMIC DEVELOPMENT & CULTURE	4330-1	2016-12-07	2016-12-08	PAYPAL *GRANDCRAYON	83.27	CAD	83.27	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5732	Electronic Sales	CUSTOMIZABLE SUGGESTION BOX	
ECONOMIC DEVELOPMENT & CULTURE	4334-5	2016-12-08	2016-12-12	OFFICEKEYS.CA	28.24	CAD	28.24	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5044	"Office, Photographic, Photocopy, and Mic"	KEYS DUPLICATION PLUS SHIPPING	
ECONOMIC DEVELOPMENT & CULTURE	4339-3	2016-12-14	2016-12-15	RABBA 177            Q	5.98	CAD	5.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5411	"Grocery Stores, Supermarkets"	TROPICANA ORANGE JUICE	
ECONOMIC DEVELOPMENT & CULTURE	4344-3	2016-12-14	2016-12-19	MODERN LAUNDRY	122.04	CAD	122.04	CAD	4419	LAUNDRY SERVICES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	7216	Dry Cleaners	WASH AND FOLD TABLECLOTHS	
ECONOMIC DEVELOPMENT & CULTURE	4352-3	2016-12-21	2016-12-23	CDN TIRE STORE #00182	71.17	CAD	71.17	CAD	2710	GENERAL HARDWARE	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5200	Home Supply Warehouse	SNOW SHOVEL AND ICE BREAKER	
ECONOMIC DEVELOPMENT & CULTURE	4354-1	2016-12-23	2016-12-28	STEVE S MUSIC STORE IN	"1,569.53"	CAD	"1,569.53"	CAD	3099	GENERAL EQUIPMENT	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5733	"Music Stores - Musical Instruments, Pian"	WIRELESS MICROPHONE LAV WITH PACK AND SHURE	
ECONOMIC DEVELOPMENT & CULTURE	4358-3	2016-12-28	2016-12-30	WESTBURY NATIONAL SHOW	"1,655.45"	CAD	"1,655.45"	CAD	3099	GENERAL EQUIPMENT	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5200	Home Supply Warehouse	CLEARCOM HEADSET AND BELTPACK FOR THEATRE	
ECONOMIC DEVELOPMENT & CULTURE	4358-4	2016-12-29	2016-12-30	JACK A FROST LTD	"2,574.51"	CAD	"2,574.51"	CAD	3099	GENERAL EQUIPMENT	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	7394	"Equipment Rental and Leasing Services, F"	ETC SOURCE 4 THEATRE LIGHTS	
					"7,037.98"	CAD	"7,037.98"	CAD								
"PARKS, FORESTRY & RECREATION"	4322-7	2016-12-01	2016-12-05	SHOPPERSDRUGMART0930	20.31	CAD	20.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5912	"Drug Stores, Pharmacies"	SUPPLIES FOR BUS TRIP	
"PARKS, FORESTRY & RECREATION"	4338-5	2016-12-13	2016-12-14	DOLLAR TREE CANADA STO	101.70	CAD	101.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08495	HORNER SENIORS-PRGM SUPPORT	5331	Variety Stores	CHRISTMAS LUNCH	
"PARKS, FORESTRY & RECREATION"	4338-6	2016-12-13	2016-12-14	MORE THAN PIES	400.00	CAD	400.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5462	Bakeries	CHRISTMAS LUNCH - SENIORS PRGM	
"PARKS, FORESTRY & RECREATION"	4339-4	2016-12-14	2016-12-15	NO FRILL'S #1306	90.02	CAD	90.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CHRISTMAS LUNCH - SENIORS PRGM	
"PARKS, FORESTRY & RECREATION"	4344-4	2016-12-15	2016-12-19	WAL-MART # 3031	107.75	CAD	107.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5310	Discount Stores	"COOKIES, BERRIES"	
"PARKS, FORESTRY & RECREATION"	4344-5	2016-12-16	2016-12-19	MORE THAN PIES	60.00	CAD	60.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5462	Bakeries	CHRISTMAS LUNCH - SENIORS PRGM	
					779.78	CAD	779.78	CAD								
TORONTO WATER	4354-2	2016-12-22	2016-12-28	MOE-HWIN WEB	197.00	CAD	197.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE MANIFEST FEES	
TORONTO WATER	4354-3	2016-12-22	2016-12-28	MOE-HWIN WEB	197.00	CAD	197.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE MANIFEST FEES	
TORONTO WATER	4354-4	2016-12-22	2016-12-28	MOE-HWIN WEB	209.00	CAD	209.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE MANIFEST FEES	
TORONTO WATER	4354-5	2016-12-22	2016-12-28	MOE-HWIN WEB	233.00	CAD	233.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE MANIFEST FEES	
TORONTO WATER	4354-6	2016-12-22	2016-12-28	MOE-HWIN WEB	245.00	CAD	245.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE MANIFEST FEES	
TORONTO WATER	4354-7	2016-12-22	2016-12-28	MOE-HWIN WEB	245.00	CAD	245.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE MANIFEST FEES	
TORONTO WATER	4354-8	2016-12-22	2016-12-28	MOE-HWIN WEB	"2,161.00"	CAD	"2,161.00"	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE MANIFEST FEES	
TORONTO WATER	4354-9	2016-12-22	2016-12-28	MOE-HWIN WEB	173.00	CAD	173.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE MANIFEST FEES	
TORONTO WATER	4354-10	2016-12-22	2016-12-28	MOE-HWIN WEB	197.00	CAD	197.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE MANIFEST FEES	
					"3,857.00"	CAD	"3,857.00"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4334-6	2016-12-09	2016-12-12	CAFE ON THE SQUARE	298.11	CAD	298.11	CAD	4823	MEALS-OUTSIDE LOC'S	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	5812	"Eating Places, Restaurants"	BUSINESS MEETING	
					298.11	CAD	298.11	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4322-8	2016-12-04	2016-12-05	HOMESENSE 071	65.48	CAD	65.48	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5651	Family Clothing Stores	APRONS	
ECONOMIC DEVELOPMENT & CULTURE	4330-2	2016-12-07	2016-12-08	LEE VALLEY - DOWNTOWN	44.52	CAD	44.52	CAD	2710	GENERAL HARDWARE	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5072	Hardware Equipment and Supplies	HOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4334-7	2016-12-07	2016-12-12	POLISTINI CONSERVATION	454.95	CAD	340.00	USD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5999	Miscellaneous and Specialty Retail Store	"TEKWIPES, BOTTLES PLUS SHIPPING"	
ECONOMIC DEVELOPMENT & CULTURE	4341-2	2016-12-15	2016-12-16	GRAPHIC CONTROLS CANAD	"1,320.80"	CAD	"1,320.80"	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5085	Industrial Supplies Not Elsewhere Classi	"HTG CHARTS, PENS"	
ECONOMIC DEVELOPMENT & CULTURE	4347-6	2016-12-21	2016-12-21	ULINE	"2,524.94"	CAD	"2,524.94"	CAD	3099	GENERAL EQUIPMENT	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5964	Direct Marketing - Catalog Merchants	SHELVES PLUS SHIPPING	
ECONOMIC DEVELOPMENT & CULTURE	4352-4	2016-12-22	2016-12-23	RCMP-CFP GRC-PCAF	80.00	CAD	80.00	CAD	4830	PERMIT & LICENSE FEES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	9399	Government Services - Not Elsewhere Clas	FIREARMS LICENSE	
ECONOMIC DEVELOPMENT & CULTURE	4354-11	2016-12-24	2016-12-28	ULINE	"2,594.89"	CAD	"2,594.89"	CAD	3099	GENERAL EQUIPMENT	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5964	Direct Marketing - Catalog Merchants	"ROUND TRIP TOTES, SHELVES, PEGBOARD HARDWARE"	
					"7,085.58"	CAD	"6,630.63"	CAD								
							340.00	USD								
LONG TERM CARE HOMES & SERVICES	4317-8	2016-11-30	2016-12-01	EVCOR SOLUTIONS INC.	502.40	CAD	502.40	CAD	2499	OTHER CHEMICALS	D3K041	LAKESHORE LODGE-HK-OA	2842	"Specialty Cleaning, Polishing, and Sanit"	OTHER CHEMICALS - URINAL DEODORIZERS	
LONG TERM CARE HOMES & SERVICES	4350-1	2016-12-21	2016-12-22	COSTCO.CA   *ONLINE	451.99	CAD	451.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5399	Miscellaneous General Merchandise	FRIDGE FOR RESIDENTS USE IN FAMILY ROOM	
