Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5437-2	2020-01-15	2020-01-16	SHERIDAN NURSERIES WHI	357.06	CAD	357.06	CAD	2470	FERTILIZERS	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	"PLANTER, PLANTER CADDY"
"PARKS, FORESTRY & RECREATION"	5437-3	2020-01-16	2020-01-16	AMAZON.CA PM55J8ZY3	65.25	CAD	65.25	CAD	2470	FERTILIZERS	P00272	E-SOUTH2-TURF&HORT	4816	Computer Network/Information Services	PLANT SAUCER
"PARKS, FORESTRY & RECREATION"	5438-4	2020-01-16	2020-01-17	SILVER MILE HARDWARE	233.84	CAD	233.84	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5072	Hardware Equipment and Supplies	CHAINSAW CHAINS
"PARKS, FORESTRY & RECREATION"	5438-5	2020-01-16	2020-01-17	SILVER MILE HARDWARE	176.21	CAD	176.21	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5072	Hardware Equipment and Supplies	CHAINSAW CHAINS
"PARKS, FORESTRY & RECREATION"	5439-6	2020-01-18	2020-01-20	AMAZON.CA K73GD72Q3	48.85	CAD	48.85	CAD	2470	FERTILIZERS	P00272	E-SOUTH2-TURF&HORT	4816	Computer Network/Information Services	PLANTER SAUCER
"PARKS, FORESTRY & RECREATION"	5441-3	2020-01-21	2020-01-22	UCC INDUSTRIES INTERNA	937.76	CAD	937.76	CAD	3015	M & E - GROUNDS	P00272	E-SOUTH2-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	SIGN POSTS
"PARKS, FORESTRY & RECREATION"	5443-4	2020-01-22	2020-01-24	THE HOME DEPOT #7107	106.15	CAD	106.15	CAD	3015	M & E - GROUNDS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	SNOW SHOVEL
"PARKS, FORESTRY & RECREATION"	5444-2	2020-01-24	2020-01-27	THE HOME DEPOT #7107	83.50	CAD	83.50	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SCREWS
					"3,105.23"	CAD	"3,105.23"	CAD							
FACILITIES MANAGEMENT	5427-2	2020-01-02	2020-01-03	NOBLE 1007	134.81	CAD	134.81	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA1437	115 SPADINA RD.-LSNG	5251	Hardware Stores	ASSORTED GAS FITTINGS
FACILITIES MANAGEMENT	5427-3	2020-01-02	2020-01-03	NOBLE 1007	536.16	CAD	536.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA1433	113 SPADINA RD.-LSNG	5251	Hardware Stores	ASSORTED PIPE AND FITTING
FACILITIES MANAGEMENT	5427-4	2020-01-02	2020-01-03	NOBLE 1007	82.96	CAD	82.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA1433	113 SPADINA RD.-LSNG	5251	Hardware Stores	TUBE CUTTER AND COUPLINGS
FACILITIES MANAGEMENT	5430-3	2020-01-06	2020-01-07	THE MASTER GROUP CRANF	243.10	CAD	243.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0377	1200 LANSDOWNE -OP-S(EARLSCOURT PARK)	5074	Plumbing and Heating Equipment	PARTS RECEIPT 1
FACILITIES MANAGEMENT	5431-2	2020-01-07	2020-01-08	THE MASTER GROUP CRANF	782.71	CAD	782.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0377	1200 LANSDOWNE -OP-S(EARLSCOURT PARK)	5074	Plumbing and Heating Equipment	BLOWER MOTOR OTHER UNIT
FACILITIES MANAGEMENT	5431-3	2020-01-07	2020-01-08	THE MASTER GROUP CRANF	253.46	CAD	253.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0347	275 MERTON-OP-S	5074	Plumbing and Heating Equipment	COMBUSTION MOTOR
FACILITIES MANAGEMENT	5432-1	2020-01-08	2020-01-09	NOBLE 1017	157.06	CAD	157.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0300	OTHER LOCATIONS-WATER-OPS-SOUTH	5251	Hardware Stores	THERMOSTAT
FACILITIES MANAGEMENT	5434-10	2020-01-10	2020-01-13	TRANE CANADA ULC/SCARB	270.23	CAD	270.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0300	OTHER LOCATIONS-WATER-OPS-SOUTH	1711	"Air Conditioning, Heating, and Plumbing"	IGNITORS
FACILITIES MANAGEMENT	5435-3	2020-01-13	2020-01-14	LENNOX CANADA INC	224.24	CAD	224.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0306	1116 KING W-OP-S	5965	Direct Marketing - Combination Catalog a	BURNER PARTS
FACILITIES MANAGEMENT	5435-4	2020-01-13	2020-01-14	LENNOX CANADA INC	89.27	CAD	89.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0292	OTHER LOCATIONS-CNS-OPS-SOUTH	5965	Direct Marketing - Combination Catalog a	FURNACE PARTS
FACILITIES MANAGEMENT	5437-4	2020-01-14	2020-01-16	THE HOME DEPOT #7080	33.88	CAD	33.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2395	245 MAIN ST-OPS-S-MAIN SQ COMM CENTRE	5200	Home Supply Warehouse	BAG COMBO
FACILITIES MANAGEMENT	5437-5	2020-01-15	2020-01-16	NOBLE 1017	189.34	CAD	189.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0522	953 GERRARD ST -OP-S(PAPE AVE REC CENTRE	5251	Hardware Stores	RELIEF VALVES
FACILITIES MANAGEMENT	5438-6	2020-01-15	2020-01-17	THE HOME DEPOT #7080	100.91	CAD	100.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0522	953 GERRARD ST -OP-S(PAPE AVE REC CENTRE	5200	Home Supply Warehouse	**MORE**  FILTER
FACILITIES MANAGEMENT	5438-7	2020-01-16	2020-01-17	NOBLE 1007	58.56	CAD	58.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA1437	115 SPADINA RD.-LSNG	5251	Hardware Stores	STRAPPING MISCELLANEOUS PARTS
FACILITIES MANAGEMENT	5440-4	2020-01-20	2020-01-21	WWG / TOTALINE	204.19	CAD	204.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0298	433 EASTERN AVE-WES-OP-S	5085	Industrial Supplies Not Elsewhere Classi	PARTS RECEIPT
FACILITIES MANAGEMENT	5440-5	2020-01-20	2020-01-21	WWG / TOTALINE	"1,523.75"	CAD	"1,523.75"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0428	201 WINCHESTER -OP-S(RIVERDALE PARK)	5085	Industrial Supplies Not Elsewhere Classi	FURNACE RECEIPT
FACILITIES MANAGEMENT	5441-4	2020-01-17	2020-01-22	AIR HEAT SUPPLIES #3	413.13	CAD	413.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0292	OTHER LOCATIONS-CNS-OPS-SOUTH	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5442-2	2020-01-22	2020-01-23	NOBLE 1017	105.51	CAD	105.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0228	86 BLAKE ST.-OPS-S (EASTVIEW COMM CENTR)	5251	Hardware Stores	PRESSURE RELIEF
FACILITIES MANAGEMENT	5443-5	2020-01-21	2020-01-24	UNITED REFRIGERATION	30.69	CAD	30.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0428	201 WINCHESTER -OP-S(RIVERDALE PARK)	5065	Electrical Parts and Equipment	DRAIN TUBING
FACILITIES MANAGEMENT	5443-6	2020-01-21	2020-01-24	UNITED REFRIGERATION	63.59	CAD	63.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0428	201 WINCHESTER -OP-S(RIVERDALE PARK)	5065	Electrical Parts and Equipment	MISCELLANEOUS PARTS
FACILITIES MANAGEMENT	5443-7	2020-01-22	2020-01-24	THE HOME DEPOT #7080	19.01	CAD	19.01	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0428	201 WINCHESTER -OP-S(RIVERDALE PARK)	5200	Home Supply Warehouse	**MORE**  1/2 INS TEE
FACILITIES MANAGEMENT	5443-8	2020-01-23	2020-01-24	NOBLE 1010	319.71	CAD	319.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2394	1081 1/2 PAPE-OPS-S (E YORK COMM RECR)	5251	Hardware Stores	STRAINERS AND PIPING
FACILITIES MANAGEMENT	5444-3	2020-01-23	2020-01-27	MCKAY BOILER SUPPLIES	"1,343.38"	CAD	"1,343.38"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2394	1081 1/2 PAPE-OPS-S (E YORK COMM RECR)	5999	Miscellaneous and Specialty Retail Store	GAS REGULATOR
FACILITIES MANAGEMENT	5445-4	2020-01-27	2020-01-28	NOBLE 1017	109.49	CAD	109.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0228	86 BLAKE ST.-OPS-S (EASTVIEW COMM CENTR)	5251	Hardware Stores	TANK PRESSURE RELIEF
FACILITIES MANAGEMENT	5447-2	2020-01-29	2020-01-30	WWG / TOTALINE	226.90	CAD	226.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0298	433 EASTERN AVE-WES-OP-S	5085	Industrial Supplies Not Elsewhere Classi	MISCELLANEOUS PARTS
FACILITIES MANAGEMENT	5447-3	2020-01-29	2020-01-30	WWG / TOTALINE	70.52	CAD	70.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2394	1081 1/2 PAPE-OPS-S (E YORK COMM RECR)	5085	Industrial Supplies Not Elsewhere Classi	FILTERS
FACILITIES MANAGEMENT	5448-2	2020-01-30	2020-01-31	LENNOX CANADA INC	505.91	CAD	505.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2394	1081 1/2 PAPE-OPS-S (E YORK COMM RECR)	5965	Direct Marketing - Combination Catalog a	COMBUSTION MOTOR
					"8,092.47"	CAD	"8,092.47"	CAD							
TORONTO WATER	5438-8	2020-01-16	2020-01-17	CANADIAN APPLIANCE SOU	536.82	CAD	536.82	CAD	3050	M & E - KITCHEN	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5722	Household Appliance Stores	SAMPLE FRIDGE
					536.82	CAD	536.82	CAD							
FIRE SERVICES	5425-2	2019-12-30	2020-01-01	THE HOME DEPOT #7011	7.90	CAD	7.90	CAD	2710	GENERAL HARDWARE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	HOSE HANGER
FIRE SERVICES	5429-2	2020-01-02	2020-01-06	THE HOME DEPOT #7011	75.26	CAD	75.26	CAD	2710	GENERAL HARDWARE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	1/4X48X96 ST
FIRE SERVICES	5429-3	2020-01-02	2020-01-06	THE HOME DEPOT #7011	-7.90	CAD	-7.90	CAD	2710	GENERAL HARDWARE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	HOSE HANGER
FIRE SERVICES	5431-4	2020-01-06	2020-01-08	MTO RUS-SO NORTH YORK	59.00	CAD	59.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	REPLACEMENT LICENSE PLATE FOR UNIT 27014
FIRE SERVICES	5433-6	2020-01-08	2020-01-10	THE HOME DEPOT #7011	161.47	CAD	161.47	CAD	2710	GENERAL HARDWARE	FR0038	MECH MAINTENANCE - MARINE SECTION	5200	Home Supply Warehouse	**MORE**  MICRO GLAZE
FIRE SERVICES	5434-11	2020-01-09	2020-01-13	CIRCLE K	60.00	CAD	60.00	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL FOR UNIT 24034
FIRE SERVICES	5436-4	2020-01-13	2020-01-15	THE HOME DEPOT #7011	96.46	CAD	96.46	CAD	2710	GENERAL HARDWARE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	**MORE**  HEATER
FIRE SERVICES	5444-4	2020-01-23	2020-01-27	ACKLANDS GRAINGER INC	579.01	CAD	579.01	CAD	3080	M & E - HAND TOOLS	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5085	Industrial Supplies Not Elsewhere Classi	KEY HEX THNDL 2 PC TPRPP 3
FIRE SERVICES	5444-5	2020-01-24	2020-01-27	MTO RUS-SO NORTH YORK	73.00	CAD	73.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	REPLACEMENT STICKER FOR UNIT 20295/50003 & LICENCE PLACE UNIT 30034
FIRE SERVICES	5448-3	2020-01-30	2020-01-31	COSTCO WHOLESALE W524	27.10	CAD	27.10	CAD	2130	PARTS - MOBILE EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5300	Wholesale Clubs	WINDHSIELD WASHER FLUID
					"1,131.30"	CAD	"1,131.30"	CAD							
"PARKS, FORESTRY & RECREATION"	5439-7	2020-01-18	2020-01-20	AMZN MKTP CA TI3Q38K13	145.74	CAD	145.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"BIKE LOCKS, DOOR BELLS"
"PARKS, FORESTRY & RECREATION"	5443-9	2020-01-23	2020-01-24	AMZN MKTP CA EN91L2RF3	156.56	CAD	156.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"MAGNETS, WHITE BOARD STICKERS"
"PARKS, FORESTRY & RECREATION"	5443-10	2020-01-24	2020-01-24	AMZN MKTP CA H16ES03D3	72.20	CAD	72.20	CAD	2610	KITCHEN SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	COOKE SHEET PANS
"PARKS, FORESTRY & RECREATION"	5443-11	2020-01-24	2020-01-24	AMZN MKTP CA K83KI9903	140.28	CAD	140.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"WHITE BOARD STICKERS, MAGNETS"
"PARKS, FORESTRY & RECREATION"	5443-12	2020-01-24	2020-01-24	AMZN MKTP CA VY28J87Z3	52.77	CAD	52.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	BEAN BAGS
"PARKS, FORESTRY & RECREATION"	5443-13	2020-01-24	2020-01-24	AMZN MKTP CA 8E37H3RC3	45.48	CAD	45.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	UTILITY CART
