Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
					47.32	CAD	47.32	CAD							
"PARKS, FORESTRY & RECREATION"	5591-83	2020-08-06	2020-08-07	BRETT YOUNG	275.72	CAD	275.72	CAD	2715	PAINT SUPPLIES	P00409	N-EAST1-TURF&HORT	0763	Agricultural Cooperatives	LINE PAINTER PARTS
					275.72	CAD	275.72	CAD							
"PARKS, FORESTRY & RECREATION"	5586-123	2020-07-30	2020-08-03	THE HOME DEPOT #7011	292.61	CAD	292.61	CAD	3080	M & E - HAND TOOLS	P00117	HIGH PARK-PLANT PRODUCTION	5200	Home Supply Warehouse	"**MORE**  6"" WHEEL"
"PARKS, FORESTRY & RECREATION"	5591-84	2020-08-06	2020-08-07	BALL SUPERIOR	"1,828.56"	CAD	"1,828.56"	CAD	2580	LABORATORY SUPPLIES	P00117	HIGH PARK-PLANT PRODUCTION	5193	"Florists Supplies, Nursery Stock, and Fl"	VARIOUS PLANTS
"PARKS, FORESTRY & RECREATION"	5596-63	2020-08-12	2020-08-14	THE HOME DEPOT #7011	486.18	CAD	486.18	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00117	HIGH PARK-PLANT PRODUCTION	5200	Home Supply Warehouse	**MORE**  M18 18V 4 GA
"PARKS, FORESTRY & RECREATION"	5597-116	2020-08-14	2020-08-17	THE HOME DEPOT #7134	492.63	CAD	492.63	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00117	HIGH PARK-PLANT PRODUCTION	5200	Home Supply Warehouse	**MORE**  M18 18V 4 GA
"PARKS, FORESTRY & RECREATION"	5600-71	2020-08-12	2020-08-20	JVK	-29.17	CAD	-29.17	CAD	2580	LABORATORY SUPPLIES	P00117	HIGH PARK-PLANT PRODUCTION	5261	Lawn and Garden Supply Stores	REFUND FOR SEEDS
"PARKS, FORESTRY & RECREATION"	5601-66	2020-08-20	2020-08-21	CORPORATE SERVICES	108.48	CAD	108.48	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	P00117	HIGH PARK-PLANT PRODUCTION	9399	Government Services - Not Elsewhere Clas	BLACK PLASTIC RECYCLE FEE
					"3,179.29"	CAD	"3,179.29"	CAD							
"PARKS, FORESTRY & RECREATION"	5594-76	2020-08-10	2020-08-12	CDN TIRE STORE #00294	22.01	CAD	22.01	CAD	2710	GENERAL HARDWARE	P01701	G&I RISK-SOCIAL PRGM	5200	Home Supply Warehouse	PLASTIC  ANCHORS SCREWS
"PARKS, FORESTRY & RECREATION"	5605-64	2020-08-25	2020-08-27	CDN TIRE STORE #00294	31.59	CAD	31.59	CAD	2710	GENERAL HARDWARE	P01701	G&I RISK-SOCIAL PRGM	5200	Home Supply Warehouse	TWO WAY TAPE
					53.60	CAD	53.60	CAD							
"PARKS, FORESTRY & RECREATION"	5586-124	2020-07-30	2020-08-03	WAL-MART # 3031	22.53	CAD	22.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08495	HORNER SENIORS-PRGM SUPPORT	5310	Discount Stores	LAMINATE  ROLLS
"PARKS, FORESTRY & RECREATION"	5591-85	2020-08-06	2020-08-07	DOLLARAMA # 774	39.32	CAD	39.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13376	SUMMER CAMPS - KEN COX CC	5310	Discount Stores	"PAINT, WOODEN DOWELS, BOOK COVERS"
"PARKS, FORESTRY & RECREATION"	5591-86	2020-08-06	2020-08-07	DOLLARAMA #0939	10.17	CAD	10.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13376	SUMMER CAMPS - KEN COX CC	5310	Discount Stores	PAINT
"PARKS, FORESTRY & RECREATION"	5592-104	2020-08-07	2020-08-10	AMZN MKTP CA MF7BU3XB0	27.98	CAD	27.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	4816	Computer Network/Information Services	MALLETS CRAYON LETTER
"PARKS, FORESTRY & RECREATION"	5592-105	2020-08-07	2020-08-10	AMZN MKTP CA MF53I0GG2	39.98	CAD	39.98	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	4816	Computer Network/Information Services	MOLDS CRAYON LETTERS
"PARKS, FORESTRY & RECREATION"	5594-77	2020-08-12	2020-08-12	AMAZON.CA MF7ZC8D20	51.90	CAD	51.90	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	4816	Computer Network/Information Services	"RED, GREEN AND TEAL TIE DYE"
"PARKS, FORESTRY & RECREATION"	5594-78	2020-08-11	2020-08-12	DOLLAR TREE CANADA STO	56.50	CAD	56.50	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	5331	Variety Stores	"SCISSORS, JARS, COKE, DYE"
"PARKS, FORESTRY & RECREATION"	5595-65	2020-08-12	2020-08-13	MICHAELS #3933	204.11	CAD	204.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	"GLUE, BEADS, T SHIRTS"
"PARKS, FORESTRY & RECREATION"	5595-66	2020-08-12	2020-08-13	AMAZON.CA MM4DH2ZK1	6.98	CAD	6.98	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	4816	Computer Network/Information Services	TIE DYE
"PARKS, FORESTRY & RECREATION"	5595-67	2020-08-13	2020-08-13	AMAZON.CA MF5O457E2	30.87	CAD	30.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13274	SUMMER CAMPS - POWER HOUSE	4816	Computer Network/Information Services	MARKERS
"PARKS, FORESTRY & RECREATION"	5596-64	2020-08-12	2020-08-14	WAL-MART # 3031	180.96	CAD	180.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13274	SUMMER CAMPS - POWER HOUSE	5310	Discount Stores	"RUBBER BANDS, CUTLERY, FOIL, PAINT"
"PARKS, FORESTRY & RECREATION"	5596-65	2020-08-13	2020-08-14	DOLLAR TREE CANADA STO	79.20	CAD	79.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	5331	Variety Stores	"SLIME, STICKERS, JOURNALS, PUDDY"
"PARKS, FORESTRY & RECREATION"	5596-66	2020-08-12	2020-08-14	WAL-MART # 3031	391.24	CAD	391.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13376	SUMMER CAMPS - KEN COX CC	5310	Discount Stores	"TIE DYE, PILLOW CASES, MARKERS"
"PARKS, FORESTRY & RECREATION"	5597-117	2020-08-16	2020-08-17	DOLLAR TREE CANADA STO	91.79	CAD	91.79	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P08495	HORNER SENIORS-PRGM SUPPORT	5331	Variety Stores	"STICKERS, POSTERBOARD, FOIL, GLITTER GLUE, CHALK"
"PARKS, FORESTRY & RECREATION"	5597-118	2020-08-15	2020-08-17	AMZN MKTP CA MF3LF5Y32	30.98	CAD	30.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13376	SUMMER CAMPS - KEN COX CC	4816	Computer Network/Information Services	INFLATABLE DICE
"PARKS, FORESTRY & RECREATION"	5597-119	2020-08-16	2020-08-17	AMAZON.CA MF07S1RK0	47.56	CAD	47.56	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	4816	Computer Network/Information Services	FLYING DISCS
"PARKS, FORESTRY & RECREATION"	5597-120	2020-08-16	2020-08-17	AMZN MKTP CA MM4RK9FG2	25.99	CAD	25.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13274	SUMMER CAMPS - POWER HOUSE	4816	Computer Network/Information Services	STAMPS
"PARKS, FORESTRY & RECREATION"	5597-121	2020-08-15	2020-08-17	MICHAELS #3933	113.71	CAD	113.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13376	SUMMER CAMPS - KEN COX CC	5945	"Game, Toy, and Hobby Shops"	BRACLET CORDS
"PARKS, FORESTRY & RECREATION"	5597-122	2020-08-16	2020-08-17	MICHAELS #3933	99.41	CAD	99.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13274	SUMMER CAMPS - POWER HOUSE	5945	"Game, Toy, and Hobby Shops"	"PEN, PAINT, STICKERS, BOX, POSTERBOARD"
"PARKS, FORESTRY & RECREATION"	5599-70	2020-08-18	2020-08-19	DOLLARAMA #1047	17.01	CAD	17.01	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	5310	Discount Stores	WOOD BOXES
"PARKS, FORESTRY & RECREATION"	5599-71	2020-08-18	2020-08-19	MICHAELS #4921	134.54	CAD	134.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13376	SUMMER CAMPS - KEN COX CC	5945	"Game, Toy, and Hobby Shops"	BRACLETS CORDS
"PARKS, FORESTRY & RECREATION"	5600-72	2020-08-19	2020-08-20	NO FRILLS MARIO & SELI	17.59	CAD	17.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13274	SUMMER CAMPS - POWER HOUSE	5411	"Grocery Stores, Supermarkets"	"EGGS, COKE"
"PARKS, FORESTRY & RECREATION"	5601-67	2020-08-20	2020-08-21	DOLLARAMA # 774	61.64	CAD	61.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13376	SUMMER CAMPS - KEN COX CC	5310	Discount Stores	"YAM, EMBRODERY, ORIGAMI"
"PARKS, FORESTRY & RECREATION"	5602-97	2020-08-20	2020-08-24	WMT SUPRCTR #1095	49.52	CAD	49.52	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"PENCILS, CHIPS"
"PARKS, FORESTRY & RECREATION"	5604-68	2020-08-25	2020-08-26	AMZN MKTP CA MM0HI2VE0	152.52	CAD	152.52	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	PR100X	PFR EMERGENCY EVENT RESPONSE	4816	Computer Network/Information Services	THERMOMETER
"PARKS, FORESTRY & RECREATION"	5605-65	2020-08-26	2020-08-27	DOLLARAMA #1047	16.95	CAD	16.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13274	SUMMER CAMPS - POWER HOUSE	5310	Discount Stores	BASKETS
"PARKS, FORESTRY & RECREATION"	5605-66	2020-08-26	2020-08-27	MICHAELS #4921	37.17	CAD	37.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13274	SUMMER CAMPS - POWER HOUSE	5945	"Game, Toy, and Hobby Shops"	TIE DYE
"PARKS, FORESTRY & RECREATION"	5606-69	2020-08-26	2020-08-28	MASTERMIND - ETOBICOKE	38.40	CAD	38.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13274	SUMMER CAMPS - POWER HOUSE	5945	"Game, Toy, and Hobby Shops"	TIE DYE
					"2,076.52"	CAD	"2,076.52"	CAD							
PUBLIC HEALTH	5589-90	2020-08-05	2020-08-06	TELIGENT CANADA INC.	350.00	CAD	350.00	CAD	2823	MEDICAL SUPPLIES	PH4081	VACCINE PREVENTABLE DISEASE	5122	"Drugs, Drug Proprietaries, and Druggists"	NURSE EMERGENCY KITS
					350.00	CAD	350.00	CAD							
"PARKS, FORESTRY & RECREATION"	5593-48	2020-08-11	2020-08-11	AMZN MKTP CA MF2S21QO2	110.08	CAD	110.08	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12050	SMITHFIELD-COMM CTR-PRGM SUPPORT	4816	Computer Network/Information Services	FILE FOLDERS
"PARKS, FORESTRY & RECREATION"	5597-123	2020-08-13	2020-08-17	WAL-MART #1000	67.26	CAD	67.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12050	SMITHFIELD-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	TOTE BOXES
"PARKS, FORESTRY & RECREATION"	5598-58	2020-08-18	2020-08-18	AMAZON.CA MM5XE13O2	69.37	CAD	69.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PR100X	PFR EMERGENCY EVENT RESPONSE	4816	Computer Network/Information Services	GATE FOR OFFICE
"PARKS, FORESTRY & RECREATION"	5599-72	2020-08-18	2020-08-19	DOLLARAMA # 319	39.15	CAD	39.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12050	SMITHFIELD-COMM CTR-PRGM SUPPORT	5310	Discount Stores	"ORGANIZER, NOTEBOOK"
"PARKS, FORESTRY & RECREATION"	5603-47	2020-08-24	2020-08-25	AMAZON.CA MM3GS98L2	63.25	CAD	63.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PR100X	PFR EMERGENCY EVENT RESPONSE	4816	Computer Network/Information Services	GATE FOR OFFICE
					349.11	CAD	349.11	CAD							
"PARKS, FORESTRY & RECREATION"	5592-106	2020-08-06	2020-08-10	G C DUKE EQUIPMENT LTD	"1,127.67"	CAD	"1,127.67"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	GAS STRUT
					"1,127.67"	CAD	"1,127.67"	CAD							
TORONTO PARAMEDIC SERVICES	5591-87	2020-08-05	2020-08-07	CDN TIRE STORE #00209	427.12	CAD	427.12	CAD	*****	M & E - KITCHEN	B46751	OPS - SERVICE DISTRICT 4	5200	Home Supply Warehouse	**MORE**  TV
					427.12	CAD	427.12	CAD							
"PARKS, FORESTRY & RECREATION"	5586-125	2020-07-31	2020-08-03	CANADA COMPUTERS #4	5.65	CAD	5.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5734	Computer Software Stores	RETURNED - HDMI TO VGA ADAPTER AND AUZ CABLES
"PARKS, FORESTRY & RECREATION"	5587-15	2020-08-04	2020-08-04	AMAZON.CA MF7RG5H51	451.99	CAD	451.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	4816	Computer Network/Information Services	MICROWAVE FOR TEACHING KITCHEN
"PARKS, FORESTRY & RECREATION"	5589-91	2020-08-05	2020-08-06	LEE VALLEY TOOLS	573.25	CAD	573.25	CAD	3080	M & E - HAND TOOLS	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5072	Hardware Equipment and Supplies	CHILDREN GARDENING
"PARKS, FORESTRY & RECREATION"	5592-107	2020-08-09	2020-08-10	AMZN MKTP CA MF08J95Y0	250.90	CAD	250.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	4816	Computer Network/Information Services	TOOLS SET FOR CANOE LANDING
"PARKS, FORESTRY & RECREATION"	5592-108	2020-08-07	2020-08-10	LEE VALLEY TOOLS	72.89	CAD	72.89	CAD	3080	M & E - HAND TOOLS	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5072	Hardware Equipment and Supplies	GARDEN TOOLS
"PARKS, FORESTRY & RECREATION"	5594-79	2020-08-11	2020-08-12	IKEA ETOBICOKE	811.74	CAD	811.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	GARDEN ITEMS
"PARKS, FORESTRY & RECREATION"	5595-68	2020-08-13	2020-08-13	AMZN MKTP CA MM28O6ND1	51.91	CAD	51.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	4816	Computer Network/Information Services	WRENCH
"PARKS, FORESTRY & RECREATION"	5595-69	2020-08-12	2020-08-13	LEE VALLEY TOOLS	484.43	CAD	484.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5072	Hardware Equipment and Supplies	GARDEN  HOSES AND CARTS
"PARKS, FORESTRY & RECREATION"	5596-67	2020-08-13	2020-08-14	LEE VALLEY - VAUGHAN	141.25	CAD	141.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5072	Hardware Equipment and Supplies	COMPOST BINS
"PARKS, FORESTRY & RECREATION"	5597-124	2020-07-31	2020-08-17	SOBEYS #934	15.79	CAD	15.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	LAUNDRY DETERGENT
"PARKS, FORESTRY & RECREATION"	5603-48	2020-08-25	2020-08-25	ULINE	187.99	CAD	187.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5964	Direct Marketing - Catalog Merchants	MEDIUM SUCTION CUP W/HOOK 100/PK
"PARKS, FORESTRY & RECREATION"	5604-69	2020-08-25	2020-08-26	RONA.CA.	813.15	CAD	813.15	CAD	3080	M & E - HAND TOOLS	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5251	Hardware Stores	LAWN MOWER
"PARKS, FORESTRY & RECREATION"	5607-84	2020-08-28	2020-08-31	THE HOME DEPOT CANADA	507.37	CAD	507.37	CAD	3080	M & E - HAND TOOLS	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5200	Home Supply Warehouse	PRESSURE WASHER
					"4,368.31"	CAD	"4,368.31"	CAD							
"PARKS, FORESTRY & RECREATION"	5586-126	2020-07-31	2020-08-03	THE XTERMINATOR	467.82	CAD	467.82	CAD	4417	PEST CONTROL	P00554	S-WEST 1-TURF&HORT	7342	Exterminating and Disinfecting Services	LITTLE NORWAY RATS EXTERMINATION
"PARKS, FORESTRY & RECREATION"	5606-70	2020-08-26	2020-08-28	CDN TIRE STORE #00152	576.20	CAD	576.20	CAD	2710	GENERAL HARDWARE	P00554	S-WEST 1-TURF&HORT	5200	Home Supply Warehouse	SUPPLIES
"PARKS, FORESTRY & RECREATION"	5607-85	2020-08-28	2020-08-31	THE XTERMINATOR	442.96	CAD	442.96	CAD	4417	PEST CONTROL	P00554	S-WEST 1-TURF&HORT	7342	Exterminating and Disinfecting Services	EMERGENCY RODENT REMOVAL
					"1,486.98"	CAD	"1,486.98"	CAD							
"PARKS, FORESTRY & RECREATION"	5586-127	2020-07-31	2020-08-03	DOLLARAMA # 631	18.08	CAD	18.08	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00530	S-WEST 1-PRGM SUPPORT	5310	Discount Stores	PAINT BRUSHES AND ROLLERS
"PARKS, FORESTRY & RECREATION"	5602-98	2020-08-21	2020-08-24	WEST TORONTO PAINT & W	225.95	CAD	225.95	CAD	2715	PAINT SUPPLIES	P00530	S-WEST 1-PRGM SUPPORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT FOR BENCHES
					244.03	CAD	244.03	CAD							
SENIOR SERVICES AND LONG-TERM CARE 	5591-88	2020-08-06	2020-08-07	VISTAPR VISTAPRINT.CA	11.30	CAD	11.30	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-RESIDENT SERVICES	2741	Miscellaneous Publishing and Printing	GRAPHICS FOR RESIDENT SONG ON CANVAS
SENIOR SERVICES AND LONG-TERM CARE 	5592-109	2020-08-07	2020-08-10	VISTAPR VISTAPRINT.CA	175.49	CAD	175.49	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-RESIDENT SERVICES	2741	Miscellaneous Publishing and Printing	PICTURE OF RESIDENT SONG ON CANVAS
SENIOR SERVICES AND LONG-TERM CARE 	5595-70	2020-08-12	2020-08-13	MICHAELS #3982	137.79	CAD	137.79	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5945	"Game, Toy, and Hobby Shops"	PICTURE FRAMES
SENIOR SERVICES AND LONG-TERM CARE 	5597-125	2020-08-14	2020-08-17	MICHAELS #4918	11.30	CAD	11.30	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5945	"Game, Toy, and Hobby Shops"	PICTURE FRAME
SENIOR SERVICES AND LONG-TERM CARE 	5597-126	2020-08-14	2020-08-17	DOLLARAMA #0986	15.88	CAD	15.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-RESIDENT SERVICES	5310	Discount Stores	"NAIL POLISH, REMOVER"
SENIOR SERVICES AND LONG-TERM CARE 	5603-49	2020-08-25	2020-08-25	HOBART FOOD EQUIPMENT	607.25	CAD	607.25	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A031	BENDALE ACRES-FN-OA	5046	Commercial Equipment Not Elsewhere Class	SERVICE CALL ON UTENSIL WASHER
SENIOR SERVICES AND LONG-TERM CARE 	5605-67	2020-08-27	2020-08-27	HOBART FOOD EQUIPMENT	"1,361.09"	CAD	"1,361.09"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A031	BENDALE ACRES-FN-OA	5046	Commercial Equipment Not Elsewhere Class	SERVICE CALL ON TIMED MIXER W/BOWL GUARD
					"2,320.10"	CAD	"2,320.10"	CAD							
"PARKS, FORESTRY & RECREATION"	5586-128	2020-07-29	2020-08-03	PACIFIC FASTENERS (198	47.75	CAD	47.75	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5251	Hardware Stores	COUPLING AND PIPE
"PARKS, FORESTRY & RECREATION"	5591-89	2020-08-06	2020-08-07	JJ DOWNS INDUSTRIAL	218.86	CAD	218.86	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	CLEAR PRIMER WET DRY CEMEMT
"PARKS, FORESTRY & RECREATION"	5591-90	2020-08-06	2020-08-07	ATLAS TOOLS & MACHINER	248.59	CAD	248.59	CAD	3080	M & E - HAND TOOLS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5251	Hardware Stores	M18 FUEL HACKZALL BARE
"PARKS, FORESTRY & RECREATION"	5597-127	2020-08-11	2020-08-17	PACIFIC FASTENERS (198	41.90	CAD	41.90	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5251	Hardware Stores	HEX BOLTS  FLAT WASHERS
"PARKS, FORESTRY & RECREATION"	5601-68	2020-08-19	2020-08-21	CDN TIRE STORE #00654	24.85	CAD	24.85	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	PLATFORM CART
					581.95	CAD	581.95	CAD							
"PARKS, FORESTRY & RECREATION"	5607-86	2020-08-28	2020-08-31	COSTCO WHOLESALE W524	64.38	CAD	64.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10536	N-REC SUPER3-PRGM SUPPORT	5300	Wholesale Clubs	DIRECTIONAL ARROW DECALS
"PARKS, FORESTRY & RECREATION"	5607-87	2020-08-27	2020-08-31	THE HOME DEPOT #7114	40.54	CAD	40.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10536	N-REC SUPER3-PRGM SUPPORT	5200	Home Supply Warehouse	BOTTLE
					104.92	CAD	104.92	CAD							
"PARKS, FORESTRY & RECREATION"	5591-91	2020-08-05	2020-08-07	THE HOME DEPOT #7013	262.07	CAD	262.07	CAD	2082	HEALTH & SAFETY SUPPLIES	P00108	NATURAL ENV & CCOMMUNITY PROGRAMS - CORE	5200	Home Supply Warehouse	MOBILE HANDWASHING STATIONS RE: PANDEMIC PROTOCOLS
					262.07	CAD	262.07	CAD							
"PARKS, FORESTRY & RECREATION"	5586-129	2020-07-31	2020-08-03	AMZN MKTP CA MF26I70V1	15.99	CAD	15.99	CAD	2710	GENERAL HARDWARE	P13539	FOREST HEALTH CARE	4816	Computer Network/Information Services	TWEEZER SET FOR HWA TRAP MICROSCOPE ANALYSIS
"PARKS, FORESTRY & RECREATION"	5603-50	2020-08-24	2020-08-25	AMZN MKTP CA MM1LZ4QB2	101.20	CAD	101.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13539	FOREST HEALTH CARE	4816	Computer Network/Information Services	HARD CASE FOR TABLET
					117.19	CAD	117.19	CAD							
"PARKS, FORESTRY & RECREATION"	5607-88	2020-08-30	2020-08-31	LOWES #03201	90.38	CAD	90.38	CAD	3099	GENERAL EQUIPMENT	P06672	PORT UNION-PRGM SUPPORT	5200	Home Supply Warehouse	18X36 5-TIER BLK VENT SHELF
					90.38	CAD	90.38	CAD							
"PARKS, FORESTRY & RECREATION"	5597-128	2020-08-13	2020-08-17	CTF SUPPLY (11)	696.92	CAD	696.92	CAD	3080	M & E - HAND TOOLS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	SAWZAIL BLADE  WRENCH
					696.92	CAD	696.92	CAD							
"PARKS, FORESTRY & RECREATION"	5591-92	2020-08-06	2020-08-07	DOLLARAMA #1266	92.31	CAD	92.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04896	SH ARMSTRONG-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5592-110	2020-08-06	2020-08-10	ABSOLUTE DOLLAR	120.06	CAD	120.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04896	SH ARMSTRONG-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5592-111	2020-08-06	2020-08-10	ABSOLUTE DOLLAR	96.62	CAD	96.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04896	SH ARMSTRONG-SUMMER CAMPS	5310	Discount Stores	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5601-69	2020-08-20	2020-08-21	STAPLES STORE #286	86.67	CAD	86.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10457	SH ARMSTRONG-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5604-70	2020-08-25	2020-08-26	DOLLARAMA # 599	12.77	CAD	12.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04896	SH ARMSTRONG-SUMMER CAMPS	5310	Discount Stores	COVID SIGN
					408.43	CAD	408.43	CAD							
SENIOR SERVICES AND LONG-TERM CARE 	5597-129	2020-08-16	2020-08-17	PERFORMANCE HEALTH CAN	98.95	CAD	98.95	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3K083	LAKESHORE LODGE-RESIDENT SERVICES	5047	Laboratory/Medical/Dental/Ophthalmic Hos	ADAPTIVE UTENSILS
