Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2693-5	2013-10-02	2013-10-03	LONG   MCQUADE MUSIC	970.20	CAD	970.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GENINT&CLB - WARDEN	5733	"Music Stores - Musical Instruments, Pian"	GUITAR INSTRUCTION BOOKS	
"PARKS, FORESTRY & RECREATION"	2693-6	2013-10-02	2013-10-03	JOHN BEAD CORP LTD	184.20	CAD	184.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GENINT&CLB - WARDEN	5099	Durable Goods Not Elsewhere Classified	JEWELLERY MAKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2695-1	2013-10-02	2013-10-04	DESERRES	223.55	CAD	223.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUP	5970	"Artist Supply Stores, Craft Shops"	SUPPLIES FOR PRESCHOOL & ARTS PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2695-2	2013-10-02	2013-10-04	SHOPPERS DRUG MART #12	10.16	CAD	10.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUP	5912	"Drug Stores, Pharmacies"	FACILITY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2705-1	2013-10-08	2013-10-10	METRO #800	211.50	CAD	211.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUP	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2708-2	2013-10-09	2013-10-11	YOUR DOLLAR STORE WITH	32.77	CAD	32.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GENINT&CLB - WARDEN	5999	Miscellaneous and Specialty Retail Store	JEWELLERY MAKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2710-1	2013-10-08	2013-10-15	AIRBOUNCE AMUSEMENTS(S	"1,322.10"	CAD	"1,322.10"	CAD	4590	RENTAL - OTHER	P13335	WARDEN CC - PRGM SUP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	RENTAL OF BOUNCER FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2713-1	2013-10-16	2013-10-17	JOHN BEAD CORP LTD	122.83	CAD	122.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GENINT&CLB - WARDEN	5099	Durable Goods Not Elsewhere Classified	JEWELLERY MAKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2713-2	2013-10-15	2013-10-17	YOUR DOLLAR STORE WITH	51.98	CAD	51.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUP	5999	Miscellaneous and Specialty Retail Store	JEWELLERY MAKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2713-3	2013-10-15	2013-10-17	METRO #800	138.97	CAD	138.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUP	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2713-4	2013-10-16	2013-10-17	BETH BOUTIQUE	195.88	CAD	195.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUP	5631	Women's Accessory and Specialty Stores	JEWELLERY MAKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2716-1	2013-10-16	2013-10-18	DESERRES	255.12	CAD	255.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GENINT&CLB - WARDEN	5970	"Artist Supply Stores, Craft Shops"	JEWELLERY MAKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2716-2	2013-10-17	2013-10-18	TDSB-PURCHASING	440.03	CAD	440.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUP	8299	Educational Services	SUPPLIES FOR PRESCHOOL	
"PARKS, FORESTRY & RECREATION"	2725-1	2013-10-23	2013-10-25	PAYPAL *CREEPYCRAWL	335.00	CAD	335.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GENINT&CLB - WARDEN	7299	Other Services (Not Elsewhere Classified	SUMMER CAMP EVENT	
"PARKS, FORESTRY & RECREATION"	2725-2	2013-10-22	2013-10-25	METRO #800	156.64	CAD	156.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13335	WARDEN CC - PRGM SUP	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2725-3	2013-10-22	2013-10-25	METRO #853	26.35	CAD	26.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13335	WARDEN CC - PRGM SUP	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2727-2	2013-10-25	2013-10-28	SCHOLAR'S CHOICE	30.68	CAD	30.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUP	5949	"Fabric, Needlework, Piece Goods, and Sew"	FACILITY DECORATIONS	
"PARKS, FORESTRY & RECREATION"	2727-3	2013-10-27	2013-10-28	PHARMA PLUS	54.76	CAD	54.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GENINT&CLB - WARDEN	5912	"Drug Stores, Pharmacies"	JEWELLERY MAKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2727-4	2013-10-24	2013-10-28	CDN TIRE STORE #00030	422.82	CAD	422.82	CAD	2610	KITCHEN SUPPLIES	P13335	WARDEN CC - PRGM SUP	5200	Home Supply Warehouse	SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2727-5	2013-10-25	2013-10-28	MAD SCIENCE OF TORONTO	169.50	CAD	169.50	CAD	4118	TICKETS AND ADMISSION FEES	P13347	GENINT&CLB - WARDEN	7929	"Bands, Orchestras, and Miscellaneous Ent"	SUMMER CAMP EVENT	
					"6,296.62"	CAD	"6,296.62"	CAD								
"PARKS, FORESTRY & RECREATION"	2689-6	2013-09-27	2013-10-01	CDN TIRE STORE #00030	18.07	CAD	18.07	CAD	2270	PROPANE GAS	P13335	WARDEN CC - PRGM SUP	5200	Home Supply Warehouse	PROPANE TANK REFILL	
					18.07	CAD	18.07	CAD								
"PARKS, FORESTRY & RECREATION"	2689-7	2013-09-30	2013-10-01	NOFRILLS VITO'S #3936	74.58	CAD	74.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	GROCERY SUPPLIES FOR FALL COOKING SESSIONS	
"PARKS, FORESTRY & RECREATION"	2690-2	2013-10-01	2013-10-02	J   J CRAFTS	284.09	CAD	284.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05874	GRANDRAVINE-ARTS-VIS	5970	"Artist Supply Stores, Craft Shops"	REC SUPPLIES FOR FALL PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2704-1	2013-10-07	2013-10-09	METRO #493	67.50	CAD	67.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	FALL SESSION COOKING GROCERIES	
"PARKS, FORESTRY & RECREATION"	2720-1	2013-10-21	2013-10-22	NOFRILLS VITO'S #3936	48.54	CAD	48.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	FALL SESSION COOKING GROCERIES	
"PARKS, FORESTRY & RECREATION"	2720-2	2013-10-21	2013-10-22	PRICE CHOPPER #7984QPS	6.94	CAD	6.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	FALL SESSION COOKING GROCERIES	
"PARKS, FORESTRY & RECREATION"	2729-1	2013-10-28	2013-10-29	NOFRILLS VITO'S #3936	40.89	CAD	40.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	FALL SESSION COOKING GROCERIES	
"PARKS, FORESTRY & RECREATION"	2730-1	2013-10-28	2013-10-30	BARGAIN CLUB	6.78	CAD	6.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5310	Discount Stores	FALL SESSION COOKING GROCERIES	
"PARKS, FORESTRY & RECREATION"	2730-2	2013-10-29	2013-10-30	LONG   MCQUADE #60	157.68	CAD	157.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05874	GRANDRAVINE-ARTS-VIS	5733	"Music Stores - Musical Instruments, Pian"	FALL SESSION MUSIC PROGRAM INVENTORY	
					687.00	CAD	687.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2689-8	2013-09-29	2013-10-01	SHOPPERS DRUG MART #14	7.91	CAD	7.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0103	HS-MH-PUB-COLBORNE L	5912	"Drug Stores, Pharmacies"	COLOURING PENCILS	
ECONOMIC DEVELOPMENT & CULTURE	2693-7	2013-10-02	2013-10-03	IMPACT CANOPIES CANADA	655.40	CAD	655.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0103	HS-MH-PUB-COLBORNE L	5998	Tent & Awning Shops	2 TENTS FOR OUTDOOR PUBLIC PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2700-1	2013-10-04	2013-10-07	NOFRILLS NICHOLSONS	18.12	CAD	18.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"MILK, EGGS & OIL FOR FOOD DEMO"	
ECONOMIC DEVELOPMENT & CULTURE	2716-3	2013-10-16	2013-10-18	CDN TIRE STORE #00150	23.70	CAD	23.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0103	HS-MH-PUB-COLBORNE L	5200	Home Supply Warehouse	LAMP OIL FOR EVENING TOURS	
					705.13	CAD	705.13	CAD								
PUBLIC HEALTH	2721-2	2013-10-17	2013-10-23	SEARS CANADA DIRECT	593.19	CAD	593.19	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	PH3515	IP/SAP	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR PROGRAM	
PUBLIC HEALTH	2730-3	2013-10-28	2013-10-30	SEARS CANADA DIRECT	-593.19	CAD	-593.19	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	PH3515	IP/SAP	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR PROGRAM	
PUBLIC HEALTH	2730-4	2013-10-29	2013-10-30	MARCHANT'S SCHOOL SPOR	135.15	CAD	135.15	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	PH3515	IP/SAP	5941	Sporting Goods Stores	SUPPLIES FOR PROGRAM	
					135.15	CAD	135.15	CAD								
"PARKS, FORESTRY & RECREATION"	2689-9	2013-09-30	2013-10-01	PARKDALE HOME HDWRE 13	37.00	CAD	37.00	CAD	2710	GENERAL HARDWARE	P10446	MASARYK COWAN-PGM SU	5251	Hardware Stores	"SCREWS, SCREWDRIVER, SHELF HOOKS"	
					37.00	CAD	37.00	CAD								
"PARKS, FORESTRY & RECREATION"	2721-3	2013-10-22	2013-10-23	PRINCESS AUTO #36	41.78	CAD	41.78	CAD	2199	MISCELLANEOUS PARTS	P12856	RAVWTRMAINT	5085	Industrial Supplies Not Elsewhere Classi	"BALLHITCH, PIN HITCH, MOUNT BALL CLIP"	
"PARKS, FORESTRY & RECREATION"	2725-4	2013-10-23	2013-10-25	THE HOME DEPOT #7001	300.00	CAD	300.00	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P12856	RAVWTRMAINT	5200	Home Supply Warehouse	CHIPPER RENTAL DEPOSIT	
"PARKS, FORESTRY & RECREATION"	2725-5	2013-10-23	2013-10-25	THE HOME DEPOT #7001	21.94	CAD	21.94	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P12856	RAVWTRMAINT	5200	Home Supply Warehouse	RENTAL OF EQUIPMENT	
					363.72	CAD	363.72	CAD								
"PARKS, FORESTRY & RECREATION"	2690-3	2013-09-30	2013-10-02	CURRY'S - MARKHAM	25.92	CAD	25.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12969	ARTS-MCNICOLL	5970	"Artist Supply Stores, Craft Shops"	SUPPLIES FOR WATERCOLOUR CLASS	
"PARKS, FORESTRY & RECREATION"	2690-4	2013-09-30	2013-10-02	CURRY'S - MARKHAM	53.01	CAD	53.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08035	CUMMER-ARTS-VISL/PER	5970	"Artist Supply Stores, Craft Shops"	SUPPLIES FOR VISUAL ARTS CLASS	
"PARKS, FORESTRY & RECREATION"	2690-5	2013-09-30	2013-10-02	CURRY'S - MARKHAM	93.59	CAD	93.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08035	CUMMER-ARTS-VISL/PER	5970	"Artist Supply Stores, Craft Shops"	SUPPLIES FOR WATERCOLOUR CLASS	
"PARKS, FORESTRY & RECREATION"	2718-1	2013-10-18	2013-10-21	STAPLES #214	15.59	CAD	15.59	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	P01050	SPCEVNT-MEL LASTMAN	5943	"Office, School Supply, and Stationery St"	FRAME FOR AWARD	
"PARKS, FORESTRY & RECREATION"	2718-2	2013-10-18	2013-10-21	STAPLES #214	73.38	CAD	73.38	CAD	4995	OTHER EXPENSES	P01050	SPCEVNT-MEL LASTMAN	5943	"Office, School Supply, and Stationery St"	MOUNTING POSTERS FOR EVENTS	
"PARKS, FORESTRY & RECREATION"	2723-1	2013-10-21	2013-10-24	METRO #853	53.84	CAD	53.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01674	SENECA VILLAGE CC-PG	5411	"Grocery Stores, Supermarkets"	COOKIES/VEGETABLES FOR RECEPTIONS	
"PARKS, FORESTRY & RECREATION"	2729-2	2013-10-25	2013-10-29	DESERRES	15.37	CAD	15.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01584	SENECA VILLAGE CC-AR	5970	"Artist Supply Stores, Craft Shops"	GLUE	
"PARKS, FORESTRY & RECREATION"	2730-5	2013-10-28	2013-10-30	CDN TIRE STORE #00427	60.99	CAD	60.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08575	VOLUNTEER RECOGN -NY	5200	Home Supply Warehouse	LIGHTS FOR VOLUNTEER EVENT	
					391.69	CAD	391.69	CAD								
"PARKS, FORESTRY & RECREATION"	2718-3	2013-10-18	2013-10-21	LINDE CANADA - ETOBICO	68.25	CAD	68.25	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5072	Hardware Equipment and Supplies	ELECTRODE	
"PARKS, FORESTRY & RECREATION"	2720-3	2013-10-18	2013-10-22	MR METAL(ETOBICOKE) IN	43.35	CAD	43.35	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	HR FLAT	
"PARKS, FORESTRY & RECREATION"	2721-4	2013-10-21	2013-10-23	MR METAL(ETOBICOKE) IN	49.46	CAD	49.46	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	CREW TUBE	
"PARKS, FORESTRY & RECREATION"	2723-2	2013-10-22	2013-10-24	MR METAL(ETOBICOKE) IN	356.37	CAD	356.37	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	CREW TUBE	
"PARKS, FORESTRY & RECREATION"	2723-3	2013-10-21	2013-10-24	NOBLE 1003	13.27	CAD	13.27	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5251	Hardware Stores	STD LR 45 90	
"PARKS, FORESTRY & RECREATION"	2727-6	2013-10-21	2013-10-28	SPEED FASTENING SYSTEM	99.44	CAD	99.44	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5712	"Equipment, Furniture, and Home Furnishin"	WALL ZIPCUT	
"PARKS, FORESTRY & RECREATION"	2727-7	2013-10-24	2013-10-28	NOBLE 1003	6.98	CAD	6.98	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5251	Hardware Stores	STD LR  90	
					637.12	CAD	637.12	CAD								
"PARKS, FORESTRY & RECREATION"	2693-8	2013-10-02	2013-10-03	DULUX PAINTS #142	300.44	CAD	300.44	CAD	2715	PAINT SUPPLIES	P10960	CENTENNIAL STADIUM-O	5231	"Glass, Paint, Wallpaper Stores"	YELLOW PAINT FOR SOCCER FIELD	
"PARKS, FORESTRY & RECREATION"	2693-9	2013-10-02	2013-10-03	W.E. ENTERPRISES LTD	900.00	CAD	900.00	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00656	CENTENNIAL PK-PGM SU	5261	Lawn and Garden Supply Stores	FERTILIZER SPREADER	
"PARKS, FORESTRY & RECREATION"	2700-2	2013-10-03	2013-10-07	BRAFASCO / MISSISSAUGA	98.92	CAD	98.92	CAD	2710	GENERAL HARDWARE	P10910	CENTENNIAL SKI CTR-O	5085	Industrial Supplies Not Elsewhere Classi	BOLTS	
"PARKS, FORESTRY & RECREATION"	2704-2	2013-10-08	2013-10-09	W.E. ENTERPRISES LTD	173.50	CAD	173.50	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00656	CENTENNIAL PK-PGM SU	5261	Lawn and Garden Supply Stores	FERTILIZER SPREADER	
"PARKS, FORESTRY & RECREATION"	2705-2	2013-10-08	2013-10-10	THE HOME DEPOT #7011	82.48	CAD	82.48	CAD	2710	GENERAL HARDWARE	P10910	CENTENNIAL SKI CTR-O	5200	Home Supply Warehouse	CONSTRUCTION SCREWS	
"PARKS, FORESTRY & RECREATION"	2720-4	2013-10-21	2013-10-22	TECHNICAL STANDARDS AN	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	P10910	CENTENNIAL SKI CTR-O	1799	"Contractors, Special Trade - Not Elsewhe"	CERTIFICATE RENEWAL	
"PARKS, FORESTRY & RECREATION"	2721-5	2013-10-21	2013-10-23	BRAFASCO / MISSISSAUGA	170.86	CAD	170.86	CAD	2710	GENERAL HARDWARE	P00656	CENTENNIAL PK-PGM SU	5085	Industrial Supplies Not Elsewhere Classi	METAL CUTTING WHEELS	
"PARKS, FORESTRY & RECREATION"	2721-6	2013-10-22	2013-10-23	TECHNICAL STANDARDS AN	265.00	CAD	265.00	CAD	4830	PERMIT & LICENSE FEES	P10910	CENTENNIAL SKI CTR-O	1799	"Contractors, Special Trade - Not Elsewhe"	SKI LIFTS BARLIFTS LICENCE	
"PARKS, FORESTRY & RECREATION"	2727-8	2013-10-24	2013-10-28	THE HOME DEPOT #7011	60.59	CAD	60.59	CAD	2715	PAINT SUPPLIES	P10910	CENTENNIAL SKI CTR-O	5200	Home Supply Warehouse	SPRAY PAINT	
"PARKS, FORESTRY & RECREATION"	2727-9	2013-10-25	2013-10-28	N.A. YORKE MACHINERY C	141.25	CAD	141.25	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00656	CENTENNIAL PK-PGM SU	7699	Miscellaneous Repair Shops and Related S	REPAIRS TO METAL CHOPSAW	
"PARKS, FORESTRY & RECREATION"	2729-3	2013-10-28	2013-10-29	TECHNICAL STANDARDS AN	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	P10910	CENTENNIAL SKI CTR-O	1799	"Contractors, Special Trade - Not Elsewhe"	CERTIFICATE RENEWAL	
"PARKS, FORESTRY & RECREATION"	2731-1	2013-10-30	2013-10-31	BUNNING SPLICING   RIG	53.68	CAD	53.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00608	PARKS OPERATIONS - E	5085	Industrial Supplies Not Elsewhere Classi	CHAINS	
					"2,396.72"	CAD	"2,396.72"	CAD								
"PARKS, FORESTRY & RECREATION"	2710-2	2013-10-10	2013-10-15	MISSISSAUGA HARDWARE C	476.79	CAD	476.79	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YD OPERN	5072	Hardware Equipment and Supplies	IMPACT M18 WRENCH	
"PARKS, FORESTRY & RECREATION"	2713-5	2013-10-16	2013-10-17	WATER AND ICE NORTH AM	414.71	CAD	414.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06689	NWOOD CC-OPERATIONS	5996	Swimming Pools - Sales and Supplies	BUTTERYFLY VALVES	
"PARKS, FORESTRY & RECREATION"	2716-4	2013-10-16	2013-10-18	MISSISSAUGA HARDWARE C	73.10	CAD	73.10	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YD OPERN	5072	Hardware Equipment and Supplies	JET 1/2 IMPACT SOCKET SET	
"PARKS, FORESTRY & RECREATION"	2716-5	2013-10-16	2013-10-18	SP S COMM SWIMMING POO	648.62	CAD	648.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07726	N TORONTO-OPERATIONS	5996	Swimming Pools - Sales and Supplies	ORP/PH SENSOR	
"PARKS, FORESTRY & RECREATION"	2718-4	2013-10-15	2013-10-21	HART PUMP SERVICE (198	94.92	CAD	94.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03035	CARNEGIE-CEN-OPERNS	1711	"Air Conditioning, Heating, and Plumbing"	5J COUPLER	
"PARKS, FORESTRY & RECREATION"	2718-5	2013-10-17	2013-10-21	THE HOME DEPOT #7078	65.41	CAD	65.41	CAD	2710	GENERAL HARDWARE	P03032	ANGELA JAMES-OPS	5200	Home Supply Warehouse	"RATCRPSTRPR, MODPLUGS,SCREWS"	
"PARKS, FORESTRY & RECREATION"	2720-5	2013-10-21	2013-10-22	NITRO INDUSTRIAL SALES	158.63	CAD	158.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00859	ALNESS YD-YD OPERN	5085	Industrial Supplies Not Elsewhere Classi	AIR COMPRESSOR COUPLINGS	
"PARKS, FORESTRY & RECREATION"	2721-7	2013-10-21	2013-10-23	BRAFASCO / VAUGHAN	414.84	CAD	414.84	CAD	2710	GENERAL HARDWARE	P07726	N TORONTO-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	NUTS/BOLTS	
"PARKS, FORESTRY & RECREATION"	2729-4	2013-10-28	2013-10-29	WATER AND ICE NORTH AM	406.80	CAD	406.80	CAD	3099	GENERAL EQUIPMENT	P00859	ALNESS YD-YD OPERN	5996	Swimming Pools - Sales and Supplies	PUMP	
