Division 	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
TORONTO PARAMEDIC SERVICES	5839-141	2021-07-06	2021-07-07	CANADA PLASTICS AND BE	"1,949.25"	CAD	"1,949.25"	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B45109	PANDEMIC RESPONSE OPS	5085	Industrial Supplies Not Elsewhere Classi	PLEXIGLASS SHEETS
TORONTO PARAMEDIC SERVICES	5845-99	2021-07-13	2021-07-14	GREYHNDCAN0142SGHTSNG	"2,825.00"	CAD	"2,825.00"	CAD	3310	FURNISHINGS	B55300	FACILITIES MAINTENANCE-STATIONS	4131	Bus Lines	FURNITURE
					"5,318.35"	CAD	"5,318.35"	CAD							
"PARKS, FORESTRY & RECREATION"	5835-94	2021-06-29	2021-07-01	THE HOME DEPOT #7134	67.70	CAD	67.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04304	BARBARA FRUM-HOLIDAY CAMPS	5200	Home Supply Warehouse	**MORE**  12X14 AP TRP
"PARKS, FORESTRY & RECREATION"	5837-113	2021-06-30	2021-07-05	WAL-MART # 3105	31.44	CAD	31.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04715	LAWRENCE HGTS-SUMMER FUN	5310	Discount Stores	FREEZIES FOR CAMPERS
"PARKS, FORESTRY & RECREATION"	5839-142	2021-07-06	2021-07-07	DOLLARAMA # 420	9.76	CAD	9.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05845	BARBARA FRUM-ARTS-VISL/PERF	5310	Discount Stores	GLUE STICKS
"PARKS, FORESTRY & RECREATION"	5844-70	2021-07-12	2021-07-13	DOLLARAMA #0988	25.43	CAD	25.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05845	BARBARA FRUM-ARTS-VISL/PERF	5310	Discount Stores	FOIL PLASTIC SHEETS
"PARKS, FORESTRY & RECREATION"	5845-100	2021-07-13	2021-07-14	LUCIANO'S NO FRILLS #3	11.76	CAD	11.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05845	BARBARA FRUM-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"MENTOS, COKE"
"PARKS, FORESTRY & RECREATION"	5845-101	2021-07-12	2021-07-14	YOUR DOLLAR STORE WITH	7.91	CAD	7.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05845	BARBARA FRUM-ARTS-VISL/PERF	5310	Discount Stores	CREPE STEAMERS
"PARKS, FORESTRY & RECREATION"	5848-152	2021-07-15	2021-07-19	CDN TIRE STORE #00019	76.79	CAD	76.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05845	BARBARA FRUM-ARTS-VISL/PERF	5200	Home Supply Warehouse	BASKETS
"PARKS, FORESTRY & RECREATION"	5853-159	2021-07-23	2021-07-26	DOLLARAMA #1146	61.30	CAD	61.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05845	BARBARA FRUM-ARTS-VISL/PERF	5310	Discount Stores	"ARDS, CUPS, CAMP SUPPLIES"
"PARKS, FORESTRY & RECREATION"	5857-93	2021-07-29	2021-07-30	DOLLARAMA # 496	22.60	CAD	22.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04715	LAWRENCE HGTS-SUMMER FUN	5310	Discount Stores	FREEZIES
					314.69	CAD	314.69	CAD							
PUBLIC HEALTH	5841-120	2021-07-06	2021-07-08	GLEN CADE PHARMACY	249.67	CAD	249.67	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	5912	"Drug Stores, Pharmacies"	PRESCRIPTION DRUGS
					249.67	CAD	249.67	CAD							
"PARKS, FORESTRY & RECREATION"	5835-95	2021-06-29	2021-07-01	CDN TIRE STORE #00182	108.08	CAD	108.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5200	Home Supply Warehouse	"PAILS, BUCKETS, CONES"
"PARKS, FORESTRY & RECREATION"	5835-96	2021-06-29	2021-07-01	WAL-MART #1004	37.23	CAD	37.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	GAME SET AND TENNIS BALLS FOR CAMP
"PARKS, FORESTRY & RECREATION"	5835-97	2021-06-29	2021-07-01	WAL-MART # 3740	208.10	CAD	208.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"PAILS, FRISBEES, PAILS"
"PARKS, FORESTRY & RECREATION"	5838-117	2021-07-02	2021-07-06	CDN TIRE STORE #00182	90.39	CAD	90.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5200	Home Supply Warehouse	AIR PUMP
					443.80	CAD	443.80	CAD							
"PARKS, FORESTRY & RECREATION"	5835-98	2021-06-30	2021-07-01	BELL TV	74.41	CAD	74.41	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07646	DON VALLEY-OPERATIONS	4812	Telecommunication Equipment Including Te	MONTHLY BILS
"PARKS, FORESTRY & RECREATION"	5839-143	2021-07-06	2021-07-07	U OF G - RIDGETOWN WEB	904.00	CAD	904.00	CAD	4760	MEMBERSHIP FEES	P07646	DON VALLEY-OPERATIONS	8220	"Colleges, Universities, Professional Sch"	"ANNUAL GOLF COURS, IPM REGISTRATION"
"PARKS, FORESTRY & RECREATION"	5842-120	2021-07-08	2021-07-09	TURF CARE	625.73	CAD	625.73	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	FAIRWAY IRRIGATION HEAD
"PARKS, FORESTRY & RECREATION"	5844-71	2021-07-12	2021-07-13	SQ  FLORATINE CANADA I	884.38	CAD	884.38	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07651	DON VALLEY-PRGM SUPPORT	0780	Horticultural and Landscaping Services	AERIFICATION LINES FOR BOWLING GREENS
"PARKS, FORESTRY & RECREATION"	5844-72	2021-07-12	2021-07-13	HUTCHESON SAND AND GRA	"1,746.61"	CAD	"1,746.61"	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07646	DON VALLEY-OPERATIONS	5211	"Building Materials, Lumber Stores"	HUTCHESON TOPDRESSING SAND FOR GREENS
"PARKS, FORESTRY & RECREATION"	5850-102	2021-07-19	2021-07-21	THE HOME DEPOT #7129	153.95	CAD	153.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	**MORE**  4X4 SPIKE
"PARKS, FORESTRY & RECREATION"	5851-102	2021-07-21	2021-07-22	UNIVERSAL FIELD SUPPLI	282.61	CAD	282.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07646	DON VALLEY-OPERATIONS	5137	"Mens, Womens, and Childrens Uniforms and"	SECTION OF ROPE FOR ROPE TOW
"PARKS, FORESTRY & RECREATION"	5852-85	2021-07-22	2021-07-23	COSTCO WHOLESALE W535	28.24	CAD	28.24	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P07646	DON VALLEY-OPERATIONS	5300	Wholesale Clubs	PROTECTOR SCREEN FOR PHONE
"PARKS, FORESTRY & RECREATION"	5853-160	2021-07-22	2021-07-26	THE HOME DEPOT #7129	13.54	CAD	13.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	PADLOCK
"PARKS, FORESTRY & RECREATION"	5855-78	2021-07-27	2021-07-28	PAYPAL  PUMPS PLUS	381.38	CAD	381.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07646	DON VALLEY-OPERATIONS	8999	Professional Services - Not Elsewhere Cl	SERVICE CALL FOR DATA LOGGER AT #3 HOLE
"PARKS, FORESTRY & RECREATION"	5855-79	2021-07-26	2021-07-28	CDN TIRE STORE #00192	84.65	CAD	84.65	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	TOOLS FOR CONNIE'S OFFICE
"PARKS, FORESTRY & RECREATION"	5856-91	2021-07-28	2021-07-29	TURF CARE	419.40	CAD	419.40	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	RIM FOR 4500 EMERGENCY PURCHASE NONE IN INVENTORY
"PARKS, FORESTRY & RECREATION"	5856-92	2021-07-28	2021-07-29	ALLTURF LTD	"1,197.95"	CAD	"1,197.95"	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	INSETICIDE (TETRINO) AND HERBICIDE (MECOPROP)
					"6,796.85"	CAD	"6,796.85"	CAD							
"PARKS, FORESTRY & RECREATION"	5841-121	2021-07-06	2021-07-08	A.B.C. RECREATION LTD	"1,940.54"	CAD	"1,940.54"	CAD	2535	PLUMBING SUPPLIES	P00408	N-EAST-TURF&HORT	7399	Business Services - Not Elsewhere Classi	SPLASH PAD SUPPLIES
"PARKS, FORESTRY & RECREATION"	5841-122	2021-07-06	2021-07-08	A.B.C. RECREATION LTD	"2,036.43"	CAD	"2,036.43"	CAD	2535	PLUMBING SUPPLIES	P00430	N-EAST-WINTER MAINT	7399	Business Services - Not Elsewhere Classi	SPLASH PAD SUPPLIES
"PARKS, FORESTRY & RECREATION"	5843-131	2021-07-07	2021-07-12	TRIMATE ELECTRIC SUPPL	708.82	CAD	708.82	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	ELECTICAL SUPPLIES
"PARKS, FORESTRY & RECREATION"	5848-153	2021-07-15	2021-07-19	HUDCO ELECTRIC SUPPLY	"1,000.05"	CAD	"1,000.05"	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	ELECTRFICAL SUPPLIES
"PARKS, FORESTRY & RECREATION"	5856-93	2021-07-28	2021-07-29	BOLTON ELECTRICAL AND	152.44	CAD	152.44	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES
					"5,838.28"	CAD	"5,838.28"	CAD							
TORONTO WATER	5837-114	2021-07-02	2021-07-05	THE HOME DEPOT #7013	75.98	CAD	75.98	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	**MORE**  GALV HASP
TORONTO WATER	5839-144	2021-07-05	2021-07-07	NEXT SUPPLY	120.63	CAD	120.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	PVC PIPE
TORONTO WATER	5839-145	2021-07-05	2021-07-07	NEXT SUPPLY	120.63	CAD	120.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	PVC PIPE
TORONTO WATER	5847-105	2021-07-12	2021-07-16	ONTARIO BELTING & POWE	77.16	CAD	77.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5085	Industrial Supplies Not Elsewhere Classi	GATES BELT
TORONTO WATER	5847-106	2021-07-12	2021-07-16	ONTARIO BELTING & POWE	-48.41	CAD	-48.41	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5085	Industrial Supplies Not Elsewhere Classi	RETURN GATES BELT
					345.99	CAD	345.99	CAD							
TORONTO WATER	5848-154	2021-07-15	2021-07-19	THE HOME DEPOT #7129	65.61	CAD	65.61	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	**MORE**  HAWKBILL
TORONTO WATER	5855-80	2021-07-28	2021-07-28	ONTARIO COLLEGE OF TRA	67.80	CAD	67.80	CAD	4760	MEMBERSHIP FEES	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	9399	Government Services - Not Elsewhere Clas	ANNUAL MEMBERSHIP 
TORONTO WATER	5857-94	2021-07-28	2021-07-30	THE HOME DEPOT #7129	181.62	CAD	181.62	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	**MORE**  4WT10VINLED
					315.03	CAD	315.03	CAD							
SOLID WASTE MANAGEMENT	5835-99	2021-06-30	2021-07-01	WOLSELEY CANADA INC	8.03	CAD	8.03	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	1711	"Air Conditioning, Heating, and Plumbing"	HEATING & AIR CONDITIONING SUPPLIES
SOLID WASTE MANAGEMENT	5839-146	2021-07-05	2021-07-07	THE HOME DEPOT #7129	61.34	CAD	61.34	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	SW0852	DISCO TS SITE MAINTENANCE	5200	Home Supply Warehouse	AIR DUSTER
SOLID WASTE MANAGEMENT	5843-132	2021-07-09	2021-07-12	RONA # 55090	52.83	CAD	52.83	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	CSW900-02-09	CM MRF IMMEDIATE REHAB FOR MATTRESS DEPO	5251	Hardware Stores	HVAC SUPPLIES 345040
SOLID WASTE MANAGEMENT	5843-133	2021-07-08	2021-07-12	THE HOME DEPOT #7078	167.24	CAD	167.24	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	CSW900-02-09	CM MRF IMMEDIATE REHAB FOR MATTRESS DEPO	5200	Home Supply Warehouse	AC 5000 BTU
SOLID WASTE MANAGEMENT	5845-102	2021-07-12	2021-07-14	THE HOME DEPOT #7078	280.24	CAD	280.24	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	CSW900-02-09	CM MRF IMMEDIATE REHAB FOR MATTRESS DEPO	5200	Home Supply Warehouse	6K AIRCON
SOLID WASTE MANAGEMENT	5848-155	2021-07-15	2021-07-19	THE HOME DEPOT #7078	630.54	CAD	630.54	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	AIRCONDEHUM
					"1,200.22"	CAD	"1,200.22"	CAD							
FACILITIES MANAGEMENT	5851-103	2021-07-21	2021-07-22	JAMES SIGNS	480.25	CAD	480.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61706523	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5046	Commercial Equipment Not Elsewhere Class	NAMEPLATE
FACILITIES MANAGEMENT	5855-81	2021-07-26	2021-07-28	THE HOME DEPOT #7080	26.68	CAD	26.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61711735	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	SAKRETE MORT
					506.93	CAD	506.93	CAD							
FIRE SERVICES	5841-123	2021-07-07	2021-07-08	INT'L ASSOC OF FIRE CH	262.54	CAD	205.00	USD	4760	MEMBERSHIP FEES	FR0012	ADMIN-HEADQUARTERS	8699	"Organizations, Membership - Not Elsewher"	IAFC MEMBERSHIP
					262.54	CAD	205.00	USD							
CITY CLERKS OFFICE	5842-121	2021-07-08	2021-07-09	CDW CANADA #G577109	118.64	CAD	118.64	CAD	3410	COMPUTERS - HARDWARE	GV0010	BUSINESS & TECHNOLOGY PLANNING	5045	"Computers, Computer Peripheral Equipment"	+SAMSUNG OPTION STAND F/E46/MD46/
					118.64	CAD	118.64	CAD							
"PARKS, FORESTRY & RECREATION"	5838-118	2021-07-06	2021-07-06	ULINE	458.78	CAD	458.78	CAD	2710	GENERAL HARDWARE	P12029	PKS-COVID RELATED	5964	Direct Marketing - Catalog Merchants	"**MORE**  24"" PUSH-TYPE MAGNETIC SWEEPER"
"PARKS, FORESTRY & RECREATION"	5838-119	2021-07-05	2021-07-06	ALPINE LAWN GARDEN EQU	"1,671.13"	CAD	"1,671.13"	CAD	3015	M & E - GROUNDS	P12029	PKS-COVID RELATED	5251	Hardware Stores	"LINE TRIMMER, BACK PACK BLOWER"
"PARKS, FORESTRY & RECREATION"	5839-147	2021-07-05	2021-07-07	THE HOME DEPOT #7080	188.20	CAD	188.20	CAD	2710	GENERAL HARDWARE	P12029	PKS-COVID RELATED	5200	Home Supply Warehouse	**MORE**  CROWBAR
"PARKS, FORESTRY & RECREATION"	5853-161	2021-07-22	2021-07-26	CDN TIRE STORE #00654	548.00	CAD	548.00	CAD	2710	GENERAL HARDWARE	P12029	PKS-COVID RELATED	5200	Home Supply Warehouse	AIR COMPRESSOR AND ACCESSORIES
"PARKS, FORESTRY & RECREATION"	5855-82	2021-07-26	2021-07-28	CDN TIRE STORE #00654	201.40	CAD	201.40	CAD	2665	PROTECTIVE CLOTHING	P12029	PKS-COVID RELATED	5200	Home Supply Warehouse	"ZIP TIES, SAFETY GLASSES"
"PARKS, FORESTRY & RECREATION"	5855-83	2021-07-26	2021-07-28	LEVITT SAFETY LIMITED	169.50	CAD	169.50	CAD	4424	CONTRACTED SERVICES - GENERAL	P12029	PKS-COVID RELATED	7394	"Equipment Rental and Leasing Services, F"	FIT TESTING FOR RESPIRATORS
"PARKS, FORESTRY & RECREATION"	5856-94	2021-07-27	2021-07-29	CDN TIRE STORE #00654	73.42	CAD	73.42	CAD	2710	GENERAL HARDWARE	P12029	PKS-COVID RELATED	5200	Home Supply Warehouse	"BUNGEE CORDS, RATCHET STRAPS"
"PARKS, FORESTRY & RECREATION"	5856-95	2021-07-28	2021-07-29	ALPINE LAWN GARDEN EQU	903.94	CAD	903.94	CAD	3015	M & E - GROUNDS	P12029	PKS-COVID RELATED	5251	Hardware Stores	LAWN MOWER
"PARKS, FORESTRY & RECREATION"	5857-95	2021-07-28	2021-07-30	CDN TIRE STORE #00654	113.43	CAD	113.43	CAD	2710	GENERAL HARDWARE	P12029	PKS-COVID RELATED	5200	Home Supply Warehouse	GREASE GUNM GREASE CARTRIDGE
"PARKS, FORESTRY & RECREATION"	5857-96	2021-07-28	2021-07-30	EAGLE BEAVER SPORTS LT	158.16	CAD	158.16	CAD	4880	FACILITY OPER SERV	P12029	PKS-COVID RELATED	5941	Sporting Goods Stores	BASEBALL HOME PLATE RUBBER
					"4,485.96"	CAD	"4,485.96"	CAD							
"PARKS, FORESTRY & RECREATION"	5839-148	2021-07-06	2021-07-07	LS FOGH MARINE	40.45	CAD	40.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13589	LEISURE SWIM - WATERFRONT	4468	"Marinas, Marine Service/Supplies"	CLEATS FOR DOCKS
"PARKS, FORESTRY & RECREATION"	5843-134	2021-07-10	2021-07-12	ASHBRIDGE'S BAY YACHT	140.31	CAD	140.31	CAD	2260	GASOLINE	P13589	LEISURE SWIM - WATERFRONT	8699	"Organizations, Membership - Not Elsewher"	GAS
"PARKS, FORESTRY & RECREATION"	5844-73	2021-07-12	2021-07-13	GLOBALINDUSTRIALCANDA	"1,439.44"	CAD	"1,439.44"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13589	LEISURE SWIM - WATERFRONT	5085	Industrial Supplies Not Elsewhere Classi	LADDERS
"PARKS, FORESTRY & RECREATION"	5848-156	2021-07-16	2021-07-19	BLUFFER`S PARK MARINA	180.63	CAD	180.63	CAD	2260	GASOLINE	P13589	LEISURE SWIM - WATERFRONT	4468	"Marinas, Marine Service/Supplies"	GAS
"PARKS, FORESTRY & RECREATION"	5851-104	2021-07-20	2021-07-22	CANADADOCKS INC	587.60	CAD	587.60	CAD	4420	CONTRACTED SERVICES - CONSTRUCTION	P13589	LEISURE SWIM - WATERFRONT	5200	Home Supply Warehouse	COST TO RELOCATE DOCK
"PARKS, FORESTRY & RECREATION"	5857-97	2021-07-30	2021-07-30	AMZN MKTP CA 2E4VU4RV2	30.50	CAD	30.50	CAD	2670	UNIFORMS	P13589	LEISURE SWIM - WATERFRONT	4816	Computer Network/Information Services	WIDE BRIM HAT
					"2,418.93"	CAD	"2,418.93"	CAD							
"PARKS, FORESTRY & RECREATION"	5839-149	2021-07-06	2021-07-07	ADWEAR  PROMOSTUFF BY	898.35	CAD	898.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13581	QA HIGH FIVE PROGRAM	7333	"Commercial Art, Graphics, Photography"	Approved from list
					898.35	CAD	898.35	CAD							
"PARKS, FORESTRY & RECREATION"	5842-122	2021-07-08	2021-07-09	BELL TV	93.73	CAD	93.73	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07649	TAM OSHANTER-OPERATIONS	4812	Telecommunication Equipment Including Te	BELL SATALLITE TV SERVICE
"PARKS, FORESTRY & RECREATION"	5842-123	2021-07-08	2021-07-09	ONTARIO SEED HOME HARD	579.13	CAD	579.13	CAD	2470	FERTILIZERS	P07649	TAM OSHANTER-OPERATIONS	5251	Hardware Stores	FERTILIZER
"PARKS, FORESTRY & RECREATION"	5846-109	2021-07-14	2021-07-15	0136-NAPA SCARBOROUGH	44.75	CAD	44.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07649	TAM OSHANTER-OPERATIONS	5533	"Automotive Parts, Accessories Stores"	HEAD LIGHT BULBS FOR EQUIPMENT
"PARKS, FORESTRY & RECREATION"	5849-80	2021-07-19	2021-07-20	ATTERSLEY TIRE SERVICE	159.95	CAD	159.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07649	TAM OSHANTER-OPERATIONS	7534	Tire Retreading and Repair Shops	EQUIPMENT PARTS
					877.56	CAD	877.56	CAD							
"PARKS, FORESTRY & RECREATION"	5841-124	2021-07-06	2021-07-08	CDN TIRE STORE #00150	22.55	CAD	22.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12832	WELLESLEY POOL - AQ LEIS	5200	Home Supply Warehouse	POOL THERMOMETER FOR WELLESLEY
"PARKS, FORESTRY & RECREATION"	5847-107	2021-07-15	2021-07-16	DIAMOND TAXI	498.82	CAD	498.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06899	CR-COVID RELATED	4121	Limousines and Taxicabs	TAXI CHITS FOR NL RECERT DOCTOR TRANSPORTATON
"PARKS, FORESTRY & RECREATION"	5853-162	2021-07-23	2021-07-26	WAL-MART #3159	25.96	CAD	25.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12832	WELLESLEY POOL - AQ LEIS	5411	"Grocery Stores, Supermarkets"	WALL CLOCK FOR WELLESEY
"PARKS, FORESTRY & RECREATION"	5853-163	2021-07-23	2021-07-26	WAL-MART #3159	11.08	CAD	11.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12990	DROP IN AQUATICS - TEY WAD/POOL CENTRAL	5411	"Grocery Stores, Supermarkets"	TOWELS FOE WADING POOLS
"PARKS, FORESTRY & RECREATION"	5853-164	2021-07-23	2021-07-26	WAL-MART #3159	38.36	CAD	38.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02291	JOHN INNES-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	WALL CLOCK 
"PARKS, FORESTRY & RECREATION"	5853-165	2021-07-23	2021-07-26	WAL-MART #3159	37.33	CAD	37.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12974	DROP IN AQUATICS - ALEX DUFF OUT/POOL	5411	"Grocery Stores, Supermarkets"	EXTENSION CORD 
"PARKS, FORESTRY & RECREATION"	5855-84	2021-07-26	2021-07-28	WAL-MART #3159	50.50	CAD	50.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12991	DROP IN AQUATICS - TEY WAD/POOL EAST 1	5411	"Grocery Stores, Supermarkets"	STORAGE CONTAINER FOR WADING POOLS
"PARKS, FORESTRY & RECREATION"	5856-96	2021-07-28	2021-07-29	ROYAL HM HWRE #1274-8	35.18	CAD	35.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12974	DROP IN AQUATICS - ALEX DUFF OUT/POOL	5251	Hardware Stores	CHAIN AND WRENCH SET 
"PARKS, FORESTRY & RECREATION"	5857-98	2021-07-28	2021-07-30	CDN TIRE STORE #00654	33.83	CAD	33.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12974	DROP IN AQUATICS - ALEX DUFF OUT/POOL	5200	Home Supply Warehouse	POOL THERMOMETER
					753.61	CAD	753.61	CAD							
"PARKS, FORESTRY & RECREATION"	5842-124	2021-07-07	2021-07-09	THE HOME DEPOT #7013	94.32	CAD	94.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00676	W-YORK1-PRGM SUPPORT	5200	Home Supply Warehouse	LANDSCAPER
"PARKS, FORESTRY & RECREATION"	5846-110	2021-07-14	2021-07-15	MARCHANT'S SCHOOL SPOR	806.83	CAD	806.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00676	W-YORK1-PRGM SUPPORT	5941	Sporting Goods Stores	BASE BALL RUBBERS
"PARKS, FORESTRY & RECREATION"	5849-81	2021-07-19	2021-07-20	RONA # 55130	198.81	CAD	198.81	CAD	2710	GENERAL HARDWARE	P00676	W-YORK1-PRGM SUPPORT	5251	Hardware Stores	SHOVEL
"PARKS, FORESTRY & RECREATION"	5851-105	2021-07-21	2021-07-22	SAFE-GUARD LOCKSMITHS	49.04	CAD	49.04	CAD	2730	LOCKS	P00676	W-YORK1-PRGM SUPPORT	5251	Hardware Stores	KEYS CUT
"PARKS, FORESTRY & RECREATION"	5852-86	2021-07-21	2021-07-23	CDN TIRE STORE #00182	101.67	CAD	101.67	CAD	2710	GENERAL HARDWARE	P00676	W-YORK1-PRGM SUPPORT	5200	Home Supply Warehouse	SOCKETS
"PARKS, FORESTRY & RECREATION"	5853-166	2021-07-23	2021-07-26	THE HOME DEPOT #7013	718.68	CAD	718.68	CAD	2710	GENERAL HARDWARE	P00676	W-YORK1-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  DW CHARGER
"PARKS, FORESTRY & RECREATION"	5853-167	2021-07-24	2021-07-26	THE HOME DEPOT #7013	111.85	CAD	111.85	CAD	2710	GENERAL HARDWARE	P00676	W-YORK1-PRGM SUPPORT	5200	Home Supply Warehouse	29PC RH TIN
"PARKS, FORESTRY & RECREATION"	5853-168	2021-07-24	2021-07-26	THE HOME DEPOT #7013	111.85	CAD	111.85	CAD	2710	GENERAL HARDWARE	P00676	W-YORK1-PRGM SUPPORT	5200	Home Supply Warehouse	29PC RH TIN
"PARKS, FORESTRY & RECREATION"	5853-169	2021-07-24	2021-07-26	RONA # 55130	80.43	CAD	80.43	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00676	W-YORK1-PRGM SUPPORT	5251	Hardware Stores	CONCRETE BITS
					"2,273.48"	CAD	"2,273.48"	CAD							
