Division 	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5905-2	2021-09-29	2021-10-04	PACIFIC FASTENERS (198	58.35	CAD	58.35	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5251	Hardware Stores	POOL HARDWARE
"PARKS, FORESTRY & RECREATION"	5909-2	2021-10-06	2021-10-07	WATER AND ICE NORTH AM	"1,457.70"	CAD	"1,457.70"	CAD	2710	GENERAL HARDWARE	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5996	Swimming Pools - Sales and Supplies	ELEMENT COVER
"PARKS, FORESTRY & RECREATION"	5911-2	2021-10-08	2021-10-11	WATER AND ICE NORTH AM	980.84	CAD	980.84	CAD	2710	GENERAL HARDWARE	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5996	Swimming Pools - Sales and Supplies	ELEMENT COVER
"PARKS, FORESTRY & RECREATION"	5915-1	2021-10-14	2021-10-15	TECHNICAL STANDARDS AN	74.00	CAD	74.00	CAD	4340	TUITION FEES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	1799	"Contractors, Special Trade - Not Elsewhe"	CERTIFICATE RENEWAL
					"2,570.89"	CAD	"2,570.89"	CAD							
"PARKS, FORESTRY & RECREATION"	5913-1	2021-10-12	2021-10-13	NOFRILLS CARLO'S 705	4.97	CAD	4.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	2% MILK
"PARKS, FORESTRY & RECREATION"	5918-1	2021-10-19	2021-10-20	LONG & MCQUADE	110.74	CAD	110.74	CAD	4590	RENTAL - OTHER	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	SPEAKER RENTAL
"PARKS, FORESTRY & RECREATION"	5918-2	2021-10-19	2021-10-20	LONG & MCQUADE	5.65	CAD	5.65	CAD	4590	RENTAL - OTHER	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	"SPEAKER RENTAL, MIC STAND"
"PARKS, FORESTRY & RECREATION"	5918-3	2021-10-19	2021-10-20	LONG & MCQUADE	99.44	CAD	99.44	CAD	4590	RENTAL - OTHER	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	SPEAKER RENTAL
"PARKS, FORESTRY & RECREATION"	5923-1	2021-10-26	2021-10-27	PC EXPRESS #705	128.39	CAD	128.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	KETCHUP PASTA BROCCOLI
					349.19	CAD	349.19	CAD							
"PARKS, FORESTRY & RECREATION"	5916-1	2021-10-15	2021-10-18	NOFRILLS STEPHEN'S #34	367.94	CAD	367.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05217	DON MONTGOMERY CRC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAM
"PARKS, FORESTRY & RECREATION"	5916-2	2021-10-15	2021-10-18	WWW.IKEA.CA	535.18	CAD	535.18	CAD	2610	KITCHEN SUPPLIES	P05217	DON MONTGOMERY CRC-ARTS-VISL/PERF	5712	"Equipment, Furniture, and Home Furnishin"	GRATERS BOWLS
"PARKS, FORESTRY & RECREATION"	5916-3	2021-10-15	2021-10-18	KITCHEN STUFF PLUS ONL	94.68	CAD	94.68	CAD	2610	KITCHEN SUPPLIES	P05217	DON MONTGOMERY CRC-ARTS-VISL/PERF	5712	"Equipment, Furniture, and Home Furnishin"	WHISKS AND CHILD SAFE UTENSILS
"PARKS, FORESTRY & RECREATION"	5919-1	2021-10-20	2021-10-21	DOLLARAMA # 309	34.47	CAD	34.47	CAD	2610	KITCHEN SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5310	Discount Stores	CHILDRENS KITCHEN SUPPLIES
"PARKS, FORESTRY & RECREATION"	5920-2	2021-10-21	2021-10-22	DOLLARAMA # 309	86.26	CAD	86.26	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5310	Discount Stores	"BINGO PROZES SUPPLIES, CANDLES SOAPS NOTEBOOKS METAL"
"PARKS, FORESTRY & RECREATION"	5920-3	2021-10-20	2021-10-22	LOBLAWS #1029	18.03	CAD	18.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05217	DON MONTGOMERY CRC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	FOODS FOR CHILDRENS PROGRAM
"PARKS, FORESTRY & RECREATION"	5923-2	2021-10-26	2021-10-27	SPN SHOPATRON	101.70	CAD	101.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05217	DON MONTGOMERY CRC-ARTS-VISL/PERF	5969	Direct Marketing - Other Direct Marketer	CHESS BOARDS
					"1,238.26"	CAD	"1,238.26"	CAD							
"PARKS, FORESTRY & RECREATION"	5922-2	2021-10-25	2021-10-26	PAUL WOLF ELECTRIC & L	979.66	CAD	979.66	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	"PVC CONDUIT & FITTINGS, WIRE"
					979.66	CAD	979.66	CAD							
"PARKS, FORESTRY & RECREATION"	5904-1	2021-09-29	2021-10-01	CDN TIRE STORE #00192	187.43	CAD	187.43	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"PEAT MOSS, ODOR REMOVER"
"PARKS, FORESTRY & RECREATION"	5905-3	2021-10-01	2021-10-04	LOWES #02633	13.31	CAD	13.31	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  10-32'SP HEX NUTS ZINC
"PARKS, FORESTRY & RECREATION"	5909-3	2021-10-06	2021-10-07	LOWES #02633	49.70	CAD	49.70	CAD	2545	PLASTICS & RUBBER SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	NITRIL GLOVE - EXTRALARGESIZE100P
"PARKS, FORESTRY & RECREATION"	5910-1	2021-10-06	2021-10-08	THE HOME DEPOT #7107	244.08	CAD	244.08	CAD	2715	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	BEHR STAIN
"PARKS, FORESTRY & RECREATION"	5910-2	2021-10-07	2021-10-08	LOWES #02633	49.70	CAD	49.70	CAD	2545	PLASTICS & RUBBER SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	NITRIL GLOVE - LARGE SIZE 100PCK
"PARKS, FORESTRY & RECREATION"	5923-3	2021-10-25	2021-10-27	CDN TIRE STORE #00427	90.32	CAD	90.32	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	BACKPACK SPRAYE
					634.54	CAD	634.54	CAD							
FACILITIES MANAGEMENT	5905-4	2021-10-01	2021-10-04	PRO KONTROL	560.94	CAD	560.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61733429	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PART NEEDED
FACILITIES MANAGEMENT	5910-3	2021-10-07	2021-10-08	THE MASTER GROUP CRANF	72.18	CAD	72.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61739269	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5911-3	2021-10-08	2021-10-11	WWG / TOTALINE	55.03	CAD	55.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61735743	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PARTS RECEIPT
FACILITIES MANAGEMENT	5915-2	2021-10-14	2021-10-15	ONTARIO HEATING ROGERS	17.55	CAD	17.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61735746	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	BELTS
FACILITIES MANAGEMENT	5918-4	2021-10-18	2021-10-20	BRAFASCO / ETOBICOKE	127.27	CAD	127.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61741086	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	DRILL BITS AND MATERIALS
FACILITIES MANAGEMENT	5918-5	2021-10-18	2021-10-20	BILL'S ELECTRIC SALES	392.11	CAD	392.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61741086	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	NEW MOTOR AND PULLEY
FACILITIES MANAGEMENT	5921-3	2021-10-21	2021-10-25	UNITED REFRIGERATION	169.09	CAD	169.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61735748	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	POOL AIR HANDLER FILTERS
FACILITIES MANAGEMENT	5921-4	2021-10-18	2021-10-25	APPLIED INDUSTRIAL TEC	109.68	CAD	109.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61741086	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BEARINGS AND BELTS
FACILITIES MANAGEMENT	5921-5	2021-10-19	2021-10-25	APPLIED INDUSTRIAL TEC	113.62	CAD	113.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61735739	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5921-6	2021-10-21	2021-10-25	APPLIED INDUSTRIAL TEC	151.27	CAD	151.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61735748	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5921-7	2021-10-21	2021-10-25	BILL'S ELECTRIC SALES	190.97	CAD	190.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61741691	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	MOTOR
FACILITIES MANAGEMENT	5923-4	2021-10-26	2021-10-27	NOBLE 1007	560.21	CAD	560.21	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61742782	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PUMP AND PARTS
					"2,519.92"	CAD	"2,519.92"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5914-1	2021-10-12	2021-10-14	TUCKERS POTTERY SUPPLI	"1,293.12"	CAD	"1,293.12"	CAD	*****	GIFT SHOP ITEMS FOR RESALE	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5970	"Artist Supply Stores, Craft Shops"	**MORE**  SMALL AND LARGE BEAD RACKS
ECONOMIC DEVELOPMENT & CULTURE	5919-2	2021-10-20	2021-10-21	DOLLARAMA # 555	196.62	CAD	196.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	"MARKERS, FOAM BRUSH, PENCILS, HOOPS"
ECONOMIC DEVELOPMENT & CULTURE	5919-3	2021-10-20	2021-10-21	DOLLARAMA # 555	166.88	CAD	166.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	"CAMVASS, PENCILS, BUCKET"
ECONOMIC DEVELOPMENT & CULTURE	5924-1	2021-10-27	2021-10-28	DOLLARAMA #0986	53.86	CAD	53.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	CANVASS
ECONOMIC DEVELOPMENT & CULTURE	5924-2	2021-10-27	2021-10-28	MICHAELS #4918	233.66	CAD	233.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5945	"Game, Toy, and Hobby Shops"	"EMBROIDERY HOOPS, NEELES, PAINT"
					"1,944.14"	CAD	"1,944.14"	CAD							
TORONTO WATER	5904-2	2021-09-29	2021-10-01	THE HOME DEPOT #7132	68.93	CAD	68.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	**MORE**  BRUSH
TORONTO WATER	5915-3	2021-10-12	2021-10-15	JOE JOHNSON EQ-TORONTO	540.92	CAD	540.92	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5046	Commercial Equipment Not Elsewhere Class	PRESSURE WASER SNAKE HOSE
TORONTO WATER	5915-4	2021-10-13	2021-10-15	NEXT SUPPLY	489.89	CAD	489.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	BIB TAP
					"1,099.74"	CAD	"1,099.74"	CAD							
"PARKS, FORESTRY & RECREATION"	5918-6	2021-10-18	2021-10-20	WAL-MART #1139	559.34	CAD	559.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13592	AFTERSCHOOL RECREATION CARE 2	5411	"Grocery Stores, Supermarkets"	HALLOWEN
"PARKS, FORESTRY & RECREATION"	5918-7	2021-10-18	2021-10-20	WAL-MART #1139	482.18	CAD	482.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	5411	"Grocery Stores, Supermarkets"	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5919-4	2021-10-20	2021-10-21	MICHAELS CANADA #3496	"1,571.02"	CAD	"1,571.02"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5920-5	2021-10-21	2021-10-22	DOLLARAMA #0978	425.51	CAD	425.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	5310	Discount Stores	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5920-6	2021-10-21	2021-10-22	MICHAELS CANADA #3496	135.39	CAD	135.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5920-7	2021-10-21	2021-10-22	MICHAELS CANADA #3496	"2,652.04"	CAD	"2,652.04"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5920-8	2021-10-21	2021-10-22	MICHAELS CANADA #3496	93.72	CAD	93.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5920-9	2021-10-21	2021-10-22	WAL MART CANADA INC	-112.64	CAD	-112.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	5310	Discount Stores	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5920-10	2021-10-20	2021-10-22	WAL MART CANADA INC	-182.08	CAD	-182.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	5310	Discount Stores	REFUND SUPPLIES
"PARKS, FORESTRY & RECREATION"	5921-8	2021-10-22	2021-10-25	MICHAELS CANADA #3496	201.55	CAD	201.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	5970	"Artist Supply Stores, Craft Shops"	ART SUPLLIES
					"5,826.03"	CAD	"5,826.03"	CAD							
"PARKS, FORESTRY & RECREATION"	5909-4	2021-10-06	2021-10-07	NOBLE 1038	181.65	CAD	181.65	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5251	Hardware Stores	"1/2"" X 12"" COPPER PIPE"
"PARKS, FORESTRY & RECREATION"	5910-4	2021-10-07	2021-10-08	CENTENNIAL PLUMBING SU	790.94	CAD	790.94	CAD	2535	PLUMBING SUPPLIES	P07697	CUMMER COMPLEX-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	ACORN CART/SHOWER
"PARKS, FORESTRY & RECREATION"	5911-4	2021-10-08	2021-10-11	CENTENNIAL PLUMBING SU	742.41	CAD	742.41	CAD	2535	PLUMBING SUPPLIES	P07697	CUMMER COMPLEX-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	ACORN PB TXS
					"1,715.00"	CAD	"1,715.00"	CAD							
FACILITIES MANAGEMENT	5908-1	2021-10-05	2021-10-06	LOCK-UP SERVICES	"1,028.97"	CAD	"1,028.97"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61715915	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	NEW ELECTRONIC BEST LOCK WITH KEY OVERRIDE
FACILITIES MANAGEMENT	5908-2	2021-10-05	2021-10-06	LOCK-UP SERVICES	389.85	CAD	389.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61730848	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	AFTER HOURS CALL
FACILITIES MANAGEMENT	5908-3	2021-10-05	2021-10-06	LOCK-UP SERVICES	"1,121.98"	CAD	"1,121.98"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61732636	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	INSTALL CLOSER AND KEYED SWITCH
FACILITIES MANAGEMENT	5908-4	2021-10-05	2021-10-06	LOCK-UP SERVICES	247.40	CAD	247.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61731272	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	SUPPLY PARTS AND NEW MORTISE CYLINDER PLUS KEYS
FACILITIES MANAGEMENT	5909-5	2021-10-06	2021-10-07	LOCK-UP SERVICES	"2,934.05"	CAD	"2,934.05"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61732421	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	NEW AUTOMATIC DOOR OPERATOR INSTALLED DUE TO VANDALISM
FACILITIES MANAGEMENT	5913-2	2021-10-13	2021-10-13	ULINE	519.11	CAD	519.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61739104	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5964	Direct Marketing - Catalog Merchants	HORIZONTAL BABY CHANGING STATION
FACILITIES MANAGEMENT	5915-5	2021-10-14	2021-10-15	ROYAL HM HWRE #1274-8	62.14	CAD	62.14	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61740783	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	XTRA LARGE KEY LOCK BOX
FACILITIES MANAGEMENT	5918-9	2021-10-19	2021-10-20	LOCK-UP SERVICES	871.43	CAD	871.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61678738	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	REPLACEMENT MEDICO CYLINDERS
FACILITIES MANAGEMENT	5919-5	2021-10-14	2021-10-21	ROYAL SECURITY DISTRIB	38.76	CAD	38.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61740783	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	LOCK BOX
FACILITIES MANAGEMENT	5924-3	2021-10-27	2021-10-28	CUSTOM DOOR AND LOCK S	50.85	CAD	50.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61743229	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	PICK UP ORDER CYLINDERS AND DELIVER TO SITE
					"7,264.54"	CAD	"7,264.54"	CAD							
"PARKS, FORESTRY & RECREATION"	5905-5	2021-09-30	2021-10-04	BRAFASCO / ETOBICOKE	265.21	CAD	265.21	CAD	2710	GENERAL HARDWARE	P00548	S-EAST 1-TURF&HOR	5085	Industrial Supplies Not Elsewhere Classi	"SECURITY DRIVER BIT SET, NUTS, BOLTS. WASHERS, BATTERIES, CABLE TIES"
"PARKS, FORESTRY & RECREATION"	5909-6	2021-10-06	2021-10-07	KOOY BROS LAWN	999.28	CAD	999.28	CAD	3099	GENERAL EQUIPMENT	P00548	S-EAST 1-TURF&HOR	5261	Lawn and Garden Supply Stores	CHAINSAW HEDGETRIMMER HELMET
"PARKS, FORESTRY & RECREATION"	5910-5	2021-10-07	2021-10-08	CUSTOM DOOR AND LOCK S	28.25	CAD	28.25	CAD	2730	LOCKS	P00548	S-EAST 1-TURF&HOR	7399	Business Services - Not Elsewhere Classi	KEYS
"PARKS, FORESTRY & RECREATION"	5912-1	2021-10-08	2021-10-12	CDN TIRE STORE #00654	16.24	CAD	16.24	CAD	2730	LOCKS	P00548	S-EAST 1-TURF&HOR	5200	Home Supply Warehouse	KEYS
"PARKS, FORESTRY & RECREATION"	5920-11	2021-10-20	2021-10-22	CDN TIRE STORE #00654	125.38	CAD	125.38	CAD	2730	LOCKS	P00548	S-EAST 1-TURF&HOR	5200	Home Supply Warehouse	COMBO LOCKS HARDWARE
					"1,434.36"	CAD	"1,434.36"	CAD							
"PARKS, FORESTRY & RECREATION"	5909-7	2021-10-05	2021-10-07	ONEIDA EQUIPMENT LTD	270.99	CAD	270.99	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5712	"Equipment, Furniture, and Home Furnishin"	BAR OIL
"PARKS, FORESTRY & RECREATION"	5923-5	2021-10-26	2021-10-27	BOLTS PLUS	77.86	CAD	77.86	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	HOISTING SLING
					348.85	CAD	348.85	CAD							
MUNICIPAL LICENSING & STANDARDS	5910-6	2021-10-07	2021-10-08	TOMAHAWK LIVE TRAP	370.58	CAD	285.84	USD	2620	ANIMAL CARE SUPPLIES	MS5048	TAS EMRU	5941	Sporting Goods Stores	Extendable Catch Poles
MUNICIPAL LICENSING & STANDARDS	5911-5	2021-10-08	2021-10-11	WWW.AASAO.ORG	90.00	CAD	90.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	MS5048	TAS EMRU	8699	"Organizations, Membership - Not Elsewher"	AASAO CONFERENCE
					460.58	CAD	90.00	CAD							
							285.84	USD							
"PARKS, FORESTRY & RECREATION"	5904-3	2021-09-30	2021-10-01	FERRIS FUEL SYSTEMS	"1,766.77"	CAD	"1,766.77"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P01191	S-CENTRAL AIRS-OPERATIONS	4900	"Utilities - Electric, Gas, Sanitary, Wat"	NATURAL GAS TANK INSPECTIONS
"PARKS, FORESTRY & RECREATION"	5907-1	2021-10-04	2021-10-05	AMZN MKTP US	-3.07	CAD	-3.07	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	TEY-TECH-SMALL-ENGINES	5999	Miscellaneous and Specialty Retail Store	REFUNDS
"PARKS, FORESTRY & RECREATION"	5909-8	2021-10-06	2021-10-07	FERRIS FUEL SYSTEMS	"1,298.81"	CAD	"1,298.81"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P01191	S-CENTRAL AIRS-OPERATIONS	4900	"Utilities - Electric, Gas, Sanitary, Wat"	RE-CERTIFY NATURAL GAS TANK
"PARKS, FORESTRY & RECREATION"	5909-9	2021-10-06	2021-10-07	FERRIS FUEL SYSTEMS	"1,240.05"	CAD	"1,240.05"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P01191	S-CENTRAL AIRS-OPERATIONS	4900	"Utilities - Electric, Gas, Sanitary, Wat"	RE-CERTIFY NATURAL GAS TANK
