Division 	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5833-5	2021-06-29	2021-06-29	AMZN MKTP CA 2904091X1	24.18	CAD	24.18	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	P10310	FALSTAFF-PRGM SUPPORT	4816	Computer Network/Information Services	WHITE CARDBOARD TUBES
"PARKS, FORESTRY & RECREATION"	5833-6	2021-06-29	2021-06-29	AMZN MKTP CA 2189J5912	201.92	CAD	201.92	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	P10310	FALSTAFF-PRGM SUPPORT	4816	Computer Network/Information Services	"WATER BEADS, CARDBOARD TUBES"
"PARKS, FORESTRY & RECREATION"	5834-1	2021-06-29	2021-06-30	COSTCO WHOLESALE W535	455.16	CAD	455.16	2750	FOOD & NON-ALCOHOLIC BEVERAGES	CAD	P10310	FALSTAFF-PRGM SUPPORT	5300	Wholesale Clubs	"FREEZES, JUICE BOXES, NAPKINS"
"PARKS, FORESTRY & RECREATION"	5834-2	2021-06-29	2021-06-30	WAL MART CANADA INC	423.22	CAD	423.22	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	P10310	FALSTAFF-PRGM SUPPORT	5310	Discount Stores	"LASTIC TRAY, BUBBLE STICKS"
"PARKS, FORESTRY & RECREATION"	5834-3	2021-06-29	2021-06-30	BEST BUY CANADA #927	"1,250.80"	CAD	"1,250.80"	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	P13495	YORK CC - PRGM SUPPORT CR	5732	Electronic Sales	"CAMERA, PS5, CONTROLLER"
					"3,881.30"	CAD	"3,881.30"			CAD					
SOLID WASTE MANAGEMENT	5818-1	2021-06-07	2021-06-08	SOLID WASTE ASSOCIA	277.35	CAD	223.00	4760	MEMBERSHIP FEES	USD	SW0739	MATERIAL RECYCLING FACILITY - ARROW ROAD	8398	"Organizations, Charitable and Social Ser"	SWANA MEMBERSHIP
					277.35	CAD	223.00			USD					
"PARKS, FORESTRY & RECREATION"	5832-5	2021-06-25	2021-06-28	PAUL WOLF ELECTRIC & L	860.83	CAD	860.83	2575	ELECTRICAL SUPPLIES	CAD	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	BULBS
					860.83	CAD	860.83			CAD					
TORONTO WATER	5826-2	2021-06-16	2021-06-18	CDN TIRE STORE #00654	33.89	CAD	33.89	2610	KITCHEN SUPPLIES	CAD	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5200	Home Supply Warehouse	B&D KETTLE FOR WORK AREA 3
TORONTO WATER	5826-3	2021-06-17	2021-06-18	COSTCO WHOLESALE W524	248.58	CAD	248.58	2010	STATIONERY AND OFFICE SUPPLIES	CAD	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5300	Wholesale Clubs	AIRLIFE FOR STORE STAFF
TORONTO WATER	5827-4	2021-06-18	2021-06-21	CUSTOM DOOR AND LOCK S	32.21	CAD	32.21	2730	LOCKS	CAD	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7399	Business Services - Not Elsewhere Classi	DUPLICATING KEYS FOR WORK AREA 7
TORONTO WATER	5831-5	2021-06-24	2021-06-25	SHOPPERS DRUG MART #12	14.16	CAD	14.16	4815	COURIER SERVICES	CAD	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	9402	Postal Services - Government Only	REGISTERED LETTER TO MOL
					328.84	CAD	328.84			CAD					
"PARKS, FORESTRY & RECREATION"	5814-1	2021-06-01	2021-06-03	THE HOME DEPOT #7107	303.97	CAD	303.97	2715	PAINT SUPPLIES	CAD	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	PREMIUM
"PARKS, FORESTRY & RECREATION"	5815-1	2021-06-02	2021-06-04	THE HOME DEPOT #7107	497.06	CAD	497.06	2560	AGRICULTURE & BOTANICAL SUPPLIES	CAD	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  MAXLITEHOSE
"PARKS, FORESTRY & RECREATION"	5822-2	2021-06-10	2021-06-14	THE HOME DEPOT #7107	300.29	CAD	300.29	3080	M & E - HAND TOOLS	CAD	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  TROWEL
"PARKS, FORESTRY & RECREATION"	5824-1	2021-06-14	2021-06-16	THE HOME DEPOT #7107	45.18	CAD	45.18	2470	FERTILIZERS	CAD	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	TURF BUILD
					"1,146.50"	CAD	"1,146.50"			CAD					
FACILITIES MANAGEMENT	5813-1	2021-05-31	2021-06-02	UNITED REFRIGERATION	98.46	CAD	98.46	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61698194	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5813-2	2021-05-31	2021-06-02	UNITED REFRIGERATION	805.68	CAD	805.68	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61697995	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	R22 REFRIGERANT
FACILITIES MANAGEMENT	5814-2	2021-06-02	2021-06-03	THE MASTER GROUP CRANF	290.98	CAD	290.98	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61697050	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	NITROGEN
FACILITIES MANAGEMENT	5814-3	2021-06-02	2021-06-03	PKG GAS TORONTO (CANPD	258.77	CAD	258.77	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61697050	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5169	Chemicals and Allied Products Not Elsewh	NITROGEN REGULATOR
FACILITIES MANAGEMENT	5815-2	2021-06-03	2021-06-04	THE MASTER GROUP CRANF	175.27	CAD	175.27	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61697995	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS USED
FACILITIES MANAGEMENT	5819-1	2021-06-08	2021-06-09	THE MASTER GROUP CRANF	370.36	CAD	370.36	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61703044	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	AC MATERIALS USED
FACILITIES MANAGEMENT	5819-2	2021-06-08	2021-06-09	MASTER MARKHAM	589.58	CAD	589.58	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61703044	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	AC PARTS USED
FACILITIES MANAGEMENT	5822-3	2021-06-11	2021-06-14	ONTARIO HEATING PINE	420.08	CAD	420.08	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61703966	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	MOTOR
FACILITIES MANAGEMENT	5824-2	2021-06-11	2021-06-16	UNITED REFRIGERATION	123.37	CAD	123.37	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61703480	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	CONDENSATE PUMP
FACILITIES MANAGEMENT	5824-3	2021-06-11	2021-06-16	UNITED REFRIGERATION	461.83	CAD	461.83	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61703973	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	THERMOSTAT AND WIRE
FACILITIES MANAGEMENT	5825-2	2021-06-16	2021-06-17	WWG / TOTALINE	193.51	CAD	193.51	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61704280	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	MATERIALS NEEDED
FACILITIES MANAGEMENT	5827-5	2021-06-18	2021-06-21	THE MASTER GROUP CRANF	153.59	CAD	153.59	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61703510	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS NEEDED 2
FACILITIES MANAGEMENT	5827-6	2021-06-18	2021-06-21	THE MASTER GROUP CRANF	170.11	CAD	170.11	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61705209	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	THERMOSTATS AND COVERS
FACILITIES MANAGEMENT	5827-7	2021-06-16	2021-06-21	UNITED REFRIGERATION	136.33	CAD	136.33	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61704691	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	TOOLS NICK MINICUCI
FACILITIES MANAGEMENT	5827-8	2021-06-16	2021-06-21	UNITED REFRIGERATION	234.51	CAD	234.51	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61704691	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	MATERIALS USED
FACILITIES MANAGEMENT	5829-2	2021-06-18	2021-06-23	UNITED REFRIGERATION	149.09	CAD	149.09	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61703510	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS NEEDED
FACILITIES MANAGEMENT	5829-3	2021-06-18	2021-06-23	UNITED REFRIGERATION	780.13	CAD	780.13	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5065	Electrical Parts and Equipment	NICK MINICUCI TOOLS
FACILITIES MANAGEMENT	5831-6	2021-06-23	2021-06-25	ONTARIO HEATING PINE	51.30	CAD	51.30	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61703470	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	BELTS
FACILITIES MANAGEMENT	5831-7	2021-06-24	2021-06-25	DEBNEY INDUSTRIES	"2,994.50"	CAD	"2,994.50"	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61705330	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	HEAT EXCHANGER
					"8,457.45"	CAD	"8,457.45"			CAD					
ECONOMIC DEVELOPMENT & CULTURE	5828-1	2021-06-21	2021-06-22	DOLLARAMA # 435	79.21	CAD	79.21	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	DRY ERASE BOARDS
ECONOMIC DEVELOPMENT & CULTURE	5828-2	2021-06-21	2021-06-22	DOLLARAMA # 834	227.02	CAD	227.02	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	"GLOVES, CLIPBOARD, PENCIL HOLDERS"
ECONOMIC DEVELOPMENT & CULTURE	5828-3	2021-06-21	2021-06-22	MICHAELS #4930	339.37	CAD	339.37	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5945	"Game, Toy, and Hobby Shops"	"SCULPHY, YARN, PALETTE KNIVES"
ECONOMIC DEVELOPMENT & CULTURE	5828-4	2021-06-21	2021-06-22	ABOVEGROUND ENTERPRISE	"2,924.09"	CAD	"2,924.09"	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	AH0168	AC AS CLARK CENTRE FOR THE ARTS	7333	"Commercial Art, Graphics, Photography"	"CANVASS, BRUSHES, PANELS"
ECONOMIC DEVELOPMENT & CULTURE	5830-1	2021-06-23	2021-06-24	DOLLARAMA #0986	63.39	CAD	63.39	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	"WIPES, CLIPBOARDS"
ECONOMIC DEVELOPMENT & CULTURE	5832-6	2021-06-26	2021-06-28	ULINE	262.42	CAD	262.42	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5964	Direct Marketing - Catalog Merchants	**MORE**  ULINE KITCHEN ROLL TOWEL 30/CT
ECONOMIC DEVELOPMENT & CULTURE	5832-7	2021-06-26	2021-06-28	WAL-MART # 3113	166.11	CAD	166.11	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	"FREEZIES, CHIPS, GLOVES"
ECONOMIC DEVELOPMENT & CULTURE	5834-4	2021-06-29	2021-06-30	WAL MART CANADA INC	88.00	CAD	88.00	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	FANNY PACKS
					"4,149.61"	CAD	"4,149.61"			CAD					
TORONTO WATER	5832-8	2021-06-24	2021-06-28	BUNNING SPLICING & RIG	61.59	CAD	61.59	2120	PARTS - MACHINERY & EQUIPMENT	CAD	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5085	Industrial Supplies Not Elsewhere Classi	BOLTS
TORONTO WATER	5832-9	2021-06-24	2021-06-28	PACIFIC FASTENERS (198	12.43	CAD	12.43	2120	PARTS - MACHINERY & EQUIPMENT	CAD	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	EYE BOLTS
					74.02	CAD	74.02			CAD					
FIRE SERVICES	5824-4	2021-06-15	2021-06-16	NFPA NATL FIRE PROTECT	"5,629.08"	CAD	"4,500.00"	4760	MEMBERSHIP FEES	USD	FR0006	FIRE CODE ENFORCEMENT-EAST DIST	5969	Direct Marketing - Other Direct Marketer	NFCSS MULTI USER HTML SUBSCRIPTION MEMBERSHIP
FIRE SERVICES	5833-7	2021-06-28	2021-06-29	BRAY SALES ONTARIO	"1,045.34"	CAD	"1,045.34"	2120	PARTS - MACHINERY & EQUIPMENT	CAD	FR0038	MECH MAINTENANCE - MARINE SECTION	5085	Industrial Supplies Not Elsewhere Classi	WIRING & PARTS FOR FIRE BOAT MONITOR SYSTEM
					"6,674.42"	CAD	"1,045.34"			CAD					
							"4,500.00"			USD					
"PARKS, FORESTRY & RECREATION"	5825-3	2021-06-16	2021-06-17	SP   PEOPLEPOWERPRESS	762.09	CAD	762.09	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	CAD	P13592	AFTERSCHOOL RECREATION CARE 2	5699	Accessory  and Apparel Stores - Miscella	BUTTON MAKER FOR SITES
					762.09	CAD	762.09			CAD					
"PARKS, FORESTRY & RECREATION"	5813-3	2021-06-01	2021-06-02	CENTENNIAL PLUMBING SU	46.10	CAD	46.10	2535	PLUMBING SUPPLIES	CAD	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	"3/8"" HEX ADAPTORS"
"PARKS, FORESTRY & RECREATION"	5818-2	2021-06-07	2021-06-08	RTA ELECTRONIC MOTOR C	327.70	CAD	327.70	2535	PLUMBING SUPPLIES	CAD	P07704	MITCHELL FIELD-OPERATIONS	5999	Miscellaneous and Specialty Retail Store	SEAL BEARING
"PARKS, FORESTRY & RECREATION"	5819-3	2021-06-08	2021-06-09	NOBLE 1039	88.09	CAD	88.09	2535	PLUMBING SUPPLIES	CAD	P02381	LEASIDE PK OUTDR POOL-L/PBLC-OUTDR	5251	Hardware Stores	GASKET
"PARKS, FORESTRY & RECREATION"	5821-3	2021-06-10	2021-06-11	NOBLE 1038	272.59	CAD	272.59	2535	PLUMBING SUPPLIES	CAD	P00409	N-EAST1-TURF&HORT	5251	Hardware Stores	METERING FAUCET
"PARKS, FORESTRY & RECREATION"	5824-5	2021-06-15	2021-06-16	CENTENNIAL PLUMBING SU	79.09	CAD	79.09	2535	PLUMBING SUPPLIES	CAD	P07697	CUMMER COMPLEX-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	CARTRIGES
"PARKS, FORESTRY & RECREATION"	5827-9	2021-06-17	2021-06-21	DESCO PLUMBING AND HEA	231.65	CAD	231.65	2535	PLUMBING SUPPLIES	CAD	P00415	N-WEST3-TURF&HORT	5074	Plumbing and Heating Equipment	"1"" CORP COUP"
"PARKS, FORESTRY & RECREATION"	5827-10	2021-06-18	2021-06-21	NOBLE 1038	130.57	CAD	130.57	2535	PLUMBING SUPPLIES	CAD	P00404	N-CENTRAL-TURF&HORT	5251	Hardware Stores	"P/O TRYS, PUTTY"
"PARKS, FORESTRY & RECREATION"	5827-11	2021-06-18	2021-06-21	NOBLE 1038	147.77	CAD	147.77	2535	PLUMBING SUPPLIES	CAD	P07646	DON VALLEY-OPERATIONS	5251	Hardware Stores	DIAPHRAM
"PARKS, FORESTRY & RECREATION"	5831-8	2021-06-24	2021-06-25	NOBLE 1038	201.94	CAD	201.94	2535	PLUMBING SUPPLIES	CAD	P06689	NORTHWOOD CC-OPERATIONS	5251	Hardware Stores	SAFETY RELIEF VALVE
					"1,525.50"	CAD	"1,525.50"			CAD					
MUNICIPAL LICENSING & STANDARDS	5822-4	2021-06-11	2021-06-14	DECOR FRAME	305.10	CAD	305.10	2791	"RIBBONS, MEDALS & TROPHIES"	CAD	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5971	Art Dealers and Galleries	RETIREE BADGE FRAMING SERVICES
					305.10	CAD	305.10			CAD					
FACILITIES MANAGEMENT	5812-3	2021-05-31	2021-06-01	APPLEBY LOCK	621.50	CAD	621.50	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61695557	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	DOOR ALARMS
FACILITIES MANAGEMENT	5812-4	2021-05-31	2021-06-01	APPLEBY LOCK	90.40	CAD	90.40	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61697321	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5813-5	2021-06-01	2021-06-02	LOCK-UP SERVICES	227.41	CAD	227.41	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61697321	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	CHANGE DAMAGED PUSH BUTTON
FACILITIES MANAGEMENT	5813-6	2021-06-01	2021-06-02	LOCK-UP SERVICES	93.23	CAD	93.23	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61697168	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	OPEN SAFE
FACILITIES MANAGEMENT	5817-2	2021-06-04	2021-06-07	APPLEBY LOCK	45.20	CAD	45.20	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61696951	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5818-3	2021-06-07	2021-06-08	FERCREM WOODWORKING IN	920.95	CAD	920.95	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61687344	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1520	General Contractors - Residential and Co	TWO COUNTERTOP
FACILITIES MANAGEMENT	5818-4	2021-06-07	2021-06-08	FERCREM WOODWORKING IN	536.75	CAD	536.75	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61687161	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1520	General Contractors - Residential and Co	COUNTERTOP
FACILITIES MANAGEMENT	5818-5	2021-06-07	2021-06-08	LOCK-UP SERVICES	107.79	CAD	107.79	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61698184	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	BEST PADLOCK
FACILITIES MANAGEMENT	5818-6	2021-06-07	2021-06-08	LOCK-UP SERVICES	163.85	CAD	163.85	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CAD	61698779	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	INSTALL CITY MORTISE CYLINDER REPAIR PANIC BAR
