Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
FACILITIES MANAGEMENT	5722-4	2021-01-28	2021-02-01	YORKLAND CONTROLS LIMI	78.25	CAD	78.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61661029	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	THERMOSTATS
FACILITIES MANAGEMENT	5722-5	2021-01-28	2021-02-01	YORKLAND CONTROLS LIMI	289.63	CAD	289.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61661029	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	ACTUATOR KIT
FACILITIES MANAGEMENT	5722-6	2021-01-28	2021-02-01	YORKLAND CONTROLS LIMI	450.46	CAD	450.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61660760	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	ACTUATOR
FACILITIES MANAGEMENT	5725-2	2021-02-03	2021-02-04	THE MASTER GROUP CRANF	12.95	CAD	12.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61662255	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	GAS FITTINGS
FACILITIES MANAGEMENT	5727-3	2021-02-03	2021-02-05	UNITED REFRIGERATION	143.85	CAD	143.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61665675	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	CONTACTORS
FACILITIES MANAGEMENT	5727-4	2021-02-04	2021-02-05	LENNOX CANADA INC	252.87	CAD	252.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61662255	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	GAS VALVE
FACILITIES MANAGEMENT	5729-1	2021-02-08	2021-02-09	NOBLE 1017	462.16	CAD	462.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61666648	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	RADIATOR CONTROLLERS
FACILITIES MANAGEMENT	5732-1	2021-02-09	2021-02-12	APPLIED INDUSTRIAL TEC	67.57	CAD	67.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61666433	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5737-1	2021-02-17	2021-02-19	THE MASTER GROUP CRANF	83.90	CAD	83.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61666629	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	Parts
FACILITIES MANAGEMENT	5737-2	2021-02-18	2021-02-19	THE MASTER GROUP CRANF	150.46	CAD	150.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61666629	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	Motor and parts
FACILITIES MANAGEMENT	5738-3	2021-02-19	2021-02-22	ONTBELTING  POWER TRAN	170.57	CAD	170.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61663997	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5738-4	2021-02-19	2021-02-22	ONTBELTING  POWER TRAN	369.05	CAD	369.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61663575	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5739-1	2021-02-22	2021-02-23	LENNOX CANADA INC	314.87	CAD	314.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61667847	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	PARTS USED
FACILITIES MANAGEMENT	5740-1	2021-02-23	2021-02-24	WESTBURNE ONTARIO	104.92	CAD	104.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61663574	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL DISCONNECT
FACILITIES MANAGEMENT	5740-2	2021-02-23	2021-02-24	APPLIED INDUSTRIAL TEC	78.28	CAD	78.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61663563	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5740-3	2021-02-23	2021-02-24	APPLIED INDUSTRIAL TEC	121.50	CAD	121.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61663571	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	FILTERS
FACILITIES MANAGEMENT	5742-1	2021-02-23	2021-02-26	UNITED REFRIGERATION	39.73	CAD	39.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61663571	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	FILTERS
					"3,731.72"	CAD	"3,731.72"	CAD							
FIRE SERVICES	5737-3	2021-02-17	2021-02-19	MTO RUS-SO NORTH YORK	93.24	CAD	93.24	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	FEES FOR TFS UNIT #20434 TO LICENCE UNIT 30080
FIRE SERVICES	5741-1	2021-02-23	2021-02-25	MTO RUS-SO NORTH YORK	35.00	CAD	35.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	LICENSE NEW TFS UNIT 30080
					128.24	CAD	128.24	CAD							
"PARKS, FORESTRY & RECREATION"	5727-5	2021-02-04	2021-02-05	CENTENNIAL PLUMBING SU	54.24	CAD	54.24	CAD	2535	PLUMBING SUPPLIES	P07705	ORIOLE CC-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	FITTINGS
"PARKS, FORESTRY & RECREATION"	5729-2	2021-02-08	2021-02-09	NOBLE 1038	316.33	CAD	316.33	CAD	2535	PLUMBING SUPPLIES	P06689	NORTHWOOD CC-OPERATIONS	5251	Hardware Stores	TOILET
"PARKS, FORESTRY & RECREATION"	5736-2	2021-02-17	2021-02-18	NOBLE 1038	54.78	CAD	54.78	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	5251	Hardware Stores	DIELECTRIC UNION
					425.35	CAD	425.35	CAD							
FACILITIES MANAGEMENT	5725-3	2021-02-03	2021-02-04	APPLEBY LOCK	932.25	CAD	932.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61662407	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	MISSED SCREAMERS FROM ORDER
FACILITIES MANAGEMENT	5727-6	2021-02-02	2021-02-05	ACKLANDS GRAINGER INC	218.38	CAD	218.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61661373	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	GUARD CORNER PVC 90DEG BEI
FACILITIES MANAGEMENT	5727-7	2021-02-04	2021-02-05	JOHNSTON INDUSTRIAL PL	134.00	CAD	134.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61661373	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PLEXIGLASS
FACILITIES MANAGEMENT	5728-1	2021-02-03	2021-02-08	ACKLANDS GRAINGER INC	181.99	CAD	181.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61661373	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	GUARD CORNER PVC 90DEG BEI
FACILITIES MANAGEMENT	5728-2	2021-02-05	2021-02-08	LOCK-UP SERVICES	245.78	CAD	245.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61662198	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	REPAIR SLIDING DOOR
FACILITIES MANAGEMENT	5729-3	2021-02-08	2021-02-09	ATLAS TOOLS & MACHINER	258.77	CAD	258.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5251	Hardware Stores	CORDLESS DRILL ONLY
FACILITIES MANAGEMENT	5732-2	2021-02-11	2021-02-12	E L S 646321 ONTARIO L	"2,693.02"	CAD	"2,693.02"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61666991	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5719	Miscellaneous House Furnishing Specialty	PULL STATION COVERS
FACILITIES MANAGEMENT	5732-3	2021-02-11	2021-02-12	LOCK-UP SERVICES	-529.69	CAD	-529.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61639175	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	CREDIT
FACILITIES MANAGEMENT	5735-2	2021-02-16	2021-02-17	FINGERSAFE CANADA	"1,917.73"	CAD	"1,917.73"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61668696	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	14 FINGER GUARDS
FACILITIES MANAGEMENT	5738-6	2021-02-19	2021-02-22	ACKLANDS GRAINGER INC	108.25	CAD	108.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61668852	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	DIVIDER BOX GREY 1078 X 81
FACILITIES MANAGEMENT	5742-2	2021-02-24	2021-02-26	SAFETY MEDIA INC - CAD	779.70	CAD	779.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61669918	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	FIRE PULL STATION COVERS
FACILITIES MANAGEMENT	5742-3	2021-02-25	2021-02-26	LOCK-UP SERVICES	"1,777.50"	CAD	"1,777.50"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61668776	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	REPAIR AUTOMATIC OPERATOR REHANG DOOR WITH CONTINUOUS HINGE
FACILITIES MANAGEMENT	5742-4	2021-02-24	2021-02-26	EXTRUDE-A-TRIM INC.	112.06	CAD	112.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61668887	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	ALUMINUM TRIM FOR PLEXIGLASS
FACILITIES MANAGEMENT	5742-5	2021-02-24	2021-02-26	EXTRUDE-A-TRIM INC.	252.26	CAD	252.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61669098	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	ALUMINUM TRIM FOR PLEXIGLASS
FACILITIES MANAGEMENT	5742-6	2021-02-24	2021-02-26	EXTRUDE-A-TRIM INC.	295.55	CAD	295.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61669098	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	ALUMINUM TRIM FOR PLEXIGLASS
FACILITIES MANAGEMENT	5742-7	2021-02-25	2021-02-26	JOHNSTON INDUSTRIAL PL	831.61	CAD	831.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61669852	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PLEXIGLASS SHEETS
					"10,209.16"	CAD	"10,209.16"	CAD							
TORONTO WATER	5728-3	2021-02-06	2021-02-08	AMZN MKTP CA RC9DC2HM3	242.25	CAD	242.25	CAD	2650	COMPUTER AND PRINTER SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	4816	Computer Network/Information Services	DOCKING STATION AND HDMIS
TORONTO WATER	5728-4	2021-02-06	2021-02-08	AMZN MKTP CA AV4MB02S3	156.53	CAD	156.53	CAD	2650	COMPUTER AND PRINTER SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	4816	Computer Network/Information Services	MONITOR
TORONTO WATER	5739-2	2021-02-22	2021-02-23	APPLE.COM/BILL	9.03	CAD	9.03	CAD	2650	COMPUTER AND PRINTER SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5735	Record Shops	MICROSOFT LICENCE FEE
					407.81	CAD	407.81	CAD							
"PARKS, FORESTRY & RECREATION"	5725-4	2021-02-02	2021-02-04	SUMMIT FORD	82.64	CAD	82.64	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5511	"Automobile and Truck Dealers - Sales, Se"	BLOWER MOTOR
"PARKS, FORESTRY & RECREATION"	5728-5	2021-02-05	2021-02-08	CENTRAL FAIRBANK LUMBE	237.65	CAD	237.65	CAD	2531	LUMBER	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	LUMBER
"PARKS, FORESTRY & RECREATION"	5730-4	2021-02-09	2021-02-10	BOLTS PLUS	483.13	CAD	483.13	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	NUTS AND BOLTS
"PARKS, FORESTRY & RECREATION"	5730-5	2021-02-09	2021-02-10	CENTRAL FAIRBANK LUMBE	285.18	CAD	285.18	CAD	2531	LUMBER	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	LUMBER
"PARKS, FORESTRY & RECREATION"	5732-4	2021-02-11	2021-02-12	BERNARDI BUILDING SUPP	163.06	CAD	163.06	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	REBAR
"PARKS, FORESTRY & RECREATION"	5736-3	2021-02-17	2021-02-18	BOLTS PLUS	33.90	CAD	33.90	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	DRILL BITS
					"1,285.56"	CAD	"1,285.56"	CAD							
MUNICIPAL LICENSING & STANDARDS	5729-4	2021-02-08	2021-02-09	HUMANE CANADA	200.00	CAD	200.00	CAD	4760	MEMBERSHIP FEES	MS5030	TAS HEAD OFFICE	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP RENEWAL
MUNICIPAL LICENSING & STANDARDS	5735-3	2021-02-16	2021-02-17	WWW.IKEA.CA	135.41	CAD	135.41	CAD	2620	ANIMAL CARE SUPPLIES	MS5039	TAS PARTNERSHIPS & MARKETING	5712	"Equipment, Furniture, and Home Furnishin"	SUPPLIES FOR CAT HOARDING SCENARIOS
					335.41	CAD	335.41	CAD							
"PARKS, FORESTRY & RECREATION"	5739-3	2021-02-22	2021-02-23	JOHNSON CONTROLS LP SS	899.48	CAD	899.48	CAD	4435	C. SERV - SECUR SYS	P07525	OLYMPIUM-FITNESS	5074	Plumbing and Heating Equipment	SECURITY AND FIRE
					899.48	CAD	899.48	CAD							
"PARKS, FORESTRY & RECREATION"	5723-2	2021-02-01	2021-02-02	KHAPCO AUTO PARTS	104.41	CAD	104.41	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	TEY-TECH-SMALL-ENGINES	5533	"Automotive Parts, Accessories Stores"	FOAM KLEEN
"PARKS, FORESTRY & RECREATION"	5725-5	2021-02-03	2021-02-04	AUTO CARRERA	113.00	CAD	113.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	7538	Automotive Service Shops	STARTER REBUILD
"PARKS, FORESTRY & RECREATION"	5725-6	2021-02-03	2021-02-04	KHAPCO AUTO PARTS	219.13	CAD	219.13	CAD	2401	LUBRICANTS	P01191	S-CENTRAL AIRS-OPERATIONS	5533	"Automotive Parts, Accessories Stores"	ENGINE OIL SYNTHETIC
"PARKS, FORESTRY & RECREATION"	5727-8	2021-02-04	2021-02-05	W.E. ENTERPRISES LTD	178.36	CAD	178.36	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	CARBURETOR ASSEMBLY
"PARKS, FORESTRY & RECREATION"	5731-1	2021-02-10	2021-02-11	KHAPCO AUTO PARTS	373.92	CAD	373.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	TEY-TECH-SMALL-ENGINES	5533	"Automotive Parts, Accessories Stores"	ABSORBOL
"PARKS, FORESTRY & RECREATION"	5732-5	2021-02-11	2021-02-12	GO HYDRAULICS INC	847.50	CAD	847.50	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	SELECTOR VALVE
"PARKS, FORESTRY & RECREATION"	5732-6	2021-02-11	2021-02-12	GO HYDRAULICS INC	525.45	CAD	525.45	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	CYLINDER REPAIR
"PARKS, FORESTRY & RECREATION"	5742-8	2021-02-24	2021-02-26	PREMA CANADA ULC	178.25	CAD	178.25	CAD	3080	M & E - HAND TOOLS	P00483	TEY-TECH-SMALL-ENGINES	7534	Tire Retreading and Repair Shops	"BEAD SEATER, CHUCK"
					"2,540.02"	CAD	"2,540.02"	CAD							
TORONTO WATER	5727-9	2021-02-04	2021-02-05	AARTECH CANADA	36.86	CAD	36.86	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	7393	"Detective Agencies, Protective Agencies,"	SIREN HORN
TORONTO WATER	5728-6	2021-02-04	2021-02-08	WWW.CANADIANTIRE.CA	15.81	CAD	15.81	CAD	2610	KITCHEN SUPPLIES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	ELECTRICK KETTLE
TORONTO WATER	5729-5	2021-02-07	2021-02-09	WWW.CANADIANTIRE.CA	32.76	CAD	32.76	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	BOLT EXTRACTOR
TORONTO WATER	5730-6	2021-02-08	2021-02-10	NEXT SUPPLY	69.64	CAD	69.64	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5251	Hardware Stores	COPPER PIPE
					155.07	CAD	155.07	CAD							
FIRE SERVICES	5725-7	2021-02-02	2021-02-04	CENTER FOR PUBLIC SAFE	625.13	CAD	475.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	8398	"Organizations, Charitable and Social Ser"	virtual accreditation training workshop
FIRE SERVICES	5736-4	2021-02-16	2021-02-18	CDN TIRE GASBAR #01318	61.95	CAD	61.95	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
FIRE SERVICES	5737-5	2021-02-18	2021-02-19	POSTMEDIA DIGITAL SUBS	112.99	CAD	112.99	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0013	EMERGENCY COMMUNICATIONS	2741	Miscellaneous Publishing and Printing	THE NATIONAL POST ANNUAL ONLINE SUBSCRIPTION
FIRE SERVICES	5738-7	2021-02-18	2021-02-22	STAR METROLAND SBSCRP	22.59	CAD	22.59	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0013	EMERGENCY COMMUNICATIONS	5192	"Books, Periodicals, and Newspapers"	STAR METROLAND SUBSCRIPTION
					822.66	CAD	197.53	CAD							
							475.00	USD							
"PARKS, FORESTRY & RECREATION"	5732-7	2021-02-11	2021-02-12	LOWES.CA	62.14	CAD	62.14	CAD	2730	LOCKS	P06671	OAKRIDGE-PRGM SUPPORT	5200	Home Supply Warehouse	KEY LOCK BOX
"PARKS, FORESTRY & RECREATION"	5738-8	2021-02-20	2021-02-22	AMAZON.CA E51879K53	26.01	CAD	26.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06671	OAKRIDGE-PRGM SUPPORT	4816	Computer Network/Information Services	STICK ON WALL CALENDAR FOR FACILITY
					88.15	CAD	88.15	CAD							
"PARKS, FORESTRY & RECREATION"	5724-1	2021-02-02	2021-02-03	TMP FENCE	440.70	CAD	440.70	CAD	4590	RENTAL - OTHER	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5046	Commercial Equipment Not Elsewhere Class	SAFETY FENCE
"PARKS, FORESTRY & RECREATION"	5725-8	2021-02-03	2021-02-04	COSTCO WHOLESALE W524	56.48	CAD	56.48	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5300	Wholesale Clubs	SNOW BRUSH
"PARKS, FORESTRY & RECREATION"	5738-9	2021-02-21	2021-02-22	COSTCO WHOLESALE W524	67.79	CAD	67.79	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5300	Wholesale Clubs	HEATER
					564.97	CAD	564.97	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5739-4	2021-02-22	2021-02-23	FASHION TAKES ACTION	5.00	CAD	5.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0128	BGS SD FASHION APPAREL	5691	Men's and Women's Clothing Stores	WEBINAR REGISTRATION
ECONOMIC DEVELOPMENT & CULTURE	5739-5	2021-02-22	2021-02-23	FASHION TAKES ACTION	5.00	CAD	5.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0128	BGS SD FASHION APPAREL	5691	Men's and Women's Clothing Stores	WEBINAR REGISTRATION
ECONOMIC DEVELOPMENT & CULTURE	5739-6	2021-02-22	2021-02-23	FASHION TAKES ACTION	5.00	CAD	5.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0128	BGS SD FASHION APPAREL	5691	Men's and Women's Clothing Stores	WEBINAR REGISTRATION
					15.00	CAD	15.00	CAD							
TORONTO WATER	5728-7	2021-02-05	2021-02-08	BRAFASCO	175.99	CAD	175.99	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5085	Industrial Supplies Not Elsewhere Classi	LIGHTS FOR VALVE MAINTENANCE AND INSPECTIONS
