Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
SOLID WASTE MANAGEMENT	5375-1	2019-10-23	2019-10-25	PETROCAN	53.00	CAD	53.00	CAD	2260	GASOLINE	CSW930-03-01	KEELE VALLEY SOGR	5541	Service Stations (with or without Ancill	GASOLINE-CITY USE
					53.00	CAD	53.00	CAD							
SOLID WASTE MANAGEMENT	5358-1	2019-10-01	2019-10-03	PETROCAN	35.01	CAD	35.01	CAD	2260	GASOLINE	CSW930-03-01	KEELE VALLEY SOGR	5541	Service Stations (with or without Ancill	GASOLINE CITY USE
SOLID WASTE MANAGEMENT	5374-1	2019-10-22	2019-10-24	PETROCAN	58.29	CAD	58.29	CAD	2260	GASOLINE	CSW930-03-01	KEELE VALLEY SOGR	5542	"Fuel Dispenser, Automated"	GASOLINE CITY USE
					93.30	CAD	93.30	CAD							
"PARKS, FORESTRY & RECREATION"	5358-2	2019-10-02	2019-10-03	WATER AND ICE NORTH AM	319.12	CAD	319.12	CAD	2535	PLUMBING SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5996	Swimming Pools - Sales and Supplies	BASKT AND HANDLE
"PARKS, FORESTRY & RECREATION"	5363-1	2019-10-08	2019-10-09	WATER AND ICE NORTH AM	701.72	CAD	701.72	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5996	Swimming Pools - Sales and Supplies	POOL RATE FEED PUMP
"PARKS, FORESTRY & RECREATION"	5377-2	2019-10-28	2019-10-29	WATER AND ICE NORTH AM	701.72	CAD	701.72	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5996	Swimming Pools - Sales and Supplies	POOL RATE FEED PUMP
"PARKS, FORESTRY & RECREATION"	5379-2	2019-10-29	2019-10-31	JJ DOWNS INDUSTRIAL	"1,346.07"	CAD	"1,346.07"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5085	Industrial Supplies Not Elsewhere Classi	CHLORINE TANK
					"3,068.63"	CAD	"3,068.63"	CAD							
"PARKS, FORESTRY & RECREATION"	5356-2	2019-09-30	2019-10-01	SAM'S NO FRILLS #3663	41.37	CAD	41.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES
"PARKS, FORESTRY & RECREATION"	5358-3	2019-10-03	2019-10-03	LONG & MCQUADE	72.32	CAD	72.32	CAD	4590	RENTAL - OTHER	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	RENTAL - SPEAKER
"PARKS, FORESTRY & RECREATION"	5360-3	2019-10-04	2019-10-07	REAL CANADIAN WHOLESAL	714.91	CAD	714.91	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	"CONTAINERS, UTENSILS"
"PARKS, FORESTRY & RECREATION"	5360-4	2019-10-04	2019-10-07	COSTCO WHOLESALE W535	271.17	CAD	271.17	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5300	Wholesale Clubs	HEATERS
"PARKS, FORESTRY & RECREATION"	5360-5	2019-10-04	2019-10-07	DOLLARAMA # 523	44.18	CAD	44.18	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5310	Discount Stores	"JARS, PAINTER TAPE, STICKERS"
"PARKS, FORESTRY & RECREATION"	5360-6	2019-10-04	2019-10-07	WAL-MART #1004	464.33	CAD	464.33	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	"STEAMER, ROLLING PIN, STRAINER"
"PARKS, FORESTRY & RECREATION"	5360-7	2019-10-04	2019-10-07	WAL-MART #1004	32.05	CAD	32.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	"GROUND BEEF, RICE"
"PARKS, FORESTRY & RECREATION"	5361-3	2019-10-07	2019-10-08	SAM'S NO FRILLS #3663	34.25	CAD	34.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	"WHITE CHOCOLATE, CAKE DECORATIONS"
"PARKS, FORESTRY & RECREATION"	5363-2	2019-10-08	2019-10-09	LONG & MCQUADE	65.85	CAD	65.85	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	SPEAKER REPAIR
"PARKS, FORESTRY & RECREATION"	5363-3	2019-10-08	2019-10-09	LONG & MCQUADE	62.83	CAD	62.83	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	SPEAKER REPAIR
"PARKS, FORESTRY & RECREATION"	5363-4	2019-10-08	2019-10-09	LONG & MCQUADE	111.59	CAD	111.59	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	MIRCROPHONE FOAM
"PARKS, FORESTRY & RECREATION"	5373-2	2019-10-22	2019-10-23	SAM'S NO FRILLS #3663	216.28	CAD	216.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	"PEPPERS, CHEESE, MARSHMELLOWS"
"PARKS, FORESTRY & RECREATION"	5374-2	2019-10-23	2019-10-24	AVSHOP.CA	824.89	CAD	824.89	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5732	Electronic Sales	AMP RACK
"PARKS, FORESTRY & RECREATION"	5374-3	2019-10-23	2019-10-24	LONG & MCQUADE	248.60	CAD	248.60	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	EP10 PROCESSOR
"PARKS, FORESTRY & RECREATION"	5375-2	2019-10-24	2019-10-25	LONG & MCQUADE	-224.87	CAD	-224.87	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	EP152 PROCESSOR
"PARKS, FORESTRY & RECREATION"	5375-3	2019-10-24	2019-10-25	LONG & MCQUADE	-450.87	CAD	-450.87	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	AMP RACK DOOR
"PARKS, FORESTRY & RECREATION"	5375-4	2019-10-24	2019-10-25	LONG & MCQUADE	-15.82	CAD	-15.82	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	RENTAL
"PARKS, FORESTRY & RECREATION"	5376-1	2019-10-25	2019-10-28	SAM'S NO FRILLS #3663	5.40	CAD	5.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	BUTTERCUP SQUASH
"PARKS, FORESTRY & RECREATION"	5378-2	2019-10-29	2019-10-30	SAM'S NO FRILLS #3663	241.68	CAD	241.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	"CRACKERS, HONEY, GARLIC"
"PARKS, FORESTRY & RECREATION"	5378-3	2019-10-29	2019-10-30	LONG & MCQUADE	963.44	CAD	963.44	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	SPEAKER FOR FITNESS STUDIO
"PARKS, FORESTRY & RECREATION"	5378-4	2019-10-29	2019-10-30	LONG & MCQUADE	145.77	CAD	145.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	POWER CONDITIONER/BAR
					"3,869.35"	CAD	"3,869.35"	CAD							
SOLID WASTE MANAGEMENT	5356-3	2019-09-30	2019-10-01	TIM HORTONS #2955	15.69	CAD	15.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	SW0739	MATERIAL RECYCLING FACILITY - ARROW ROAD	5814	Quick Payment Service - Fast-Food Restau	TPS WEEK MEAL
					15.69	CAD	15.69	CAD							
"PARKS, FORESTRY & RECREATION"	5371-2	2019-10-19	2019-10-21	AMZN MKTP CA 5P0OA6FF3	221.96	CAD	221.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07890	LAMOREAUX CC-SOCIAL PRGM	4816	Computer Network/Information Services	TORNADO FOOSBALL RUBBER BUMPERS
					221.96	CAD	221.96	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5360-8	2019-10-04	2019-10-07	WAV LUCKY ONE PROJECT	169.50	CAD	169.50	CAD	4082	PHOTO/VIDEO SERVICES	ED0150	PS MKG EDC MKTG TACTICS	7333	"Commercial Art, Graphics, Photography"	VIDEO - EDITING & FORMA...
ECONOMIC DEVELOPMENT & CULTURE	5363-5	2019-10-08	2019-10-09	MAISON PIGNARD INC.	21.55	CAD	21.55	CAD	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	ED0152	PS MKG EDC MKTG ADMIN	5499	Miscellaneous Food Stores - Convenience	"LUNCH -MONTREAL,QC"
ECONOMIC DEVELOPMENT & CULTURE	5364-1	2019-10-08	2019-10-10	UNIPAYMENT	47.15	CAD	47.15	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	ED0152	PS MKG EDC MKTG ADMIN	4121	Limousines and Taxicabs	TAXI FROM AIRPORT
ECONOMIC DEVELOPMENT & CULTURE	5365-1	2019-10-10	2019-10-11	MAIOLO MONTREAL	34.91	CAD	34.91	CAD	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	ED0152	PS MKG EDC MKTG ADMIN	5812	"Eating Places, Restaurants"	"BREAKFAST -MONTREAL,QC"
ECONOMIC DEVELOPMENT & CULTURE	5365-2	2019-10-08	2019-10-11	MERIDIEN HOTELS	473.62	CAD	473.62	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	ED0152	PS MKG EDC MKTG ADMIN	3520	Meridien Hotels	"ACCOMMODATIONS -MONTREAL,QC"
ECONOMIC DEVELOPMENT & CULTURE	5366-1	2019-10-10	2019-10-14	SERVICES DE TRANSPORTA	45.10	CAD	45.10	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	ED0152	PS MKG EDC MKTG ADMIN	4121	Limousines and Taxicabs	"TAXI TO AIRPORT -MONTREAL,QC"
ECONOMIC DEVELOPMENT & CULTURE	5366-2	2019-10-10	2019-10-14	YUL URBAN CRAVE	40.33	CAD	40.33	CAD	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	ED0152	PS MKG EDC MKTG ADMIN	5814	Quick Payment Service - Fast-Food Restau	"DINNER -MONTREAL,QC"
ECONOMIC DEVELOPMENT & CULTURE	5366-3	2019-10-11	2019-10-14	ISTOCK.COM	305.15	CAD	305.15	CAD	4082	PHOTO/VIDEO SERVICES	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	PHOTOS FOR MARKETING
					"1,137.31"	CAD	"1,137.31"	CAD							
FLEET SERVICES	5364-2	2019-10-08	2019-10-10	MTO RUS DRIVER CERT PR	"3,280.00"	CAD	"3,280.00"	CAD	4760	MEMBERSHIP FEES	FL4001	FLEET SAFETY & TRAINING	9399	Government Services - Not Elsewhere Clas	P10 DCP PAYMENT
FLEET SERVICES	5364-3	2019-10-08	2019-10-10	MTO RUS PRIS	5.00	CAD	5.00	CAD	4991	PAYMENTS TO PROVINCE	FL4001	FLEET SAFETY & TRAINING	9399	Government Services - Not Elsewhere Clas	P10 ABSTRACT ORDER
FLEET SERVICES	5366-4	2019-10-10	2019-10-14	SETON	242.84	CAD	242.84	CAD	2792	"BANNERS, FLAGS & SIGNS"	FL4001	FLEET SAFETY & TRAINING	5099	Durable Goods Not Elsewhere Classified	P10 OUT OF SERVICE TAGS
FLEET SERVICES	5371-3	2019-10-18	2019-10-21	ONTARIO TRUCKING ASSOC	271.02	CAD	271.02	CAD	2010	STATIONERY AND OFFICE SUPPLIES	FL4001	FLEET SAFETY & TRAINING	8699	"Organizations, Membership - Not Elsewher"	P10 LOGBOOKS FORESTRY CHARGEBACK
					"3,798.86"	CAD	"3,798.86"	CAD							
"PARKS, FORESTRY & RECREATION"	5365-3	2019-10-08	2019-10-11	PAUL WOLF ELECTRIC & L	606.13	CAD	606.13	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	LAMPS
"PARKS, FORESTRY & RECREATION"	5374-4	2019-10-23	2019-10-24	PAUL WOLF ELECTRIC & L	806.50	CAD	806.50	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	"LAMPS, TIE RAPS"
					"1,412.63"	CAD	"1,412.63"	CAD							
TORONTO WATER	5359-1	2019-10-03	2019-10-04	LEE VALLEY - SCARBOROU	337.31	CAD	337.31	CAD	2710	GENERAL HARDWARE	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5072	Hardware Equipment and Supplies	3 RACCOON TRAP
TORONTO WATER	5375-5	2019-10-24	2019-10-25	BRAMHAM BROS LIMITED	158.20	CAD	158.20	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	TW4036	WW TREATMT:ASHBRIDGES BAY TP-SOLIDS	5072	Hardware Equipment and Supplies	LABOUR COST TO PUT TOGETHERHSC SSHAFT
TORONTO WATER	5379-3	2019-10-31	2019-10-31	ULINE	116.57	CAD	116.57	CAD	2710	GENERAL HARDWARE	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5964	Direct Marketing - Catalog Merchants	"1 1/4"" SPLIT KEY RINGS 100/BG"
					612.08	CAD	612.08	CAD							
TRANSPORTATION	5364-4	2019-10-09	2019-10-10	COSTCO WHOLESALE W524	113.30	CAD	113.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	TP0100	"ROADWAY SURFACE REPAIR-D1,A1"	5300	Wholesale Clubs	BBQ TORONTO PUBLIC SERVICE WEEK - 25 STAFF
TRANSPORTATION	5367-1	2019-10-12	2019-10-15	CDN TIRE STORE #00654	36.14	CAD	36.14	CAD	4995	OTHER EXPENSES	TP0100	"ROADWAY SURFACE REPAIR-D1,A1"	5200	Home Supply Warehouse	TARPS FOR HOMELESS CLEAN-UP
					149.44	CAD	149.44	CAD							
"PARKS, FORESTRY & RECREATION"	5358-4	2019-10-02	2019-10-03	SCARBOROUGH PAINT CENT	264.38	CAD	264.38	CAD	2715	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT
"PARKS, FORESTRY & RECREATION"	5359-2	2019-10-02	2019-10-04	THE HOME DEPOT #7107	150.00	CAD	150.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	DEPOSIT
"PARKS, FORESTRY & RECREATION"	5359-3	2019-10-02	2019-10-04	CDN TIRE STORE #00209	94.90	CAD	94.90	CAD	2715	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	PAINT
"PARKS, FORESTRY & RECREATION"	5359-4	2019-10-02	2019-10-04	THE HOME DEPOT #7107	-42.14	CAD	-42.14	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	REFUND ON GRINDER DEPOSIT
"PARKS, FORESTRY & RECREATION"	5364-5	2019-10-08	2019-10-10	THE HOME DEPOT #7107	30.18	CAD	30.18	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"4""TIE BLK 1K"
"PARKS, FORESTRY & RECREATION"	5364-6	2019-10-10	2019-10-10	ULINE	956.32	CAD	956.32	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5964	Direct Marketing - Catalog Merchants	**MORE**  2X60 BLK HVY DUTY ANTI-SLIP TAPE
"PARKS, FORESTRY & RECREATION"	5374-5	2019-10-23	2019-10-24	SHERIDAN NURSERIES UNI	109.12	CAD	109.12	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	STRAW BALES
					"1,562.76"	CAD	"1,562.76"	CAD							
FACILITIES MANAGEMENT	5356-4	2019-09-27	2019-10-01	APPLIED INDUSTRIAL TEC	90.03	CAD	90.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61540456	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5356-5	2019-09-27	2019-10-01	APPLIED INDUSTRIAL TEC	148.28	CAD	148.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61540452	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5357-1	2019-09-27	2019-10-02	UNITED REFRIGERATION	57.04	CAD	57.04	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61540456	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	BELTS AND FILTERS
FACILITIES MANAGEMENT	5357-2	2019-10-01	2019-10-02	ONTARIO HEATING ROGERS	122.36	CAD	122.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61543264	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	FILTERS AND BELTS
FACILITIES MANAGEMENT	5358-5	2019-10-02	2019-10-03	WWG / TOTALINE	262.50	CAD	262.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61543264	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	1ST FLOOR ROOFTOP UNIT PARTS
FACILITIES MANAGEMENT	5361-4	2019-10-07	2019-10-08	WWG / TOTALINE	419.68	CAD	419.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61548866	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	MOTOR RECEIPT
FACILITIES MANAGEMENT	5363-6	2019-10-08	2019-10-09	ONTARIO HEATING PINE	65.03	CAD	65.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61548953	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	PARTS RECEIPT
FACILITIES MANAGEMENT	5364-7	2019-10-09	2019-10-10	LENNOX CANADA INC	530.91	CAD	530.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61548953	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	BURNER PARTS RECEIPT
FACILITIES MANAGEMENT	5365-4	2019-10-10	2019-10-11	THE MASTER GROUP CRANF	389.80	CAD	389.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61549699	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5366-5	2019-10-11	2019-10-14	NOBLE 1017	270.34	CAD	270.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61549354	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	BEARING ASSEMBLY RECEIPT
FACILITIES MANAGEMENT	5366-6	2019-10-11	2019-10-14	NOBLE 1017	214.99	CAD	214.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61549357	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	THERMOSTAT RECEIPT
FACILITIES MANAGEMENT	5371-4	2019-10-18	2019-10-21	THE MASTER GROUP CRANF	103.63	CAD	103.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61546931	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FILTERS
FACILITIES MANAGEMENT	5372-2	2019-10-21	2019-10-22	WWG / TOTALINE	683.65	CAD	683.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61550386	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	ECM MOTOR
FACILITIES MANAGEMENT	5373-3	2019-10-21	2019-10-23	ONTBELTING  POWER TRAN	148.54	CAD	148.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61546931	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5373-4	2019-10-22	2019-10-23	NOBLE 1017	98.52	CAD	98.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61550424	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS RECEIPT
FACILITIES MANAGEMENT	5374-6	2019-10-23	2019-10-24	THE MASTER GROUP CRANF	"2,699.41"	CAD	"2,699.41"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61551127	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	HEAT EXCHANGER PARTS
FACILITIES MANAGEMENT	5375-6	2019-10-24	2019-10-25	LENNOX CANADA INC	520.00	CAD	520.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61551141	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	PARTS RECEIPT
FACILITIES MANAGEMENT	5375-7	2019-10-24	2019-10-25	LENNOX CANADA INC	371.09	CAD	371.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61551060	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	COMBUSTION MOTOR
FACILITIES MANAGEMENT	5376-4	2019-10-25	2019-10-28	NOBLE 1017	33.90	CAD	33.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61551127	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	ALUMINUM FOIL TAPE
FACILITIES MANAGEMENT	5377-3	2019-10-28	2019-10-29	PAUL WOLF ELECTRIC & L	153.79	CAD	153.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61550424	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	RELAYS AND INDICATOR LIGHTS
FACILITIES MANAGEMENT	5378-6	2019-10-29	2019-10-30	NOBLE 1017	90.24	CAD	90.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61547129	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PIPING MATERIALS
