Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
ECONOMIC DEVELOPMENT & CULTURE	5203-114	2019-03-06	2019-03-07	PAYPAL *ABALEADESIG	339.00	CAD	339.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	PROMOTIONAL ADS FOR MUSEUMS
ECONOMIC DEVELOPMENT & CULTURE	5211-110	2019-03-14	2019-03-14	ARTS REACH UNLIMITED	"1,134.19"	CAD	829.00	USD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0152	PS MKG EDC MKTG ADMIN	5192	"Books, Periodicals, and Newspapers"	CONFERENCE REG-TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5213-34	2019-03-18	2019-03-18	HOO*HOOTSUITE INC	15.46	CAD	11.29	USD	4995	OTHER EXPENSES	ED0152	PS MKG EDC MKTG ADMIN	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA ANALYTICS
ECONOMIC DEVELOPMENT & CULTURE	5216-91	2019-03-22	2019-03-22	ISTOCK.COM	323.10	CAD	323.10	CAD	4082	PHOTO/VIDEO SERVICES	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	STOCK PHOTOGRAPHY FOR CAMPAIGNS
ECONOMIC DEVELOPMENT & CULTURE	5218-48	2019-03-26	2019-03-26	FACEBK HBT6TJ63B2	30.00	CAD	30.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7311	Advertising Services	FACEBOOK ADS
ECONOMIC DEVELOPMENT & CULTURE	5221-101	2019-03-28	2019-03-28	FACEBK QY3THJE3B2	30.00	CAD	30.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7311	Advertising Services	FACEBOOK ADS
ECONOMIC DEVELOPMENT & CULTURE	5222-38	2019-03-29	2019-03-29	UPAKNEE EMAIL	271.20	CAD	271.20	CAD	4414	ADVERTISING & PROMOTION	ED0150	PS MKG EDC MKTG TACTICS	7392	"Consulting, Management, and Public Relat"	E-NEWSLETTER DISTRIBUTION
					"2,142.95"	CAD	993.30	CAD							
							840.29	USD							
FLEET SERVICES	5202-47	2019-03-06	2019-03-06	CANADA WIDE PARKING	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	FL4001	FLEET SAFETY & TRAINING	7523	Automobile Parking Lots and Garages	3-PARKING FOR ICS MEETING
FLEET SERVICES	5216-92	2019-03-21	2019-03-21	BEST BUY.CA # 900	"1,694.97"	CAD	"1,694.97"	CAD	3050	M & E - KITCHEN	FL4001	FLEET SAFETY & TRAINING	5732	Electronic Sales	3-FRIDGE FOR TRAILERS @ 1050 ELLESMERE
FLEET SERVICES	5219-35	2019-03-26	2019-03-26	COMMERCIAL VEHICLE SAF	292.65	CAD	212.76	USD	4830	PERMIT & LICENSE FEES	FL4001	FLEET SAFETY & TRAINING	8699	"Organizations, Membership - Not Elsewher"	3-CVSA SERVICE STANDARDS 219
FLEET SERVICES	5220-2	2019-03-26	2019-03-27	MTO RUS CVOR PROCESSG	50.00	CAD	50.00	CAD	4991	PAYMENTS TO PROVINCE	FL4001	FLEET SAFETY & TRAINING	9399	Government Services - Not Elsewhere Clas	3-CVOR
					"2,057.62"	CAD	"1,764.97"	CAD							
							212.76	USD							
"PARKS, FORESTRY & RECREATION"	5221-102	2019-03-28	2019-03-28	PAUL WOLF ELECTRIC & L	297.53	CAD	297.53	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	SPLIT BOLTS GROUND CLAMPS
					297.53	CAD	297.53	CAD							
TORONTO WATER	5200-42	2019-03-04	2019-03-05	FOCAL POINT FRAMING AN	169.50	CAD	169.50	CAD	2090	GRAPHIC DESIGN SUPPLIES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5971	Art Dealers and Galleries	CAPITAL PROJECT POSTER FOR STAFF INFO
TORONTO WATER	5202-48	2019-03-05	2019-03-06	THE HOME DEPOT #7001	22.92	CAD	22.92	CAD	*****	PARTS - MACHINERY & EQUIPMENT	*****		5200	Home Supply Warehouse	**MORE**  Hasp for cabinet in men's locker room ABTP
TORONTO WATER	5203-115	2019-03-07	2019-03-07	CDN TIRE STORE #00654	231.63	CAD	231.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4036	WW TREATMT:ASHBRIDGES BAY TP-SOLIDS	5200	Home Supply Warehouse	PORTABLE HEATER AND COFEE MAKER
TORONTO WATER	5216-93	2019-03-20	2019-03-21	SMS-SGS/RADIO/7454014	241.00	CAD	241.00	CAD	4830	PERMIT & LICENSE FEES	*****		9399	Government Services - Not Elsewhere Clas	ANNUAL RADIO LICENCE RENEWAL
TORONTO WATER	5220-3	2019-03-27	2019-03-27	SHOPPERS DRUG MART #12	14.79	CAD	14.79	CAD	4815	COURIER SERVICES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7399	Business Services - Not Elsewhere Classi	REGISTERED MAIL TO MOL
TORONTO WATER	5221-103	2019-03-27	2019-03-28	CDN TIRE STORE #00654	31.59	CAD	31.59	CAD	2575	ELECTRICAL SUPPLIES	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5200	Home Supply Warehouse	ELECTRICAL CONTACT CLEANER
					711.43	CAD	711.43	CAD							
SOLID WASTE MANAGEMENT	5209-50	2019-03-13	2019-03-13	UNITED RENTALS - 0861	339.00	CAD	339.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	7394	"Equipment Rental and Leasing Services, F"	FALL PROTECTION
					339.00	CAD	339.00	CAD							
"PARKS, FORESTRY & RECREATION"	5203-116	2019-03-08	2019-03-08	LOWES #02633*	-296.79	CAD	-296.79	CAD	3050	M & E - KITCHEN	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	SINK PEDESTAL
"PARKS, FORESTRY & RECREATION"	5203-117	2019-03-07	2019-03-07	THE HOME DEPOT #7107	132.85	CAD	132.85	CAD	2535	PLUMBING SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  ABSTRAPADAPT
"PARKS, FORESTRY & RECREATION"	5211-111	2019-03-14	2019-03-14	CDN TIRE STORE #00209	81.96	CAD	81.96	CAD	2499	OTHER CHEMICALS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	DEISEL OIL
"PARKS, FORESTRY & RECREATION"	5211-112	2019-03-13	2019-03-14	THE HOME DEPOT #7107	15.80	CAD	15.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	32W T8  2P
"PARKS, FORESTRY & RECREATION"	5221-104	2019-03-28	2019-03-28	PETRAX DESIGN INC	950.33	CAD	950.33	CAD	3050	M & E - KITCHEN	P00272	E-SOUTH2-TURF&HORT	1750	Carpentry Contractors	KITCHEN CABINET
"PARKS, FORESTRY & RECREATION"	5221-105	2019-03-28	2019-03-28	THE HOME DEPOT #7107	33.87	CAD	33.87	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	8  PLIER
					918.02	CAD	918.02	CAD							
FACILITIES MANAGEMENT	5197-5	2019-03-01	2019-03-01	ONTARIO HEATING PINE	340.82	CAD	340.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61499618	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	PARTS RECEIPT
FACILITIES MANAGEMENT	5203-118	2019-03-07	2019-03-07	APPLIANCE PARTS #36	140.22	CAD	140.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61502229	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	HEAT ELEMENT
FACILITIES MANAGEMENT	5204-26	2019-03-08	2019-03-08	THE HOME DEPOT #7080	49.14	CAD	49.14	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61502229	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  25MM KN BL
FACILITIES MANAGEMENT	5209-51	2019-03-12	2019-03-12	APPLIANCE PARTS #36	63.26	CAD	63.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61502229	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	HI LIMIT SWITCHES
FACILITIES MANAGEMENT	5214-1	2019-03-19	2019-03-19	NOBLE 1017	136.58	CAD	136.58	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61503676	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	THERMOSTATS
FACILITIES MANAGEMENT	5216-94	2019-03-22	2019-03-22	PAUL WOLF ELECTRIC & L	48.22	CAD	48.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61503382	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES
FACILITIES MANAGEMENT	5218-49	2019-03-25	2019-03-25	NOBLE 1017	124.10	CAD	124.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61503194	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS RECEIPT
FACILITIES MANAGEMENT	5221-106	2019-03-29	2019-03-29	THE MASTER GROUP CRANF	72.25	CAD	72.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61504820	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5221-107	2019-03-29	2019-03-29	THE MASTER GROUP CRANF	173.94	CAD	173.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61505131	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
					"1,148.53"	CAD	"1,148.53"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5203-119	2019-03-08	2019-03-08	STAPLES STORE #46	6.76	CAD	6.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5943	"Office, School Supply, and Stationery St"	CARD TEMPLATE
ECONOMIC DEVELOPMENT & CULTURE	5203-120	2019-03-08	2019-03-08	AMZN MKTP CA*MI8AQ6RT0	247.47	CAD	247.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	4816	Computer Network/Information Services	SKELETON
ECONOMIC DEVELOPMENT & CULTURE	5211-113	2019-03-15	2019-03-15	A&H PRINTING INC.	98.31	CAD	98.31	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	2741	Miscellaneous Publishing and Printing	POSTCARDS
ECONOMIC DEVELOPMENT & CULTURE	5213-35	2019-03-18	2019-03-18	TUCKERS POTTERY SUPPLI	"2,000.00"	CAD	"2,000.00"	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5970	"Artist Supply Stores, Craft Shops"	"RESALE ITEMS CLAY, UNDERGLAZE"
ECONOMIC DEVELOPMENT & CULTURE	5213-36	2019-03-18	2019-03-18	TUCKERS POTTERY SUPPLI	"2,128.23"	CAD	"2,128.23"	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5970	"Artist Supply Stores, Craft Shops"	"GLAZE INGREDIENTS, COURIER AND ITEMS FOR RESALE"
ECONOMIC DEVELOPMENT & CULTURE	5213-37	2019-03-18	2019-03-18	ABOVEGROUND ENTERPRISE	162.45	CAD	162.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	7333	"Commercial Art, Graphics, Photography"	"PANELS, SCRATCHBOARD"
ECONOMIC DEVELOPMENT & CULTURE	5216-95	2019-03-20	2019-03-21	THE HOME DEPOT CANADA	19.25	CAD	19.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5200	Home Supply Warehouse	NOZZLE
ECONOMIC DEVELOPMENT & CULTURE	5216-96	2019-03-21	2019-03-21	TUCKERS POTTERY SUPPLI	95.37	CAD	95.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5970	"Artist Supply Stores, Craft Shops"	GLAZE INGREDIENTS
ECONOMIC DEVELOPMENT & CULTURE	5221-108	2019-03-28	2019-03-28	GUILDWOOD GO STATION #	14.00	CAD	14.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	4789	Transportation Services-Not Elsewhere Cl	TRAVEL TO MEETING
					"4,771.84"	CAD	"4,771.84"	CAD							
FIRE SERVICES	5200-43	2019-03-04	2019-03-05	CDN TIRE STORE #00485	197.05	CAD	197.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	CAR BATTERY
FIRE SERVICES	5200-44	2019-03-04	2019-03-05	CDN TIRE STORE #00485	45.19	CAD	45.19	CAD	3080	M & E - HAND TOOLS	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	WRENCH SET - HQ VEHICLE USE
FIRE SERVICES	5203-121	2019-03-06	2019-03-07	MTO RUS-SO NORTH YORK	35.00	CAD	35.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	TFS LICENCE PLATE
FIRE SERVICES	5215-58	2019-03-19	2019-03-20	PETROCAN	67.40	CAD	67.40	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
FIRE SERVICES	5218-50	2019-03-25	2019-03-25	STAR AUTO GLASS LTD	282.50	CAD	282.50	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	7538	Automotive Service Shops	WINDOW TO REPLACE BROKEN PASSENGER WINDOW
FIRE SERVICES	5221-109	2019-03-26	2019-03-28	CUMMINS EASTERN (MISSI	"3,184.18"	CAD	"3,184.18"	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5599	"Miscellaneous Automotive, Aircraft, and"	COUNTER BORE CUTTING
					"3,811.32"	CAD	"3,811.32"	CAD							
"PARKS, FORESTRY & RECREATION"	5197-7	2019-03-01	2019-03-01	AMZN MKTP CA*MI72Y92D1	31.30	CAD	31.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	SHAVING CREAM
"PARKS, FORESTRY & RECREATION"	5197-8	2019-03-01	2019-03-01	AMZN MKTP CA*MI5JN9KK1	189.42	CAD	189.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	CONTACT SOLUTION
"PARKS, FORESTRY & RECREATION"	5197-9	2019-03-01	2019-03-01	AMZN MKTP CA*MI49Y5751	73.84	CAD	73.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	"EXTENSION CORD, ZIPLOC BAGS"
"PARKS, FORESTRY & RECREATION"	5198-34	2019-03-02	2019-03-02	AMZN MKTP CA*MI7KS57F1	311.99	CAD	311.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	"FRIDGE LOCKS, FIDGET TOYS, CUPS"
"PARKS, FORESTRY & RECREATION"	5198-35	2019-03-02	2019-03-02	AMZN MKTP CA*MI4RP85K2	63.14	CAD	63.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	"WIRELESS MOUSE, SOAP"
"PARKS, FORESTRY & RECREATION"	5198-36	2019-03-02	2019-03-02	AMZN MKTP CA*MI0WW39V1	137.38	CAD	137.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	"WIRELESS MOUSE, FOOD COLOURING"
"PARKS, FORESTRY & RECREATION"	5198-37	2019-03-03	2019-03-03	AMZN MKTP CA*MI8P125N2	355.49	CAD	355.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	"CONTAINERS, FIDGET TOYS, CLAY"
"PARKS, FORESTRY & RECREATION"	5198-38	2019-03-03	2019-03-03	AMZN MKTP CA*MI3A26HY2	140.96	CAD	140.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	PLAYDOH
"PARKS, FORESTRY & RECREATION"	5200-45	2019-03-06	2019-03-06	AMZN MKTP CA*MI21I3QF2	29.98	CAD	29.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	STRESS BALLS
"PARKS, FORESTRY & RECREATION"	5202-50	2019-03-06	2019-03-06	AMZN MKTP CA*MI4DT56I2	94.87	CAD	94.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	"YARN, KID QUIZ BOOKS"
"PARKS, FORESTRY & RECREATION"	5202-51	2019-03-06	2019-03-06	AMZN MKTP CA*MI96L3IX0	21.30	CAD	21.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	TOY BALLS
"PARKS, FORESTRY & RECREATION"	5203-122	2019-03-07	2019-03-07	AMZN MKTP CA*MI69U1D22	229.04	CAD	229.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	ANIMAL PEG BOARDS
"PARKS, FORESTRY & RECREATION"	5204-27	2019-03-10	2019-03-10	AMZN MKTP CA*MW3KI8O41	137.60	CAD	137.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	4816	Computer Network/Information Services	MODELING CLAY
