Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5252-3	2019-05-09	2019-05-09	JJ DOWNS INDUSTRIAL	660.65	CAD	660.65	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	PVC COUPLINGS/FITTINGS
"PARKS, FORESTRY & RECREATION"	5253-1	2019-05-10	2019-05-10	BRAFASCO / ETOBICOKE	11.30	CAD	11.30	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	HEX CAP
					881.97	CAD	881.97	CAD							
"PARKS, FORESTRY & RECREATION"	5245-2	2019-04-30	2019-05-01	THE HOME DEPOT #7129	94.77	CAD	94.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5200	Home Supply Warehouse	**MORE**  TAPE
"PARKS, FORESTRY & RECREATION"	5246-2	2019-05-02	2019-05-02	LONG & MCQUADE	18.08	CAD	18.08	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	
"PARKS, FORESTRY & RECREATION"	5252-4	2019-05-09	2019-05-09	NOFRILLS ROSS 782	199.26	CAD	199.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5252-5	2019-05-10	2019-05-10	AUDIO CINE FILMS	"2,542.50"	CAD	"2,542.50"	CAD	4830	PERMIT & LICENSE FEES	P13495	YORK CC - PRGM SUPPORT CR	7399	Business Services - Not Elsewhere Classi	MOVIE LICENSE - CLUSTER
"PARKS, FORESTRY & RECREATION"	5252-6	2019-05-09	2019-05-09	SOCAN	209.13	CAD	209.13	CAD	4830	PERMIT & LICENSE FEES	P13495	YORK CC - PRGM SUPPORT CR	8398	"Organizations, Charitable and Social Ser"	MOVIE LICENSE - FALSTAFF
"PARKS, FORESTRY & RECREATION"	5252-7	2019-05-09	2019-05-09	SOCAN	209.13	CAD	209.13	CAD	4830	PERMIT & LICENSE FEES	P13495	YORK CC - PRGM SUPPORT CR	8398	"Organizations, Charitable and Social Ser"	MOVIE LICENSE - AMESBURY CC
"PARKS, FORESTRY & RECREATION"	5252-8	2019-05-09	2019-05-09	SOCAN	315.93	CAD	315.93	CAD	4830	PERMIT & LICENSE FEES	P13495	YORK CC - PRGM SUPPORT CR	8398	"Organizations, Charitable and Social Ser"	MOVIE LICENSE - YORK RC
"PARKS, FORESTRY & RECREATION"	5252-9	2019-05-09	2019-05-09	LONG & MCQUADE	63.28	CAD	63.28	CAD	4590	RENTAL - OTHER	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	EVENT SPEAKER - RENTAL
"PARKS, FORESTRY & RECREATION"	5256-2	2019-05-15	2019-05-15	LONG & MCQUADE	608.76	CAD	608.76	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	WIRELESS KIT
"PARKS, FORESTRY & RECREATION"	5257-1	2019-05-15	2019-05-16	FITNESS DEPOT TORONTO	59.66	CAD	59.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5941	Sporting Goods Stores	FITNESS PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	5257-2	2019-05-15	2019-05-16	THE HOME DEPOT #7114	204.22	CAD	204.22	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5200	Home Supply Warehouse	**MORE**  1/28DROPIN
"PARKS, FORESTRY & RECREATION"	5261-1	2019-05-23	2019-05-23	FITNESS DEPOT TORONTO	118.47	CAD	118.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5941	Sporting Goods Stores	"FITNESS PROGRAM - JUMP ROPE, ANKLE CUFF, TRICEP ROPE"
"PARKS, FORESTRY & RECREATION"	5261-2	2019-05-24	2019-05-24	NOFRILLS ROSS 782	126.29	CAD	126.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	5261-3	2019-05-24	2019-05-24	NOFRILLS ROSS 782	4.00	CAD	4.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	APPLE JUICE
"PARKS, FORESTRY & RECREATION"	5261-4	2019-05-24	2019-05-24	LONG & MCQUADE	"1,579.74"	CAD	"1,579.74"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	A/V PURCHASE
"PARKS, FORESTRY & RECREATION"	5265-2	2019-05-29	2019-05-29	SAM S NO FRILLS #3663	73.93	CAD	73.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	"LEMONADE, STRAWBERRIES, LETTUCE, MANGOES"
"PARKS, FORESTRY & RECREATION"	5266-2	2019-05-31	2019-05-31	LONG & MCQUADE	183.02	CAD	183.02	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	A/V PURCHASE
"PARKS, FORESTRY & RECREATION"	5266-3	2019-05-31	2019-05-31	LONG & MCQUADE	-56.50	CAD	-56.50	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	REFUND
"PARKS, FORESTRY & RECREATION"	5266-4	2019-05-31	2019-05-31	LONG & MCQUADE	-4.52	CAD	-4.52	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	REFUND
					"6,549.15"	CAD	"6,549.15"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5258-1	2019-05-17	2019-05-20	PAYPAL *ABALEADESIG	"2,034.00"	CAD	"2,034.00"	CAD	4085	PROF & TECH-MGMT	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	"CONCEPTS DESIGN, POSTER, PRINT AND DIGITAL ADS, WEB AND DIGITAL ASSETS, REVISIONS, WORKING FILES PACKAGED"
					"2,034.00"	CAD	"2,034.00"	CAD							
FLEET SERVICES	5252-10	2019-05-09	2019-05-09	INFRASTRUCTURE H&S ASS	-474.60	CAD	-474.60	CAD	4760	MEMBERSHIP FEES	FL4001	FLEET SAFETY & TRAINING	5942	Book Stores	6-REVL TRANS 5197-4 FEBRUARY 28 2019
FLEET SERVICES	5261-5	2019-05-24	2019-05-24	ONTARIO SAFETY LEAGUE	"4,859.00"	CAD	"4,859.00"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FL4001	FLEET SAFETY & TRAINING	8398	"Organizations, Charitable and Social Ser"	6-ONTARIO SAFETY LEAGUE TRAINING
FLEET SERVICES	5261-6	2019-05-24	2019-05-24	ONTARIO SAFETY LEAGUE	"4,859.00"	CAD	"4,859.00"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FL4001	FLEET SAFETY & TRAINING	8398	"Organizations, Charitable and Social Ser"	6-ONTARIO SAFETY LEAGUE TRAINING
FLEET SERVICES	5266-5	2019-05-31	2019-05-31	SHOPPERSDRUGMART#1221	12.17	CAD	12.17	CAD	4805	POSTAGE	FL4001	FLEET SAFETY & TRAINING	5912	"Drug Stores, Pharmacies"	6-REGISTERED LETTER
					"9,255.57"	CAD	"9,255.57"	CAD							
"PARKS, FORESTRY & RECREATION"	5245-3	2019-04-30	2019-05-01	THE HOME DEPOT #7107	40.07	CAD	40.07	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  NOZZLE
"PARKS, FORESTRY & RECREATION"	5246-3	2019-05-02	2019-05-02	THE HOME DEPOT #7107	-14.67	CAD	-14.67	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	BONE ML 3KG
"PARKS, FORESTRY & RECREATION"	5262-2	2019-05-25	2019-05-25	THE HOME DEPOT #7238	67.17	CAD	67.17	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	CLEANER SET
					92.57	CAD	92.57	CAD							
FACILITIES MANAGEMENT	5246-4	2019-05-03	2019-05-03	WWG / TOTALINE	157.07	CAD	157.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61511766	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	THERMOSTATS
FACILITIES MANAGEMENT	5249-1	2019-05-06	2019-05-07	THE HOME DEPOT #7013	74.70	CAD	74.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61515820	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  1-1/2 ABS
FACILITIES MANAGEMENT	5252-11	2019-05-10	2019-05-10	NOBLE 1017	51.75	CAD	51.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61511540	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PNEUMATIC FITTINGS
FACILITIES MANAGEMENT	5252-12	2019-05-09	2019-05-09	THE MASTER GROUP CRANF	70.07	CAD	70.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61516295	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	BELTS
FACILITIES MANAGEMENT	5257-3	2019-05-17	2019-05-17	THE MASTER GROUP CRANF	96.28	CAD	96.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61504162	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5257-4	2019-05-16	2019-05-16	PAUL WOLF ELECTRIC & L	111.76	CAD	111.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61517443	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5259-4	2019-05-21	2019-05-21	NOBLE 1017	221.36	CAD	221.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61517474	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	SUMP PUMP RECEIPT
FACILITIES MANAGEMENT	5264-2	2019-05-27	2019-05-28	ONTBELTING  POWER TRAN	138.17	CAD	138.17	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61518290	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS COOLING TOWER
FACILITIES MANAGEMENT	5264-3	2019-05-28	2019-05-28	ONTARIO HEATING ROGERS	84.70	CAD	84.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61518376	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FILTERS BELTS
FACILITIES MANAGEMENT	5265-4	2019-05-29	2019-05-29	WWG / TOTALINE	585.79	CAD	585.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61518292	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PARTS RECEIPT
FACILITIES MANAGEMENT	5267-3	2019-05-30	2019-05-31	UNITED REFRIGERATION	59.46	CAD	59.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61518423	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS RECEIPT
					"1,651.11"	CAD	"1,651.11"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5248-1	2019-05-05	2019-05-06	WAL-MART # 3113	70.52	CAD	70.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	"MODEL MAGIC, AIR FRESHNER"
ECONOMIC DEVELOPMENT & CULTURE	5255-3	2019-05-14	2019-05-14	ROBERT BOSCH INC.	361.52	CAD	361.52	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5251	Hardware Stores	3D PRINTER CATRIDGES
ECONOMIC DEVELOPMENT & CULTURE	5257-5	2019-05-17	2019-05-17	TUCKERS POTTERY SUPPLI	"1,560.76"	CAD	"1,560.76"	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5970	"Artist Supply Stores, Craft Shops"	"CLAY, UNDERGLAZES, GLAZE INGREDIENTS"
ECONOMIC DEVELOPMENT & CULTURE	5257-6	2019-05-17	2019-05-17	TUCKERS POTTERY SUPPLI	527.15	CAD	527.15	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5970	"Artist Supply Stores, Craft Shops"	"CLAY, MASON STAINS"
ECONOMIC DEVELOPMENT & CULTURE	5261-7	2019-05-25	2019-05-25	ULINE	571.35	CAD	571.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5964	Direct Marketing - Catalog Merchants	**MORE**  2 GALLON WHITE PLASTIC PAIL
ECONOMIC DEVELOPMENT & CULTURE	5261-8	2019-05-22	2019-05-23	WMT SUPRCTR #1117	33.90	CAD	33.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5411	"Grocery Stores, Supermarkets"	PAPER FOR PROGRAM
ECONOMIC DEVELOPMENT & CULTURE	5267-4	2019-05-31	2019-05-31	EWE KNIT	91.47	CAD	91.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5999	Miscellaneous and Specialty Retail Store	"KNITTING SWIFT, WEAVING SUPPLIES"
					"3,216.67"	CAD	"3,216.67"	CAD							
"PARKS, FORESTRY & RECREATION"	5252-13	2019-05-08	2019-05-09	WAL-MART #1139	213.53	CAD	213.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	"CAKE MIX, TACO KITS, MILK, CHEESE"
"PARKS, FORESTRY & RECREATION"	5256-3	2019-05-14	2019-05-15	FAMOUS INDIAN SUPERMAR	26.33	CAD	26.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	GROUND BEEF
"PARKS, FORESTRY & RECREATION"	5258-2	2019-05-19	2019-05-20	AMZN MKTP CA*MN4SV0X12	215.92	CAD	215.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	PUZZLE STORAGE MATS
"PARKS, FORESTRY & RECREATION"	5258-3	2019-05-19	2019-05-20	AMZN MKTP CA*MN6HS3XR2	81.27	CAD	81.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	SNAP & STACK STORAGE CONTAINERS
"PARKS, FORESTRY & RECREATION"	5259-5	2019-05-22	2019-05-22	AMZN MKTP CA*MN2AL3SF1	102.20	CAD	102.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	CLEAR STORAGE CONTAINERS
"PARKS, FORESTRY & RECREATION"	5260-4	2019-05-22	2019-05-22	AMZN MKTP CA*MN3OC5B72	153.76	CAD	153.76	CAD	2710	GENERAL HARDWARE	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	FOLDING TROLLY
"PARKS, FORESTRY & RECREATION"	5260-5	2019-05-22	2019-05-22	MAD SCIENCE OF TORONTO	406.80	CAD	406.80	CAD	4102	ENTERTAINER AND BAND FEES	P13592	AFTERSCHOOL RECREATION CARE 2	7929	"Bands, Orchestras, and Miscellaneous Ent"	SCIENCE WORKSHOP
"PARKS, FORESTRY & RECREATION"	5262-3	2019-05-26	2019-05-26	AMZN MKTP CA*MN8Y842J2	253.04	CAD	253.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	LEGO
"PARKS, FORESTRY & RECREATION"	5262-4	2019-05-27	2019-05-27	AMZN MKTP CA*MN6843242	294.16	CAD	294.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	ENCYCLOPEDIA AND PUZZLES
"PARKS, FORESTRY & RECREATION"	5262-5	2019-05-27	2019-05-27	AMZN MKTP CA*MN69J9I41	595.34	CAD	595.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	"FRIDGE LOCKS, NOTEBOOKS, LEGO"
"PARKS, FORESTRY & RECREATION"	5262-6	2019-05-27	2019-05-27	AMZN MKTP CA*MN69Q5KV2	63.21	CAD	63.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	STORAGE CONTAINERS
"PARKS, FORESTRY & RECREATION"	5262-7	2019-05-27	2019-05-27	AMZN MKTP CA*MN5NA9IW1	90.39	CAD	90.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	PUZZLES
"PARKS, FORESTRY & RECREATION"	5262-8	2019-05-27	2019-05-27	AMZN MKTP CA*MN7I24222	63.21	CAD	63.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13592	AFTERSCHOOL RECREATION CARE 2	4816	Computer Network/Information Services	PUZZLES
					"2,559.16"	CAD	"2,559.16"	CAD							
"PARKS, FORESTRY & RECREATION"	5246-5	2019-05-02	2019-05-02	CENTENNIAL PLUMBING SU	80.23	CAD	80.23	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	"SLOAN O RING, FILL VALV"
"PARKS, FORESTRY & RECREATION"	5247-2	2019-05-03	2019-05-03	THE HOME DEPOT #7078	87.41	CAD	87.41	CAD	2535	PLUMBING SUPPLIES	P00408	N-EAST-TURF&HORT	5200	Home Supply Warehouse	**MORE**  AA 48PK
"PARKS, FORESTRY & RECREATION"	5251-3	2019-05-08	2019-05-08	CENTENNIAL PLUMBING SU	50.77	CAD	50.77	CAD	2535	PLUMBING SUPPLIES	P03027	BAYCREST-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	3/8 TUBING
"PARKS, FORESTRY & RECREATION"	5257-7	2019-05-16	2019-05-16	NOBLE 1010	524.75	CAD	524.75	CAD	2535	PLUMBING SUPPLIES	P00408	N-EAST-TURF&HORT	5251	Hardware Stores	"2"" COUPLINGS"
"PARKS, FORESTRY & RECREATION"	5258-4	2019-05-17	2019-05-20	THE HOME DEPOT #7129	59.86	CAD	59.86	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  SET 5PC.
"PARKS, FORESTRY & RECREATION"	5259-6	2019-05-21	2019-05-21	NOBLE 1038	480.61	CAD	480.61	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5251	Hardware Stores	BACKFLOW PREVENTER
"PARKS, FORESTRY & RECREATION"	5261-9	2019-05-24	2019-05-24	NOBLE 1038	856.65	CAD	856.65	CAD	2535	PLUMBING SUPPLIES	P07705	ORIOLE CC-OPERATIONS	5251	Hardware Stores	FIBERGLASS INSULATION
"PARKS, FORESTRY & RECREATION"	5266-6	2019-05-30	2019-05-30	NOBLE 1038	839.10	CAD	839.10	CAD	2535	PLUMBING SUPPLIES	P07705	ORIOLE CC-OPERATIONS	5251	Hardware Stores	SYMONS SHOWER MIXER
					"2,979.38"	CAD	"2,979.38"	CAD							
MUNICIPAL LICENSING & STANDARDS	5246-6	2019-05-02	2019-05-02	POWTOON.COM	314.92	CAD	228.00	USD	2090	GRAPHIC DESIGN SUPPLIES	MS1100	"OFF. OF THE DIRECTOR, LICENSING SERVICES"	5734	Computer Software Stores	STRATEGIC COMMUNICATIONS GRAPHIC DESIGN SUBSCRIPTIONS
MUNICIPAL LICENSING & STANDARDS	5246-7	2019-05-02	2019-05-02	CHARTERED PROFESSIONAL	"1,107.40"	CAD	"1,107.40"	CAD	4760	MEMBERSHIP FEES	MS1010	POLICY & PLANNING SERVICES	8699	"Organizations, Membership - Not Elsewher"	CPA MEMBERSHIP FEES
MUNICIPAL LICENSING & STANDARDS	5249-2	2019-05-08	2019-05-08	AMCTO	937.90	CAD	937.90	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	MS1013	P&SS POLICY & PLANNING SERVICES	8699	"Organizations, Membership - Not Elsewher"	CONFERENCE
MUNICIPAL LICENSING & STANDARDS	5252-14	2019-05-08	2019-05-09	HUMAN RESOURCES PROFES	458.78	CAD	458.78	CAD	4760	MEMBERSHIP FEES	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	8999	Professional Services - Not Elsewhere Cl	MEMBERSHIP - HRPA
MUNICIPAL LICENSING & STANDARDS	5261-10	2019-05-24	2019-05-24	AMAZON.CA*MN7WG1QR2	163.85	CAD	163.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	MS1011	MLS WORKFORCE PLANNING & DEVELOPMENT	4816	Computer Network/Information Services	MICROPHONE FOR TRAINING
					"2,982.85"	CAD	"2,667.93"	CAD							
							228.00	USD							
ECONOMIC DEVELOPMENT & CULTURE	5251-5	2019-05-09	2019-05-09	ULINE	758.37	CAD	758.37	CAD	2710	GENERAL HARDWARE	AH0059	MH CUR 98 AA ADMINISTRATION	5964	Direct Marketing - Catalog Merchants	**MORE**  1/2 X75  BLACK VELCRO STRIP-HOOK
					758.37	CAD	758.37	CAD							
"PARKS, FORESTRY & RECREATION"	5245-4	2019-04-30	2019-05-01	THE HOME DEPOT #7109	11.62	CAD	11.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08860	BIRKDALE CC-INSTRL	5200	Home Supply Warehouse	GREEN TAPE
"PARKS, FORESTRY & RECREATION"	5245-5	2019-05-01	2019-05-01	RCSS SCARBOROUGH #2809	57.33	CAD	57.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5252-15	2019-05-10	2019-05-10	KITCHEN STUFF PLUS 20	7.33	CAD	7.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05169	BIRKDALE CC-ARTS-VISL/PERF	5712	"Equipment, Furniture, and Home Furnishin"	COOKIE CUTTER
