Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2117-1	08-01-2012	08-10-2012	O'CONNOR BOWL	155.70	CAD	155.70	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7933	Bowling Alleys	SPORTS CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2117-2	08-08-2012	08-10-2012	CASA LOMA CORPORATION-	127.10	CAD	127.10	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7991	Tourist Attractions and Exhibits	DDM CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2120-1	08-10-2012	08-13-2012	HOCKEY HALL OF FAME	96.00	CAD	96.00	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7941	"Athletic Fields, Commercial Sports, Prof"	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2125-1	08-15-2012	08-16-2012	ONTARIO SCIENCE CENTRE	387.00	CAD	387.00	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7991	Tourist Attractions and Exhibits	ADVENTURE CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2125-2	08-15-2012	08-16-2012	ONTARIO SCIENCE CENTRE	215.10	CAD	215.10	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7991	Tourist Attractions and Exhibits	DDM CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2136-1	08-22-2012	08-23-2012	TORONTO ZOO-ADMISSIONS	405.00	CAD	405.00	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADVENTURE CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2144-2	08-22-2012	08-29-2012	O'CONNOR BOWL	173.00	CAD	173.00	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7933	Bowling Alleys	SPORTS CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2144-3	08-22-2012	08-29-2012	O'CONNOR BOWL	190.30	CAD	190.30	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7933	Bowling Alleys	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2147-1	08-29-2012	08-30-2012	ALLIANCE CINEMAS   QPS	184.00	CAD	184.00	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7832	Motion Picture Theaters	ADVENTURE CAMP TRIP	
					"2,505.20"	CAD	"2,505.20"	CAD								
"PARKS, FORESTRY & RECREATION"	2116-3	08-08-2012	08-09-2012	ACME DOORWAY	54.39	CAD	54.39	CAD	2730	LOCKS	P12856	RAVWTRMAINT	1799	"Contractors, Special Trade - Not Elsewhe"	KEYS CUT	
"PARKS, FORESTRY & RECREATION"	2134-2	08-21-2012	08-22-2012	ACME DOORWAY	15.51	CAD	15.51	CAD	2730	LOCKS	P12856	RAVWTRMAINT	1799	"Contractors, Special Trade - Not Elsewhe"	KEYS CUT	
"PARKS, FORESTRY & RECREATION"	2144-4	08-28-2012	08-29-2012	SHEPHERD'S UTILITY EQU	568.38	CAD	568.38	CAD	2710	GENERAL HARDWARE	P12856	RAVWTRMAINT	5072	Hardware Equipment and Supplies	"STABLE BRAID, COATED, RED 1/2"""	
"PARKS, FORESTRY & RECREATION"	2147-2	08-29-2012	08-30-2012	SHEPHERD'S UTILITY EQU	568.38	CAD	568.38	CAD	2710	GENERAL HARDWARE	P12856	RAVWTRMAINT	5072	Hardware Equipment and Supplies	"STABLE BRAID, COATED, RED 1/2"""	
					"1,206.66"	CAD	"1,206.66"	CAD								
"PARKS, FORESTRY & RECREATION"	2101-1	07-30-2012	08-01-2012	MR METAL(ETOBICOKE) IN	78.40	CAD	78.40	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	HR FLAT .188	
"PARKS, FORESTRY & RECREATION"	2102-4	07-31-2012	08-02-2012	MR METAL(ETOBICOKE) IN	125.17	CAD	125.17	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	HR ANGLE	
"PARKS, FORESTRY & RECREATION"	2102-5	07-31-2012	08-02-2012	MR METAL(ETOBICOKE) IN	157.42	CAD	157.42	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	HR ROUND.500	
"PARKS, FORESTRY & RECREATION"	2109-3	08-03-2012	08-06-2012	CHAUNCEY BUILDERS SUPP	27.06	CAD	27.06	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	METAL	
"PARKS, FORESTRY & RECREATION"	2120-2	08-03-2012	08-13-2012	PACIFIC FASTENERS (198	64.14	CAD	64.14	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5251	Hardware Stores	METAL	
"PARKS, FORESTRY & RECREATION"	2121-2	08-10-2012	08-14-2012	MR METAL(ETOBICOKE) IN	45.52	CAD	45.52	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	2128-1	08-16-2012	08-17-2012	ASA ALLOYS	259.90	CAD	259.90	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	2128-2	08-16-2012	08-17-2012	ASA ALLOYS	100.57	CAD	100.57	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	2141-1	08-27-2012	08-28-2012	METAL SUPERMARKETS (ET	74.05	CAD	74.05	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	2144-5	08-27-2012	08-29-2012	MR METAL(ETOBICOKE) IN	103.02	CAD	103.02	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	2147-3	08-28-2012	08-30-2012	MR METAL(ETOBICOKE) IN	245.72	CAD	245.72	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
					"1,280.97"	CAD	"1,280.97"	CAD								
"PARKS, FORESTRY & RECREATION"	2101-2	07-30-2012	08-01-2012	BRAFASCO / MISSISSAUGA	180.80	CAD	180.80	CAD	3080	M & E - HAND TOOLS	P00656	CENTENNIAL PK-PGM SU	5085	Industrial Supplies Not Elsewhere Classi	SCREW SETS	
"PARKS, FORESTRY & RECREATION"	2102-6	08-01-2012	08-02-2012	DULUX PAINTS #142	467.01	CAD	467.01	CAD	2715	PAINT SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	2105-3	08-01-2012	08-03-2012	CDN TIRE STORE #00070	110.72	CAD	110.72	CAD	3080	M & E - HAND TOOLS	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	DRILL BIT SETS	
"PARKS, FORESTRY & RECREATION"	2112-2	08-03-2012	08-08-2012	GORDON BANNERMAN LTD	377.21	CAD	377.21	CAD	2710	GENERAL HARDWARE	P10910	CENTENNIAL SKI CTR-O	5261	Lawn and Garden Supply Stores	TRU-PLAY PARTS	
"PARKS, FORESTRY & RECREATION"	2117-3	08-08-2012	08-10-2012	FIRM FENCE SUPPLY	357.39	CAD	357.39	CAD	2531	LUMBER	P10910	CENTENNIAL SKI CTR-O	1799	"Contractors, Special Trade - Not Elsewhe"	FENCE-WADING POOL	
"PARKS, FORESTRY & RECREATION"	2117-4	08-09-2012	08-10-2012	LOWES #03096*	39.53	CAD	39.53	CAD	2710	GENERAL HARDWARE	P10910	CENTENNIAL SKI CTR-O	5200	Home Supply Warehouse	FISH TAPE STEEL 75' ID	
"PARKS, FORESTRY & RECREATION"	2117-5	08-10-2012	08-10-2012	HILTI (CANADA) CORP	75.97	CAD	75.97	CAD	2710	GENERAL HARDWARE	P10910	CENTENNIAL SKI CTR-O	5251	Hardware Stores	WEDGE BOLTS	
"PARKS, FORESTRY & RECREATION"	2121-3	08-09-2012	08-14-2012	JACK WATSON SPORTS INC	927.68	CAD	927.68	CAD	2710	GENERAL HARDWARE	P10910	CENTENNIAL SKI CTR-O	5941	Sporting Goods Stores	CORNER FLAGSTONE	
"PARKS, FORESTRY & RECREATION"	2121-4	08-10-2012	08-14-2012	CDN TIRE STORE #00152	395.49	CAD	395.49	CAD	3025	M & E - JANITORIAL	P10910	CENTENNIAL SKI CTR-O	5200	Home Supply Warehouse	POWER WASHER	
"PARKS, FORESTRY & RECREATION"	2144-6	08-28-2012	08-29-2012	DULUX PAINTS #142	454.49	CAD	454.49	CAD	2715	PAINT SUPPLIES	P10910	CENTENNIAL SKI CTR-O	5231	"Glass, Paint, Wallpaper Stores"	SHELTER PAINT	
"PARKS, FORESTRY & RECREATION"	2147-4	08-29-2012	08-30-2012	LOWES #03096*	65.63	CAD	65.63	CAD	2710	GENERAL HARDWARE	P10910	CENTENNIAL SKI CTR-O	5200	Home Supply Warehouse	*****	
					"3,451.92"	CAD	"3,451.92"	CAD								
"PARKS, FORESTRY & RECREATION"	2121-5	08-13-2012	08-14-2012	TECH STAND   SAFETY AU	70.00	CAD	70.00	CAD	4830	PERMIT & LICENSE FEES	P00859	ALNESS YD-YD OPERN	7399	Business Services - Not Elsewhere Classi	REFRIGERATION LICENCE RENEWAL	
"PARKS, FORESTRY & RECREATION"	2132-1	08-17-2012	08-21-2012	RONA NOBLE TRADE 52010	216.29	CAD	216.29	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YD OPERN	5251	Hardware Stores	PVC NIPPLE/GAUGES.PRO DOPE	
"PARKS, FORESTRY & RECREATION"	2136-2	08-21-2012	08-23-2012	SP S COMM SWIMMING POO	318.63	CAD	318.63	CAD	4412	CONTR SRV - PLUMBING	P00859	ALNESS YD-YD OPERN	5996	Swimming Pools - Sales and Supplies	CAT REPAIR	
"PARKS, FORESTRY & RECREATION"	2138-1	08-22-2012	08-24-2012	RONA NOBLE TRADE 52010	498.73	CAD	498.73	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YD OPERN	5251	Hardware Stores	NIPPLE & DOPE	
"PARKS, FORESTRY & RECREATION"	2140-2	08-23-2012	08-27-2012	THE HOME DEPOT #7129	41.41	CAD	41.41	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5200	Home Supply Warehouse	*****	
					"1,145.06"	CAD	"1,145.06"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2102-7	08-01-2012	08-02-2012	LOBLAWS 4.2	16.92	CAD	16.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	"MUSTARD, GARLIC AND GINGER FOR PICKING AND STRAWBE"	
ECONOMIC DEVELOPMENT & CULTURE	2110-2	08-06-2012	08-07-2012	SOBEYS #938        QPS	6.04	CAD	6.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	STRAWBERRIES FOR JAM MAKING	
ECONOMIC DEVELOPMENT & CULTURE	2125-3	08-14-2012	08-16-2012	CDN TIRE STORE #00654	169.19	CAD	169.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5200	Home Supply Warehouse	PRESERVING JARS AND MICROWAVE FOR SERVERY IN BLUE	
ECONOMIC DEVELOPMENT & CULTURE	2131-2	08-17-2012	08-20-2012	LOBLAWS 4.2	21.75	CAD	21.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	PEACHES FOR PRESERVING AND CURRANTS FOR BAKING	
ECONOMIC DEVELOPMENT & CULTURE	2134-3	08-21-2012	08-22-2012	PLACEWARES	255.95	CAD	255.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5719	Miscellaneous House Furnishing Specialty	"MIXING BOWLS, BAKING PANS, PARING KNIVES & COOKIES"	
					469.85	CAD	469.85	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2116-4	08-08-2012	08-09-2012	PAUL WOLF ELECTRIC   L	188.60	CAD	188.60	CAD	2575	ELECTRICAL SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5065	Electrical Parts and Equipment	LIGHTBULBS	
ECONOMIC DEVELOPMENT & CULTURE	2117-6	08-08-2012	08-10-2012	PAYPAL *THNK MEDIA	162.50	CAD	162.50	CAD	4995	OTHER EXPENSES	AH0129	AS-PR-RRP-LAKESHORE	8999	Professional Services - Not Elsewhere Cl	GRAPHIC DESIGN SERVICES FOR ASSEMBLY HALL PROGRAM	
ECONOMIC DEVELOPMENT & CULTURE	2125-4	08-15-2012	08-16-2012	RABBA #177	10.98	CAD	10.98	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	MILK AND CREAM FOR SNACK BAR SUPPLIES	
ECONOMIC DEVELOPMENT & CULTURE	2144-7	08-28-2012	08-29-2012	VISTEK LTD	158.14	CAD	158.14	CAD	4082	PHOTO/VIDEO SERVICES	AH0129	AS-PR-RRP-LAKESHORE	5044	"Office, Photographic, Photocopy, and Mic"	PORTABLE PROJECTOR SCREEN	
					520.22	CAD	520.22	CAD								
"PARKS, FORESTRY & RECREATION"	2128-3	08-16-2012	08-17-2012	FAMOUS PLAYER #7404QPS	222.50	CAD	222.50	CAD	4118	TICKETS AND ADMISSION FEES	P02392	AGINCOURT POOL-PGM S	7832	Motion Picture Theaters	ADMISSION FEES SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	2134-4	08-20-2012	08-22-2012	WAL-MART #3159	98.60	CAD	98.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02392	AGINCOURT POOL-PGM S	5411	"Grocery Stores, Supermarkets"	REC. SUPPLIES FOR SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	2136-3	08-21-2012	08-23-2012	YOUR DOLLAR STORE WITH	50.00	CAD	50.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02392	AGINCOURT POOL-PGM S	5999	Miscellaneous and Specialty Retail Store	REC. SUPPLIES FOR SUMMER CAMP	
					371.10	CAD	371.10	CAD								
"PARKS, FORESTRY & RECREATION"	2116-5	08-08-2012	08-09-2012	FABRICLAND DISTRIBUTOR	108.76	CAD	108.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12049	NEW TOR-COMM CTR-PGM	5949	"Fabric, Needlework, Piece Goods, and Sew"	FABRIC FOR TEAM VESTS	
"PARKS, FORESTRY & RECREATION"	2121-6	08-13-2012	08-14-2012	NORTH PARK CLEANERS LT	226.00	CAD	226.00	CAD	4419	LAUNDRY SERVICES	P12049	NEW TOR-COMM CTR-PGM	7216	Dry Cleaners	TEAM VESTS	
"PARKS, FORESTRY & RECREATION"	2134-5	08-21-2012	08-22-2012	STAPLES STORE #39	90.29	CAD	90.29	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P12049	NEW TOR-COMM CTR-PGM	5943	"Office, School Supply, and Stationery St"	FAX CARTRIDGE	
					425.05	CAD	425.05	CAD								
SOLID WASTE MANAGEMENT	2102-8	07-31-2012	08-02-2012	THE HOME DEPOT #7012	74.62	CAD	74.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2109-4	08-02-2012	08-06-2012	THE HOME DEPOT #7012	63.42	CAD	63.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW359-12-05	2012 BUILDING AMENITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2110-3	08-03-2012	08-07-2012	DUFFERIN TILE	56.71	CAD	56.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW359-12-05	2012 BUILDING AMENITIES AND UPGRADES	5713	Floor Covering Stores	"TILE AROUND LOCKER BASE, WO# 287194"	
SOLID WASTE MANAGEMENT	2136-4	08-21-2012	08-23-2012	THE HOME DEPOT #7012	67.38	CAD	67.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW359-12-05	2012 BUILDING AMENITIES AND UPGRADES	5200	Home Supply Warehouse	WO# 287194	
SOLID WASTE MANAGEMENT	2140-3	08-23-2012	08-27-2012	THE HOME DEPOT #7012	77.94	CAD	77.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW359-12-05	2012 BUILDING AMENITIES AND UPGRADES	5200	Home Supply Warehouse	"DOOR REPAIRS, WO# 287194"	
SOLID WASTE MANAGEMENT	2140-4	08-24-2012	08-27-2012	THE HOME DEPOT #7078	5.84	CAD	5.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW359-12-05	2012 BUILDING AMENITIES AND UPGRADES	5200	Home Supply Warehouse	WO# 287194	
					345.91	CAD	345.91	CAD								
"PARKS, FORESTRY & RECREATION"	2102-9	08-01-2012	08-02-2012	ROYAL HM HWRE #1274-8	20.31	CAD	20.31	CAD	2570	JANITORIAL SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5251	Hardware Stores	TOILET PLUNGERS FOR ALLAN GRDNS	
					20.31	CAD	20.31	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2116-6	08-07-2012	08-09-2012	RONA # 55030	6.38	CAD	6.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5251	Hardware Stores	1 PIECE OF LUMBER	
ECONOMIC DEVELOPMENT & CULTURE	2134-6	08-21-2012	08-22-2012	LOWES #02640*	14.67	CAD	14.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5200	Home Supply Warehouse	3 1/2HOT GALV SPIRAL 1.5KG	
ECONOMIC DEVELOPMENT & CULTURE	2138-2	08-23-2012	08-24-2012	ATLAS MACHINERY SUPPLY	10.54	CAD	10.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5251	Hardware Stores	1/2 - 1/4 REDUCER COLLET FOR ROUTER	
ECONOMIC DEVELOPMENT & CULTURE	2140-5	08-23-2012	08-27-2012	THE HOME DEPOT #7013	46.49	CAD	46.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5200	Home Supply Warehouse	1X8X8 PINE S	
					78.08	CAD	78.08	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2116-7	08-08-2012	08-09-2012	JOHN BEAD CORP LTD	277.01	CAD	277.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	PROGRAM SUPPLIES - EXPRESSIONS	
ECONOMIC DEVELOPMENT & CULTURE	2120-3	08-09-2012	08-13-2012	PIZZA PIZZA 111	83.22	CAD	83.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0018	AS-PS-PUB-CEDAR RIDG	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR EXPRESSIONS PROGRAM	
ECONOMIC DEVELOPMENT & CULTURE	2121-7	08-13-2012	08-14-2012	PHILLIPS COPY CENTRE	"2,423.85"	CAD	"2,423.85"	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0018	AS-PS-PUB-CEDAR RIDG	5044	"Office, Photographic, Photocopy, and Mic"	PRINTING OF CEDAR RIDGE BROCHURE	
ECONOMIC DEVELOPMENT & CULTURE	2124-1	08-13-2012	08-15-2012	TORONTO COMMUNITY NEWS	577.68	CAD	577.68	CAD	4414	ADVERTISING & PROMOTION	AH0018	AS-PS-PUB-CEDAR RIDG	2741	Miscellaneous Publishing and Printing	DISTRIBUTION OF CEDAR RIDGE PROGRAM BROCHURE	
ECONOMIC DEVELOPMENT & CULTURE	2125-5	08-14-2012	08-16-2012	CDN TIRE STORE #00399	24.72	CAD	24.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5200	Home Supply Warehouse	PROGRAM SUPPLIES - EXPRESSIONS - MASON JARS	
ECONOMIC DEVELOPMENT & CULTURE	2128-4	08-15-2012	08-17-2012	PAYPAL *FOUNDART	508.50	CAD	508.50	CAD	4414	ADVERTISING & PROMOTION	AH0018	AS-PS-PUB-CEDAR RIDG	8999	Professional Services - Not Elsewhere Cl	DESIGN OF CEDAR RIDGE PROGRAM BROCHURE	
ECONOMIC DEVELOPMENT & CULTURE	2138-3	08-24-2012	08-24-2012	SWISS CHALET #1181	124.00	CAD	124.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0018	AS-PS-PUB-CEDAR RIDG	5812	"Eating Places, Restaurants"	FOOD FOR EXPRESSIONS PROGRAM	
