Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2302-4	12-20-2012	12-24-2012	CDN TIRE STORE #00294	79.09	CAD	79.09	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	IN CAR HEATER	
"PARKS, FORESTRY & RECREATION"	2304-3	12-23-2012	12-27-2012	THE HOME DEPOT #7011	134.33	CAD	134.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P10910	CENTENNIAL SKI CTR-O	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2304-4	12-24-2012	12-27-2012	N.A. YORKE MACHINERY C	988.75	CAD	988.75	CAD	4430	C. SRV - ELEVA DEVIC	P10910	CENTENNIAL SKI CTR-O	7699	Miscellaneous Repair Shops and Related S	ROLLER CONVERYOR	
					"6,262.78"	CAD	"6,262.78"	CAD								
"PARKS, FORESTRY & RECREATION"	2273-5	12-02-2012	12-03-2012	WATER AND ICE NORTH AM	800.04	CAD	800.04	CAD	2535	PLUMBING SUPPLIES	P07726	N TORONTO-OPERATIONS	5996	Swimming Pools - Sales and Supplies	STENNER PUMP HEAD	
"PARKS, FORESTRY & RECREATION"	2285-2	12-07-2012	12-10-2012	THE HOME DEPOT #7078	129.95	CAD	129.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	20' AL EXT	
"PARKS, FORESTRY & RECREATION"	2286-4	12-10-2012	12-11-2012	WATER AND ICE NORTH AM	343.52	CAD	343.52	CAD	2710	GENERAL HARDWARE	P07696	ANTIBES CC-OPERATION	5996	Swimming Pools - Sales and Supplies	WEDGE ANCHOR/ESCUTCHEON	
"PARKS, FORESTRY & RECREATION"	2286-5	12-10-2012	12-11-2012	WATER AND ICE NORTH AM	310.75	CAD	310.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07726	N TORONTO-OPERATIONS	5996	Swimming Pools - Sales and Supplies	CO2 FLOWMETER	
"PARKS, FORESTRY & RECREATION"	2290-4	12-11-2012	12-13-2012	BRAFASCO/CONCORD	86.63	CAD	86.63	CAD	2710	GENERAL HARDWARE	P07659	DOUGLAS SNOW-OPERATI	5085	Industrial Supplies Not Elsewhere Classi	EPCON CARTRIDGE ACRYLIC	
"PARKS, FORESTRY & RECREATION"	2294-3	12-13-2012	12-17-2012	BRAFASCO / VAUGHAN	38.01	CAD	38.01	CAD	2710	GENERAL HARDWARE	P07659	DOUGLAS SNOW-OPERATI	5085	Industrial Supplies Not Elsewhere Classi	EPCON CARTRIDGE ACRYLIC	
"PARKS, FORESTRY & RECREATION"	2302-5	12-23-2012	12-24-2012	WATER AND ICE NORTH AM	259.90	CAD	259.90	CAD	2710	GENERAL HARDWARE	P07659	DOUGLAS SNOW-OPERATI	5996	Swimming Pools - Sales and Supplies	SS ESCUTCHEON	
					"1,968.80"	CAD	"1,968.80"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2274-4	12-03-2012	12-04-2012	SOBEYS #938        QPS	34.14	CAD	34.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	BUTTER FOR BAKING FOR FROST FAIR	
ECONOMIC DEVELOPMENT & CULTURE	2280-6	12-05-2012	12-06-2012	PAYPAL *COOK LIKE	"1,356.00"	CAD	"1,356.00"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	8999	Professional Services - Not Elsewhere Cl	PURCHASE OF STAINLESS STEEL DEMO TABLE	
ECONOMIC DEVELOPMENT & CULTURE	2283-2	12-05-2012	12-07-2012	HONEST EDS LIMITED	326.96	CAD	326.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5311	Department Stores	"BAKING SHEETS,BOWLS,CANNISTERS,SAUCEPAN FOR BUNKER"	
ECONOMIC DEVELOPMENT & CULTURE	2292-4	12-13-2012	12-14-2012	FRIES INC	549.60	CAD	549.60	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	AH0101	HS-MH-PUB-FORT YORK	7623	Air Conditioning and Refrigeration Repai	REPAIR AND PART REPLACEMENT ON ICE MACHINE	
					"2,266.70"	CAD	"2,266.70"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2274-5	12-04-2012	12-04-2012	LEHMANS*NONELECT CATLG	524.94	CAD	514.80	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUB-GIBSON HOU	5969	Direct Marketing - Other Direct Marketer	ICE CREAM CHURN FOR HISTORIC PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2290-5	12-11-2012	12-13-2012	EDUFUN INC.	764.45	CAD	764.45	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0113	HS-MH-RET-GIBSON HOU	5945	"Game, Toy, and Hobby Shops"	GOODS FOR RESALE IN GIFT SHOP	
ECONOMIC DEVELOPMENT & CULTURE	2300-2	12-20-2012	12-21-2012	THEATRIX COSTUME HOUSE	305.10	CAD	305.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUB-GIBSON HOU	7296	"Clothing Rental - Costumes, Uniforms and"	RENTAL OF COSTUMES FOR HOGMANAY	
					"1,594.49"	CAD	"1,069.55"	CAD								
							514.80	USD								
TRANSPORTATION SERVICES 	2298-1	12-18-2012	12-19-2012	CREIGHTON ROCK DRILL	726.25	CAD	726.25	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TP0397	SIGN INSTALL & MNTCE	7394	"Equipment Rental and Leasing Services, F"	REPAIR AND PARTS FOR PIONJAR MACHINE	
TRANSPORTATION SERVICES 	2302-6	12-21-2012	12-24-2012	CREIGHTON ROCK DRILL	163.36	CAD	163.36	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TP0397	SIGN INSTALL & MNTCE	7394	"Equipment Rental and Leasing Services, F"	REPAIR AND PARTS FOR PIONJAR MACHINE	
					889.61	CAD	889.61	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2283-3	12-05-2012	12-07-2012	PAYPAL *WILLIAMHAYW	265.00	CAD	265.00	CAD	4102	ENTERTAINER AND BAND FEES	AH0015	AS-PS-EXH-ETOBCC ART	8999	Professional Services - Not Elsewhere Cl	ARTIST DANCE PERFORMANCE	
ECONOMIC DEVELOPMENT & CULTURE	2283-4	12-05-2012	12-07-2012	CINEQUIP WHITE	40.68	CAD	40.68	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	7299	Other Services (Not Elsewhere Classified	CLOTH TAPE	
ECONOMIC DEVELOPMENT & CULTURE	2283-5	12-06-2012	12-07-2012	PAYPAL *CYBERSONIC1	55.00	CAD	55.00	CAD	4082	PHOTO/VIDEO SERVICES	AH0129	AS-PR-RRP-LAKESHORE	8999	Professional Services - Not Elsewhere Cl	PHOTOPRAPHY SERVICES	
ECONOMIC DEVELOPMENT & CULTURE	2285-3	12-06-2012	12-10-2012	PAYPAL *TIGERDIRECT	129.27	CAD	129.27	CAD	3099	GENERAL EQUIPMENT	AH0015	AS-PS-EXH-ETOBCC ART	5732	Electronic Sales	PROJECTION SCREEN	
ECONOMIC DEVELOPMENT & CULTURE	2285-4	12-09-2012	12-10-2012	ABOVEGROUND ENTERPRISE	-12.37	CAD	-12.37	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	7333	"Commercial Art, Graphics, Photography"	ART SUPPLIES-RETURNED ITEMS	
ECONOMIC DEVELOPMENT & CULTURE	2288-2	12-11-2012	12-12-2012	MOUNTAIN EQUIP CO-OP	13.00	CAD	13.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5655	"Sports Apparel, Riding Apparel Stores"	RELFECTIVE STICKERS	
ECONOMIC DEVELOPMENT & CULTURE	2295-2	12-17-2012	12-18-2012	MICHAELS OF CANADA #34	146.79	CAD	146.79	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5945	"Game, Toy, and Hobby Shops"	CRAYONS AND ART SUPPLIES	
ECONOMIC DEVELOPMENT & CULTURE	2295-3	12-17-2012	12-18-2012	MICHAELS OF CANADA #34	71.92	CAD	71.92	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5945	"Game, Toy, and Hobby Shops"	PICTURE FRAMES	
ECONOMIC DEVELOPMENT & CULTURE	2299-4	12-18-2012	12-20-2012	RAYETTE FOREST PRODUCT	694.95	CAD	694.95	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RRP-LAKESHORE	5211	"Building Materials, Lumber Stores"	BLACK TEMPERED HARDWOOD FLOORING	
ECONOMIC DEVELOPMENT & CULTURE	2300-3	12-20-2012	12-21-2012	LAKESHORE LUMBER	231.47	CAD	231.47	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RRP-LAKESHORE	5251	Hardware Stores	PAINT AND BOLTS	
ECONOMIC DEVELOPMENT & CULTURE	2300-4	12-20-2012	12-21-2012	LAKESHORE LUMBER	9.03	CAD	9.03	CAD	2710	GENERAL HARDWARE	AH0015	AS-PS-EXH-ETOBCC ART	5251	Hardware Stores	SCREWS	
ECONOMIC DEVELOPMENT & CULTURE	2300-5	12-20-2012	12-21-2012	FRESHCO #9775	6.75	CAD	6.75	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	TISSUE PAPER	
ECONOMIC DEVELOPMENT & CULTURE	2302-7	12-21-2012	12-24-2012	PAYPAL *MASYDASY	265.00	CAD	265.00	CAD	4102	ENTERTAINER AND BAND FEES	AH0129	AS-PR-RRP-LAKESHORE	8999	Professional Services - Not Elsewhere Cl	ARTIST STORYTELLING PERFORMANCE	
ECONOMIC DEVELOPMENT & CULTURE	2308-1	12-29-2012	12-31-2012	HENRY'S DOWNTOWN TORON	299.45	CAD	299.45	CAD	3099	GENERAL EQUIPMENT	AH0129	AS-PR-RRP-LAKESHORE	5946	Camera and Photographic Supply Stores	CAMERA CASES AND DIGITAL MEMORY	
ECONOMIC DEVELOPMENT & CULTURE	2308-2	12-29-2012	12-31-2012	DOWNTOWN CAMERA LTD	"2,233.29"	CAD	"2,233.29"	CAD	3032	M & E - PHOTOGRAPHIC	AH0129	AS-PR-RRP-LAKESHORE	5732	Electronic Sales	CANON DIGITAL CAMERAS	
					"4,449.23"	CAD	"4,449.23"	CAD								
"PARKS, FORESTRY & RECREATION"	2285-5	12-09-2012	12-10-2012	NOFRILLS STEPHEN'S #34	16.43	CAD	16.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07693	DON MONTGOMERY-PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2294-4	12-15-2012	12-17-2012	NOFRILLS STEPHEN'S #34	31.50	CAD	31.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07693	DON MONTGOMERY-PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR CHILDREN'S PROGRAM	
					47.93	CAD	47.93	CAD								
SOLID WASTE MANAGEMENT	2273-6	11-30-2012	12-03-2012	THE HOME DEPOT #7134	4.51	CAD	4.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0810	INGRAM TS OPER	5200	Home Supply Warehouse	DISC = WO# 295314	
SOLID WASTE MANAGEMENT	2292-5	12-12-2012	12-14-2012	THE HOME DEPOT #7129	120.47	CAD	120.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0835	COMMISSIONER TS OPER	5200	Home Supply Warehouse	WO# 296303	
SOLID WASTE MANAGEMENT	2294-5	12-14-2012	12-17-2012	THE HOME DEPOT #7078	43.56	CAD	43.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0810	INGRAM TS OPER	5200	Home Supply Warehouse	WO# 296303	
					168.54	CAD	168.54	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2285-6	12-06-2012	12-10-2012	NEW SABBY CONCRETE SUP	6.77	CAD	6.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0024	CD-AM-FAC-MONTGOMERY	1711	"Air Conditioning, Heating, and Plumbing"	1 BAG OF FIREPLACE MORTAR	
ECONOMIC DEVELOPMENT & CULTURE	2290-6	12-11-2012	12-13-2012	THE HOME DEPOT #7134	126.55	CAD	126.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5200	Home Supply Warehouse	*****	
					133.32	CAD	133.32	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2283-6	12-05-2012	12-07-2012	CDN TIRE STORE #00209	37.04	CAD	37.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0014	AS-PS-CDE-METRO HALL	5200	Home Supply Warehouse	CHAINS AND S HOOKS FOR DISPLAY AT SCC	
ECONOMIC DEVELOPMENT & CULTURE	2298-2	12-17-2012	12-19-2012	ARTS FOR CHILDREN AND	"1,000.00"	CAD	"1,000.00"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0014	AS-PS-CDE-METRO HALL	8398	"Organizations, Charitable and Social Ser"	PROGRAM FOR YOUTH IN EAST YORK	
ECONOMIC DEVELOPMENT & CULTURE	2300-6	12-19-2012	12-21-2012	CURRY'S - MARKHAM	138.55	CAD	138.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0014	AS-PS-CDE-METRO HALL	5970	"Artist Supply Stores, Craft Shops"	MURAL PANELS AND BOARDS FOR MURAL PROGRAM	
					"1,175.59"	CAD	"1,175.59"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2302-8	12-21-2012	12-24-2012	CURRY'S HEAD OFFICE	673.48	CAD	673.48	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0005	AS-PR-PRS-SCARCC	5970	"Artist Supply Stores, Craft Shops"	DRYING RACKS FOR ARTWORK	
					673.48	CAD	673.48	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2292-6	12-11-2012	12-14-2012	LAMIN-8 SERVICES INC.	311.16	CAD	311.16	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	ED0170	ECONOMIC DEVELOPMENT	7338	"Quick Copy, Reproduction, and Blueprinti"	MOUNTING EDC PROMOTIONAL MATERIAL	
					311.16	CAD	311.16	CAD								
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	2273-7	11-30-2012	12-03-2012	EB *CITIZEN ENGAGEMENT	-16.89	CAD	-16.89	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	WE0007	COMMUNICATIONS	7399	Business Services - Not Elsewhere Classi	CONFERENCE REGISTRATION-EVENT CONCELLED	
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	2299-5	12-18-2012	12-20-2012	ST. PAULS ANGLICAN CHU	708.13	CAD	708.13	CAD	4590	RENTAL - OTHER	TP0291	TR OP MGMT & OH-D1	5969	Direct Marketing - Other Direct Marketer	ROOM RENTAL - BELTLINE TRAIL STUDY	
