Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	4516-2	2017-04-13	2017-04-17	METRO #720	29.96	CAD	29.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	BUTTER	
ECONOMIC DEVELOPMENT & CULTURE	4522-1	2017-04-19	2017-04-20	THE BUTLER DID IT	"1,079.15"	CAD	"1,079.15"	CAD	4995	OTHER EXPENSES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	6211	Securities - Brokers/Dealers	CHEF AND SERVERS	
ECONOMIC DEVELOPMENT & CULTURE	4526-2	2017-04-21	2017-04-24	METRO #720	87.58	CAD	87.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"FLOUR, PORK, CHICKEN, CABBAGE, TURNIPS, MILK, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	4526-3	2017-04-20	2017-04-24	FRESHCO #9781	50.57	CAD	50.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"EGGS, BUTTER"	
ECONOMIC DEVELOPMENT & CULTURE	4530-3	2017-04-25	2017-04-26	FRESHCO #9781	34.49	CAD	34.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"RHUBARB, CREAM, EGGS"	
					"2,626.80"	CAD	"2,626.80"	CAD								
FIRE SERVICES	4508-4	2017-04-06	2017-04-10	CDN TIRE STORE #00030	83.29	CAD	83.29	CAD	2082	HEALTH & SAFETY SUPPLIES	FR0035	CHEMICAL BIOLOG RADIOLOG NUCLEAER RESP	5200	Home Supply Warehouse	CLEANING PRODCUTS FOR AIR MONITOR TRAINING	
FIRE SERVICES	4510-1	2017-04-10	2017-04-11	CEDARBRAE POOLS COLTD	14.68	CAD	14.68	CAD	2082	HEALTH & SAFETY SUPPLIES	FR0035	CHEMICAL BIOLOG RADIOLOG NUCLEAER RESP	5996	Swimming Pools - Sales and Supplies	CHEMICALS FOR AIR MONITOR TRAINING	
FIRE SERVICES	4512-2	2017-04-10	2017-04-12	CDN TIRE STORE #00030	6.77	CAD	6.77	CAD	2082	HEALTH & SAFETY SUPPLIES	FR0035	CHEMICAL BIOLOG RADIOLOG NUCLEAER RESP	5200	Home Supply Warehouse	CHEMICALS FOR AIR MONITOR TRAINING	
					104.74	CAD	104.74	CAD								
TRANSPORTATION SERVICES 	4523-1	2017-04-20	2017-04-21	PAYPAL *TWEETYMAIL	6.94	CAD	6.94	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4523-2	2017-04-20	2017-04-21	PAYPAL *TWEETYMAIL	6.94	CAD	6.94	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4523-3	2017-04-20	2017-04-21	PAYPAL *TWEETYMAIL	6.94	CAD	6.94	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4523-4	2017-04-20	2017-04-21	PAYPAL *TWEETYMAIL	6.94	CAD	6.94	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4533-1	2017-04-28	2017-04-28	AMAZON *MARKETPLCE CA	33.58	CAD	33.58	CAD	2090	GRAPHIC DESIGN SUPPLIES	TP0204	TRANSPORTATION SIGN SHOP OPERATION	4816	Computer Network/Information Services	FOAM TIP CLEANING SWABS FOR INKJET (SIGN SHOP)	
					61.34	CAD	61.34	CAD								
"PARKS, FORESTRY & RECREATION"	4519-1	2017-04-18	2017-04-19	NO FRILL'S #1306	122.10	CAD	122.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS - FASHION SHOW	
"PARKS, FORESTRY & RECREATION"	4522-2	2017-04-19	2017-04-20	NO FRILL'S #1306	24.67	CAD	24.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS - FASHION SHOW	
"PARKS, FORESTRY & RECREATION"	4523-5	2017-04-20	2017-04-21	NO FRILL'S #1306	143.89	CAD	143.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS - GAMES NIGHT	
"PARKS, FORESTRY & RECREATION"	4523-6	2017-04-20	2017-04-21	DOLLAR TREE CANADA STO	46.61	CAD	46.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08495	HORNER SENIORS-PRGM SUPPORT	5331	Variety Stores	"DRYING MATS, SPONGES, STAKES"	
					337.27	CAD	337.27	CAD								
EMPLOYMENT & SOCIAL SERVICES	4519-2	2017-04-19	2017-04-19	ULINE	169.83	CAD	169.83	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	C01204	KENNEDY -ADMIN	5964	Direct Marketing - Catalog Merchants	LABELS FOR QUICK RESPONSE	
EMPLOYMENT & SOCIAL SERVICES	4519-3	2017-04-19	2017-04-19	ULINE	200.00	CAD	200.00	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	C01204	KENNEDY -ADMIN	5964	Direct Marketing - Catalog Merchants	"**MORE**  1 1/8X3.5"" WHITE LABEL 2RL/BX"	
EMPLOYMENT & SOCIAL SERVICES	4523-7	2017-04-20	2017-04-21	CORPORATE EXPRESS	21.80	CAD	21.80	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	C01204	KENNEDY -ADMIN	5943	"Office, School Supply, and Stationery St"	LABELS FOR QUICK RESPONSE	
					391.63	CAD	391.63	CAD								
"PARKS, FORESTRY & RECREATION"	4498-10	2017-03-31	2017-04-03	WAL-MART #1139	274.22	CAD	274.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	STORAGE BINS	
"PARKS, FORESTRY & RECREATION"	4498-11	2017-03-31	2017-04-03	WAL-MART #1139	56.16	CAD	56.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	PRIZES	
"PARKS, FORESTRY & RECREATION"	4510-2	2017-04-10	2017-04-11	IKEA NORTH YORK	505.17	CAD	505.17	CAD	2610	KITCHEN SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5712	"Equipment, Furniture, and Home Furnishin"	KITCHEN SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4512-3	2017-04-10	2017-04-12	WWW.CANADIANTIRE.CA	169.48	CAD	169.48	CAD	2610	KITCHEN SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5200	Home Supply Warehouse	KITCHEN CARTS	
"PARKS, FORESTRY & RECREATION"	4514-2	2017-04-12	2017-04-13	IKEA VAUGHAN	204.36	CAD	204.36	CAD	2610	KITCHEN SUPPLIES	P03753	AFTERSCHOOL REC CARE - ANTIBES CC	5712	"Equipment, Furniture, and Home Furnishin"	KITCHEN SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4526-4	2017-04-21	2017-04-24	WAL-MART #1139	225.90	CAD	225.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	A & I BACKPACKS	
"PARKS, FORESTRY & RECREATION"	4526-5	2017-04-21	2017-04-24	WAL-MART #1139	88.14	CAD	88.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	STORAGE BINS	
"PARKS, FORESTRY & RECREATION"	4526-6	2017-04-21	2017-04-24	WAL-MART #1139	67.59	CAD	67.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	"SNORKEL, VINEGAR, BAKING SODA"	
"PARKS, FORESTRY & RECREATION"	4530-4	2017-04-24	2017-04-26	CDN TIRE STORE #00019	264.08	CAD	264.08	CAD	2610	KITCHEN SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5200	Home Supply Warehouse	BAKING SHEETS	
"PARKS, FORESTRY & RECREATION"	4530-5	2017-04-25	2017-04-26	BEST BUY #965	"1,184.39"	CAD	"1,184.39"	CAD	3032	M & E - PHOTOGRAPHIC	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5732	Electronic Sales	CAMERAS FOR CLASP	
"PARKS, FORESTRY & RECREATION"	4530-6	2017-04-25	2017-04-26	WWW COSTCO CA	"1,355.96"	CAD	"1,355.96"	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5399	Miscellaneous General Merchandise	STORAGE CABINETS	
"PARKS, FORESTRY & RECREATION"	4532-1	2017-04-25	2017-04-27	YOUR DOLLAR STORE WITH	50.85	CAD	50.85	CAD	2610	KITCHEN SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5999	Miscellaneous and Specialty Retail Store	MEASURING CUPS	
"PARKS, FORESTRY & RECREATION"	4532-2	2017-04-25	2017-04-27	WALMART.CA	"1,239.27"	CAD	"1,239.27"	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5310	Discount Stores	STORAGE BINS	
					"5,685.57"	CAD	"5,685.57"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4530-7	2017-04-25	2017-04-26	LEE VALLEY - DOWNTOWN	42.83	CAD	42.83	CAD	2710	GENERAL HARDWARE	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5072	Hardware Equipment and Supplies	CUP WASHERS AND BUNDLING TAPE	
					42.83	CAD	42.83	CAD								
LONG TERM CARE HOMES & SERVICES	4522-3	2017-04-19	2017-04-20	PAYPAL *HEALTHCONFE	153.00	CAD	153.00	CAD	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	8999	Professional Services - Not Elsewhere Cl	END OF LIFE CONFERENCE	
LONG TERM CARE HOMES & SERVICES	4523-8	2017-04-19	2017-04-21	ONTARIO MULTIFAITH COU	35.00	CAD	35.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	8398	"Organizations, Charitable and Social Ser"	RESOURCE FOR RESIDENTS' S&RC PROGRAMS	
LONG TERM CARE HOMES & SERVICES	4530-8	2017-04-25	2017-04-26	4IMPRINT	358.94	CAD	358.94	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5969	Direct Marketing - Other Direct Marketer	**MORE**  Volunteer Appreciation Supplies	
					546.94	CAD	546.94	CAD								
"PARKS, FORESTRY & RECREATION"	4498-12	2017-03-31	2017-04-03	FOOD BASICS #653	23.15	CAD	23.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11109	HERON PARK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	4498-13	2017-04-01	2017-04-03	STAPLES 426	41.75	CAD	41.75	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07689	HERON PARK-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	"MARKERS, HAND SANITIZERS"	
"PARKS, FORESTRY & RECREATION"	4502-1	2017-04-03	2017-04-04	BELL TV	81.13	CAD	81.13	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	SATELITE FOR YOUTH LOUNGE	
"PARKS, FORESTRY & RECREATION"	4519-4	2017-04-18	2017-04-19	RIZVI'S HOME HWRE #132	22.60	CAD	22.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07689	HERON PARK-PRGM SUPPORT	5251	Hardware Stores	TABLE TENNIS TABLE HARDWARE	
"PARKS, FORESTRY & RECREATION"	4532-3	2017-04-26	2017-04-27	MY TABLE TENNIS CLUB	"1,000.00"	CAD	"1,000.00"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07689	HERON PARK-PRGM SUPPORT	7997	"Clubs - Country Clubs, Membership (Athle"	NEW TABLE FOR HP CRC	
					"1,168.63"	CAD	"1,168.63"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4508-5	2017-04-07	2017-04-10	METRO #759	22.97	CAD	22.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"COFFEE, TEA & MILK FOR PROGRAM"	
ECONOMIC DEVELOPMENT & CULTURE	4519-5	2017-04-19	2017-04-19	PQC*PROQUEST NEWS ARCH	11.24	CAD	11.24	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0092	HS-MH-PROGRAM SUPPORT-MACKENZIE	5994	News Dealers and Newsstands	HISTORIC NEWSPAPER RESEARCH	
ECONOMIC DEVELOPMENT & CULTURE	4526-7	2017-04-21	2017-04-24	TINSOLDIERC	"1,401.20"	CAD	"1,401.20"	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RETAIL-MACKENZIE	5931	"Second Hand Stores, Used Merchandise Sto"	TOYS FOR RESALE	
					"1,435.41"	CAD	"1,435.41"	CAD								
"PARKS, FORESTRY & RECREATION"	4505-3	2017-04-05	2017-04-06	STAPLES STORE #15	28.97	CAD	28.97	CAD	3410	COMPUTERS - HARDWARE	P00430	N-EAST-WINTER MAINT	5943	"Office, School Supply, and Stationery St"	MOUSE	
"PARKS, FORESTRY & RECREATION"	4530-9	2017-04-25	2017-04-26	DIESEL EQUIPMENT LIMIT	"1,263.34"	CAD	"1,263.34"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00430	N-EAST-WINTER MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	DOORS	
					"1,292.31"	CAD	"1,292.31"	CAD								
TORONTO PARAMEDIC SERVICES	4498-14	2017-03-31	2017-04-03	EXCALIBUR THROPHIES	113.79	CAD	113.79	CAD	4786	RECOGNITION AWARDS	B33100	COMMUNICATION CENTRE OPERATIONS	5094	"Precious Stones and Metals, Watches and"	GLASS TROPHY & LASER ENGRAVING	
					113.79	CAD	113.79	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4533-2	2017-04-27	2017-04-28	LOBLAWS #1212	50.10	CAD	50.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5411	"Grocery Stores, Supermarkets"	"JAM, SUGAR, FOOD WRAPS, NAPKINS, SPRINKLES"	
					50.10	CAD	50.10	CAD								
"PARKS, FORESTRY & RECREATION"	4502-2	2017-04-03	2017-04-04	CAN GOLF SUPERINTENDEN	394.37	CAD	394.37	CAD	4760	MEMBERSHIP FEES	P07646	DON VALLEY-OPERATIONS	7997	"Clubs - Country Clubs, Membership (Athle"	MEMBERSHIP	
"PARKS, FORESTRY & RECREATION"	4503-5	2017-04-03	2017-04-05	ALLTURF LTD.	704.22	CAD	704.22	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	0780	Horticultural and Landscaping Services	GOLG COURSE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4514-3	2017-04-12	2017-04-13	SHERIDAN NURSERIES	293.78	CAD	293.78	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	PLANTER BOXES	
"PARKS, FORESTRY & RECREATION"	4516-3	2017-04-12	2017-04-17	CDN TIRE STORE #00192	44.31	CAD	44.31	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	ROPE	
"PARKS, FORESTRY & RECREATION"	4516-4	2017-04-13	2017-04-17	AVON SECURITY PRODUCTS	511.83	CAD	511.83	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P07646	DON VALLEY-OPERATIONS	5732	Electronic Sales	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4523-9	2017-04-20	2017-04-21	BENNETT EQUIPMENT SERV	214.70	CAD	214.70	CAD	4590	RENTAL - OTHER	P07646	DON VALLEY-OPERATIONS	5599	"Miscellaneous Automotive, Aircraft, and"	RENTAL	
"PARKS, FORESTRY & RECREATION"	4526-8	2017-04-21	2017-04-24	BRETT YOUNG	"1,196.00"	CAD	"1,196.00"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	0763	Agricultural Cooperatives	FUNGICIDE	
"PARKS, FORESTRY & RECREATION"	4530-10	2017-04-25	2017-04-26	SHERIDAN NURSERIES	293.78	CAD	293.78	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	PLANTER BOXES	
					"3,652.99"	CAD	"3,652.99"	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4503-6	2017-04-04	2017-04-05	WWW COSTCO CA	847.49	CAD	847.49	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01527	TORONTO PLAZA HOTEL BIRKDALE RES	5399	Miscellaneous General Merchandise	SAFE FOR  TORONTO PLAZA PROGRAM	
