Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	4546-2	2017-05-04	2017-05-08	SOBEYS 718        QPS	18.95	CAD	18.95	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0114	HS-MH-RETAIL-TODMORDEN	5411	"Grocery Stores, Supermarkets"	TEAS FOR CONCESSION	
ECONOMIC DEVELOPMENT & CULTURE	4553-2	2017-05-11	2017-05-12	ROB'S NO FRILLS STORE	23.99	CAD	23.99	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0114	HS-MH-RETAIL-TODMORDEN	5411	"Grocery Stores, Supermarkets"	COFFEE AND MILK FOR CONCESSION	
ECONOMIC DEVELOPMENT & CULTURE	4562-1	2017-05-15	2017-05-17	SHOPPERS DRUG MART0806	6.99	CAD	6.99	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0114	HS-MH-RETAIL-TODMORDEN	5912	"Drug Stores, Pharmacies"	COFFEE FOR GIFT SHOP	
ECONOMIC DEVELOPMENT & CULTURE	4562-2	2017-05-16	2017-05-17	YORKVILLE POP ART	73.45	CAD	73.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0141	HS-MH-RENTAL-TODMORDEN	5970	"Artist Supply Stores, Craft Shops"	GLASS REPLACEMENT FOR FRAMING	
ECONOMIC DEVELOPMENT & CULTURE	4566-1	2017-05-17	2017-05-19	SOBEYS 718        QPS	15.92	CAD	15.92	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0114	HS-MH-RETAIL-TODMORDEN	5411	"Grocery Stores, Supermarkets"	WATER FOR CONCESSION	
ECONOMIC DEVELOPMENT & CULTURE	4574-1	2017-05-25	2017-05-26	ROB'S NO FRILLS STORE	5.16	CAD	5.16	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0114	HS-MH-RETAIL-TODMORDEN	5411	"Grocery Stores, Supermarkets"	MILK FOR CONCESSION	
ECONOMIC DEVELOPMENT & CULTURE	4578-1	2017-05-27	2017-05-30	PAUL HAHN AND COMPANY	142.00	CAD	142.00	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0141	HS-MH-RENTAL-TODMORDEN	5733	"Music Stores - Musical Instruments, Pian"	PIANO TUNING	
					978.55	CAD	978.55	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4535-3	2017-04-28	2017-05-01	LOBLAWS 4.2	12.42	CAD	12.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	BREAD	
ECONOMIC DEVELOPMENT & CULTURE	4539-5	2017-05-02	2017-05-03	FRESHCO #9781	8.87	CAD	8.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"COCONUT, DATES"	
ECONOMIC DEVELOPMENT & CULTURE	4546-3	2017-05-05	2017-05-08	LOBLAWS 4.2	23.15	CAD	23.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"COFFEE, BREAD"	
ECONOMIC DEVELOPMENT & CULTURE	4559-1	2017-05-12	2017-05-15	LOBLAWS 4.2	13.18	CAD	13.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	WHIPPING CREAM	
ECONOMIC DEVELOPMENT & CULTURE	4559-2	2017-05-12	2017-05-15	METRO #720	25.02	CAD	25.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"GREEN TEA, PINEAPPLE"	
ECONOMIC DEVELOPMENT & CULTURE	4561-1	2017-05-12	2017-05-16	CDN TIRE STORE #00273	136.09	CAD	136.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5200	Home Supply Warehouse	"STORAGE CONTAINERS, BAKING TRAYS, HANDMIXER, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	4565-1	2017-05-17	2017-05-18	FRESHCO #9781	14.86	CAD	14.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"WHIPPING CREAM, STRAWBERRIES, PLASTIC BAGS"	
ECONOMIC DEVELOPMENT & CULTURE	4574-2	2017-05-25	2017-05-26	BULK BARN	87.08	CAD	87.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"ALLSPICE, CANDIED GINGER, WHOLE BLANCHED ALMONDS"	
ECONOMIC DEVELOPMENT & CULTURE	4574-3	2017-05-25	2017-05-26	BULK BARN	6.75	CAD	6.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	MIXED PEEL	
ECONOMIC DEVELOPMENT & CULTURE	4574-4	2017-05-24	2017-05-26	SOBEYS 938        QPS	20.16	CAD	20.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"WHIPPING CREAM, STRAWBERRIES"	
ECONOMIC DEVELOPMENT & CULTURE	4576-2	2017-05-26	2017-05-29	METRO #720	86.10	CAD	86.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"BAKING POWDER, ROSEMARY, WHIPPING CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	4580-1	2017-05-30	2017-05-31	FRESHCO #9781	14.05	CAD	14.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"BAMBOO SKEWERS, EGGS, COCONUT"	
					447.73	CAD	447.73	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4544-3	2017-05-03	2017-05-05	EXPO CANADA FRANCE	10.00	CAD	10.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0169	LP-SUPP PROG-TYBH JOB CREATION	7399	Business Services - Not Elsewhere Classi	ADMISSION FEE	
ECONOMIC DEVELOPMENT & CULTURE	4550-2	2017-05-09	2017-05-10	STAPLES STORE #25	76.73	CAD	76.73	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	ED0169	LP-SUPP PROG-TYBH JOB CREATION	5943	"Office, School Supply, and Stationery St"	POSTCARDS PRINTING	
ECONOMIC DEVELOPMENT & CULTURE	4574-5	2017-05-25	2017-05-26	STAPLES STORE #12	32.71	CAD	32.71	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	ED0169	LP-SUPP PROG-TYBH JOB CREATION	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLES	
					119.44	CAD	119.44	CAD								
"PARKS, FORESTRY & RECREATION"	4544-4	2017-05-04	2017-05-05	NO FRILL'S #1306	180.84	CAD	180.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"TUNA, FRUITS, BUTTER, MILK"	
"PARKS, FORESTRY & RECREATION"	4566-2	2017-05-18	2017-05-19	SHOPPERSDRUGMART0903	15.42	CAD	15.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5912	"Drug Stores, Pharmacies"	CANDIES	
"PARKS, FORESTRY & RECREATION"	4574-6	2017-05-24	2017-05-26	WAL-MART # 3031	142.34	CAD	142.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5310	Discount Stores	FOOD ITEMS	
"PARKS, FORESTRY & RECREATION"	4574-7	2017-05-24	2017-05-26	WAL-MART # 3031	35.10	CAD	35.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5310	Discount Stores	FOOD ITEMS	
"PARKS, FORESTRY & RECREATION"	4574-8	2017-05-25	2017-05-26	DOLLAR TREE CANADA STO	19.78	CAD	19.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08495	HORNER SENIORS-PRGM SUPPORT	5331	Variety Stores	SUMMER BBQ SUPPLIES	
					393.48	CAD	393.48	CAD								
EMPLOYMENT & SOCIAL SERVICES	4543-3	2017-05-02	2017-05-04	CDN TIRE STORE #00030	54.15	CAD	54.15	CAD	4995	OTHER EXPENSES	C01233	APPLICATION CENTRE	5200	Home Supply Warehouse	"FLASHLIGHTS,DISH SPONGES,CHAIR LUBRICANT,H&S SUPPL"	
EMPLOYMENT & SOCIAL SERVICES	4559-3	2017-05-12	2017-05-15	THE ORIGINAL FLAG STOR	21.19	CAD	21.19	CAD	4995	OTHER EXPENSES	C01233	APPLICATION CENTRE	7399	Business Services - Not Elsewhere Classi	"75 - 4""X6"" CANADIAN FLAGS FOR RECOGNITION EVENT"	
EMPLOYMENT & SOCIAL SERVICES	4561-2	2017-05-15	2017-05-16	COSTCO WHOLESALE W537	62.93	CAD	62.93	CAD	4820	BUSINESS MEETING EXPENSES	C01233	APPLICATION CENTRE	5300	Wholesale Clubs	BELGIAN WAFFLES FOR STAFF RECOGNITION EVENT MAY19	
EMPLOYMENT & SOCIAL SERVICES	4561-3	2017-05-15	2017-05-16	COSTCO BUSINESS CENTER	29.87	CAD	29.87	CAD	4820	BUSINESS MEETING EXPENSES	C01233	APPLICATION CENTRE	5300	Wholesale Clubs	"STRAWBERRIES,CREAM,CANTALOPE-STAFF RECOG MAY19/17"	
EMPLOYMENT & SOCIAL SERVICES	4562-3	2017-05-15	2017-05-17	YOUR DOLLAR STORE WITH	24.86	CAD	24.86	CAD	4995	OTHER EXPENSES	C01233	APPLICATION CENTRE	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR EMPLOYEE RECOGNITION EVENT MAY19/17	
EMPLOYMENT & SOCIAL SERVICES	4562-4	2017-05-15	2017-05-17	WAL-MART #3159	5.51	CAD	5.51	CAD	4995	OTHER EXPENSES	C01233	APPLICATION CENTRE	5411	"Grocery Stores, Supermarkets"	MASKING TAPE	
EMPLOYMENT & SOCIAL SERVICES	4565-2	2017-05-17	2017-05-18	RCSS 1077	15.96	CAD	15.96	CAD	4820	BUSINESS MEETING EXPENSES	C01233	APPLICATION CENTRE	5411	"Grocery Stores, Supermarkets"	3 CARTONS JUICE-STAFF RECOGNITION EVENT MAY19/17	
EMPLOYMENT & SOCIAL SERVICES	4566-3	2017-05-18	2017-05-19	RCSS 1077	113.61	CAD	113.61	CAD	4820	BUSINESS MEETING EXPENSES	C01233	APPLICATION CENTRE	5411	"Grocery Stores, Supermarkets"	"BAGELS,CREAM CHEESE&ASSORT FRUIT-STAFF RECOG MAY19"	
					328.08	CAD	328.08	CAD								
TORONTO WATER	4544-5	2017-05-04	2017-05-05	SHOPPERS DRUG MART # 8	36.31	CAD	36.31	CAD	4815	COURIER SERVICES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9402	Postal Services - Government Only	POSTAGE	
					36.31	CAD	36.31	CAD								
"PARKS, FORESTRY & RECREATION"	4543-4	2017-05-03	2017-05-04	DOLLAR TREE CANADA STO	24.01	CAD	24.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13292	AFTERSCHOOL REC CARE-ST. ELIZABETH SETON	5331	Variety Stores	CUSHION WRAPS	
"PARKS, FORESTRY & RECREATION"	4543-5	2017-05-03	2017-05-04	DOLLAR TREE CANADA STO	26.84	CAD	26.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01217	AFTERSCHOOL REC CARE - ELLESMERE STATTON	5331	Variety Stores	"MINI PLANTERS, WATER CANS"	
"PARKS, FORESTRY & RECREATION"	4543-6	2017-05-03	2017-05-04	DOLLAR TREE CANADA STO	5.65	CAD	5.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01217	AFTERSCHOOL REC CARE - ELLESMERE STATTON	5331	Variety Stores	RUBBER BANDS	
"PARKS, FORESTRY & RECREATION"	4543-7	2017-05-03	2017-05-04	RCSS WESTON 2800	49.52	CAD	49.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	"DISH, SPONGES"	
"PARKS, FORESTRY & RECREATION"	4543-8	2017-05-03	2017-05-04	RCSS WESTON 2800	37.62	CAD	37.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01319	AFTERSCHOOL REC CARE - LORD ROBERTS	5411	"Grocery Stores, Supermarkets"	"CORNSTARCH, BALLONS"	
"PARKS, FORESTRY & RECREATION"	4580-2	2017-05-30	2017-05-31	PARTY CITY #2008	154.61	CAD	154.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13581	QA HIGH FIVE PROGRAM	5947	"Card, Gift, Novelty, and Souvenir Shops"	"PINATAS, BALLS, TROPHY CUPS"	
"PARKS, FORESTRY & RECREATION"	4580-3	2017-05-30	2017-05-31	METRO #493	16.91	CAD	16.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13581	QA HIGH FIVE PROGRAM	5411	"Grocery Stores, Supermarkets"	APPLE JUICE	
					315.16	CAD	315.16	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4578-2	2017-05-29	2017-05-30	DOWNTOWN LUMBER	13.56	CAD	13.56	CAD	2710	GENERAL HARDWARE	AH0082	HS-MH-EXHIBITIONS-YORK MUSEU	5251	Hardware Stores	GLASS FOR PICTURE FRAME	
					13.56	CAD	13.56	CAD								
"PARKS, FORESTRY & RECREATION"	4539-6	2017-05-02	2017-05-03	BELL TV	81.13	CAD	81.13	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	SATELITE FOR YOUTH LOUNGE	
"PARKS, FORESTRY & RECREATION"	4574-9	2017-05-24	2017-05-26	CDN TIRE STORE #00280	115.19	CAD	115.19	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07689	HERON PARK-PRGM SUPPORT	5200	Home Supply Warehouse	BASKETBALL NETS	
					196.32	CAD	196.32	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4553-3	2017-05-11	2017-05-12	METRO #759	49.48	CAD	49.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	BAKING SUPPLIES	
					49.48	CAD	49.48	CAD								
"PARKS, FORESTRY & RECREATION"	4565-3	2017-05-16	2017-05-18	THE HOME DEPOT #7012	285.12	CAD	285.12	CAD	3099	GENERAL EQUIPMENT	P12542	EAST YORK CURLING-SPEC FACILITIES-OPS	5200	Home Supply Warehouse	**MORE**  2X4X92 5/8.	
					285.12	CAD	285.12	CAD								
"PARKS, FORESTRY & RECREATION"	4535-4	2017-04-27	2017-05-01	THE HOME DEPOT CANADA	501.72	CAD	501.72	CAD	3015	M & E - GROUNDS	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	SHEARS	
"PARKS, FORESTRY & RECREATION"	4535-5	2017-04-28	2017-05-01	BRETT YOUNG	"2,938.00"	CAD	"2,938.00"	CAD	2715	PAINT SUPPLIES	P00409	N-EAST1-TURF&HORT	0763	Agricultural Cooperatives	SPORTS FIELD PAINT	
"PARKS, FORESTRY & RECREATION"	4553-4	2017-05-12	2017-05-12	SIMPLEXGRINNELL	"1,904.05"	CAD	"1,904.05"	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5099	Durable Goods Not Elsewhere Classified	PUNCH CLOCK	
"PARKS, FORESTRY & RECREATION"	4559-4	2017-05-11	2017-05-15	THE HOME DEPOT CANADA	-501.72	CAD	-501.72	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	REFUND	
"PARKS, FORESTRY & RECREATION"	4580-4	2017-05-23	2017-05-31	BRETT YOUNG	-11.30	CAD	-11.30	CAD	2715	PAINT SUPPLIES	P00409	N-EAST1-TURF&HORT	0763	Agricultural Cooperatives	REFUND	
					"4,830.75"	CAD	"4,830.75"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4546-4	2017-05-05	2017-05-08	LOBLAWS #1212	10.24	CAD	10.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5411	"Grocery Stores, Supermarkets"	"CONDENSED MILK, LEMON, SUNLIGHT"	
					10.24	CAD	10.24	CAD								
"PARKS, FORESTRY & RECREATION"	4543-9	2017-05-03	2017-05-04	PAYPAL *OWENSCONSTR	"1,525.50"	CAD	"1,525.50"	CAD	4407	CONTRACTED SERVICES - BUILDINGS	P07646	DON VALLEY-OPERATIONS	1520	General Contractors - Residential and Co	REPAIR TO FENCE	
"PARKS, FORESTRY & RECREATION"	4543-10	2017-05-03	2017-05-04	TURF CANADA	"1,072.37"	CAD	"1,072.37"	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P07646	DON VALLEY-OPERATIONS	5998	Tent & Awning Shops	FERTILIZER SPREADER	
"PARKS, FORESTRY & RECREATION"	4546-5	2017-05-04	2017-05-08	ALLTURF LTD.	"1,146.27"	CAD	"1,146.27"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	0780	Horticultural and Landscaping Services	GOLF COURSE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4553-5	2017-05-11	2017-05-12	CORPORATE EXPRESS	73.11	CAD	73.11	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07646	DON VALLEY-OPERATIONS	5943	"Office, School Supply, and Stationery St"	BINDERS	
"PARKS, FORESTRY & RECREATION"	4561-4	2017-05-15	2017-05-16	BENNETT EQUIPMENT SERV	214.70	CAD	214.70	CAD	4510	RENTAL OF VEHICLES AND EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5599	"Miscellaneous Automotive, Aircraft, and"	RENTAL OF GOLF CARTS	
"PARKS, FORESTRY & RECREATION"	4569-2	2017-05-19	2017-05-23	TURF CANADA	562.74	CAD	562.74	CAD	2470	FERTILIZERS	P07646	DON VALLEY-OPERATIONS	5998	Tent & Awning Shops	LIQUID FERTILIZER	
					"4,594.69"	CAD	"4,594.69"	CAD								
TORONTO PARAMEDIC SERVICES	4559-5	2017-05-11	2017-05-15	INTERNATIONAL PLAZA HO	14.00	CAD	14.00	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING	
TORONTO PARAMEDIC SERVICES	4561-5	2017-05-15	2017-05-16	PARKING AUTHORITYOFTOR	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMMUNICATION CENTRE OPERATIONS	9399	Government Services - Not Elsewhere Clas	PARKING	
					32.00	CAD	32.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4537-2	2017-05-01	2017-05-02	GOPARK MANAGEMENT (ONT	17.00	CAD	17.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	4543-11	2017-05-03	2017-05-04	GOPARK MGT.(ON) LOT 12	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	4544-6	2017-05-04	2017-05-05	PARKING AUTHORITYOFTOR	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	4552-1	2017-05-10	2017-05-11	PARKING AUTHORITYOFTOR	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING	
