Division	Batch-Transaction ID	Transaction Date	Card Posting Date	Merchant Name	Transaction Amount	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type (MCC)	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5148-79	2018-12-19	2018-12-20	THE HOME DEPOT #7107	131.29	CAD	131.29	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  11/2POOLSPA
					119.88	CAD	119.88	CAD							
FACILITIES MANAGEMENT	5136-70	2018-12-03	2018-12-04	ONTBELTING  POWER TRAN	230.37	CAD	230.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61480865	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5136-71	2018-12-04	2018-12-04	LENNOX CANADA INC	194.44	CAD	194.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61480865	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	PARTS RECEIPT
FACILITIES MANAGEMENT	5147-31	2018-12-19	2018-12-19	SQ *SQ *HTS ENGINEERIN	125.92	CAD	125.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61478596	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5499	Miscellaneous Food Stores - Convenience	PARTS RECEIPT
FACILITIES MANAGEMENT	5147-32	2018-12-19	2018-12-19	SQ *SQ *HTS ENGINEERIN	301.71	CAD	301.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61485683	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5499	Miscellaneous Food Stores - Convenience	PARTS RECEIPT
FACILITIES MANAGEMENT	5147-33	2018-12-19	2018-12-19	SQ *SQ *HTS ENGINEERIN	360.06	CAD	360.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61485918	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5499	Miscellaneous Food Stores - Convenience	PARTS RECEIPT
FACILITIES MANAGEMENT	5148-80	2018-12-21	2018-12-21	THE MASTER GROUP CRANF	37.31	CAD	37.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61485918	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
					"1,249.81"	CAD	"1,249.81"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5142-49	2018-12-12	2018-12-12	ABOVEGROUND ENTERPRISE	"1,105.47"	CAD	"1,105.47"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	7333	"Commercial Art, Graphics, Photography"	"GLUE, MURAL PAPER, PAINT, CONSTRUCTION PAPER"
ECONOMIC DEVELOPMENT & CULTURE	5143-102	2018-12-14	2018-12-14	ABOVEGROUND ENTERPRISE	209.84	CAD	209.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	7333	"Commercial Art, Graphics, Photography"	"PANELS, CHARCOAL"
ECONOMIC DEVELOPMENT & CULTURE	5144-27	2018-12-16	2018-12-16	BRICKS 4 KIDZ - BEACHE	474.60	CAD	474.60	CAD	4085	PROF & TECH-MGMT	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	8299	Educational Services	PROGRAM
ECONOMIC DEVELOPMENT & CULTURE	5146-34	2018-12-17	2018-12-18	CDN TIRE STORE #00175	101.73	CAD	101.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5200	Home Supply Warehouse	"COAT RACK, LIGHTBULBS"
					"1,891.64"	CAD	"1,891.64"	CAD							
FIRE SERVICES	5133-32	2018-12-02	2018-12-02	LOWES #03096*	16.70	CAD	16.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5200	Home Supply Warehouse	**MORE**  1/4  DUAL AIR CHUCK
FIRE SERVICES	5136-72	2018-12-03	2018-12-04	MTO RUS-SO NORTH YORK	299.00	CAD	299.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	"REPLACE PLATES, OBTAIN LICENCE PLATE STICKER"
FIRE SERVICES	5137-58	2018-12-04	2018-12-05	MTO RUS-SO NORTH YORK	"19,177.50"	CAD	"19,177.50"	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	TFS FLEET LICENCE PLATE RENEWAL STICKERS
FIRE SERVICES	5138-112	2018-12-06	2018-12-06	MTO RUS-SO NORTH YORK	59.00	CAD	59.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	LICENCE PLATE REPLACEMENT
FIRE SERVICES	5141-48	2018-12-11	2018-12-11	YORKDALE TOYOTA PARTS	104.95	CAD	104.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5511	"Automobile and Truck Dealers - Sales, Se"	LIGHT BULBS FOR TOYOTA HYLANDERS
FIRE SERVICES	5142-50	2018-12-11	2018-12-12	MTO RUS-SO NORTH YORK	240.00	CAD	240.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	FLEET LICENCE PLATE RENEWAL STICKER
					"19,897.15"	CAD	"19,897.15"	CAD							
"PARKS, FORESTRY & RECREATION"	5138-166	2018-12-06	2018-12-06	CENTENNIAL PLUMBING SU	110.16	CAD	110.16	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	TEST PLUGS
"PARKS, FORESTRY & RECREATION"	5138-167	2018-12-06	2018-12-06	NOBLE 1038	308.16	CAD	308.16	CAD	2535	PLUMBING SUPPLIES	P06764	FAIRBANK-OPERATIONS	5251	Hardware Stores	TOILET FIXTURE
"PARKS, FORESTRY & RECREATION"	5143-140	2018-12-14	2018-12-14	NOBLE 1038	203.33	CAD	203.33	CAD	2535	PLUMBING SUPPLIES	P06685	EARL BALES CC-OPERATIONS	5251	Hardware Stores	ABS
"PARKS, FORESTRY & RECREATION"	5145-55	2018-12-17	2018-12-17	NOBLE 1038	368.66	CAD	368.66	CAD	2535	PLUMBING SUPPLIES	P03035	HC CARNEGIE-CENTENNIAL - OPERATIONS	5251	Hardware Stores	HC TOILET
"PARKS, FORESTRY & RECREATION"	5147-63	2018-12-19	2018-12-19	NOBLE 1039	41.20	CAD	41.20	CAD	2535	PLUMBING SUPPLIES	P07705	ORIOLE CC-OPERATIONS	5251	Hardware Stores	"3/4"" CHECK VALVES"
"PARKS, FORESTRY & RECREATION"	5148-127	2018-12-17	2018-12-20	EMCO WATERWORKS MISS #	531.10	CAD	531.10	CAD	2535	PLUMBING SUPPLIES	P06685	EARL BALES CC-OPERATIONS	5074	Plumbing and Heating Equipment	FERN COUPLING
"PARKS, FORESTRY & RECREATION"	5148-128	2018-12-19	2018-12-20	THE HOME DEPOT #7073	84.69	CAD	84.69	CAD	2535	PLUMBING SUPPLIES	P00408	N-EAST-TURF&HORT	5200	Home Supply Warehouse	**MORE**  3/8X4TAPN 10
"PARKS, FORESTRY & RECREATION"	5148-129	2018-12-21	2018-12-21	NOBLE 1038	7.63	CAD	7.63	CAD	2535	PLUMBING SUPPLIES	P06685	EARL BALES CC-OPERATIONS	5251	Hardware Stores	ABS ELBOW
"PARKS, FORESTRY & RECREATION"	5148-130	2018-12-20	2018-12-20	NOBLE 1038	190.88	CAD	190.88	CAD	2535	PLUMBING SUPPLIES	P07701	GOULDING CC-OPERATIONS	5251	Hardware Stores	"1"" TEE, PLUG"
"PARKS, FORESTRY & RECREATION"	5150-35	2018-12-24	2018-12-26	NOBLE 1038	120.84	CAD	120.84	CAD	2535	PLUMBING SUPPLIES	P10908	NY SKI CENTRE-OPERATIONS	5251	Hardware Stores	ICE MAKER MATERIAL
"PARKS, FORESTRY & RECREATION"	5151-41	2018-12-27	2018-12-27	THE HOME DEPOT #7129	23.28	CAD	23.28	CAD	2535	PLUMBING SUPPLIES	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	**MORE**  1/4 ODXFLARE
"PARKS, FORESTRY & RECREATION"	5151-42	2018-12-27	2018-12-27	NOBLE 1038	38.78	CAD	38.78	CAD	2535	PLUMBING SUPPLIES	P06685	EARL BALES CC-OPERATIONS	5251	Hardware Stores	"3"" MJ COUPLING"
					"2,028.71"	CAD	"2,028.71"	CAD							
MUNICIPAL LICENSING & STANDARDS	5141-83	2018-12-11	2018-12-11	CUSTOM ART CONCEPTS	"1,332.97"	CAD	"1,332.97"	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5971	Art Dealers and Galleries	EXECUTIVE DIRECTOR AWARDS
					"1,332.97"	CAD	"1,332.97"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5141-84	2018-12-12	2018-12-12	ULINE	779.86	CAD	779.86	CAD	2570	JANITORIAL SUPPLIES	AH0059	MH CUR 98 AA ADMINISTRATION	5964	Direct Marketing - Catalog Merchants	**MORE**  HVY DUTY WET MOP HEAD 16 OZ
ECONOMIC DEVELOPMENT & CULTURE	5146-59	2018-12-18	2018-12-18	WADDINGTONS CA	339.00	CAD	339.00	CAD	4085	PROF & TECH-MGMT	AH0059	MH CUR 98 AA ADMINISTRATION	8999	Professional Services - Not Elsewhere Cl	APPRIASAL FEES - DONATIONS
ECONOMIC DEVELOPMENT & CULTURE	5148-131	2018-12-21	2018-12-21	THE JAPANESE PAPER PLA	386.46	CAD	386.46	CAD	2580	LABORATORY SUPPLIES	AH0059	MH CUR 98 AA ADMINISTRATION	5943	"Office, School Supply, and Stationery St"	"PASTE STRAINER, BLOTTERS"
ECONOMIC DEVELOPMENT & CULTURE	5148-132	2018-12-20	2018-12-20	SQ *SQ *GEORGE HILL &C	88.33	CAD	88.33	CAD	2580	LABORATORY SUPPLIES	AH0059	MH CUR 98 AA ADMINISTRATION	5399	Miscellaneous General Merchandise	"METAL RULER, SPIRAL PUNCH"
ECONOMIC DEVELOPMENT & CULTURE	5148-133	2018-12-21	2018-12-21	CCI-ICC	26.25	CAD	26.25	CAD	2580	LABORATORY SUPPLIES	AH0059	MH CUR 98 AA ADMINISTRATION	9399	Government Services - Not Elsewhere Clas	CCI TECHNICAL BULLETIN
ECONOMIC DEVELOPMENT & CULTURE	5148-134	2018-12-20	2018-12-20	CURRY S ART STORE	245.45	CAD	245.45	CAD	2580	LABORATORY SUPPLIES	AH0059	MH CUR 98 AA ADMINISTRATION	5970	"Artist Supply Stores, Craft Shops"	"WATERCOLOUR PAINTS, PALETTE PAD"
ECONOMIC DEVELOPMENT & CULTURE	5148-135	2018-12-20	2018-12-20	TENAQUIP LIMITEE	120.68	CAD	120.68	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	MH CUR 98 AA ADMINISTRATION	5085	Industrial Supplies Not Elsewhere Classi	"INDUSTRIAL SCISSORS, BATTERIES"
ECONOMIC DEVELOPMENT & CULTURE	5148-136	2018-12-21	2018-12-21	ULINE	130.37	CAD	130.37	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0059	MH CUR 98 AA ADMINISTRATION	5964	Direct Marketing - Catalog Merchants	SHIPPING CHARGES FOR RETURNED GOODS
ECONOMIC DEVELOPMENT & CULTURE	5148-137	2018-12-21	2018-12-21	ULINE	"2,141.32"	CAD	"2,141.32"	CAD	3099	GENERAL EQUIPMENT	AH0059	MH CUR 98 AA ADMINISTRATION	5964	Direct Marketing - Catalog Merchants	**MORE**  2X6  GRIDWALL PANELS - BLACK
ECONOMIC DEVELOPMENT & CULTURE	5150-36	2018-12-24	2018-12-26	HENRY S	55.37	CAD	55.37	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	AH0059	MH CUR 98 AA ADMINISTRATION	5946	Camera and Photographic Supply Stores	DIGITAL GREY CARDS
					"4,313.09"	CAD	"4,313.09"	CAD							
"PARKS, FORESTRY & RECREATION"	5138-168	2018-12-07	2018-12-07	DOLLARAMA #0986	24.07	CAD	24.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06663	BIRKDALE-PRGM SUPPORT	5310	Discount Stores	SUPPLIES FOR TRAINING & MEETING - WARD 37
"PARKS, FORESTRY & RECREATION"	5138-169	2018-12-06	2018-12-06	LOBLAW SUPERMARKET #10	29.85	CAD	29.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06663	BIRKDALE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	WARD 37 TRAINING AND MEETING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5140-55	2018-12-10	2018-12-10	DOLLARAMA # 881	7.06	CAD	7.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06663	BIRKDALE-PRGM SUPPORT	5310	Discount Stores	WARD 37 TRAINING AND MEETING SUPPLIES
					60.98	CAD	60.98	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5138-170	2018-12-07	2018-12-07	MR METAL(ETOBICOKE) IN	84.75	CAD	84.75	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	MH CUR 98 AA ADMINISTRATION	5051	Metal Service Centers and Offices	CUTTING SHELVES
ECONOMIC DEVELOPMENT & CULTURE	5143-141	2018-12-14	2018-12-14	AMJ CAMPBELL TORONTO	"1,260.42"	CAD	"1,260.42"	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0059	MH CUR 98 AA ADMINISTRATION	4214	"Motor Freight Carriers, Trucking - Local"	TRANSFER OF ARTIFACTS
					"1,345.17"	CAD	"1,345.17"	CAD							
"PARKS, FORESTRY & RECREATION"	5143-142	2018-12-13	2018-12-13	CDN TIRE STORE #00182	197.69	CAD	197.69	CAD	3099	GENERAL EQUIPMENT	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	BLOCK HEATER EXTENSION CORDS
"PARKS, FORESTRY & RECREATION"	5143-143	2018-12-12	2018-12-13	TERRAFIX GEOSYNTHETICS	501.91	CAD	501.91	CAD	2786	DRAINAGE MATERIAL	P00898	KIPLING YD-PARKS CONSTR	5085	Industrial Supplies Not Elsewhere Classi	"O-RING SOCK, COUPLERS, EXCAVATION CLOTH"
					699.60	CAD	699.60	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5147-67	2018-12-19	2018-12-19	ETSY.COM - CRAFTYBYNAT	23.65	CAD	23.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0057	MH MUS TODMORDEN MILLS PROGRAMMING	5699	Accessory  and Apparel Stores - Miscella	CLOTHES PATTERN FOR FATHER CHRISTMAS
ECONOMIC DEVELOPMENT & CULTURE	5148-138	2018-12-20	2018-12-20	ETSY.COM - CRAFTYBYNAT	-6.96	CAD	-6.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0057	MH MUS TODMORDEN MILLS PROGRAMMING	5699	Accessory  and Apparel Stores - Miscella	REFUND FOR SHIPPING OVERAGES
					16.69	CAD	16.69	CAD							
"PARKS, FORESTRY & RECREATION"	5134-63	2018-12-03	2018-12-03	BERNARDI BUILDING SUPP	104.32	CAD	104.32	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	TOOLS
"PARKS, FORESTRY & RECREATION"	5140-56	2018-12-10	2018-12-10	BERNARDI BUILDING SUPP	49.43	CAD	49.43	CAD	2780	CONCRETE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	CONCRETE MESH
"PARKS, FORESTRY & RECREATION"	5148-139	2018-12-20	2018-12-20	BERNARDI BUILDING SUPP	389.80	CAD	389.80	CAD	2780	CONCRETE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	CONCRETE INSULATION
					543.55	CAD	543.55	CAD							
MUNICIPAL LICENSING & STANDARDS	5136-117	2018-12-04	2018-12-04	REN S PETS DEPOT	"1,659.04"	CAD	"1,659.04"	CAD	2620	ANIMAL CARE SUPPLIES	PH5033	TAS NORTH REGION	5995	Pet Shops - Pet Food and Supplies	LEASHES
MUNICIPAL LICENSING & STANDARDS	5138-196	2018-12-04	2018-12-06	BENSON MEDICAL INDUSTR	109.16	CAD	109.16	CAD	2620	ANIMAL CARE SUPPLIES	PH5033	TAS NORTH REGION	5047	Laboratory/Medical/Dental/Ophthalmic Hos	DRUMP PUMP FOR ACCEL
MUNICIPAL LICENSING & STANDARDS	5145-66	2018-12-17	2018-12-17	AMZN MKTP CA*M26WP7OE2	"1,232.72"	CAD	"1,232.72"	CAD	2620	ANIMAL CARE SUPPLIES	PH5033	TAS NORTH REGION	4816	Computer Network/Information Services	DOG MUSIC THERAPY
MUNICIPAL LICENSING & STANDARDS	5150-44	2018-12-26	2018-12-26	AMZN MKTP CA*M21PH1281	"1,856.55"	CAD	"1,856.55"	CAD	2620	ANIMAL CARE SUPPLIES	PH5033	TAS NORTH REGION	4816	Computer Network/Information Services	ICALM CAT SPEAKERS
					"4,857.47"	CAD	"4,857.47"	CAD							
"PARKS, FORESTRY & RECREATION"	5138-197	2018-12-06	2018-12-06	ECOLAB CANADA	819.20	CAD	819.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07525	OLYMPIUM-FITNESS	5046	Commercial Equipment Not Elsewhere Class	LAUNDRY DETERGENT
"PARKS, FORESTRY & RECREATION"	5143-174	2018-12-13	2018-12-13	CDN TIRE STORE #00152	33.83	CAD	33.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07609	OLYMPIUM-PRGM SUPPORT	5200	Home Supply Warehouse	HEAVY DUTY SHOWER CURTAINS FOR FITNESS CLUB
