Division	Batch-Transaction ID	Transaction Date	Card Posting Date	Merchant Name	Transaction Amount	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type (MCC)	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5127-64	2018-11-23	2018-11-23	NOFRILLS ROSS 782	6.71	CAD	6.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES
					388.66	CAD	388.66	CAD							
SOLID WASTE MANAGEMENT	5118-67	2018-11-08	2018-11-08	RECYCLING MARKETS	223.73	CAD	165.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	SW0739	MATERIAL RECYCLING FACILITY - ARROW ROAD	7399	Business Services - Not Elsewhere Classi	TRIAL SUBSCRIPTION TO MARKET INDEX
SOLID WASTE MANAGEMENT	5124-31	2018-11-19	2018-11-19	METRO #205	54.52	CAD	54.52	CAD	4820	BUSINESS MEETING EXPENSES	SW0739	MATERIAL RECYCLING FACILITY - ARROW ROAD	5411	"Grocery Stores, Supermarkets"	FOR ANNUAL IN-SERVICE MEETING-BREAKFAST
					278.25	CAD	54.52	CAD							
							165.00	USD							
"PARKS, FORESTRY & RECREATION"	5112-63	2018-11-01	2018-11-01	WAL-MART #3161	12.77	CAD	12.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5411	"Grocery Stores, Supermarkets"	NAPKINS
"PARKS, FORESTRY & RECREATION"	5112-64	2018-11-02	2018-11-02	DOLLARAMA # 447	12.77	CAD	12.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5310	Discount Stores	EVENT SUPPLIES - WRAPPINGS
"PARKS, FORESTRY & RECREATION"	5112-65	2018-11-02	2018-11-02	COSTCO WHOLESALE W537	31.62	CAD	31.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5300	Wholesale Clubs	SENIORS EVENT - GIFT ITEMS FOR VOLUNTEERS
"PARKS, FORESTRY & RECREATION"	5112-66	2018-11-01	2018-11-01	COSTCO WHOLESALE W1128	223.58	CAD	223.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5300	Wholesale Clubs	SENIORS EVENT - VOLUNTEERS APPRECIATION EVENT
"PARKS, FORESTRY & RECREATION"	5112-67	2018-11-01	2018-11-01	DOLLARAMA #0967	66.44	CAD	66.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5310	Discount Stores	DECORATION FOR SENIORS EVENT
"PARKS, FORESTRY & RECREATION"	5112-68	2018-11-01	2018-11-01	TIM HORTONS #2635	20.00	CAD	20.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5814	Quick Payment Service - Fast-Food Restau	SENIOR EVENT - TIM CARDS
"PARKS, FORESTRY & RECREATION"	5112-69	2018-11-01	2018-11-01	LINDT & SPRUNGLI - OSH	20.32	CAD	20.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5441	"Candy, Nut, Confectionery Stores"	VOLUNTEERS APPRECIATION LUNCH
"PARKS, FORESTRY & RECREATION"	5114-30	2018-11-02	2018-11-02	YOUR DOLLAR STORE WITH	67.80	CAD	67.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5999	Miscellaneous and Specialty Retail Store	VOLUNTEERS APPRECIATION LUNCH - KITCHEN ITEMS
"PARKS, FORESTRY & RECREATION"	5114-31	2018-11-02	2018-11-02	YOUR DOLLAR STORE WITH	73.17	CAD	73.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5999	Miscellaneous and Specialty Retail Store	KITCHEN/CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5115-29	2018-11-05	2018-11-05	ALI S NO FRILLS #3636	10.05	CAD	10.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5411	"Grocery Stores, Supermarkets"	BEVERAGE
"PARKS, FORESTRY & RECREATION"	5115-30	2018-11-05	2018-11-05	DOLLARAMA # 309	80.85	CAD	80.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5310	Discount Stores	SUPPLIES
"PARKS, FORESTRY & RECREATION"	5115-31	2018-11-05	2018-11-05	DOLLAR TREE CANADA STO	113.00	CAD	113.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5331	Variety Stores	PLATES
"PARKS, FORESTRY & RECREATION"	5116-27	2018-11-05	2018-11-06	YOUR DOLLAR STORE WITH	51.98	CAD	51.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5999	Miscellaneous and Specialty Retail Store	KITCHEN SUPPLIES
"PARKS, FORESTRY & RECREATION"	5117-49	2018-11-07	2018-11-07	COSTCO BUSINESS CENTER	8.50	CAD	8.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5300	Wholesale Clubs	SUPPLIES
"PARKS, FORESTRY & RECREATION"	5119-49	2018-11-12	2018-11-12	STAPLES STORE #127	117.90	CAD	117.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5943	"Office, School Supply, and Stationery St"	BADGES FOR SENIORS
"PARKS, FORESTRY & RECREATION"	5120-31	2018-11-12	2018-11-13	THE HOME DEPOT #7027	135.60	CAD	135.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5200	Home Supply Warehouse	PEDESTAL
"PARKS, FORESTRY & RECREATION"	5120-32	2018-11-12	2018-11-13	CDN TIRE STORE #00264	48.50	CAD	48.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5200	Home Supply Warehouse	TISSUE PAPER
"PARKS, FORESTRY & RECREATION"	5120-33	2018-11-12	2018-11-13	WAL-MART # 3111	18.05	CAD	18.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5411	"Grocery Stores, Supermarkets"	WIPES
"PARKS, FORESTRY & RECREATION"	5122-66	2018-11-16	2018-11-16	MICHAELS OF CANADA #49	31.62	CAD	31.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5945	"Game, Toy, and Hobby Shops"	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5123-28	2018-11-16	2018-11-16	WAL-MART #3159	33.76	CAD	33.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5411	"Grocery Stores, Supermarkets"	ARTS
"PARKS, FORESTRY & RECREATION"	5123-29	2018-11-16	2018-11-16	YOUR DOLLAR STORE WITH	13.56	CAD	13.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5999	Miscellaneous and Specialty Retail Store	PAPER BAGS
"PARKS, FORESTRY & RECREATION"	5123-30	2018-11-16	2018-11-16	YOUR DOLLAR STORE WITH	100.01	CAD	100.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5999	Miscellaneous and Specialty Retail Store	STATIONERY
"PARKS, FORESTRY & RECREATION"	5123-31	2018-11-16	2018-11-16	THE HOME DEPOT #7027	13.12	CAD	13.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5200	Home Supply Warehouse	GREEN TAPE
"PARKS, FORESTRY & RECREATION"	5125-29	2018-11-20	2018-11-20	CANADA COMPUTERS #12	24.85	CAD	24.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5734	Computer Software Stores	CABLE
"PARKS, FORESTRY & RECREATION"	5125-30	2018-11-20	2018-11-20	DOLLARAMA # 469	33.90	CAD	33.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5310	Discount Stores	GLITTER
"PARKS, FORESTRY & RECREATION"	5126-31	2018-11-21	2018-11-21	DOLLARAMA # 309	23.79	CAD	23.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13236	SPECIAL EVENTS - OAKDALE CC	5310	Discount Stores	SNOWFLAKES
					"1,387.51"	CAD	"1,387.51"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5115-44	2018-11-05	2018-11-05	WWW.ISTOCK.COM	127.00	CAD	127.00	CAD	4082	PHOTO/VIDEO SERVICES	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	Image purchase for marketing
ECONOMIC DEVELOPMENT & CULTURE	5122-79	2018-11-16	2018-11-16	TWITTER ONLINE ADS	40.00	CAD	40.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7311	Advertising Services	ONLINE AD - GH HOLIDAY CAMPAIGN
ECONOMIC DEVELOPMENT & CULTURE	5123-41	2018-11-18	2018-11-18	TWITTER ONLINE ADS	80.00	CAD	80.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7311	Advertising Services	ONLINE GH HOLIDAY CAMPAIGN
ECONOMIC DEVELOPMENT & CULTURE	5123-42	2018-11-18	2018-11-18	HOO*HOOTSUITE INC	15.26	CAD	11.29	USD	4414	ADVERTISING & PROMOTION	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA ANALYTICS
ECONOMIC DEVELOPMENT & CULTURE	5125-50	2018-11-20	2018-11-20	TWITTER ONLINE ADS	80.00	CAD	80.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7311	Advertising Services	ONLINE ADS - GH HOLIDAY CAMPAIGN
ECONOMIC DEVELOPMENT & CULTURE	5127-86	2018-11-23	2018-11-23	PARKING AUTHORITYOFTOR	26.00	CAD	26.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	9399	Government Services - Not Elsewhere Clas	PARKING - CITY HALL TO SPADINA - PHOTOGRAPHY SHOOT CARDMAKING WORKSHOP
ECONOMIC DEVELOPMENT & CULTURE	5129-34	2018-11-26	2018-11-26	GAWCK	211.31	CAD	211.31	CAD	2792	"BANNERS, FLAGS & SIGNS"	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	BANNER
ECONOMIC DEVELOPMENT & CULTURE	5131-65	2018-11-28	2018-11-28	CPC SCP/C168209780	"2,135.47"	CAD	"2,135.47"	CAD	4995	OTHER EXPENSES	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	4215	"Courier Services - Air & Ground, Freight"	DISTRIBUTION OF GH HOLIDAY RACK CARD
ECONOMIC DEVELOPMENT & CULTURE	5132-96	2018-11-30	2018-11-30	TWITTER ONLINE ADS	56.15	CAD	56.15	CAD	4414	ADVERTISING & PROMOTION	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7311	Advertising Services	ONLINE ADS FY FROST FAIR
ECONOMIC DEVELOPMENT & CULTURE	5132-97	2018-11-29	2018-11-29	UPAKNEE EMAIL	271.20	CAD	271.20	CAD	4414	ADVERTISING & PROMOTION	ED0150	PS MKG EDC MKTG TACTICS	7392	"Consulting, Management, and Public Relat"	E-NEWSLETTER DISTRIBUTION
					"3,042.39"	CAD	"3,027.13"	CAD							
							11.29	USD							
"PARKS, FORESTRY & RECREATION"	5118-104	2018-11-08	2018-11-08	PIZZA PIZZA # 115	89.27	CAD	89.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13576	YOUTH LOUNGE - LAMP - STREET LEVEL	5814	Quick Payment Service - Fast-Food Restau	"PIZZA, POP"
"PARKS, FORESTRY & RECREATION"	5121-68	2018-11-14	2018-11-14	INT*IN *LOTUS DISTRIBU	282.95	CAD	282.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5137	"Mens, Womens, and Childrens Uniforms and"	APRONS
"PARKS, FORESTRY & RECREATION"	5132-98	2018-11-30	2018-11-30	HOULT HELLEWELL	703.43	CAD	703.43	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P12901	YOUTH LOUNGE- CW	5999	Miscellaneous and Specialty Retail Store	PLAQUES
"PARKS, FORESTRY & RECREATION"	5132-99	2018-11-30	2018-11-30	THE SOURCE #51930	28.23	CAD	28.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12901	YOUTH LOUNGE- CW	5732	Electronic Sales	PHONE CHARGER AND CUBE
					"1,103.88"	CAD	"1,103.88"	CAD							
FLEET SERVICES	5118-105	2018-11-07	2018-11-08	MTO RUS PRIS	5.00	CAD	5.00	CAD	4830	PERMIT & LICENSE FEES	FL4001	FLEET SAFETY & TRAINING	9399	Government Services - Not Elsewhere Clas	11-ABSTRACT CHECK
FLEET SERVICES	5122-80	2018-11-15	2018-11-15	INT NAME PLATE SUPPLIE	962.09	CAD	962.09	CAD	2090	GRAPHIC DESIGN SUPPLIES	FL4001	FLEET SAFETY & TRAINING	5943	"Office, School Supply, and Stationery St"	11-TAPE FOR STICKER
					967.09	CAD	967.09	CAD							
"PARKS, FORESTRY & RECREATION"	5121-69	2018-11-14	2018-11-14	PAUL WOLF ELECTRIC & L	643.42	CAD	643.42	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	OCTRON LAMPS
"PARKS, FORESTRY & RECREATION"	5123-43	2018-11-16	2018-11-16	THE HOME DEPOT #7012	888.86	CAD	888.86	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	LED
"PARKS, FORESTRY & RECREATION"	5126-51	2018-11-20	2018-11-21	THE HOME DEPOT #7073	962.94	CAD	962.94	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	LED
"PARKS, FORESTRY & RECREATION"	5131-66	2018-11-28	2018-11-28	PAUL WOLF ELECTRIC & L	107.03	CAD	107.03	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	VOLT 3WAY SWITCH
					"2,602.25"	CAD	"2,602.25"	CAD							
SOLID WASTE MANAGEMENT	5124-48	2018-11-19	2018-11-19	SUPREME GALVANIZING LT	"1,251.95"	CAD	"1,251.95"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0854	INGRAM TS SITE MAINTENANCE	5085	Industrial Supplies Not Elsewhere Classi	WELDING SUPPLIES
SOLID WASTE MANAGEMENT	5131-67	2018-11-28	2018-11-28	DARCO SALES AND SERVIC	"1,133.93"	CAD	"1,133.93"	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	SW0860	BERMONDSEY YARD SITE MAINTENANCE	5046	Commercial Equipment Not Elsewhere Class	POWERWASHER REPAIR
					"2,385.88"	CAD	"2,385.88"	CAD							
"PARKS, FORESTRY & RECREATION"	5112-96	2018-11-02	2018-11-02	RONA # 55140	56.49	CAD	56.49	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	WIRE MESH
"PARKS, FORESTRY & RECREATION"	5114-43	2018-11-02	2018-11-02	THE HOME DEPOT #7107	17.87	CAD	17.87	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	4 TIE NAT100
"PARKS, FORESTRY & RECREATION"	5118-106	2018-11-08	2018-11-08	THE HOME DEPOT #7107	419.63	CAD	419.63	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  PICK/MATTOCK
"PARKS, FORESTRY & RECREATION"	5125-51	2018-11-20	2018-11-20	SHERIDAN NURSERIES UNI	207.84	CAD	207.84	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	STRAW
"PARKS, FORESTRY & RECREATION"	5125-52	2018-11-20	2018-11-20	SHERIDAN NURSERIES UNI	-83.14	CAD	-83.14	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	REFUND
"PARKS, FORESTRY & RECREATION"	5125-53	2018-11-20	2018-11-20	LOWES #02633*	64.95	CAD	64.95	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  7.5 UV BLACK CABLE TIE BAG/1000
"PARKS, FORESTRY & RECREATION"	5126-52	2018-11-20	2018-11-21	THE HOME DEPOT #7107	-150.21	CAD	-150.21	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	8 TIE BLK 1K
"PARKS, FORESTRY & RECREATION"	5126-53	2018-11-20	2018-11-21	THE HOME DEPOT #7107	150.21	CAD	150.21	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  8 TIE BLK 1K
"PARKS, FORESTRY & RECREATION"	5127-87	2018-11-21	2018-11-22	THE HOME DEPOT #7107	48.27	CAD	48.27	CAD	2545	PLASTICS & RUBBER SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	SNOW FENCE
"PARKS, FORESTRY & RECREATION"	5127-88	2018-11-22	2018-11-22	THE HOME DEPOT #7107	36.11	CAD	36.11	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  BUCKE TIEDWN
"PARKS, FORESTRY & RECREATION"	5128-27	2018-11-23	2018-11-23	THE HOME DEPOT #7107	646.78	CAD	646.78	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	KIT
"PARKS, FORESTRY & RECREATION"	5131-68	2018-11-27	2018-11-28	CTF SUPPLY (08)	59.20	CAD	59.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	LAG BOLTS
"PARKS, FORESTRY & RECREATION"	5131-69	2018-11-27	2018-11-28	THE HOME DEPOT #7107	56.09	CAD	56.09	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SCREWS
"PARKS, FORESTRY & RECREATION"	5132-100	2018-11-30	2018-11-30	LOWES #02633*	419.68	CAD	419.68	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	HI-PERFORMANCE PAVEMNT REPAIR 50#
					"1,949.77"	CAD	"1,949.77"	CAD							
FACILITIES MANAGEMENT	5116-38	2018-11-06	2018-11-06	NOBLE 1017	59.86	CAD	59.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61475396	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS RECEIPT
FACILITIES MANAGEMENT	5118-107	2018-11-09	2018-11-09	THE MASTER GROUP CRANF	116.12	CAD	116.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61476811	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	BELTS
FACILITIES MANAGEMENT	5118-108	2018-11-09	2018-11-09	THE MASTER GROUP CRANF	"1,128.02"	CAD	"1,128.02"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61474403	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	UNIT HEATER RECEIPT
FACILITIES MANAGEMENT	5118-109	2018-11-09	2018-11-09	THE MASTER GROUP CRANF	70.29	CAD	70.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61478388	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	THERMOSTAT COVERS
FACILITIES MANAGEMENT	5118-110	2018-11-09	2018-11-09	NOBLE 1017	148.30	CAD	148.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61478706	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS RECEIPT
FACILITIES MANAGEMENT	5120-50	2018-11-13	2018-11-13	NOBLE 1017	105.82	CAD	105.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61474403	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS RECEIPT 2
