Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
					583.00	CAD	583.00	CAD								
SOLID WASTE MANAGEMENT	4890-1	2018-01-16	2018-01-17	PETROCAN	65.15	CAD	65.15	CAD	2260	GASOLINE	CSW312-18-04	KEELE VALLEY LF UTILITY & SOGR	5541	Service Stations (with or without Ancill	GASOLINE CITY USE	
					65.15	CAD	65.15	CAD								
"PARKS, FORESTRY & RECREATION"	4876-1	2017-12-31	2018-01-01	CHAPTERS 929	20.99	CAD	20.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01886	BALMY BEACH-ARTS-VISL/PERF	5942	Book Stores	BOOK ON SLIME	
"PARKS, FORESTRY & RECREATION"	4878-2	2018-01-02	2018-01-03	CDN TIRE STORE #00030	11.29	CAD	11.29	CAD	2575	ELECTRICAL SUPPLIES	P06748	FAIRMOUNT PARK CC-PRGM SUPPORT	5200	Home Supply Warehouse	EXTENSION CORD	
"PARKS, FORESTRY & RECREATION"	4879-1	2018-01-04	2018-01-04	LOBLAWS #1021	12.00	CAD	12.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	NESTLE PURE CHOCOLATE	
"PARKS, FORESTRY & RECREATION"	4883-1	2018-01-08	2018-01-08	LOBLAWS #1021	73.74	CAD	73.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ADAM BECK - GROCERIES FOR CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4885-1	2018-01-10	2018-01-10	LOBLAWS #1021	34.02	CAD	34.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ADAM BECK - CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4885-2	2018-01-10	2018-01-10	DOLLAR TREE #40159	32.93	CAD	32.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01886	BALMY BEACH-ARTS-VISL/PERF	5331	Variety Stores	BRISTOL BOARD	
"PARKS, FORESTRY & RECREATION"	4885-3	2018-01-10	2018-01-10	DESERRES	74.55	CAD	74.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01886	BALMY BEACH-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	CLAY	
"PARKS, FORESTRY & RECREATION"	4888-3	2018-01-15	2018-01-15	LOBLAWS #1021	50.09	CAD	50.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - ADAM BECK CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4889-1	2018-01-16	2018-01-16	LOBLAWS #1021	63.99	CAD	63.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ADAM BECK CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4890-2	2018-01-17	2018-01-17	LOBLAWS #1021	28.11	CAD	28.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ADAM BECK CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4891-3	2018-01-17	2018-01-18	FRESH CO #9679	2.99	CAD	2.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	JERK SEASONING	
"PARKS, FORESTRY & RECREATION"	4896-1	2018-01-22	2018-01-22	LOBLAWS #1021	63.32	CAD	63.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ADAM BECK CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4898-1	2018-01-24	2018-01-24	STAPLES STORE #159	130.06	CAD	130.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12125	FAIRMOUNT PK CC-ARTS-VISL-PERF	5943	"Office, School Supply, and Stationery St"	ART SUPPLIES FOR FAIRMOUNT	
"PARKS, FORESTRY & RECREATION"	4898-2	2018-01-24	2018-01-24	DOLLARAMA # 230	28.25	CAD	28.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01886	BALMY BEACH-ARTS-VISL/PERF	5310	Discount Stores	ART SUPPLIES FOR BALMY BEACH	
"PARKS, FORESTRY & RECREATION"	4898-3	2018-01-24	2018-01-24	LOBLAWS #1021	50.61	CAD	50.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ADAM BECK CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4901-2	2018-01-29	2018-01-29	LOBLAWS #1021	89.26	CAD	89.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ADAM BECK CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4903-3	2018-01-31	2018-01-31	LOBLAWS #1021	17.17	CAD	17.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ADAM BECK CKNG PRGM	
					783.37	CAD	783.37	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4876-2	2017-12-30	2018-01-01	TWITTER ONLINE ADS	56.00	CAD	56.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	ADVERTIZING	
ECONOMIC DEVELOPMENT & CULTURE	4876-3	2017-12-30	2018-01-01	TWITTER ONLINE ADS	35.00	CAD	35.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	ADVERTIZING	
ECONOMIC DEVELOPMENT & CULTURE	4876-4	2017-12-29	2018-01-01	UPAKNEE EMAIL	56.50	CAD	56.50	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7392	"Consulting, Management, and Public Relat"	ADVERIZING	
ECONOMIC DEVELOPMENT & CULTURE	4877-1	2018-01-02	2018-01-02	TWITTER ONLINE ADS	8.00	CAD	8.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	ADVERTIZING	
ECONOMIC DEVELOPMENT & CULTURE	4877-2	2018-01-02	2018-01-02	TWITTER ONLINE ADS	10.00	CAD	10.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	ADVERIZING	
ECONOMIC DEVELOPMENT & CULTURE	4886-1	2018-01-11	2018-01-11	WWW.GETTYIMAGES.COM	640.00	CAD	640.00	CAD	4082	PHOTO/VIDEO SERVICES	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	5971	Art Dealers and Galleries	STOCK PHOTO FOR MUSEUM MAGAZINE	
ECONOMIC DEVELOPMENT & CULTURE	4891-4	2018-01-18	2018-01-18	PARKING AUTHORITYOFTOR	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0152	EDC MARKETING STAFF AND ADMIN	9399	Government Services - Not Elsewhere Clas	PARKING SCARBOROUGH MUSEUM SITE VISIT	
ECONOMIC DEVELOPMENT & CULTURE	4891-5	2018-01-18	2018-01-18	HOO*HOOTSUITE MEDIA I	14.42	CAD	11.29	USD	4995	OTHER EXPENSES	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA ANALYICS	
ECONOMIC DEVELOPMENT & CULTURE	4899-6	2018-01-25	2018-01-25	TWITTER ONLINE ADS	11.00	CAD	11.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	FORT YORK - HUNGRY FOR COMFORT	
ECONOMIC DEVELOPMENT & CULTURE	4899-7	2018-01-25	2018-01-25	WWW.ISTOCK.COM	127.00	CAD	127.00	CAD	4082	PHOTO/VIDEO SERVICES	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7333	"Commercial Art, Graphics, Photography"	12 stock CREDIT(S)	
ECONOMIC DEVELOPMENT & CULTURE	4902-2	2018-01-29	2018-01-30	UPAKNEE EMAIL	56.50	CAD	56.50	CAD	4995	OTHER EXPENSES	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7392	"Consulting, Management, and Public Relat"	E-NEWSLETTER DISTRIBUTION	
					"1,034.42"	CAD	"1,020.00"	CAD								
							11.29	USD								
"PARKS, FORESTRY & RECREATION"	4902-3	2018-01-30	2018-01-30	COSTCO WHOLESALE W537	194.49	CAD	194.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	5300	Wholesale Clubs	FOOD FOR PROGRAM	
					194.49	CAD	194.49	CAD								
FLEET SERVICES	4890-3	2018-01-17	2018-01-17	CANADA AUTO PARKS	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	FL4001	FLEET SAFETY & TRAINING	7523	Automobile Parking Lots and Garages	PARKING FOR TRANSPORT COA MEETING	
					18.00	CAD	18.00	CAD								
"PARKS, FORESTRY & RECREATION"	4878-3	2018-01-03	2018-01-03	PAUL WOLF ELECTRIC & L	342.32	CAD	342.32	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	175 MH MOGAL LAMPS	
"PARKS, FORESTRY & RECREATION"	4884-1	2018-01-09	2018-01-09	TECHNICAL STANDARDS AN	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	1799	"Contractors, Special Trade - Not Elsewhe"	AMUSEMENT DEVICES CERTIFICATE	
					417.32	CAD	417.32	CAD								
TORONTO WATER	4883-2	2018-01-08	2018-01-08	TECHNICAL STANDARDS AN	593.25	CAD	593.25	CAD	4830	PERMIT & LICENSE FEES	TW4015	WW TREATMT: ASHBRIDGES BAY TP - ADMINIST	1799	"Contractors, Special Trade - Not Elsewhe"	COST OF VARIANCE APPLICATION	
TORONTO WATER	4886-2	2018-01-10	2018-01-11	CDN TIRE STORE #00654	248.57	CAD	248.57	CAD	3050	M & E - KITCHEN	TW4015	WW TREATMT: ASHBRIDGES BAY TP - ADMINIST	5200	Home Supply Warehouse	"KETTLE, MICROWAVE"	
TORONTO WATER	4900-3	2018-01-27	2018-01-27	CSA GROUP	118.65	CAD	118.65	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW4015	WW TREATMT: ASHBRIDGES BAY TP - ADMINIST	8398	"Organizations, Charitable and Social Ser"	PDF COPY OF Z462-18 FOR ABTP ELECTRICAL DEPT	
					960.47	CAD	960.47	CAD								
SOLID WASTE MANAGEMENT	4878-4	2018-01-02	2018-01-03	CDN TIRE STORE #00321	36.15	CAD	36.15	CAD	3350	M & E - ELECTRICAL	SW0825	DUFFERIN TS OPERATIONS	5200	Home Supply Warehouse	UTILITY HEATER FOR DUFFERIN TRANSFER STATION SPRINKLER ROOM	
SOLID WASTE MANAGEMENT	4879-2	2018-01-04	2018-01-04	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4830	PERMIT & LICENSE FEES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	1799	"Contractors, Special Trade - Not Elsewhe"	FUEL SAFETY TECHNICIAN CERTIFICATE TRAINING	
					136.15	CAD	136.15	CAD								
"PARKS, FORESTRY & RECREATION"	4889-2	2018-01-16	2018-01-16	PRINCESS AUTO #36	110.75	CAD	110.75	CAD	2401	LUBRICANTS	P00272	E-SOUTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	OIL - SNOW PLOW	
"PARKS, FORESTRY & RECREATION"	4891-6	2018-01-17	2018-01-18	CDN TIRE STORE #00030	27.11	CAD	27.11	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	BOOSTER CABLES	
"PARKS, FORESTRY & RECREATION"	4891-7	2018-01-18	2018-01-18	THE HOME DEPOT #7107	55.90	CAD	55.90	CAD	2715	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	PRIMER	
"PARKS, FORESTRY & RECREATION"	4891-8	2018-01-18	2018-01-18	THE HOME DEPOT #7107	13.73	CAD	13.73	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SCREWS	
					207.49	CAD	207.49	CAD								
FACILITIES MANAGEMENT DIVISON	4879-3	2018-01-05	2018-01-05	THE MASTER GROUP CRANF	265.87	CAD	265.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61422964	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT2	
FACILITIES MANAGEMENT DIVISON	4879-4	2018-01-05	2018-01-05	THE MASTER GROUP CRANF	146.73	CAD	146.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61422894	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4879-5	2018-01-04	2018-01-04	THE MASTER GROUP CRANF	172.12	CAD	172.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61420279	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4879-6	2018-01-04	2018-01-04	THE MASTER GROUP CRANF	158.22	CAD	158.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61422794	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4879-7	2018-01-04	2018-01-04	THE MASTER GROUP CRANF	357.15	CAD	357.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61422964	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT 1	
FACILITIES MANAGEMENT DIVISON	4896-2	2018-01-22	2018-01-22	THE MASTER GROUP CRANF	105.37	CAD	105.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FURNACE FILTERS	
FACILITIES MANAGEMENT DIVISON	4896-3	2018-01-22	2018-01-22	PAUL WOLF ELECTRIC & L	407.16	CAD	407.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL DISCONNECTS	
FACILITIES MANAGEMENT DIVISON	4897-2	2018-01-23	2018-01-23	NOBLE 1007	115.31	CAD	115.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	ROOF PIPE SUPPORTS	
FACILITIES MANAGEMENT DIVISON	4898-4	2018-01-24	2018-01-24	PAUL WOLF ELECTRIC & L	19.09	CAD	19.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423903	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4899-8	2018-01-24	2018-01-25	THE HOME DEPOT #7012	21.45	CAD	21.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423903	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	EXTENSION	
FACILITIES MANAGEMENT DIVISON	4900-4	2018-01-26	2018-01-26	YORKLAND CONTROLS LIMI	425.68	CAD	425.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61418929	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	ACTUATOR GYM AIR HANDLER	
FACILITIES MANAGEMENT DIVISON	4900-5	2018-01-26	2018-01-26	YORKLAND CONTROLS LIMI	621.35	CAD	621.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61424637	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	MAKE UP AIR PARTS	
					"2,815.50"	CAD	"2,815.50"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4899-9	2018-01-27	2018-01-27	ULINE	223.32	CAD	223.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5964	Direct Marketing - Catalog Merchants	7.5X10.5 KRAFT GUMMED ENV 500/CT	
					223.32	CAD	223.32	CAD								
TORONTO WATER	4897-3	2018-01-23	2018-01-23	MOUNTAIN EQUIP CO-OP	45.20	CAD	45.20	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5655	"Sports Apparel, Riding Apparel Stores"	HEADLAMP BATTERY	
					45.20	CAD	45.20	CAD								
FIRE SERVICES	4891-9	2018-01-17	2018-01-18	CDN TIRE STORE #00485	40.59	CAD	40.59	CAD	2130	PARTS - MOBILE EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	WINDSHIELD WASHER FLUID	
FIRE SERVICES	4899-10	2018-01-25	2018-01-25	SUPERIOR TIRE & AUTO	46.95	CAD	46.95	CAD	4423	CONTR SRV - TIRES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	TIRE REPAIR	
FIRE SERVICES	4899-11	2018-01-25	2018-01-25	MTO RUS-SO NORTH YORK	14.00	CAD	14.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	LICENCE PLATE RENEWAL STICKERS	
					101.54	CAD	101.54	CAD								
"PARKS, FORESTRY & RECREATION"	4878-5	2018-01-02	2018-01-03	THE HOME DEPOT #7013	47.45	CAD	47.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5200	Home Supply Warehouse	PORTPBUTTON	
					47.45	CAD	47.45	CAD								
"PARKS, FORESTRY & RECREATION"	4877-3	2018-01-02	2018-01-02	CENTENNIAL PLUMBING SU	203.81	CAD	203.81	CAD	2535	PLUMBING SUPPLIES	P07701	GOULDING CC-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	URINAL PARTS	
"PARKS, FORESTRY & RECREATION"	4878-6	2018-01-02	2018-01-03	THE HOME DEPOT #7078	57.82	CAD	57.82	CAD	2535	PLUMBING SUPPLIES	P07701	GOULDING CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  3/4COUPLING	
"PARKS, FORESTRY & RECREATION"	4879-8	2018-01-04	2018-01-04	CDN TIRE STORE #00459	63.63	CAD	63.63	CAD	2535	PLUMBING SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	BATTERIES	
"PARKS, FORESTRY & RECREATION"	4889-3	2018-01-16	2018-01-16	NOBLE 1071	7.16	CAD	7.16	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	5251	Hardware Stores	BRASS FITTINGS	
"PARKS, FORESTRY & RECREATION"	4891-10	2018-01-18	2018-01-18	WOLSELEY CANADA INC	13.93	CAD	13.93	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	5074	Plumbing and Heating Equipment	FITTINGS	
"PARKS, FORESTRY & RECREATION"	4896-4	2018-01-22	2018-01-22	CENTENNIAL PLUMBING SU	252.36	CAD	252.36	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	"URINAL FITTINGS, GASKETS"	
"PARKS, FORESTRY & RECREATION"	4901-3	2018-01-29	2018-01-29	NOBLE 1038	159.87	CAD	159.87	CAD	2535	PLUMBING SUPPLIES	P07700	GLEN LONG CC-OPERATIONS	5251	Hardware Stores	DRAIN TREATMENT	
"PARKS, FORESTRY & RECREATION"	4903-4	2018-01-31	2018-01-31	CENTENNIAL PLUMBING SU	321.26	CAD	321.26	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	HOSE BARBED FITTINGS	
					"1,079.84"	CAD	"1,079.84"	CAD								
"PARKS, FORESTRY & RECREATION"	4879-9	2018-01-05	2018-01-05	RONA # 55340	212.39	CAD	212.39	CAD	3099	GENERAL EQUIPMENT	P00271	E-SOUTH1-TURF&HORT	5251	Hardware Stores	PORTABLE HEATERS FOR GREENHOUSES	
"PARKS, FORESTRY & RECREATION"	4879-10	2018-01-03	2018-01-04	CDN TIRE STORE #00273	20.27	CAD	20.27	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00152	C-WATERFRONT3-TURF&HORT	5200	Home Supply Warehouse		
