Division	Batch-Transaction ID	Transaction Date	Card Posting Date	Merchant Name	Transaction Amount	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type (MCC)	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5086-55	2018-09-26	2018-09-26	COSTCO BUSINESS CENTER	17.00	CAD	17.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13335	WARDEN CC - PRGM SUPPORT	5300	Wholesale Clubs	COFFEE AND TEA SUPPLIES
"PARKS, FORESTRY & RECREATION"	5087-93	2018-09-27	2018-09-27	WAL-MART # 3111	62.90	CAD	62.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13335	WARDEN CC - PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COFFEE AND TEA SUPPLIES
"PARKS, FORESTRY & RECREATION"	5087-94	2018-09-26	2018-09-27	WAL-MART # 3111	49.76	CAD	49.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13335	WARDEN CC - PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	DESSERTS
					"2,256.98"	CAD	"2,256.98"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5071-51	2018-09-05	2018-09-05	WWW.ISTOCK.COM	243.00	CAD	243.00	CAD	4082	PHOTO/VIDEO SERVICES	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	PHOTOS FOR MUSEUM MARKETING CAMPAIGNS
ECONOMIC DEVELOPMENT & CULTURE	5080-44	2018-09-18	2018-09-18	HOO*HOOTSUITE INC	15.12	CAD	11.29	USD	4414	ADVERTISING & PROMOTION	ED0150	PS MKG EDC MKTG TACTICS	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA ANALYTICS
ECONOMIC DEVELOPMENT & CULTURE	5081-52	2018-09-18	2018-09-19	PAYPAL *ABALEADESIG	508.50	CAD	508.50	CAD	4085	PROF & TECH-MGMT	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	GRAPHIC DESIGN - SIGNAGE AT MONTGOMERY'S INN FARMER'S MARKET
ECONOMIC DEVELOPMENT & CULTURE	5081-53	2018-09-18	2018-09-19	PAYPAL *ABALEADESIG	"1,988.80"	CAD	"1,988.80"	CAD	4085	PROF & TECH-MGMT	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	GRAPHIC DESIGN - MUSEUMS MAGAZINE ISSUE #4
ECONOMIC DEVELOPMENT & CULTURE	5085-68	2018-09-25	2018-09-25	PARKING AUTHORITYOFTOR	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0152	PS MKG EDC MKTG ADMIN	9399	Government Services - Not Elsewhere Clas	PARKING - SCARBOROUGH FOR MEETING
ECONOMIC DEVELOPMENT & CULTURE	5088-38	2018-09-29	2018-09-29	UPAKNEE EMAIL	271.20	CAD	271.20	CAD	4414	ADVERTISING & PROMOTION	ED0150	PS MKG EDC MKTG TACTICS	7392	"Consulting, Management, and Public Relat"	E-NEWS DISTRIBUTION
ECONOMIC DEVELOPMENT & CULTURE	5088-39	2018-09-30	2018-09-30	PARKING AUTHORITYOFTOR	8.00	CAD	8.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0152	PS MKG EDC MKTG ADMIN	9399	Government Services - Not Elsewhere Clas	PARKING - NUIT BLANCE
					"3,054.62"	CAD	"3,039.50"	CAD							
							11.29	USD							
"PARKS, FORESTRY & RECREATION"	5075-58	2018-09-12	2018-09-12	AMZN MKTP CA	257.79	CAD	257.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10177	DIVERSITY - CITYWIDE	4816	Computer Network/Information Services	10 FLOWER NURSERY SETS
"PARKS, FORESTRY & RECREATION"	5076-50	2018-09-12	2018-09-12	DOLLARAMA # 800	41.08	CAD	41.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5310	Discount Stores	WRAPPING PAPER
"PARKS, FORESTRY & RECREATION"	5078-27	2018-09-16	2018-09-16	DOLLARAMA # 881	32.54	CAD	32.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5310	Discount Stores	WRAPPING PAPER
"PARKS, FORESTRY & RECREATION"	5078-28	2018-09-16	2018-09-16	STAPLES STORE #46	35.02	CAD	35.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13543	YOUTH LOUNGE- NORTH KIPLING	5943	"Office, School Supply, and Stationery St"	MONITOR STAND
					366.43	CAD	366.43	CAD							
"PARKS, FORESTRY & RECREATION"	5071-52	2018-09-04	2018-09-05	PAUL WOLF ELECTRIC & L	388.23	CAD	388.23	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	AMP FUSES
					388.23	CAD	388.23	CAD							
TORONTO WATER	5071-53	2018-09-05	2018-09-05	SHOPPERS DRUG MART #12	31.95	CAD	31.95	CAD	4815	COURIER SERVICES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7399	Business Services - Not Elsewhere Classi	SHIPMENT OF SCANNER
TORONTO WATER	5072-72	2018-09-07	2018-09-07	CANADIAN DYERS  CLEANE	622.40	CAD	622.40	CAD	4419	LAUNDRY SERVICES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7216	Dry Cleaners	LAUNDRY FOR ABTP
TORONTO WATER	5072-73	2018-09-07	2018-09-07	MISTER CHEMICAL LTD.	179.20	CAD	179.20	CAD	2570	JANITORIAL SUPPLIES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5169	Chemicals and Allied Products Not Elsewh	FOAM WASH
TORONTO WATER	5077-86	2018-09-14	2018-09-14	CANADIAN DYERS  CLEANE	563.60	CAD	563.60	CAD	4419	LAUNDRY SERVICES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7216	Dry Cleaners	LAUNDRY FOR ABTP
TORONTO WATER	5079-25	2018-09-17	2018-09-17	SHOPPERS DRUG MART #12	11.53	CAD	11.53	CAD	4805	POSTAGE	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7399	Business Services - Not Elsewhere Classi	REGISTERED MAIL
TORONTO WATER	5082-90	2018-09-21	2018-09-21	CANADIAN DYERS  CLEANE	493.20	CAD	493.20	CAD	4419	LAUNDRY SERVICES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7216	Dry Cleaners	LAUNDRY ABTP
TORONTO WATER	5087-135	2018-09-28	2018-09-28	CANADIAN DYERS  CLEANE	538.40	CAD	538.40	CAD	4419	LAUNDRY SERVICES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7216	Dry Cleaners	LAUNDRY ABTP
					"2,440.28"	CAD	"2,440.28"	CAD							
SOLID WASTE MANAGEMENT	5072-74	2018-09-05	2018-09-06	CDN TIRE STORE #00485	22.58	CAD	22.58	CAD	2715	PAINT SUPPLIES	SW0864	YONGE YARD SITE MAINTENANCE	5200	Home Supply Warehouse	PAINT BRUSH
SOLID WASTE MANAGEMENT	5084-33	2018-09-22	2018-09-24	CDN TIRE STORE #00214	40.67	CAD	40.67	CAD	2575	ELECTRICAL SUPPLIES	*****		5200	Home Supply Warehouse	POWER BAR
SOLID WASTE MANAGEMENT	5086-69	2018-09-26	2018-09-26	VIPOND	949.20	CAD	949.20	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	SW0852	DISCO TS SITE MAINTENANCE	7393	"Detective Agencies, Protective Agencies,"	REPAIR WATER MOTOR GONG
					"1,012.45"	CAD	"1,012.45"	CAD							
"PARKS, FORESTRY & RECREATION"	5077-87	2018-09-14	2018-09-14	DTC INDUSTRIAL SALES	89.97	CAD	89.97	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	FIRE HOSE NOZZLE
"PARKS, FORESTRY & RECREATION"	5081-54	2018-09-18	2018-09-19	THE HOME DEPOT #7001	243.58	CAD	243.58	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SAKRETE CONC
"PARKS, FORESTRY & RECREATION"	5081-55	2018-09-18	2018-09-19	THE HOME DEPOT #7107	465.88	CAD	465.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  2X4X10 SPF.
"PARKS, FORESTRY & RECREATION"	5082-91	2018-09-19	2018-09-20	THE HOME DEPOT #7107	138.31	CAD	138.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  WEATHERSTRIP
"PARKS, FORESTRY & RECREATION"	5087-136	2018-09-27	2018-09-27	PARKVIEW BUILDING SUPP	149.16	CAD	149.16	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	P00272	E-SOUTH2-TURF&HORT	5211	"Building Materials, Lumber Stores"	DUMPING FEES
					"1,086.90"	CAD	"1,086.90"	CAD							
FACILITIES MANAGEMENT	5068-18	2018-08-31	2018-09-03	CDN TIRE STORE #00654	11.28	CAD	11.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61464172	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	POOL THERMOMETERS
FACILITIES MANAGEMENT	5074-47	2018-09-10	2018-09-10	THE MASTER GROUP CRANF	45.13	CAD	45.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61464087	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	COVER 2
FACILITIES MANAGEMENT	5079-26	2018-09-17	2018-09-17	THE MASTER GROUP CRANF	583.46	CAD	583.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61468197	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5080-45	2018-09-18	2018-09-18	NOBLE 1017	67.72	CAD	67.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61438408	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	UNIT HEATER RODS
FACILITIES MANAGEMENT	5084-34	2018-09-24	2018-09-24	RYAN FILTER SALES INC	264.42	CAD	264.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61466671	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7349	"Cleaning and Maintenance, Janitorial Ser"	FILTERS
					972.01	CAD	972.01	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5070-24	2018-09-04	2018-09-04	ABOVEGROUND ENTERPRISE	506.85	CAD	506.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	7333	"Commercial Art, Graphics, Photography"	"GLITTER, SOFTOLEUM"
ECONOMIC DEVELOPMENT & CULTURE	5072-75	2018-09-07	2018-09-07	A&H PRINTING INC.	154.81	CAD	154.81	CAD	4414	ADVERTISING & PROMOTION	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	2741	Miscellaneous Publishing and Printing	POSTER BOARDS
ECONOMIC DEVELOPMENT & CULTURE	5072-76	2018-09-06	2018-09-06	GUILDWOOD GO STATION #	14.00	CAD	14.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	4789	Transportation Services-Not Elsewhere Cl	TRANSIT TO GO TO MEETING
ECONOMIC DEVELOPMENT & CULTURE	5073-14	2018-09-07	2018-09-07	WAL-MART # 3113	33.36	CAD	33.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	STUFFING
ECONOMIC DEVELOPMENT & CULTURE	5080-46	2018-09-18	2018-09-18	SOBEYS 657        QPS	127.33	CAD	127.33	CAD	4820	BUSINESS MEETING EXPENSES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5411	"Grocery Stores, Supermarkets"	FOOD FOR MEETING
ECONOMIC DEVELOPMENT & CULTURE	5081-56	2018-09-19	2018-09-19	THE POTTERY SUPPLY HOU	551.48	CAD	551.48	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5970	"Artist Supply Stores, Craft Shops"	TOOL KIT
ECONOMIC DEVELOPMENT & CULTURE	5081-57	2018-09-19	2018-09-19	PICKLE BARREL CATERING	378.34	CAD	378.34	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5811	Caterers	FOOD FOR RECEPTION
ECONOMIC DEVELOPMENT & CULTURE	5082-92	2018-09-21	2018-09-21	A&H PRINTING INC.	98.31	CAD	98.31	CAD	4414	ADVERTISING & PROMOTION	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	2741	Miscellaneous Publishing and Printing	POSTCARDS
ECONOMIC DEVELOPMENT & CULTURE	5087-137	2018-09-28	2018-09-28	SANBAO STUDIO	68.21	CAD	51.00	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5734	Computer Software Stores	UNDERGLAZE DECALS
ECONOMIC DEVELOPMENT & CULTURE	5087-138	2018-09-28	2018-09-28	CERAMICSHOP	349.36	CAD	261.20	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5970	"Artist Supply Stores, Craft Shops"	TEXTURE MATS
ECONOMIC DEVELOPMENT & CULTURE	5087-139	2018-09-27	2018-09-27	GUILDWOOD GO STATION #	14.00	CAD	14.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	4789	Transportation Services-Not Elsewhere Cl	TRANSIT FOR MEETING
ECONOMIC DEVELOPMENT & CULTURE	5087-140	2018-09-28	2018-09-28	DOLLARAMA # 555	170.91	CAD	170.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	"CANVAS, MODELLING CLAY"
ECONOMIC DEVELOPMENT & CULTURE	5087-141	2018-09-28	2018-09-28	STAPLES STORE #127	33.88	CAD	33.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5943	"Office, School Supply, and Stationery St"	"CARDSLOCK, CARD TEMPLATS"
					"2,500.84"	CAD	"2,083.27"	CAD							
							312.20	USD							
"PARKS, FORESTRY & RECREATION"	5068-19	2018-08-31	2018-09-03	THE HOME DEPOT #7013	12.16	CAD	12.16	CAD	2710	GENERAL HARDWARE	P00531	S-WEST 2-PRGM SUPPORT	5200	Home Supply Warehouse	WIRE
