Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2335-3	01-16-2013	01-18-2013	METRO #853	62.14	CAD	62.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13348	AIR OPS-SHERBOURNE	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM FOOD	
"PARKS, FORESTRY & RECREATION"	2335-4	01-16-2013	01-18-2013	WAL-MART #3159	20.80	CAD	20.80	CAD	2610	KITCHEN SUPPLIES	P13348	AIR OPS-SHERBOURNE	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM FOOD	
"PARKS, FORESTRY & RECREATION"	2345-1	01-23-2013	01-25-2013	METRO #800	106.24	CAD	106.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13348	AIR OPS-SHERBOURNE	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM FOOD	
					288.12	CAD	288.12	CAD								
"PARKS, FORESTRY & RECREATION"	2312-1	01-02-2013	01-04-2013	SHOPPERS DRUG MART0826	98.50	CAD	98.50	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P13335	WARDEN CC - PRGM SUP	5912	"Drug Stores, Pharmacies"	TTC TOKENS	
					98.50	CAD	98.50	CAD								
"PARKS, FORESTRY & RECREATION"	2319-1	01-07-2013	01-08-2013	NOFRILLS VITO'S #3936	50.24	CAD	50.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	"BUTTER, BANANAS, RAISINS, ROLL OATS, CHOC CHIP"	
"PARKS, FORESTRY & RECREATION"	2329-1	01-14-2013	01-15-2013	NOFRILLS VITO'S #3936	10.97	CAD	10.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	"MILK, APPLES, EGGS"	
"PARKS, FORESTRY & RECREATION"	2330-1	01-15-2013	01-16-2013	LONG   MCQUADE LIMITED	75.11	CAD	75.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05874	GRANDRAVINE-ARTS-VIS	7399	Business Services - Not Elsewhere Classi	PIANO BOOKS	
"PARKS, FORESTRY & RECREATION"	2337-3	01-17-2013	01-21-2013	CDN TIRE STORE #00126	54.73	CAD	54.73	CAD	2730	LOCKS	P05874	GRANDRAVINE-ARTS-VIS	5200	Home Supply Warehouse	LOCKS AND HASPS	
"PARKS, FORESTRY & RECREATION"	2339-1	01-21-2013	01-22-2013	NOFRILLS VITO'S #3936	14.55	CAD	14.55	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	"PLASTIC CUPS, SPOONS, TOOTHPICKS"	
"PARKS, FORESTRY & RECREATION"	2348-1	01-28-2013	01-29-2013	NOFRILLS VITO'S #3936	29.12	CAD	29.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	"BROWN EGGS,CHEDDAR,PICKLES,BREAD CRUMBS,LETTUCE"	
"PARKS, FORESTRY & RECREATION"	2348-2	01-28-2013	01-29-2013	MICHAELS #3983	28.24	CAD	28.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05874	GRANDRAVINE-ARTS-VIS	5945	"Game, Toy, and Hobby Shops"	ART BOARDS	
"PARKS, FORESTRY & RECREATION"	2348-3	01-28-2013	01-29-2013	MARCHANT'S SCHOOL SPOR	48.82	CAD	48.82	CAD	2082	HEALTH & SAFETY SUPPLIES	P05874	GRANDRAVINE-ARTS-VIS	5941	Sporting Goods Stores	INSTANT COLD PACKS	
					311.78	CAD	311.78	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2327-2	01-11-2013	01-14-2013	NOFRILLS ROB S  1397	22.52	CAD	22.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"SUPPLIES FOR WINTER FUN DAY-MILK,MARSHMLLW,POTATO"	
ECONOMIC DEVELOPMENT & CULTURE	2333-1	01-16-2013	01-17-2013	BLOORSTREET MARKET	13.49	CAD	13.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	KITCHEN BAKING SUPPLIES-NUTMEG & GINGER	
ECONOMIC DEVELOPMENT & CULTURE	2333-2	01-16-2013	01-17-2013	NOFRILLS ROB S  1397	16.12	CAD	16.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"KITCHEN SUPPLIES-VINEGAR,BRN SUGER,POTATO,BAKING S"	
ECONOMIC DEVELOPMENT & CULTURE	2335-5	01-17-2013	01-18-2013	NOFRILLS ROB S  1397	27.32	CAD	27.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"SUPPLIES FOR WINTER FUN DAY-SOURCREAM,ONION,POTATO"	
ECONOMIC DEVELOPMENT & CULTURE	2335-6	01-17-2013	01-18-2013	NOFRILLS ROB S  1397	3.70	CAD	3.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	PLASTIC ZIPLOC BAGS FOR KITCHEN	
ECONOMIC DEVELOPMENT & CULTURE	2337-4	01-18-2013	01-21-2013	TAP PHONG TRADING CO.	7.90	CAD	7.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0103	HS-MH-PUB-COLBORNE L	5046	Commercial Equipment Not Elsewhere Class	DISPOSABLE GLOVES FOR FOOD HANDLING	
					91.05	CAD	91.05	CAD								
"PARKS, FORESTRY & RECREATION"	2312-2	01-03-2013	01-04-2013	PARKDALE HM HDW 1350-8	33.89	CAD	33.89	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12971	ARTS-PRKDALE	5251	Hardware Stores	SPACE HEATER	
"PARKS, FORESTRY & RECREATION"	2318-2	01-04-2013	01-07-2013	PARKDALE HM HDW 1350-8	-33.89	CAD	-33.89	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12971	ARTS-PRKDALE	5251	Hardware Stores	REFUND	
"PARKS, FORESTRY & RECREATION"	2343-1	01-23-2013	01-24-2013	REMENYI MUSIC   BOOKS	41.79	CAD	41.79	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12971	ARTS-PRKDALE	5733	"Music Stores - Musical Instruments, Pian"	PIANO BOOKS FOR PARKDALE CC	
					41.79	CAD	41.79	CAD								
"PARKS, FORESTRY & RECREATION"	2312-3	01-03-2013	01-04-2013	VERMEER CANADA INC	285.09	CAD	285.09	CAD	3080	M & E - HAND TOOLS	P12856	RAVWTRMAINT	7394	"Equipment Rental and Leasing Services, F"	TOOLS	
"PARKS, FORESTRY & RECREATION"	2350-1	01-29-2013	01-30-2013	BEST BUY CANADA #943	330.84	CAD	330.84	CAD	3032	M & E - PHOTOGRAPHIC	P12856	RAVWTRMAINT	5732	Electronic Sales	CAMERAS	
					615.93	CAD	615.93	CAD								
"PARKS, FORESTRY & RECREATION"	2350-2	01-29-2013	01-30-2013	LOBLAWS #1001	40.58	CAD	40.58	CAD	4820	BUSINESS MEETING EXPENSES	P10255	LOCATION SUPP - NY	5411	"Grocery Stores, Supermarkets"	FOOD FOR TRAINING	
"PARKS, FORESTRY & RECREATION"	2350-3	01-28-2013	01-30-2013	WAL-MART # 3111	115.59	CAD	115.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12969	ARTS-MCNICOLL	5411	"Grocery Stores, Supermarkets"	"PRGM SUPPLIES:CLOCK,BATTERIES"	
					156.17	CAD	156.17	CAD								
"PARKS, FORESTRY & RECREATION"	2324-3	01-09-2013	01-11-2013	COLVILLE FASTENERS LTD	26.06	CAD	26.06	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	NUTS AND BOLTS	
"PARKS, FORESTRY & RECREATION"	2327-3	01-10-2013	01-14-2013	MR METAL(ETOBICOKE) IN	26.44	CAD	26.44	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	HR PLAT 2500	
"PARKS, FORESTRY & RECREATION"	2333-3	01-15-2013	01-17-2013	APPLIED INDUSTRIAL TEC	24.74	CAD	24.74	CAD	2401	LUBRICANTS	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	CHAIN LUBE	
"PARKS, FORESTRY & RECREATION"	2348-4	01-25-2013	01-29-2013	MR METAL(ETOBICOKE) IN	73.07	CAD	73.07	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	HR PLAT 2500	
					150.31	CAD	150.31	CAD								
"PARKS, FORESTRY & RECREATION"	2339-2	01-21-2013	01-22-2013	DESCO PLUMBING   HEATI	407.62	CAD	407.62	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00632	CENTENNIAL PK-PKS MA	1711	"Air Conditioning, Heating, and Plumbing"		
"PARKS, FORESTRY & RECREATION"	2339-3	01-21-2013	01-22-2013	ASSOCIARED INDUSTRIAL	498.32	CAD	498.32	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5085	Industrial Supplies Not Elsewhere Classi		
					905.94	CAD	905.94	CAD								
"PARKS, FORESTRY & RECREATION"	2327-4	01-11-2013	01-14-2013	BRAFASCO / VAUGHAN	78.05	CAD	78.05	CAD	2710	GENERAL HARDWARE	P07659	DOUGLAS SNOW-OPERATI	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE	
"PARKS, FORESTRY & RECREATION"	2327-5	01-12-2013	01-14-2013	MISSISSAUGA HARDWARE C	65.54	CAD	65.54	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5072	Hardware Equipment and Supplies	TOOLS/CHISEL	
"PARKS, FORESTRY & RECREATION"	2327-6	01-12-2013	01-14-2013	MISSISSAUGA HARDWARE C	507.37	CAD	507.37	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5072	Hardware Equipment and Supplies	TOOL/DRILL	
"PARKS, FORESTRY & RECREATION"	2330-2	01-11-2013	01-16-2013	SCP	365.49	CAD	365.49	CAD	2535	PLUMBING SUPPLIES	P07659	DOUGLAS SNOW-OPERATI	5996	Swimming Pools - Sales and Supplies	12 X 12 FRAMES & CRATES	
"PARKS, FORESTRY & RECREATION"	2337-5	01-18-2013	01-21-2013	CENTRAL FAIRBANK LUMBE	63.27	CAD	63.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07696	ANTIBES CC-OPERATION	5211	"Building Materials, Lumber Stores"	ANCHORING CEMENT	
"PARKS, FORESTRY & RECREATION"	2337-6	01-18-2013	01-21-2013	"FASTENAL CANADA CN1Q,"	24.49	CAD	24.49	CAD	2710	GENERAL HARDWARE	P07659	DOUGLAS SNOW-OPERATI	5211	"Building Materials, Lumber Stores"	HARDWARE	
"PARKS, FORESTRY & RECREATION"	2337-7	01-18-2013	01-21-2013	THE HOME DEPOT #7078	31.99	CAD	31.99	CAD	2710	GENERAL HARDWARE	P07696	ANTIBES CC-OPERATION	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2339-4	01-18-2013	01-22-2013	SCP	730.97	CAD	730.97	CAD	2535	PLUMBING SUPPLIES	P07696	ANTIBES CC-OPERATION	5996	Swimming Pools - Sales and Supplies	FRAME & CRATE	
"PARKS, FORESTRY & RECREATION"	2347-1	01-22-2013	01-28-2013	SCP	419.40	CAD	419.40	CAD	2535	PLUMBING SUPPLIES	P07697	CUMMER COMPLEX-OPERA	5996	Swimming Pools - Sales and Supplies	SAND FILTER/SILCA SAND	
					"2,286.57"	CAD	"2,286.57"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2323-1	01-09-2013	01-10-2013	LOBLAWS 4.2	8.13	CAD	8.13	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	"SAUERKRAUT,PICKLES,CAPERS FOR SPECIAL EVENT"	
ECONOMIC DEVELOPMENT & CULTURE	2324-4	01-10-2013	01-11-2013	WHITEHOUSE MEATS	27.19	CAD	27.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5422	"Freezer, Locker Meat Provisioners"	BEEF FOR QUEEN CHARLOTTE'S BALL	
ECONOMIC DEVELOPMENT & CULTURE	2329-2	01-14-2013	01-15-2013	PALATINE HILLS ESTATE	457.20	CAD	457.20	CAD	2760	ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5921	"Package Stores, Beer, Wine, Liquor"	FOR QUEEN CHARLOTTE'S BALL EVENT(REQU TICKET SALE)	
ECONOMIC DEVELOPMENT & CULTURE	2330-3	01-14-2013	01-16-2013	LCBO/RAO #018	157.55	CAD	157.55	CAD	2760	ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5921	"Package Stores, Beer, Wine, Liquor"	FOR QUEEN CHARLOTTE'S BALL EVENT(REQU TICKET SALE)	
ECONOMIC DEVELOPMENT & CULTURE	2330-4	01-14-2013	01-16-2013	CDN TIRE STORE #00654	37.47	CAD	37.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5200	Home Supply Warehouse	JARS FOR JAMS AND MARMALADE FOR RETAIL	
ECONOMIC DEVELOPMENT & CULTURE	2330-5	01-15-2013	01-16-2013	PHILS PLACE	24.90	CAD	24.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5812	"Eating Places, Restaurants"	APRICOTS FOR QUEEN CHARLOTTE'S BALL	
ECONOMIC DEVELOPMENT & CULTURE	2330-6	01-15-2013	01-16-2013	FRESHCO #9828	57.34	CAD	57.34	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	"ALMONDS,PISTACHIOS AND CUPS FOR QUEEN CHARLOTTE'S"	
ECONOMIC DEVELOPMENT & CULTURE	2335-7	01-17-2013	01-18-2013	LOBLAWS 4.2	79.33	CAD	79.33	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	"CURRANTS,APPLES,ORANGES, CHOCOLATE AND SPOONS"	
ECONOMIC DEVELOPMENT & CULTURE	2337-8	01-19-2013	01-21-2013	SOBEYS #938        QPS	46.77	CAD	46.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	"MILK,CREAM,FRUIT FOR QUEEN CHARLOTTE'S BALL"	
ECONOMIC DEVELOPMENT & CULTURE	2345-2	01-23-2013	01-25-2013	METRO #720	90.65	CAD	90.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	"MILK,WHIPPING CREAM,EGG WHITES,APPLES,ORANGES"	
					986.53	CAD	986.53	CAD								
TRANSPORTATION SERVICES 	2322-1	01-03-2013	01-09-2013	MCBURNEY SALES AND SER	537.10	CAD	537.10	CAD	2710	GENERAL HARDWARE	TP0397	SIGN INSTALL & MNTCE	5967	Direct Marketing - Inbound Telemarketing	REPAIRS TO CORE DRILL AND ROTARY GUN	
TRANSPORTATION SERVICES 	2333-4	01-15-2013	01-17-2013	CONSTRUCTION ACCESSORI	593.66	CAD	586.16	USD	2710	GENERAL HARDWARE	TP0397	SIGN INSTALL & MNTCE	5211	"Building Materials, Lumber Stores"	JACKJAW 500 POST REMOVER	
					"1,130.76"	CAD	537.10	CAD								
							586.16	USD								
ECONOMIC DEVELOPMENT & CULTURE	2322-2	01-08-2013	01-09-2013	RABBA #177	5.98	CAD	5.98	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	MILK AND CREAM FOR SNACK BAR	
ECONOMIC DEVELOPMENT & CULTURE	2324-5	01-10-2013	01-11-2013	HENRY'S DOWNTOWN TORON	88.74	CAD	88.74	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	AH0129	AS-PR-RRP-LAKESHORE	5946	Camera and Photographic Supply Stores	PHOTO SUPPLIES	
ECONOMIC DEVELOPMENT & CULTURE	2327-7	01-11-2013	01-14-2013	LAKESHORE LUMBER	42.32	CAD	42.32	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RRP-LAKESHORE	5251	Hardware Stores	SCREWS FOR STAGE FLOORING	
ECONOMIC DEVELOPMENT & CULTURE	2327-8	01-11-2013	01-14-2013	LAKESHORE LUMBER	11.27	CAD	11.27	CAD	2715	PAINT SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5251	Hardware Stores	PAINTING ROLLERS	
					148.31	CAD	148.31	CAD								
"PARKS, FORESTRY & RECREATION"	2318-3	01-04-2013	01-07-2013	NOFRILLS STEPHEN'S #34	5.97	CAD	5.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07693	DON MONTGOMERY-PGM	5411	"Grocery Stores, Supermarkets"	SOFT COOKIES	
"PARKS, FORESTRY & RECREATION"	2318-4	01-04-2013	01-07-2013	NOFRILLS STEPHEN'S #34	20.10	CAD	20.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	"YOGURT, CHEDDAR, GARLIC, ONION,BASIL,STRAWBERRIES"	
"PARKS, FORESTRY & RECREATION"	2318-5	01-05-2013	01-07-2013	YOUR DOLLAR STORE WITH	40.40	CAD	40.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07693	DON MONTGOMERY-PGM	5999	Miscellaneous and Specialty Retail Store	"MASKS, GLITTER PENS"	
"PARKS, FORESTRY & RECREATION"	2322-3	01-05-2013	01-09-2013	METRO #808	11.67	CAD	11.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	"GRANOLA BARS, BAGUETTS"	
"PARKS, FORESTRY & RECREATION"	2327-9	01-11-2013	01-14-2013	NOFRILLS STEPHEN'S #34	34.17	CAD	34.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	"BREAD, BUTTER, CARROTS, CUCUMBER, STRAWBERRIES,DIP"	
"PARKS, FORESTRY & RECREATION"	2329-3	01-14-2013	01-15-2013	BUTTERFLY BEADS	248.54	CAD	248.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5944	"Clock, Jewelry, Watch, and Silverware St"	"CLASPS, BEADS, PINS AND CHAINS"	
"PARKS, FORESTRY & RECREATION"	2330-7	01-14-2013	01-16-2013	CDN TIRE STORE #00030	31.62	CAD	31.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5200	Home Supply Warehouse	SUPPLIES FOR JEWELLRY MAKING	
"PARKS, FORESTRY & RECREATION"	2337-9	01-18-2013	01-21-2013	NOFRILLS STEPHEN'S #34	28.86	CAD	28.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	"PASTA, TOMATO SAUCE, FROZEN BERRIES, MILK,BANANAS"	
"PARKS, FORESTRY & RECREATION"	2345-3	01-24-2013	01-25-2013	NOFRILLS DICKIES 752	4.86	CAD	4.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	"BREAD, MARGARINE, BABY CARROTS, CUCUMBER, CHEDDAR"	
"PARKS, FORESTRY & RECREATION"	2347-2	01-24-2013	01-28-2013	YOUR DOLLAR STORE WITH	40.68	CAD	40.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05217	DON MONTGOMERY-ARTS	5999	Miscellaneous and Specialty Retail Store	"ERASERS,SMALL CANVASS, ACRYLIC PAINTS,MARKERS"	
"PARKS, FORESTRY & RECREATION"	2347-3	01-25-2013	01-28-2013	NOFRILLS STEPHEN'S #34	6.97	CAD	6.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07693	DON MONTGOMERY-PGM	5411	"Grocery Stores, Supermarkets"	POPCORN	
"PARKS, FORESTRY & RECREATION"	2347-4	01-25-2013	01-28-2013	NOFRILLS STEPHEN'S #34	29.49	CAD	29.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	"PINEAPPLE CHUNKS,TORTILLAS,LETTUCE,PEPPERS,SALSA"	
"PARKS, FORESTRY & RECREATION"	2347-5	01-26-2013	01-28-2013	ARTON CRAFTS INC	105.74	CAD	105.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5970	"Artist Supply Stores, Craft Shops"	"BEADS, CLASPS, PINS AND CHAINS"	
"PARKS, FORESTRY & RECREATION"	2347-6	01-24-2013	01-28-2013	YOUR DOLLAR STORE WITH	3.11	CAD	3.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5999	Miscellaneous and Specialty Retail Store	"CUCUMBER, STRAWBERRIES,VEGGIE DIP,MOZZARELLA CHEES"	
"PARKS, FORESTRY & RECREATION"	2348-5	01-27-2013	01-29-2013	YOUR DOLLAR STORE WITH	66.95	CAD	66.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05217	DON MONTGOMERY-ARTS	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR ARTS & CRAFTS	
					679.13	CAD	679.13	CAD								
"PARKS, FORESTRY & RECREATION"	2333-5	01-16-2013	01-17-2013	STAPLES STORE #11	94.03	CAD	94.03	CAD	2035	PRINTING SUPPLIES (TAXABLE)	P12049	NEW TOR-COMM CTR-PGM	5943	"Office, School Supply, and Stationery St"	INK FOR PRINTER	
					94.03	CAD	94.03	CAD								
SOLID WASTE MANAGEMENT	2327-10	01-10-2013	01-14-2013	THE HOME DEPOT #7078	41.16	CAD	41.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2343-2	01-22-2013	01-24-2013	THE HOME DEPOT #7129	232.13	CAD	232.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0835	COMMISSIONER TS OPER	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2350-4	01-28-2013	01-30-2013	THE HOME DEPOT #7078	194.65	CAD	194.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	*****	
					467.94	CAD	467.94	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2333-6	01-15-2013	01-17-2013	THE HOME DEPOT #7134	229.07	CAD	229.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5200	Home Supply Warehouse	*****	
ECONOMIC DEVELOPMENT & CULTURE	2348-6	01-25-2013	01-29-2013	CDN TIRE STORE #00150	15.80	CAD	15.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5200	Home Supply Warehouse	NAILS	
					244.87	CAD	244.87	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2311-1	01-02-2013	01-03-2013	GEMINI FIBRES	62.95	CAD	62.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0013	AS-PS-CDE-SCARCC	5949	"Fabric, Needlework, Piece Goods, and Sew"	SPECIAL INSTRUCTIONAL WEAVING BOOK FOR BEGINNERS	
