Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2491-2	05-08-2013	05-09-2013	THE SOURCE 5110	32.75	CAD	32.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GENINT&CLB - WARDEN	5732	Electronic Sales	SCIENCE CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2494-2	05-08-2013	05-10-2013	METRO #800	71.27	CAD	71.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GENINT&CLB - WARDEN	5411	"Grocery Stores, Supermarkets"	*****	
"PARKS, FORESTRY & RECREATION"	2494-3	05-08-2013	05-10-2013	CDN TIRE STORE #00324	82.42	CAD	82.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GENINT&CLB - WARDEN	5200	Home Supply Warehouse	COOKING CLASS SUPPLIES-ROLLING PINS	
"PARKS, FORESTRY & RECREATION"	2501-2	05-14-2013	05-16-2013	METRO #475	269.98	CAD	269.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GENINT&CLB - WARDEN	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
					667.82	CAD	667.82	CAD								
"PARKS, FORESTRY & RECREATION"	2512-2	05-24-2013	05-27-2013	SHOPPERSDRUGMART0856	98.50	CAD	98.50	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P13335	WARDEN CC - PRGM SUP	5912	"Drug Stores, Pharmacies"	STUDENT/ADULT TTC TICKETS	
					98.50	CAD	98.50	CAD								
"PARKS, FORESTRY & RECREATION"	2487-1	05-06-2013	05-07-2013	NOFRILLS VITO'S #3936	36.90	CAD	36.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2498-1	05-13-2013	05-14-2013	NOFRILLS VITO'S #3936	51.77	CAD	51.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2505-1	05-17-2013	05-21-2013	THE CRAFT   HOBBY EMPO	91.70	CAD	91.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05874	GRANDRAVINE-ARTS-VIS	5970	"Artist Supply Stores, Craft Shops"	SPECIAL EVENT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2513-1	05-27-2013	05-28-2013	NOFRILLS VITO'S #3936	21.91	CAD	21.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05874	GRANDRAVINE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
					202.28	CAD	202.28	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2496-1	05-10-2013	05-13-2013	NOFRILLS ROB S  1397	21.93	CAD	21.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"TEA,LEMONS AND FRUIT FOR PROGRAMMING"	
ECONOMIC DEVELOPMENT & CULTURE	2515-1	05-28-2013	05-29-2013	NOFRILLS ROB S  1397	28.05	CAD	28.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	FROZEN DRINKS FOR SUMMER CAMPS	
					49.98	CAD	49.98	CAD								
"PARKS, FORESTRY & RECREATION"	2476-1	04-30-2013	05-01-2013	F.G.BRADLEY'S # 514	24.86	CAD	24.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10446	MASARYK COWAN-PGM SU	5945	"Game, Toy, and Hobby Shops"	CHALK FOR GAME ROOM POOL TABLES	
					24.86	CAD	24.86	CAD								
"PARKS, FORESTRY & RECREATION"	2479-2	04-30-2013	05-02-2013	THE HOME DEPOT #7001	15.00	CAD	15.00	CAD	2710	GENERAL HARDWARE	P12856	RAVWTRMAINT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2481-2	05-01-2013	05-03-2013	AGO INDUSTRIES INC.	623.65	CAD	623.65	CAD	2665	PROTECTIVE CLOTHING	P12856	RAVWTRMAINT	5137	"Mens, Womens, and Childrens Uniforms and"	COTTON SAFETY WEAR	
"PARKS, FORESTRY & RECREATION"	2487-2	05-06-2013	05-07-2013	PRINCESS AUTO #36	32.74	CAD	32.74	CAD	2710	GENERAL HARDWARE	P12856	RAVWTRMAINT	5085	Industrial Supplies Not Elsewhere Classi	"EMERY SANDING ROLL, MAGNET CLIPS"	
"PARKS, FORESTRY & RECREATION"	2501-3	05-15-2013	05-16-2013	PRINCESS AUTO #36	185.50	CAD	185.50	CAD	2730	LOCKS	P12856	RAVWTRMAINT	5085	Industrial Supplies Not Elsewhere Classi	"PADLOCK COMBO, PAINT ANTI RUST"	
"PARKS, FORESTRY & RECREATION"	2505-2	05-17-2013	05-21-2013	THE HOME DEPOT #7001	31.08	CAD	31.08	CAD	2710	GENERAL HARDWARE	P12856	RAVWTRMAINT	5200	Home Supply Warehouse	*****	
					887.97	CAD	887.97	CAD								
"PARKS, FORESTRY & RECREATION"	2479-3	05-01-2013	05-02-2013	THE SOURCE 5114	159.85	CAD	159.85	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P13307	HOLIDYCAMP-SENECAVLG	5732	Electronic Sales	STEREO EQUIPMENT FOR DANCE PRGM	
"PARKS, FORESTRY & RECREATION"	2483-1	05-03-2013	05-06-2013	SPORTS EQUIPMENT OF TO	31.64	CAD	31.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13169	INSTSPRT-MCNICOLL	5941	Sporting Goods Stores	TENNIS BALLS	
"PARKS, FORESTRY & RECREATION"	2491-3	05-06-2013	05-09-2013	D L STEVENSON   SON AR	113.73	CAD	113.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01584	SENECA VILLAGE CC-AR	5970	"Artist Supply Stores, Craft Shops"	ART CLASS MATERIALS	
					305.22	CAD	305.22	CAD								
"PARKS, FORESTRY & RECREATION"	2494-4	05-09-2013	05-10-2013	METAL SUPERMARKETS (ET	17.10	CAD	17.10	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	STEEL	
"PARKS, FORESTRY & RECREATION"	2494-5	05-09-2013	05-10-2013	METAL SUPERMARKETS (NO	42.94	CAD	42.94	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	STEEL	
"PARKS, FORESTRY & RECREATION"	2496-2	05-09-2013	05-13-2013	COLVILLE FASTENERS LTD	55.94	CAD	55.94	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	SANDING DISK	
"PARKS, FORESTRY & RECREATION"	2496-3	05-09-2013	05-13-2013	FINCHAM AUTOMOTIVE	11.77	CAD	11.77	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5511	"Automobile and Truck Dealers - Sales, Se"	UNITOOL	
"PARKS, FORESTRY & RECREATION"	2496-4	05-09-2013	05-13-2013	DIRECT EQUIPMENT LTD	401.04	CAD	401.04	CAD	3080	M & E - HAND TOOLS	P12017	SOUTH GENERAL-PKS TE	5072	Hardware Equipment and Supplies	LOCK-N-LIFT-TOOL	
"PARKS, FORESTRY & RECREATION"	2505-3	05-13-2013	05-21-2013	PACIFIC FASTENERS (198	16.88	CAD	16.88	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5251	Hardware Stores	"BOLTS, NUTS"	
"PARKS, FORESTRY & RECREATION"	2515-2	05-27-2013	05-29-2013	COLVILLE FASTENERS LTD	56.73	CAD	56.73	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	THR ROD	
"PARKS, FORESTRY & RECREATION"	2515-3	05-27-2013	05-29-2013	MR METAL(ETOBICOKE) IN	71.40	CAD	71.40	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	STEEL	
"PARKS, FORESTRY & RECREATION"	2517-3	05-30-2013	05-31-2013	CHAUNCEY BUILDERS SUPP	19.77	CAD	19.77	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	LOCKBOLT ANCHOR	
					693.57	CAD	693.57	CAD								
"PARKS, FORESTRY & RECREATION"	2481-3	05-02-2013	05-03-2013	LAKESHORE LUMBER	174.07	CAD	174.07	CAD	2780	CONCRETE	P00656	CENTENNIAL PK-PGM SU	5251	Hardware Stores	RAPID POST CONCRETE MIX	
"PARKS, FORESTRY & RECREATION"	2488-1	05-06-2013	05-08-2013	BRAFASCO / MISSISSAUGA	100.63	CAD	100.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5085	Industrial Supplies Not Elsewhere Classi	GALVANIZED LAG BOLTS	
"PARKS, FORESTRY & RECREATION"	2491-4	05-07-2013	05-09-2013	THE HOME DEPOT #7011	114.95	CAD	114.95	CAD	2715	PAINT SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2491-5	05-07-2013	05-09-2013	COUNTERFORCE INC	338.38	CAD	338.38	CAD	4435	C. SERV - SECUR SYS	P00656	CENTENNIAL PK-PGM SU	1799	"Contractors, Special Trade - Not Elsewhe"	ALARM MONITORING - CHALET	
"PARKS, FORESTRY & RECREATION"	2494-6	05-08-2013	05-10-2013	CDN TIRE STORE #00070	66.59	CAD	66.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	TIRE REPAIR KIT	
"PARKS, FORESTRY & RECREATION"	2499-1	05-14-2013	05-15-2013	LAKESHORE LUMBER	474.60	CAD	474.60	CAD	2775	ASPHALT	P00656	CENTENNIAL PK-PGM SU	5251	Hardware Stores	ASPHALT COLD PATCH	
"PARKS, FORESTRY & RECREATION"	2501-4	05-15-2013	05-16-2013	LOWES #03096*	369.42	CAD	369.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2503-1	05-16-2013	05-17-2013	LOWES #03096*	43.98	CAD	43.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	"R22 16""X48"" WS COMFORTBATT"	
"PARKS, FORESTRY & RECREATION"	2507-2	05-21-2013	05-22-2013	LONG   MCQUADE LIMITED	54.79	CAD	54.79	CAD	2575	ELECTRICAL SUPPLIES	P10960	CENTENNIAL STADIUM-O	5733	"Music Stores - Musical Instruments, Pian"	MICROPHONE CABLES	
"PARKS, FORESTRY & RECREATION"	2509-1	05-22-2013	05-23-2013	BUNZL CANADA INC #1	830.55	CAD	830.55	CAD	2570	JANITORIAL SUPPLIES	P10960	CENTENNIAL STADIUM-O	5111	"Stationery, Office Supplies, Printing an"	LARGE CORELESS TOILET PAPER	
"PARKS, FORESTRY & RECREATION"	2509-2	05-22-2013	05-23-2013	LONG   MCQUADE LIMITED	529.97	CAD	529.97	CAD	3020	M & E - COMMUNICATIONS	P10960	CENTENNIAL STADIUM-O	5733	"Music Stores - Musical Instruments, Pian"	CORDLESS MICROPHONE - STADIUM	
"PARKS, FORESTRY & RECREATION"	2512-3	05-24-2013	05-27-2013	COUNTERFORCE INC	561.61	CAD	561.61	CAD	4435	C. SERV - SECUR SYS	P00656	CENTENNIAL PK-PGM SU	1799	"Contractors, Special Trade - Not Elsewhe"	ALARM MONITORING - 149 ELMCREST RD	
"PARKS, FORESTRY & RECREATION"	2516-1	05-29-2013	05-30-2013	LOWES #03096*	20.09	CAD	20.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	11KG SHEETROCK 90 COMPOUND	
"PARKS, FORESTRY & RECREATION"	2517-4	05-29-2013	05-31-2013	CDN TIRE STORE #00070	28.19	CAD	28.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	GARDENER'S TROWELS	
"PARKS, FORESTRY & RECREATION"	2517-5	05-29-2013	05-31-2013	CDN TIRE STORE #00152	96.00	CAD	96.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	PORTABLE AIR TANK	
					"3,803.82"	CAD	"3,803.82"	CAD								
"PARKS, FORESTRY & RECREATION"	2494-7	05-09-2013	05-10-2013	BOLTS PLUS INC	124.30	CAD	124.30	CAD	2710	GENERAL HARDWARE	P07696	ANTIBES CC-OPERATION	5085	Industrial Supplies Not Elsewhere Classi	PNEUMATIC WHEEL	
"PARKS, FORESTRY & RECREATION"	2517-6	05-29-2013	05-31-2013	SP S COMM SWIMMING POO	671.39	CAD	671.39	CAD	3099	GENERAL EQUIPMENT	P07701	GOULDING CC-OPERATIO	5996	Swimming Pools - Sales and Supplies	CHLORINE TANK	
					795.69	CAD	795.69	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2476-2	04-27-2013	05-01-2013	METRO #720	81.99	CAD	81.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0052	HS-MH-BOA-METRO HALL	5411	"Grocery Stores, Supermarkets"	CHEESE & FRUIT TRAY FOR BATTLE OF YORK COMMEMORATI	
ECONOMIC DEVELOPMENT & CULTURE	2476-3	04-27-2013	05-01-2013	METRO #720	3.98	CAD	3.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0052	HS-MH-BOA-METRO HALL	5411	"Grocery Stores, Supermarkets"	CRACKERS FOR BATTLE OF YORK COMMEMORATION	
ECONOMIC DEVELOPMENT & CULTURE	2479-4	04-30-2013	05-02-2013	METRO #720	90.61	CAD	90.61	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0117	HS-MH-RET-FORT YORK	5411	"Grocery Stores, Supermarkets"	"HAMBURGERS, BUNS & CONDIMENTS FOR STUDENT LUNCH"	
ECONOMIC DEVELOPMENT & CULTURE	2488-2	05-06-2013	05-08-2013	SOBEYS #938        QPS	56.90	CAD	56.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDU-FORT YORK	5411	"Grocery Stores, Supermarkets"	BUTTER FOR KITCHEN PROGRAMMES	
ECONOMIC DEVELOPMENT & CULTURE	2499-2	05-14-2013	05-15-2013	LOBLAWS 4.2	85.32	CAD	85.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	"CURRANTS, JUICE, BUTTER & CUPS"	
ECONOMIC DEVELOPMENT & CULTURE	2509-3	05-22-2013	05-23-2013	LOBLAWS 4.2	23.03	CAD	23.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	"OYSTERS, ANCHOVIES, PARSLEY AND CURRANTS"	
					341.83	CAD	341.83	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2481-4	05-02-2013	05-03-2013	LINENTABLECLOTH.COM	187.75	CAD	180.91	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUB-GIBSON HOU	5719	Miscellaneous House Furnishing Specialty	*****	
					187.75	CAD	180.91	USD								
AFFORDABLE HOUSING OFFICE	2483-2	05-03-2013	05-06-2013	OTTAWA MARRIOTT	572.91	CAD	572.91	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	H20001	AHO - HSG DEV ADM E	3509	Marriott Hotels	45TH NATIONAL CONGRESS-OTTAWA	
AFFORDABLE HOUSING OFFICE	2483-3	05-03-2013	05-06-2013	OTTAWA MARRIOTT	381.94	CAD	381.94	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	H20001	AHO - HSG DEV ADM E	3509	Marriott Hotels	45TH NATIONAL CONGRESS-OTTAWA	
AFFORDABLE HOUSING OFFICE	2483-4	05-03-2013	05-06-2013	OTTAWA MARRIOTT	190.97	CAD	190.97	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	H20001	AHO - HSG DEV ADM E	3509	Marriott Hotels	45TH NATIONAL CONGRESS-OTTAWA	
					"1,145.82"	CAD	"1,145.82"	CAD								
"PARKS, FORESTRY & RECREATION"	2479-5	05-01-2013	05-02-2013	HAWKEX SALES	831.23	CAD	831.23	CAD	3015	M & E - GROUNDS	P00152	C-WTRFRONT3-TURF&HOR	5699	Accessory  and Apparel Stores - Miscella	REPLACEMENT BAGS FOR LITTER LICKER	
"PARKS, FORESTRY & RECREATION"	2505-4	05-17-2013	05-21-2013	VALLEYVIEW GARDENS HK	632.80	CAD	632.80	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5261	Lawn and Garden Supply Stores	TROPICAL PLANTS FOR VASES AT CITY HALL	
"PARKS, FORESTRY & RECREATION"	2510-1	05-22-2013	05-24-2013	TIMM ENTERPRISES LTD.	823.49	CAD	823.49	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5046	Commercial Equipment Not Elsewhere Class	POLE PRUNER AND BAMBOO FENCING	
"PARKS, FORESTRY & RECREATION"	2512-4	05-24-2013	05-27-2013	CHAIN SAW CLINIC LTD	925.41	CAD	925.41	CAD	3080	M & E - HAND TOOLS	P00152	C-WTRFRONT3-TURF&HOR	5722	Household Appliance Stores	CHAINSAW & BALLISTIC PANTS	
"PARKS, FORESTRY & RECREATION"	2515-4	05-28-2013	05-29-2013	CANTOL	"1,000.00"	CAD	"1,000.00"	CAD	3025	M & E - JANITORIAL	P00152	C-WTRFRONT3-TURF&HOR	2842	"Specialty Cleaning, Polishing, and Sanit"	GAT AEROSAL CLEANER FOR ASPHALT AND TAR	
"PARKS, FORESTRY & RECREATION"	2517-7	05-29-2013	05-31-2013	EAASIB PESTICIDES	180.00	CAD	180.00	CAD	4830	PERMIT & LICENSE FEES	P00152	C-WTRFRONT3-TURF&HOR	9399	Government Services - Not Elsewhere Clas	PESTICIDE LICENSE RENEWAL	
					"4,392.93"	CAD	"4,392.93"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2505-5	05-14-2013	05-21-2013	MODERN LAUNDRY	81.36	CAD	81.36	CAD	4995	OTHER EXPENSES	AH0129	AS-PR-RRP-LAKESHORE	7216	Dry Cleaners	WASH/DRY/IRON - TABLECLOTHS FOR BOOK CLUB	
ECONOMIC DEVELOPMENT & CULTURE	2510-2	05-23-2013	05-24-2013	PAUL WOLF ELECTRIC   L	317.01	CAD	317.01	CAD	2575	ELECTRICAL SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5065	Electrical Parts and Equipment	VARIOUS LIGHTBULBS FOR THEATRE	
ECONOMIC DEVELOPMENT & CULTURE	2510-3	05-22-2013	05-24-2013	MBM INSTALL	508.50	CAD	508.50	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	AH0129	AS-PR-RRP-LAKESHORE	7349	"Cleaning and Maintenance, Janitorial Ser"	SERVICING OF SEATING UNIT	
ECONOMIC DEVELOPMENT & CULTURE	2512-5	05-26-2013	05-27-2013	RABBA #177	2.99	CAD	2.99	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	CREAM FOR SNACK BAR	
ECONOMIC DEVELOPMENT & CULTURE	2513-2	05-27-2013	05-28-2013	PAUL WOLF ELECTRIC   L	176.14	CAD	176.14	CAD	2575	ELECTRICAL SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5065	Electrical Parts and Equipment	VARIOUS LIGHTBULBS FOR THEATRE	
ECONOMIC DEVELOPMENT & CULTURE	2517-8	05-30-2013	05-31-2013	PAUL WOLF ELECTRIC   L	47.21	CAD	47.21	CAD	2575	ELECTRICAL SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5065	Electrical Parts and Equipment	VARIOUS LIGHTBULBS FOR THEATRE	
					"1,133.21"	CAD	"1,133.21"	CAD								
SOLID WASTE MANAGEMENT	2491-6	05-08-2013	05-09-2013	CANADA GLASS   MIRROR	50.00	CAD	50.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5039	Construction Materials Not Elsewhere Cla	W/O298843	
SOLID WASTE MANAGEMENT	2494-8	05-09-2013	05-10-2013	CANADA GLASS   MIRROR	13.48	CAD	13.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5039	Construction Materials Not Elsewhere Cla	W/O-298873	
SOLID WASTE MANAGEMENT	2494-9	05-09-2013	05-10-2013	CANADA GLASS   MIRROR	200.24	CAD	200.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5039	Construction Materials Not Elsewhere Cla	W/O-298843	
SOLID WASTE MANAGEMENT	2496-5	05-09-2013	05-13-2013	THE HOME DEPOT #7027	73.73	CAD	73.73	CAD	*****	STEEL	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2499-3	05-13-2013	05-15-2013	THE HOME DEPOT #7027	284.11	CAD	284.11	CAD	*****	BLDG REPAIRS & RENOVATION SUPPLIES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2501-5	05-14-2013	05-16-2013	DUFFERIN TILE	87.46	CAD	87.46	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	W/O-297327	
SOLID WASTE MANAGEMENT	2505-6	05-17-2013	05-21-2013	THE HOME DEPOT #7027	114.55	CAD	114.55	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2510-4	05-22-2013	05-24-2013	DUFFERIN TILE	41.55	CAD	41.55	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	W/O-297327	
SOLID WASTE MANAGEMENT	2512-6	05-23-2013	05-27-2013	THE HOME DEPOT #7027	361.59	CAD	361.59	CAD	*****	BLDG REPAIRS & RENOVATION SUPPLIES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2512-7	05-24-2013	05-27-2013	THE HOME DEPOT #7134	22.57	CAD	22.57	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	KPX 130 EGG	
SOLID WASTE MANAGEMENT	2517-9	05-29-2013	05-31-2013	THE HOME DEPOT #7027	25.36	CAD	25.36	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	*****	
					"1,274.64"	CAD	"1,274.64"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2488-3	05-06-2013	05-08-2013	CENTURY MILL LUMBER	130.18	CAD	130.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5211	"Building Materials, Lumber Stores"	"2 PLANKS, 1X16'X2""X12"", 16'X2""6"""	
ECONOMIC DEVELOPMENT & CULTURE	2503-2	05-15-2013	05-17-2013	THE HOME DEPOT #7013	13.38	CAD	13.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0154	CD-AM-FAC-FORT YORK	5200	Home Supply Warehouse	HASP	
