Division 	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
SOLID WASTE MANAGEMENT	5957-3	2021-12-08	2021-12-10	T H M (TORO HYDRAULIC	268.94	CAD	268.94	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	SW0852	DISCO TS SITE MAINTENANCE	7399	Business Services - Not Elsewhere Classi	INVESTIGATE/REPAIR COMPACTOR #5 348341
SOLID WASTE MANAGEMENT	5958-2	2021-12-10	2021-12-13	TECHNICAL STANDARDS AN	115.00	CAD	115.00	CAD	4760	MEMBERSHIP FEES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	1799	"Contractors, Special Trade - Not Elsewhe"	RENEWAL FOR EMPLOYEES 348646
					383.94	CAD	383.94	CAD							
FACILITIES MANAGEMENT	5950-3	2021-11-30	2021-12-02	THE HOME DEPOT #7012	39.52	CAD	39.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61752083	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	HEPA ALLERGE
FACILITIES MANAGEMENT	5950-4	2021-11-30	2021-12-02	THE MASTER GROUP CRANF	124.25	CAD	124.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61749195	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS NEEDED
FACILITIES MANAGEMENT	5950-5	2021-11-30	2021-12-02	THE MASTER GROUP CRANF	114.13	CAD	114.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61752122	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	TEMPERATURE CONTROLLER
FACILITIES MANAGEMENT	5950-6	2021-12-01	2021-12-02	ONTARIO HEATING PINE	206.23	CAD	206.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61752743	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	PARTS RECEIPT
FACILITIES MANAGEMENT	5953-6	2021-12-02	2021-12-06	THE HOME DEPOT #7080	33.46	CAD	33.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61749726	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  WH.BOX
FACILITIES MANAGEMENT	5954-3	2021-12-03	2021-12-07	CDN TIRE STORE #00621	36.69	CAD	36.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61756472	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	PARTS RECEIPT
FACILITIES MANAGEMENT	5956-2	2021-12-08	2021-12-09	NOBLE 1017	297.70	CAD	297.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61747161	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PIPING MATERIAL
FACILITIES MANAGEMENT	5957-4	2021-12-09	2021-12-10	THE MASTER GROUP CRANF	533.20	CAD	533.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61757260	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	BURNER PARTS
FACILITIES MANAGEMENT	5957-5	2021-12-09	2021-12-10	THE MASTER GROUP CRANF	124.06	CAD	124.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61747161	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	WATER TANK VENTING
FACILITIES MANAGEMENT	5958-3	2021-12-09	2021-12-13	YORKLAND CONTROLS LIMI	354.18	CAD	354.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61757101	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	ACTUATOR
					"1,863.42"	CAD	"1,863.42"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5950-7	2021-12-01	2021-12-02	1 800 GOT JUNK	"2,141.35"	CAD	"2,141.35"	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	7299	Other Services (Not Elsewhere Classified	GARBAGE REMOVAL
ECONOMIC DEVELOPMENT & CULTURE	5953-7	2021-12-03	2021-12-06	TUCKERS POTTERY SUPPLI	"1,630.82"	CAD	"1,630.82"	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5970	"Artist Supply Stores, Craft Shops"	"CLAY UNDERGLZE, CLAY INGREDIENTS"
ECONOMIC DEVELOPMENT & CULTURE	5958-4	2021-12-11	2021-12-13	WAL-MART # 3113	60.88	CAD	60.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AC AS CEDAR RIDGE CREATIVE CENTRE	5310	Discount Stores	PROGRAM SUPPLIES
					"3,833.05"	CAD	"3,833.05"	CAD							
TORONTO WATER	5950-8	2021-11-29	2021-12-02	PACIFIC FASTENERS (198	333.92	CAD	333.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	NUTS AND BOLTS M28
TORONTO WATER	5953-8	2021-12-02	2021-12-06	THE HOME DEPOT #7011	22.55	CAD	22.55	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	HKY 12 SL/AC
TORONTO WATER	5955-1	2021-12-07	2021-12-08	350 WESTLUND RANGEVIEW	585.13	CAD	585.13	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5039	Construction Materials Not Elsewhere Cla	FLUSHING TREE PARTS M28
TORONTO WATER	5956-3	2021-12-07	2021-12-09	BUNNING SPLICING & RIG	339.68	CAD	339.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5085	Industrial Supplies Not Elsewhere Classi	SLING FOR RECTANGLE CHAMBER LIDS
TORONTO WATER	5957-6	2021-12-08	2021-12-10	THE HOME DEPOT #7080	92.72	CAD	92.72	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	20KGSIFTO
TORONTO WATER	5957-7	2021-12-08	2021-12-10	NEXT SUPPLY	90.91	CAD	90.91	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	"M28 FLUSHING CLAMP, TEFLON TAPE, PIPE DOPE"
TORONTO WATER	5958-5	2021-12-09	2021-12-13	THE HOME DEPOT #7132	259.73	CAD	259.73	CAD	4413	C. SRV - SALT & PLOW	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	**MORE**  HOOK & PICK
TORONTO WATER	5961-2	2021-12-10	2021-12-16	PACIFIC FASTENERS (198	210.07	CAD	210.07	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	NUTS AND BOLTS FOR JOHN STREET WORKSHOP
TORONTO WATER	5964-3	2021-12-20	2021-12-21	0136-NAPA SCARBOROUGH	18.92	CAD	18.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5533	"Automotive Parts, Accessories Stores"	ROSEHILL GENERATOR FUEL FILTER
TORONTO WATER	5966-1	2021-12-22	2021-12-23	350 WESTLUND RANGEVIEW	441.27	CAD	441.27	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5039	Construction Materials Not Elsewhere Cla	OFFSET PIPE WRENCH
TORONTO WATER	5967-1	2021-12-22	2021-12-24	THE HOME DEPOT #7132	10.15	CAD	10.15	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	CLR
TORONTO WATER	5967-2	2021-12-22	2021-12-24	NEXT SUPPLY	3.80	CAD	3.80	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	SHOWER AREATOR
					"2,408.85"	CAD	"2,408.85"	CAD							
FIRE SERVICES	5949-1	2021-11-29	2021-12-01	MTO RUS-SO NORTH YORK	"10,341.00"	CAD	"10,341.00"	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	LICENSE RENEWAL STICKERS - 2 YEAR BACKLOG
FIRE SERVICES	5949-2	2021-11-29	2021-12-01	MTO RUS-SO NORTH YORK	"24,880.00"	CAD	"24,880.00"	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	LICENSE RENEWAL STICKERS - 2 YEAR BACKLOG
					"35,221.00"	CAD	"35,221.00"	CAD							
MUNICIPAL LICENSING & STANDARDS	5953-9	2021-12-05	2021-12-06	STAPLES STORE #231	171.73	CAD	171.73	CAD	2010	STATIONERY AND OFFICE SUPPLIES	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5943	"Office, School Supply, and Stationery St"	HOME OFFICE PRINTER
					171.73	CAD	171.73	CAD							
FACILITIES MANAGEMENT	5950-9	2021-12-01	2021-12-02	LOCK-UP SERVICES	929.48	CAD	929.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61750031	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	EMERGENCY AFTER HOURS CALL AND RETURN
FACILITIES MANAGEMENT	5950-10	2021-12-01	2021-12-02	LOCK-UP SERVICES	140.97	CAD	140.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61750168	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	CHANGE BATTERIES SERVICE ELECTRIC LOCKSET
FACILITIES MANAGEMENT	5950-11	2021-12-02	2021-12-02	ULINE	520.00	CAD	520.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61751989	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5964	Direct Marketing - Catalog Merchants	HORIZONTAL BABY CHANGING STATION
FACILITIES MANAGEMENT	5954-4	2021-12-06	2021-12-07	LOCK-UP SERVICES	152.04	CAD	152.04	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61756281	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	MEDICO AND FIVE SETS OF KEYS CUT
FACILITIES MANAGEMENT	5954-5	2021-12-06	2021-12-07	LOCK-UP SERVICES	981.38	CAD	981.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61752064	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	FOUR DOOR CLOSERS
FACILITIES MANAGEMENT	5957-8	2021-12-09	2021-12-10	APPLEBY LOCK	113.00	CAD	113.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61756281	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5957-9	2021-12-09	2021-12-10	APPLEBY LOCK	310.75	CAD	310.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61740718	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	SECURITY SCREWS
FACILITIES MANAGEMENT	5957-10	2021-12-09	2021-12-10	APPLEBY LOCK	79.10	CAD	79.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61757259	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	PLUG
					"3,226.72"	CAD	"3,226.72"	CAD							
"PARKS, FORESTRY & RECREATION"	5958-6	2021-12-12	2021-12-13	CENTERPOINT PAINT & DE	70.60	CAD	70.60	CAD	2715	PAINT SUPPLIES	P02456	ANTIBES CC-INSTRL-INDR	5200	Home Supply Warehouse	MATTE WHITE PAINT
					70.60	CAD	70.60	CAD							
TORONTO WATER	5950-12	2021-12-02	2021-12-02	APPLE.COM/BILL	9.03	CAD	9.03	CAD	3420	COMPUTERS - SOFTWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5735	Record Shops	MICROSOFT LICENSE FEE
TORONTO WATER	5955-2	2021-12-06	2021-12-08	MECP-DRINK WAT WASTE C	145.00	CAD	145.00	CAD	4830	PERMIT & LICENSE FEES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	9399	Government Services - Not Elsewhere Clas	WW OPERATOR CERTIFICATE RENEWAL
TORONTO WATER	5965-1	2021-12-22	2021-12-22	APPLE.COM/BILL	9.03	CAD	9.03	CAD	3420	COMPUTERS - SOFTWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5735	Record Shops	MICROSOFT LICENSE FEE
					163.06	CAD	163.06	CAD							
MUNICIPAL LICENSING & STANDARDS	5950-13	2021-12-01	2021-12-02	JORGENSEN LABORATORIES	899.97	CAD	690.16	USD	3099	GENERAL EQUIPMENT	MS5048	TAS EMRU	5047	Laboratory/Medical/Dental/Ophthalmic Hos	SYRINGE POLES
MUNICIPAL LICENSING & STANDARDS	5950-14	2021-12-01	2021-12-02	SOCIETY OF ANIMAL WELF	328.96	CAD	250.00	USD	4760	MEMBERSHIP FEES	MS5030	TAS HEAD OFFICE	8699	"Organizations, Membership - Not Elsewher"	annual membership dues
MUNICIPAL LICENSING & STANDARDS	5958-8	2021-12-09	2021-12-13	REN'S PETS ECOMMERCE	216.98	CAD	216.98	CAD	4995	OTHER EXPENSES	MS5039	TAS PARTNERSHIPS & MARKETING	5995	Pet Shops - Pet Food and Supplies	SLIP LEADS
MUNICIPAL LICENSING & STANDARDS	5960-1	2021-12-14	2021-12-15	AMZN MKTP CA Z07VJ0ZE3	99.42	CAD	99.42	CAD	3099	GENERAL EQUIPMENT	MS5039	TAS PARTNERSHIPS & MARKETING	4816	Computer Network/Information Services	POWER INVERTER
MUNICIPAL LICENSING & STANDARDS	5964-4	2021-12-20	2021-12-21	AMZ POWER SOURCE BY HY	-99.42	CAD	-99.42	CAD	3099	GENERAL EQUIPMENT	MS5039	TAS PARTNERSHIPS & MARKETING	4816	Computer Network/Information Services	POWER INVERTER
					"1,445.91"	CAD	216.98	CAD							
							940.16	USD							
TORONTO WATER	5957-11	2021-12-09	2021-12-10	PRINCESS AUTO 12	238.35	CAD	238.35	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5085	Industrial Supplies Not Elsewhere Classi	UNIT HEATERS
TORONTO WATER	5961-3	2021-12-15	2021-12-16	BUNNING SPLICING & RIG	159.33	CAD	159.33	CAD	2082	HEALTH & SAFETY SUPPLIES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5085	Industrial Supplies Not Elsewhere Classi	SAFETY LANYARDS
TORONTO WATER	5963-1	2021-12-17	2021-12-20	POWERTRADE ELECTRIC LT	59.40	CAD	59.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	1731	Electrical Contractors	SPRAY GREASE
TORONTO WATER	5965-2	2021-12-21	2021-12-22	SRP CONTROL SYSTEMS LT	502.85	CAD	502.85	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5969	Direct Marketing - Other Direct Marketer	INSTRUMENT CALIBRATION
TORONTO WATER	5972-1	2021-12-29	2021-12-31	BRAFASCO	268.18	CAD	268.18	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5085	Industrial Supplies Not Elsewhere Classi	COBALT DRILL BIT
					"1,228.11"	CAD	"1,228.11"	CAD							
CITY CLERKS OFFICE	5953-10	2021-12-03	2021-12-06	PAYPAL  NAVA	80.23	CAD	80.23	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	GV0019	STRATEGIC PROTOCOL & EXTERNAL RELATIONS	8398	"Organizations, Charitable and Social Ser"	NAVA DIGITAL SUBSCRIPTION RENEWAL
CITY CLERKS OFFICE	5957-12	2021-12-10	2021-12-10	APPLE.COM/BILL	451.99	CAD	451.99	CAD	3420	COMPUTERS - SOFTWARE	GV0019	STRATEGIC PROTOCOL & EXTERNAL RELATIONS	5735	Record Shops	FINAL CUT PRO SOFTWARE LICENSE
					532.22	CAD	532.22	CAD							
FIRE SERVICES	5954-6	2021-12-05	2021-12-07	PETROCAN	84.18	CAD	84.18	CAD	*****	WASHES-LICENSED MOBILE EQUIP.	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	**MORE**  FUEL
FIRE SERVICES	5961-4	2021-12-14	2021-12-16	PETROCAN	86.30	CAD	86.30	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
					170.48	CAD	170.48	CAD							
FACILITIES MANAGEMENT	5954-7	2021-12-06	2021-12-07	PAUL WOLF ELECTRIC & L	502.16	CAD	502.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61752640	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	BALLASTS
FACILITIES MANAGEMENT	5956-4	2021-12-08	2021-12-09	PAUL WOLF ELECTRIC & L	-502.16	CAD	-502.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61752640	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	LIGHTS
FACILITIES MANAGEMENT	5956-5	2021-12-08	2021-12-09	PAUL WOLF ELECTRIC & L	502.06	CAD	502.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61752640	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	BALLASTS
					502.06	CAD	502.06	CAD							
TORONTO WATER	5949-3	2021-12-01	2021-12-01	SQ  PRECISION GASKETS	-319.22	CAD	-319.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	8999	Professional Services - Not Elsewhere Cl	REFUND - INITIAL AMOUNT CHARGED WAS INCORRECT
TORONTO WATER	5950-15	2021-12-01	2021-12-02	STAPLES STORE #15	107.29	CAD	107.29	CAD	2650	COMPUTER AND PRINTER SUPPLIES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5943	"Office, School Supply, and Stationery St"	PLW - IPAD AND HEADPHONE SUPPLIES
TORONTO WATER	5953-11	2021-12-02	2021-12-06	CDN TIRE STORE #00182	169.10	CAD	169.10	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	TOOL BOXES FOR WSI TRUCKS AND SUPPLIES
TORONTO WATER	5961-5	2021-12-13	2021-12-16	BUNNING SPLICING & RIG	38.42	CAD	38.42	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5085	Industrial Supplies Not Elsewhere Classi	CHAIN FOR THE SOUTH GATE AND PAIR OF SHACKLES
					-4.41	CAD	-4.41	CAD							
TORONTO WATER	5949-4	2021-11-29	2021-12-01	CDN TIRE STORE #00189	51.97	CAD	51.97	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4100	WW TREATMNT: HIGHLAND CREEK TP-WA 2 LQ	5200	Home Supply Warehouse	TOOL BAGS
					51.97	CAD	51.97	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5953-12	2021-12-03	2021-12-06	LONGOS LIBERTY VILLAGE	10.40	CAD	10.40	CAD	4805	POSTAGE	AH0059	MH CUR 98 AA ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	POSTAGE STAMPS
ECONOMIC DEVELOPMENT & CULTURE	5953-13	2021-12-03	2021-12-06	TPH-SOP	"1,197.09"	CAD	"1,197.09"	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0082	MH CUR 98 AA EXHIBITION	2741	Miscellaneous Publishing and Printing	EXHIBIT PANELS
ECONOMIC DEVELOPMENT & CULTURE	5953-14	2021-12-03	2021-12-06	PAYPAL  ABALEADESIG	395.50	CAD	395.50	CAD	4085	PROF & TECH-MGMT	AH0082	MH CUR 98 AA EXHIBITION	7333	"Commercial Art, Graphics, Photography"	DESIGN WORK FOR EXCHIBIT PANELS
ECONOMIC DEVELOPMENT & CULTURE	5960-2	2021-12-14	2021-12-15	MOSS LED INC	"2,052.50"	CAD	"2,052.50"	CAD	2575	ELECTRICAL SUPPLIES	AH0059	MH CUR 98 AA ADMINISTRATION	5719	Miscellaneous House Furnishing Specialty	LED LIGHTING SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5961-6	2021-12-16	2021-12-16	AMAZON.CA 1J9ZK62F3	119.64	CAD	119.64	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	MH CUR 98 AA ADMINISTRATION	4816	Computer Network/Information Services	REFERENCE BOOKS
ECONOMIC DEVELOPMENT & CULTURE	5961-7	2021-12-16	2021-12-16	ULINE	"1,533.12"	CAD	"1,533.12"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	MH CUR 98 AA ADMINISTRATION	5964	Direct Marketing - Catalog Merchants	"60X24X69"" SS MOBILE SHELVING"
ECONOMIC DEVELOPMENT & CULTURE	5961-8	2021-12-15	2021-12-16	SP   SPACING STORE	221.20	CAD	221.20	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	MH CUR 98 AA ADMINISTRATION	5691	Men's and Women's Clothing Stores	REFERENCE BOOKS
ECONOMIC DEVELOPMENT & CULTURE	5961-9	2021-12-15	2021-12-16	COACH HOUSE BOOKS	29.23	CAD	29.23	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	MH CUR 98 AA ADMINISTRATION	2741	Miscellaneous Publishing and Printing	REFERENCE BOOKS
ECONOMIC DEVELOPMENT & CULTURE	5961-10	2021-12-15	2021-12-16	DUNDURN PRESS LTD	27.81	CAD	27.81	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	MH CUR 98 AA ADMINISTRATION	5942	Book Stores	REFERENCE BOOKS
ECONOMIC DEVELOPMENT & CULTURE	5961-11	2021-12-15	2021-12-16	DUNDURN PRESS LTD	37.26	CAD	37.26	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	MH CUR 98 AA ADMINISTRATION	5942	Book Stores	REFERENCE BOOKS
ECONOMIC DEVELOPMENT & CULTURE	5961-12	2021-12-15	2021-12-16	MUSEUM EDUCATION	81.73	CAD	62.00	USD	4760	MEMBERSHIP FEES	AH0061	MH CUR CHIEF CURATOR'S OFFICE	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP APPLICATION LEVEL
ECONOMIC DEVELOPMENT & CULTURE	5962-1	2021-12-15	2021-12-17	PAYPAL  PUBLICACCES	30.00	CAD	30.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0061	MH CUR CHIEF CURATOR'S OFFICE	8999	Professional Services - Not Elsewhere Cl	REFERENCE BOOK
ECONOMIC DEVELOPMENT & CULTURE	5962-2	2021-12-16	2021-12-17	AMZN MKTP CA 6A8OI8TD3	33.01	CAD	33.01	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	MH CUR 98 AA ADMINISTRATION	4816	Computer Network/Information Services	REFERENCE BOOKS
