Division 	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5882-2	2021-08-31	2021-09-02	WAL-MART # 1151	55.73	CAD	55.73	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5310	Discount Stores	VTECH PHONE
"PARKS, FORESTRY & RECREATION"	5894-2	2021-09-15	2021-09-17	PAYPAL  CLASSICCONE	282.50	CAD	282.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5499	Miscellaneous Food Stores - Convenience	ICE CREAM FOR CAMPERS
"PARKS, FORESTRY & RECREATION"	5897-1	2021-09-20	2021-09-22	WAL-MART # 1151	5.27	CAD	5.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5310	Discount Stores	MILK
"PARKS, FORESTRY & RECREATION"	5898-1	2021-09-22	2021-09-23	PC EXPRESS #705	99.16	CAD	99.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	"KETCHUP, SALSA HUMMUS"
"PARKS, FORESTRY & RECREATION"	5898-2	2021-09-21	2021-09-23	WAL-MART # 1151	27.99	CAD	27.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5310	Discount Stores	DISHWASH DETERGENT
					"2,459.31"	CAD	"2,459.31"	CAD							
SOLID WASTE MANAGEMENT	5899-1	2021-09-23	2021-09-24	SOLIDWASTEA	"1,043.22"	CAD	793.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	SW0739	MATERIAL RECYCLING FACILITY - ARROW ROAD	8398	"Organizations, Charitable and Social Ser"	SWANA COURSE FOR INTEGRATED SOLID WASTE MANAGEMENT SYSTEM
					"1,043.22"	CAD	793.00	USD							
TORONTO WATER	5890-1	2021-09-11	2021-09-13	ULINE	436.80	CAD	436.80	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5964	Direct Marketing - Catalog Merchants	"BIG WHEEL HANDI MOVER 23X35"""
TORONTO WATER	5895-1	2021-09-19	2021-09-20	DOLLARAMA #1394	7.40	CAD	7.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5310	Discount Stores	MICS SUPPLIES
TORONTO WATER	5896-2	2021-09-20	2021-09-21	ROCCO'S NO FRILLS #364	27.12	CAD	27.12	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5411	"Grocery Stores, Supermarkets"	MISC SUPPLIES
					471.32	CAD	471.32	CAD							
"PARKS, FORESTRY & RECREATION"	5882-3	2021-08-31	2021-09-02	CDN TIRE STORE #00030	58.74	CAD	58.74	CAD	2499	OTHER CHEMICALS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	PREMIXED COOLANT
"PARKS, FORESTRY & RECREATION"	5885-1	2021-09-02	2021-09-06	CDN TIRE STORE #00030	67.11	CAD	67.11	CAD	2499	OTHER CHEMICALS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	TDH FLUID
"PARKS, FORESTRY & RECREATION"	5889-2	2021-09-08	2021-09-10	THE HOME DEPOT #7012	233.76	CAD	233.76	CAD	2715	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	BEHR STAIN
"PARKS, FORESTRY & RECREATION"	5889-3	2021-09-09	2021-09-10	LEE VALLEY - SCARBOROU	96.62	CAD	96.62	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5072	Hardware Equipment and Supplies	ROSE GLOVES
"PARKS, FORESTRY & RECREATION"	5895-5	2021-09-14	2021-09-20	BULBSCANADA COM INC	23.73	CAD	23.73	CAD	2110	PARTS - FURNITURE & FIXTURES	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	LIGHT BULB
"PARKS, FORESTRY & RECREATION"	5900-2	2021-09-26	2021-09-27	VANDERMEER NURSERY	162.18	CAD	162.18	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5193	"Florists Supplies, Nursery Stock, and Fl"	PERENNIALS
"PARKS, FORESTRY & RECREATION"	5900-3	2021-09-23	2021-09-27	CDN TIRE STORE #00209	35.99	CAD	35.99	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"AIR HOSE, VALVE"
"PARKS, FORESTRY & RECREATION"	5901-1	2021-09-24	2021-09-28	CDN TIRE STORE #00209	10.16	CAD	10.16	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	COUPLING
"PARKS, FORESTRY & RECREATION"	5903-2	2021-09-29	2021-09-30	VILLACCI'S	79.10	CAD	79.10	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	2 YARDS MANURE
					767.39	CAD	767.39	CAD							
FACILITIES MANAGEMENT	5883-2	2021-09-01	2021-09-03	UNITED REFRIGERATION	19.87	CAD	19.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61724961	AGGREGATE FIRE STATIONS-OP-S	5065	Electrical Parts and Equipment	FILTERS
FACILITIES MANAGEMENT	5883-3	2021-09-01	2021-09-03	UNITED REFRIGERATION	47.53	CAD	47.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61729129	220 COWAN AVE-OP-S(MASARYK COMM. CENTRE)	5065	Electrical Parts and Equipment	PARTS USED
FACILITIES MANAGEMENT	5883-4	2021-09-02	2021-09-03	THE MASTER GROUP CRANF	997.79	CAD	997.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61722465	245 MAIN ST-OPS-S-MAIN SQ COMM CENTRE	5074	Plumbing and Heating Equipment	COMPRESSOR
FACILITIES MANAGEMENT	5885-2	2021-09-03	2021-09-06	UNITED REFRIGERATION	49.26	CAD	49.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61729290	707 DUNDAS ST.W-OP-S (SCADDING COURT COM	5065	Electrical Parts and Equipment	PARTS USED
FACILITIES MANAGEMENT	5887-1	2021-09-07	2021-09-08	APPLIED INDUSTRIAL TEC	63.54	CAD	63.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61729627	275 MERTON-OP-S	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5888-1	2021-09-07	2021-09-09	UNITED REFRIGERATION	65.61	CAD	65.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61729627	275 MERTON-OP-S	5065	Electrical Parts and Equipment	FILTERS
FACILITIES MANAGEMENT	5893-1	2021-09-15	2021-09-16	MASTER MARKHAM	"2,861.80"	CAD	"2,861.80"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61730993	433 EASTERN AVE-EDCT-OP-S	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5893-2	2021-09-15	2021-09-16	THE MASTER GROUP REXDA	120.05	CAD	120.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61730993	433 EASTERN AVE-EDCT-OP-S	5074	Plumbing and Heating Equipment	ELECTRICAL PARTS
FACILITIES MANAGEMENT	5896-3	2021-09-20	2021-09-21	RYAN FILTER SALES INC	509.40	CAD	509.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61728874	111 WELLESLEY E-OPS-S	7349	"Cleaning and Maintenance, Janitorial Ser"	FILTERS
FACILITIES MANAGEMENT	5897-2	2021-09-20	2021-09-22	YORKLAND CONTROLS LIMI	420.38	CAD	420.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61731345	OTHER LOCATIONS-EDCT-OPS-SOUTH	5074	Plumbing and Heating Equipment	EXHAUST ACTUATOR
FACILITIES MANAGEMENT	5901-2	2021-09-27	2021-09-28	SQ  HTS ENGINEERING LT	938.51	CAD	938.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61727298	707 DUNDAS ST.W-OP-S (SCADDING COURT COM	1520	General Contractors - Residential and Co	TOUCHPAD DECTRON
					"6,093.74"	CAD	"6,093.74"	CAD							
FIRE SERVICES	5894-3	2021-09-15	2021-09-17	THE HOME DEPOT #7013	43.06	CAD	43.06	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5200	Home Supply Warehouse	PARTS - VENT EXH HOOD R2
					43.06	CAD	43.06	CAD							
"PARKS, FORESTRY & RECREATION"	5881-3	2021-08-30	2021-09-01	THE HOME DEPOT #7078	20.88	CAD	20.88	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	NOHUB CPL1.5
					20.88	CAD	20.88	CAD							
MUNICIPAL LICENSING & STANDARDS	5885-3	2021-09-05	2021-09-06	STAPLES STORE #231	710.09	CAD	710.09	CAD	2010	STATIONERY AND OFFICE SUPPLIES	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5943	"Office, School Supply, and Stationery St"	ACCESSORIES HOME OFFICE
MUNICIPAL LICENSING & STANDARDS	5890-2	2021-09-10	2021-09-13	STAPLES STORE #231	-12.42	CAD	-12.42	CAD	2010	STATIONERY AND OFFICE SUPPLIES	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5943	"Office, School Supply, and Stationery St"	RETURN FOR OFFICE ACCESSORIES
MUNICIPAL LICENSING & STANDARDS	5894-5	2021-09-16	2021-09-17	DECOR FRAME	101.70	CAD	101.70	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5971	Art Dealers and Galleries	BADGE FRAMING/RETIREE
					799.37	CAD	799.37	CAD							
FACILITIES MANAGEMENT	5885-4	2021-09-02	2021-09-06	EXTRUDE-A-TRIM INC.	221.03	CAD	221.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61729192	703 DON MILLS-OPS-NORTH (COMPUTER CENTR)	5039	Construction Materials Not Elsewhere Cla	ALUMINUM TRIM
FACILITIES MANAGEMENT	5887-2	2021-09-07	2021-09-08	ONTARIO ACOUSTIC SUPPL	347.14	CAD	347.14	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61729867	OTHER LOCATIONS-CNS-OPS-SOUTH	5039	Construction Materials Not Elsewhere Cla	CEILING TILES
FACILITIES MANAGEMENT	5887-3	2021-09-07	2021-09-08	JOHNSTON INDUSTRIAL PL	"2,219.04"	CAD	"2,219.04"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61722997	55 JOHN ST.-OPS-D (METRO HALL)	5085	Industrial Supplies Not Elsewhere Classi	PLEXIGLASS SHEETS
FACILITIES MANAGEMENT	5888-2	2021-09-08	2021-09-09	LOCK-UP SERVICES	163.85	CAD	163.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61724021	1081 1/2 PAPE-OPS-S (E YORK COMM RECR)	7299	Other Services (Not Elsewhere Classified	AUTOMATIC OPERATOR ADJUSTMENT
FACILITIES MANAGEMENT	5888-3	2021-09-08	2021-09-09	LOCK-UP SERVICES	305.10	CAD	305.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61724699	OTHER LOCATIONS-EDCT-OPS-SOUTH	7299	Other Services (Not Elsewhere Classified	REPAIR DAMAGED BUTTON HOUSING
FACILITIES MANAGEMENT	5888-4	2021-09-08	2021-09-09	LOCK-UP SERVICES	122.89	CAD	122.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61724981	OTHER LOCATIONS-CNS-OPS-SOUTH	7299	Other Services (Not Elsewhere Classified	OPERATOR ADJUSTMENT
FACILITIES MANAGEMENT	5888-5	2021-09-08	2021-09-09	LOCK-UP SERVICES	122.89	CAD	122.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61729306	150 SHERBOURNE -OP-S(MOSS PARK)	7299	Other Services (Not Elsewhere Classified	OPERATOR ADJUSTMENT
FACILITIES MANAGEMENT	5888-6	2021-09-08	2021-09-09	LOCK-UP SERVICES	613.84	CAD	613.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61722637	91 FRONT E-OPS-S (ST.LAWRENCE MKT-SOUTH)	7299	Other Services (Not Elsewhere Classified	SLIDING DOORS ISSUE
FACILITIES MANAGEMENT	5889-4	2021-09-09	2021-09-10	CUSTOM DOOR AND LOCK S	26.84	CAD	26.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61730231	56 WOODFIELD AV-OP-S(S.H. ARMSTRONG REC	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5890-3	2021-09-09	2021-09-13	THE HOME DEPOT #7080	202.27	CAD	202.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61730176	WOODGREEN RED DOOR FAMILY SHELTER	5200	Home Supply Warehouse	SCH KPD
FACILITIES MANAGEMENT	5891-2	2021-09-13	2021-09-14	JOHNSTON INDUSTRIAL PL	"2,359.50"	CAD	"2,359.50"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61723615	111 WELLESLEY E-OPS-S	5085	Industrial Supplies Not Elsewhere Classi	PLEXIGLASS ORDER
FACILITIES MANAGEMENT	5892-2	2021-09-13	2021-09-15	EXTRUDE-A-TRIM INC.	413.02	CAD	413.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61729173	255 SPADINA AVE.-OPS-D (ARCHIVES CENTRE)	5039	Construction Materials Not Elsewhere Cla	ALUMINUM TRIM
FACILITIES MANAGEMENT	5892-3	2021-09-13	2021-09-15	EXTRUDE-A-TRIM INC.	442.06	CAD	442.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61723615	111 WELLESLEY E-OPS-S	5039	Construction Materials Not Elsewhere Cla	ALUMINUM TRIM
FACILITIES MANAGEMENT	5892-4	2021-09-14	2021-09-15	JOHNSTON INDUSTRIAL PL	764.41	CAD	764.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61729173	255 SPADINA AVE.-OPS-D (ARCHIVES CENTRE)	5085	Industrial Supplies Not Elsewhere Classi	PLEXIGLASS
FACILITIES MANAGEMENT	5893-3	2021-09-14	2021-09-16	THE HOME DEPOT #7239	19.27	CAD	19.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61723615	111 WELLESLEY E-OPS-S	5200	Home Supply Warehouse	**MORE**  BEHR SPR340G
FACILITIES MANAGEMENT	5894-6	2021-09-16	2021-09-17	APPLEBY LOCK	79.10	CAD	79.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61724871	15 STEPHANIE ST-OP-S(HARRISON BATHS)	7399	Business Services - Not Elsewhere Classi	MORTISE CYLINDER KEYED TO MASTER
FACILITIES MANAGEMENT	5895-6	2021-09-16	2021-09-20	THE HOME DEPOT #7080	108.40	CAD	108.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61723615	CLEARING-FACILITIES OPERATIONS-SOUTH	5200	Home Supply Warehouse	"**MORE**  MIL5PK3.5""S2"
FACILITIES MANAGEMENT	5895-7	2021-09-16	2021-09-20	THE HOME DEPOT #7080	43.22	CAD	43.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61723615	111 WELLESLEY E-OPS-S	5200	Home Supply Warehouse	**MORE**  BEHR SPR340G
FACILITIES MANAGEMENT	5899-2	2021-09-22	2021-09-24	EXTRUDE-A-TRIM INC.	284.08	CAD	284.08	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61731806	55 JOHN ST.-OPS-D (METRO HALL)	5039	Construction Materials Not Elsewhere Cla	ALUMINUM TRIM
FACILITIES MANAGEMENT	5899-3	2021-09-24	2021-09-24	ULINE	931.12	CAD	931.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61716371	1867 LAKESHORE -OP-S(BEACHES PARK)	5964	Direct Marketing - Catalog Merchants	HORIZONTAL BABY CHANGING STATION
FACILITIES MANAGEMENT	5900-5	2021-09-25	2021-09-27	THE HOME DEPOT #7080	97.07	CAD	97.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5200	Home Supply Warehouse	**MORE**  JIGSAW SET
FACILITIES MANAGEMENT	5903-3	2021-09-29	2021-09-30	APPLEBY LOCK	73.45	CAD	73.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	7399	Business Services - Not Elsewhere Classi	C KEYS
					"9,959.59"	CAD	"9,959.59"	CAD							
"PARKS, FORESTRY & RECREATION"	5894-7	2021-09-16	2021-09-17	ATLAS TOOLS & MACHINER	677.98	CAD	677.98	CAD	3080	M & E - HAND TOOLS	P00548	S-EAST 1-TURF&HOR	5251	Hardware Stores	STIHL GREASE GUN KITS
"PARKS, FORESTRY & RECREATION"	5897-4	2021-09-21	2021-09-22	TIM HORTONS #1723	185.00	CAD	185.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00548	S-EAST 1-TURF&HOR	5814	Quick Payment Service - Fast-Food Restau	TIM CARDS FOR TPS WEEK
"PARKS, FORESTRY & RECREATION"	5897-5	2021-09-20	2021-09-22	CDN TIRE STORE #00654	42.91	CAD	42.91	CAD	2401	LUBRICANTS	P00548	S-EAST 1-TURF&HOR	5200	Home Supply Warehouse	ENGINE COOLANT AND LUBRICANT
"PARKS, FORESTRY & RECREATION"	5900-6	2021-09-24	2021-09-27	THE HOME DEPOT #7080	159.56	CAD	159.56	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00548	S-EAST 1-TURF&HOR	5200	Home Supply Warehouse	**MORE**  3'X100'
"PARKS, FORESTRY & RECREATION"	5900-7	2021-09-24	2021-09-27	EAST END GARDEN CENTRE	30.48	CAD	30.48	CAD	2710	GENERAL HARDWARE	P00548	S-EAST 1-TURF&HOR	5261	Lawn and Garden Supply Stores	GARDEN STAKES
					"1,095.93"	CAD	"1,095.93"	CAD							
TORONTO WATER	5897-6	2021-09-22	2021-09-22	APPLE.COM/BILL	9.03	CAD	9.03	CAD	3420	COMPUTERS - SOFTWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5735	Record Shops	MICROSOFT LICENSE FEE
					9.03	CAD	9.03	CAD							
CITY CLERKS OFFICE	5887-4	2021-09-08	2021-09-08	AMCTO	372.90	CAD	372.90	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	GV0009	FIN. & STRATEGIC PLANNING & EXECUTIVE	8699	"Organizations, Membership - Not Elsewher"	"MUNICIPAL CLERKS FORUM OCT 5,2021"
					372.90	CAD	372.90	CAD							
"PARKS, FORESTRY & RECREATION"	5881-4	2021-08-31	2021-09-01	W.E. ENTERPRISES LTD	578.65	CAD	578.65	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	BRAKE MASTER CYLINDER SWITHC
"PARKS, FORESTRY & RECREATION"	5889-5	2021-09-09	2021-09-10	NCH CANADA	"1,989.14"	CAD	"1,989.14"	CAD	2401	LUBRICANTS	P00483	TEY-TECH-SMALL-ENGINES	5999	Miscellaneous and Specialty Retail Store	GEAR OIL
"PARKS, FORESTRY & RECREATION"	5889-6	2021-09-09	2021-09-10	GFL ENV LQ	194.93	CAD	194.93	CAD	2401	LUBRICANTS	P00483	TEY-TECH-SMALL-ENGINES	4900	"Utilities - Electric, Gas, Sanitary, Wat"	WASTE OIL PICK UP
"PARKS, FORESTRY & RECREATION"	5891-3	2021-09-13	2021-09-14	KHAPCO AUTO PARTS	471.85	CAD	471.85	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5533	"Automotive Parts, Accessories Stores"	BATTERY
"PARKS, FORESTRY & RECREATION"	5891-4	2021-09-13	2021-09-14	THORNHILL LAWN EQUIPME	324.88	CAD	324.88	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	"WELDED, FABRICICATION REPAIR"
"PARKS, FORESTRY & RECREATION"	5894-8	2021-09-15	2021-09-17	CDN TIRE STORE #00654	931.63	CAD	931.63	CAD	2499	OTHER CHEMICALS	P00483	TEY-TECH-SMALL-ENGINES	5200	Home Supply Warehouse	PLUMBING ANTIFREEZE
"PARKS, FORESTRY & RECREATION"	5894-9	2021-09-17	2021-09-17	AMZN MKTP US 2G7FW4JV2	144.49	CAD	144.49	CAD	2135	PARTS - TIRES/TUBES	P00483	TEY-TECH-SMALL-ENGINES	5999	Miscellaneous and Specialty Retail Store	TIRE TUBES
"PARKS, FORESTRY & RECREATION"	5896-4	2021-09-17	2021-09-21	CDN TIRE STORE #00654	381.76	CAD	381.76	CAD	3080	M & E - HAND TOOLS	P00483	TEY-TECH-SMALL-ENGINES	5200	Home Supply Warehouse	"BRAZING ROD, NITRILE GLOVES"
"PARKS, FORESTRY & RECREATION"	5897-7	2021-09-21	2021-09-22	KHAPCO AUTO PARTS	188.24	CAD	188.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P01191	S-CENTRAL AIRS-OPERATIONS	5533	"Automotive Parts, Accessories Stores"	STARTER
"PARKS, FORESTRY & RECREATION"	5900-8	2021-09-23	2021-09-27	ATC CORRAL	383.72	CAD	383.72	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5571	Motorcycle Shops and Dealers	DRIVE SHAFT
"PARKS, FORESTRY & RECREATION"	5903-4	2021-09-29	2021-09-30	KHAPCO AUTO PARTS	463.57	CAD	463.57	CAD	2401	LUBRICANTS	P00483	TEY-TECH-SMALL-ENGINES	5533	"Automotive Parts, Accessories Stores"	HYDRAULIC OIL
"PARKS, FORESTRY & RECREATION"	5903-5	2021-09-29	2021-09-30	PRINCESS AUTO 22	541.49	CAD	541.49	CAD	2710	GENERAL HARDWARE	P00483	TEY-TECH-SMALL-ENGINES	5085	Industrial Supplies Not Elsewhere Classi	"CABLE TIES, CLAMPS, FITTINGS"
					"6,594.35"	CAD	"6,594.35"	CAD							
TORONTO WATER	5883-5	2021-09-02	2021-09-03	CITY ELECTRIC SUPPLY	547.82	CAD	547.82	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	7629	"Appliance Repair Shops, Electrical and S"	LED LIGHT SUPPLIES
TORONTO WATER	5896-5	2021-09-20	2021-09-21	CITY ELECTRIC SUPPLY	-259.59	CAD	-259.59	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	7629	"Appliance Repair Shops, Electrical and S"	REFUND
TORONTO WATER	5897-8	2021-09-20	2021-09-22	THE HOME DEPOT #7134	315.20	CAD	315.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	**MORE**  BATT
TORONTO WATER	5899-4	2021-09-23	2021-09-24	CITY ELECTRIC SUPPLY	366.12	CAD	366.12	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	7629	"Appliance Repair Shops, Electrical and S"	HIGH BRIGHT LED
					969.55	CAD	969.55	CAD							
CITY CLERKS OFFICE	5900-9	2021-09-24	2021-09-27	NYTIMES	2.26	CAD	2.26	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	GV0019	STRATEGIC PROTOCOL & EXTERNAL RELATIONS	5192	"Books, Periodicals, and Newspapers"	Approved from list
					2.26	CAD	2.26	CAD							
FIRE SERVICES	5886-1	2021-09-03	2021-09-07	CDN TIRE GASBAR #01318	72.50	CAD	72.50	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
					72.50	CAD	72.50	CAD							
"PARKS, FORESTRY & RECREATION"	5881-5	2021-09-01	2021-09-01	AMZN MKTP CA 2584P3LF2	156.81	CAD	156.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	4816	Computer Network/Information Services	TABLE TOP STANDING DESK
					156.81	CAD	156.81	CAD							
