Division 	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5797-1	2021-05-10	2021-05-11	JJ DOWNS INDUSTRIAL	90.13	CAD	90.13	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5085	Industrial Supplies Not Elsewhere Classi	FITTINGS
"PARKS, FORESTRY & RECREATION"	5800-1	2021-05-13	2021-05-14	WATER AND ICE NORTH AM	801.00	CAD	801.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5996	Swimming Pools - Sales and Supplies	CHLORINE PUMP
"PARKS, FORESTRY & RECREATION"	5806-2	2021-05-21	2021-05-24	WATER AND ICE NORTH AM	781.79	CAD	781.79	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5996	Swimming Pools - Sales and Supplies	CHLORINE PUMP
					"1,672.92"	CAD	"1,672.92"	CAD							
"PARKS, FORESTRY & RECREATION"	5798-1	2021-05-11	2021-05-12	PAUL WOLF ELECTRIC & L	666.70	CAD	666.70	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	BULBS
"PARKS, FORESTRY & RECREATION"	5804-2	2021-05-19	2021-05-20	PAUL WOLF ELECTRIC & L	254.89	CAD	254.89	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	"PVC CEMENT, WIRE"
					921.59	CAD	921.59	CAD							
TORONTO WATER	5794-1	2021-05-06	2021-05-06	AMZN MKTP CA 687PJ3SN3	59.96	CAD	59.96	CAD	3410	COMPUTERS - HARDWARE	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	4816	Computer Network/Information Services	USB CHARGING CABLE
TORONTO WATER	5794-2	2021-05-06	2021-05-06	AMZN MKTP CA ZC3NL6I93	31.98	CAD	31.98	CAD	3410	COMPUTERS - HARDWARE	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	4816	Computer Network/Information Services	USB CHARGING CABLE
TORONTO WATER	5796-2	2021-05-09	2021-05-10	AMZN MKTP CA 2L8R88QV1	325.65	CAD	325.65	CAD	3410	COMPUTERS - HARDWARE	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	4816	Computer Network/Information Services	ADAPTIVE WALL CHARGER AND USB CAR CHARGER
TORONTO WATER	5801-1	2021-05-13	2021-05-17	WWW.CANADIANTIRE.CA	31.63	CAD	31.63	CAD	2710	GENERAL HARDWARE	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	5200	Home Supply Warehouse	COFFEE MAKER
TORONTO WATER	5806-3	2021-05-21	2021-05-24	RAM IMAGING	303.29	CAD	303.29	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7338	"Quick Copy, Reproduction, and Blueprinti"	HP CARTRIDGES
					752.51	CAD	752.51	CAD							
SOLID WASTE MANAGEMENT	5793-2	2021-05-04	2021-05-05	MICWIL GROUP OF COMPAN	567.83	CAD	567.83	CAD	3310	FURNISHINGS	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5046	Commercial Equipment Not Elsewhere Class	CHAIR 343589
					567.83	CAD	567.83	CAD							
"PARKS, FORESTRY & RECREATION"	5790-2	2021-05-01	2021-05-03	RICHTERS HERBS	556.41	CAD	556.41	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5499	Miscellaneous Food Stores - Convenience	HERBS
"PARKS, FORESTRY & RECREATION"	5793-3	2021-05-04	2021-05-05	LEE VALLEY - SCARBOROU	442.17	CAD	442.17	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5072	Hardware Equipment and Supplies	GARDEN TOOLS
"PARKS, FORESTRY & RECREATION"	5794-3	2021-05-05	2021-05-06	LEE VALLEY - SCARBOROU	-153.68	CAD	-153.68	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5072	Hardware Equipment and Supplies	CULTIVATOR RETURN
"PARKS, FORESTRY & RECREATION"	5796-3	2021-05-06	2021-05-10	THE HOME DEPOT #7107	117.37	CAD	117.37	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	TARP
"PARKS, FORESTRY & RECREATION"	5796-4	2021-05-07	2021-05-10	THE HOME DEPOT #7107	105.16	CAD	105.16	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"HARDWARE, NOZZLE"
"PARKS, FORESTRY & RECREATION"	5801-2	2021-05-13	2021-05-17	THE HOME DEPOT #7107	28.86	CAD	28.86	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"HARDWARE, THREADLOCKER"
"PARKS, FORESTRY & RECREATION"	5801-3	2021-05-14	2021-05-17	THE HOME DEPOT #7107	118.48	CAD	118.48	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  FATMAX 50'
"PARKS, FORESTRY & RECREATION"	5806-4	2021-05-20	2021-05-24	THE HOME DEPOT #7107	266.14	CAD	266.14	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  4000 SPKLR
"PARKS, FORESTRY & RECREATION"	5806-5	2021-05-20	2021-05-24	THE HOME DEPOT #7107	188.26	CAD	188.26	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  4000 SPKLR
"PARKS, FORESTRY & RECREATION"	5806-6	2021-05-21	2021-05-24	THE HOME DEPOT #7107	142.92	CAD	142.92	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  4000 SPKLR
					"1,812.09"	CAD	"1,812.09"	CAD							
FACILITIES MANAGEMENT	5795-1	2021-05-06	2021-05-07	ENGINEERED AIR	"2,480.35"	CAD	"2,480.35"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61694572	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	MAIN BOARD REPLACEMENT
FACILITIES MANAGEMENT	5801-4	2021-05-14	2021-05-17	THE MASTER GROUP CRANF	96.55	CAD	96.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61692354	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	MATERIALS USED
FACILITIES MANAGEMENT	5803-1	2021-05-18	2021-05-19	THE MASTER GROUP CRANF	43.17	CAD	43.17	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61696711	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	ECONOMIZER MOTOR
FACILITIES MANAGEMENT	5803-2	2021-05-18	2021-05-19	ENGINEERED AIR	"1,214.75"	CAD	"1,214.75"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61696566	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	MAIN BOARD GYM ROOFTOP AC
FACILITIES MANAGEMENT	5804-3	2021-05-19	2021-05-20	THE MASTER GROUP CRANF	424.43	CAD	424.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61696736	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	AC PARTS
FACILITIES MANAGEMENT	5804-4	2021-05-19	2021-05-20	THE MASTER GROUP CRANF	87.78	CAD	87.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61688945	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	BELTS 2
FACILITIES MANAGEMENT	5804-5	2021-05-19	2021-05-20	ONTBELTING  POWER TRAN	127.64	CAD	127.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61692356	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5804-6	2021-05-19	2021-05-20	LENNOX CANADA INC	166.11	CAD	166.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61696711	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	CONTROL BOARD
FACILITIES MANAGEMENT	5805-2	2021-05-20	2021-05-21	MASTER MARKHAM	621.50	CAD	621.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61696736	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	R22 REFRIGERANT
FACILITIES MANAGEMENT	5808-1	2021-05-21	2021-05-26	THE MASTER GROUP CRANF	386.73	CAD	386.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61697382	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5811-2	2021-05-26	2021-05-31	UNITED REFRIGERATION	319.02	CAD	319.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61696566	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS USED
					"5,968.03"	CAD	"5,968.03"	CAD							
FIRE SERVICES	5794-4	2021-05-06	2021-05-06	ONTARIO COLLEGE OF TRA	67.80	CAD	67.80	CAD	4760	MEMBERSHIP FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	MEMBERSHIP RENEWAL
FIRE SERVICES	5798-2	2021-05-12	2021-05-12	AMZN MKTP CA 2L8U310M2	60.78	CAD	60.78	CAD	3410	COMPUTERS - HARDWARE	FR0014	CAD SYSTEMS-CAD TECHNICAL SUPPORT	4816	Computer Network/Information Services	AUDIO/VISUAL CONFERENCE DEVICE ATTACHMENT
FIRE SERVICES	5800-2	2021-05-12	2021-05-14	PEARSON PARKING T1	66.00	CAD	66.00	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	FR0012	ADMIN-HEADQUARTERS	7523	Automobile Parking Lots and Garages	AIRPORT PARKING FOR FORT GARRY FIRE TRUCKS LTD MEETING IN WINNIPEG
					194.58	CAD	194.58	CAD							
"PARKS, FORESTRY & RECREATION"	5790-3	2021-04-30	2021-05-03	CENTENNIAL PLUMBING SU	330.67	CAD	330.67	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	"FITTINGS, PLUGS"
"PARKS, FORESTRY & RECREATION"	5794-5	2021-05-05	2021-05-06	NOBLE 1038	341.79	CAD	341.79	CAD	2535	PLUMBING SUPPLIES	P00415	N-WEST3-TURF&HORT	5251	Hardware Stores	CHECK VALVE
"PARKS, FORESTRY & RECREATION"	5801-5	2021-05-14	2021-05-17	NOBLE 1038	89.28	CAD	89.28	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	5251	Hardware Stores	"VALVE, 240 VOLT ELEMENT"
"PARKS, FORESTRY & RECREATION"	5806-7	2021-05-21	2021-05-24	CENTENNIAL PLUMBING SU	68.65	CAD	68.65	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	"TAPE, ELBOW"
"PARKS, FORESTRY & RECREATION"	5806-8	2021-05-21	2021-05-24	NOBLE 1038	189.04	CAD	189.04	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5251	Hardware Stores	BRASS HEX BUSHING
"PARKS, FORESTRY & RECREATION"	5810-1	2021-05-27	2021-05-28	ONTARIO VALVE REPAIR	309.45	CAD	309.45	CAD	2535	PLUMBING SUPPLIES	P00404	N-CENTRAL-TURF&HORT	7699	Miscellaneous Repair Shops and Related S	"3"" GATE VALVE"
					"1,328.88"	CAD	"1,328.88"	CAD							
MUNICIPAL LICENSING & STANDARDS	5795-2	2021-05-05	2021-05-07	DECOR FRAME	101.70	CAD	101.70	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5971	Art Dealers and Galleries	RETIREE BADGE FRAMING SERVICE
					101.70	CAD	101.70	CAD							
FACILITIES MANAGEMENT	5794-6	2021-05-05	2021-05-06	ONTARIO ACOUSTIC SUPPL	477.31	CAD	477.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61689727	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES
FACILITIES MANAGEMENT	5797-2	2021-05-10	2021-05-11	APPLEBY LOCK	209.05	CAD	209.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61693750	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	CUT KEY SUPPLY MORTISE CYLINDER REKEY
FACILITIES MANAGEMENT	5797-3	2021-05-10	2021-05-11	APPLEBY LOCK	107.35	CAD	107.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61693770	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	MORTISE CYLINDER AND REKEY
FACILITIES MANAGEMENT	5797-4	2021-05-10	2021-05-11	APPLEBY LOCK	242.95	CAD	242.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61689339	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	CUT KEYS SUPPLY RIM CYLINDER
FACILITIES MANAGEMENT	5800-3	2021-05-13	2021-05-14	APPLEBY LOCK	384.20	CAD	384.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61689914	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	RE KEY LOCKS AND PROVIDE KEYS
FACILITIES MANAGEMENT	5803-3	2021-05-18	2021-05-19	EASTERN PARTITIONS LTD	84.75	CAD	84.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61694043	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5046	Commercial Equipment Not Elsewhere Class	MIRROR
FACILITIES MANAGEMENT	5803-4	2021-05-18	2021-05-19	EASTERN PARTITIONS LTD	180.80	CAD	180.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61694033	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5046	Commercial Equipment Not Elsewhere Class	HANDICAP MIRROR
FACILITIES MANAGEMENT	5806-9	2021-05-21	2021-05-24	LOCK-UP SERVICES	347.19	CAD	347.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61697221	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	CUT CITY KEY TO NEW CORE AND SUPPLY NEW LEVER HANDLE HARDWARE
FACILITIES MANAGEMENT	5806-10	2021-05-21	2021-05-24	LOCK-UP SERVICES	269.47	CAD	269.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61696828	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	CUT MEDECO KEYS AND SUPPLY WRAP AROUND
FACILITIES MANAGEMENT	5809-1	2021-05-26	2021-05-27	LOCK-UP SERVICES	94.22	CAD	94.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61696344	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	PANIC BAR DOG DOWN SERVICE
					"2,397.29"	CAD	"2,397.29"	CAD							
TORONTO WATER	5806-11	2021-05-22	2021-05-24	APPLE.COM/BILL	9.03	CAD	9.03	CAD	3420	COMPUTERS - SOFTWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5735	Record Shops	MICROSOFT LICENCE FEE
					9.03	CAD	9.03	CAD							
"PARKS, FORESTRY & RECREATION"	5793-5	2021-05-04	2021-05-05	RONA.CA.	167.12	CAD	167.12	CAD	2531	LUMBER	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	LUMBER
"PARKS, FORESTRY & RECREATION"	5798-3	2021-05-11	2021-05-12	LEONA STONE & BUILDING	196.78	CAD	196.78	CAD	2780	CONCRETE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	1740	"Insulation, Masonry, Plastering, Stonewo"	LOCKSTONE
					363.90	CAD	363.90	CAD							
CITY CLERKS OFFICE	5801-7	2021-05-14	2021-05-17	CHARTERED PROFESSIONAL	"1,107.40"	CAD	"1,107.40"	CAD	4760	MEMBERSHIP FEES	GV0009	FIN. & STRATEGIC PLANNING & EXECUTIVE	8699	"Organizations, Membership - Not Elsewher"	CPA MEMBERSHIP
CITY CLERKS OFFICE	5806-12	2021-05-22	2021-05-24	CPA CANADA CA STORE	224.87	CAD	224.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	GV0009	FIN. & STRATEGIC PLANNING & EXECUTIVE	8641	"Associations - Civic, Social, and Frater"	ETHICS IN PUBLIC SECTOR COURSE
CITY CLERKS OFFICE	5806-13	2021-05-22	2021-05-24	CPA CANADA CA STORE	224.87	CAD	224.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	GV0008	COUNCIL & SUPPORT SERVICES	8641	"Associations - Civic, Social, and Frater"	ETHICS IN PUBLIC SECTOR COURSE 
CITY CLERKS OFFICE	5808-2	2021-05-26	2021-05-26	CPA CANADA CA STORE	224.87	CAD	224.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	GV0009	FIN. & STRATEGIC PLANNING & EXECUTIVE	8641	"Associations - Civic, Social, and Frater"	ETHINCS IN THE PUBLIC SECTOR
CITY CLERKS OFFICE	5809-2	2021-05-27	2021-05-27	CPA CANADA CA STORE	224.87	CAD	224.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	GV0008	COUNCIL & SUPPORT SERVICES	8641	"Associations - Civic, Social, and Frater"	ETHICS IN THE PUBLIC SECTOR
CITY CLERKS OFFICE	5809-3	2021-05-27	2021-05-27	CPA CANADA CA STORE	224.87	CAD	224.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	GV0009	FIN. & STRATEGIC PLANNING & EXECUTIVE	8641	"Associations - Civic, Social, and Frater"	ETHICS IN THE PUBLIC SECTOR COURSE
					"2,231.75"	CAD	"2,231.75"	CAD							
MUNICIPAL LICENSING & STANDARDS	5795-3	2021-05-06	2021-05-07	COMMUNITY CATS TORONTO	10.00	CAD	10.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	MS5030	TAS HEAD OFFICE	8299	Educational Services	TNR COURSE
MUNICIPAL LICENSING & STANDARDS	5795-4	2021-05-06	2021-05-07	COMMUNITY CATS TORONTO	10.00	CAD	10.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	MS5030	TAS HEAD OFFICE	8299	Educational Services	TNR COURSE
MUNICIPAL LICENSING & STANDARDS	5795-5	2021-05-06	2021-05-07	COMMUNITY CATS TORONTO	10.00	CAD	10.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	MS5030	TAS HEAD OFFICE	8299	Educational Services	TNR COURSE
					30.00	CAD	30.00	CAD							
"PARKS, FORESTRY & RECREATION"	5795-6	2021-05-07	2021-05-07	W.E. ENTERPRISES LTD	333.93	CAD	333.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	TIRE CHAINS
"PARKS, FORESTRY & RECREATION"	5795-7	2021-05-06	2021-05-07	AMZN MKTP CA 2L8NX8G81	56.49	CAD	56.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	TEY-TECH-SMALL-ENGINES	4816	Computer Network/Information Services	BATTERY
"PARKS, FORESTRY & RECREATION"	5796-5	2021-05-07	2021-05-10	KHAPCO AUTO PARTS	221.34	CAD	221.34	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERY
"PARKS, FORESTRY & RECREATION"	5796-6	2021-05-07	2021-05-10	KHAPCO AUTO PARTS	138.40	CAD	138.40	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5533	"Automotive Parts, Accessories Stores"	BATTERY
"PARKS, FORESTRY & RECREATION"	5796-7	2021-05-07	2021-05-10	ATC CORRAL	309.60	CAD	309.60	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5571	Motorcycle Shops and Dealers	THROTTLE CABLE
"PARKS, FORESTRY & RECREATION"	5796-8	2021-05-07	2021-05-10	AMZN MKTP CA 2L59E4MT1	135.59	CAD	135.59	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	TEY-TECH-SMALL-ENGINES	4816	Computer Network/Information Services	CABLE
"PARKS, FORESTRY & RECREATION"	5796-9	2021-05-07	2021-05-10	AMAZON.CA 2L2NN6NM0	30.19	CAD	30.19	CAD	3080	M & E - HAND TOOLS	P00483	TEY-TECH-SMALL-ENGINES	4816	Computer Network/Information Services	CHAIN FILES
"PARKS, FORESTRY & RECREATION"	5796-10	2021-05-07	2021-05-10	AMZN MKTP CA 2L6LC0M91	55.97	CAD	55.97	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	TEY-TECH-SMALL-ENGINES	4816	Computer Network/Information Services	CHARGER BATTERY
"PARKS, FORESTRY & RECREATION"	5796-11	2021-05-09	2021-05-10	AMAZON.CA 223PR2JX3	75.70	CAD	75.70	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00483	TEY-TECH-SMALL-ENGINES	4816	Computer Network/Information Services	CABLE TOOL
"PARKS, FORESTRY & RECREATION"	5796-12	2021-05-09	2021-05-10	AMAZON.CA G78SL2HN3	359.34	CAD	359.34	CAD	3080	M & E - HAND TOOLS	P00483	TEY-TECH-SMALL-ENGINES	4816	Computer Network/Information Services	ANGLE GRINDER
"PARKS, FORESTRY & RECREATION"	5797-5	2021-05-10	2021-05-11	KHAPCO AUTO PARTS	250.81	CAD	250.81	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5533	"Automotive Parts, Accessories Stores"	BATTERY
"PARKS, FORESTRY & RECREATION"	5800-4	2021-05-13	2021-05-14	CAMCARB	811.91	CAD	811.91	CAD	3080	M & E - HAND TOOLS	P00483	TEY-TECH-SMALL-ENGINES	5169	Chemicals and Allied Products Not Elsewh	"WELDER TIPS, MIG WIRE"
"PARKS, FORESTRY & RECREATION"	5800-5	2021-05-13	2021-05-14	ATC CORRAL	565.72	CAD	565.72	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5571	Motorcycle Shops and Dealers	"RETAINER, CLIPS, COIL SPRINGS"
"PARKS, FORESTRY & RECREATION"	5803-5	2021-05-18	2021-05-19	KHAPCO AUTO PARTS	201.71	CAD	201.71	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERY
					"3,546.70"	CAD	"3,546.70"	CAD							
TORONTO WATER	5799-2	2021-05-11	2021-05-13	THE HOME DEPOT #7013	24.63	CAD	24.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	SPRING CLAMP
TORONTO WATER	5800-6	2021-05-13	2021-05-14	CITY ELECTRIC SUPPLY	57.11	CAD	57.11	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	7629	"Appliance Repair Shops, Electrical and S"	EMERGENCY LAMPS BATTERY
TORONTO WATER	5800-7	2021-05-12	2021-05-14	THE HOME DEPOT #7013	111.87	CAD	111.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	VACUUM CLEANER
