Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
					32.89	CAD	25.00	USD							
TORONTO WATER	5720-4	2021-01-27	2021-01-28	COSTCO WHOLESALE W159	271.15	CAD	271.15	CAD	3030	M & E - OFFICE	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5300	Wholesale Clubs	PORTABLE HEATER
TORONTO WATER	5720-5	2021-01-28	2021-01-28	ULINE	142.56	CAD	142.56	CAD	2710	GENERAL HARDWARE	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5964	Direct Marketing - Catalog Merchants	3M5952 1/2X36YD VHB TAPE 18/CS
					413.71	CAD	413.71	CAD							
SOLID WASTE MANAGEMENT	5703-1	2021-01-04	2021-01-05	IN  SAFETY FIRST TRAIN	508.50	CAD	508.50	CAD	4424	CONTRACTED SERVICES - GENERAL	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	7392	"Consulting, Management, and Public Relat"	RESPIRATORY FIT TESTING (W.O.# 338537)
					508.50	CAD	508.50	CAD							
"PARKS, FORESTRY & RECREATION"	5714-1	2021-01-18	2021-01-20	THE HOME DEPOT #7080	473.47	CAD	473.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	TREATED FENCE BOARDS
"PARKS, FORESTRY & RECREATION"	5714-2	2021-01-19	2021-01-20	LOWES.CA	164.64	CAD	164.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"ASPHALT, POST CONCRETE"
"PARKS, FORESTRY & RECREATION"	5716-1	2021-01-21	2021-01-22	RONA.CA.	202.84	CAD	202.84	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	CORNER BRACE
"PARKS, FORESTRY & RECREATION"	5716-2	2021-01-21	2021-01-22	PRINCESS AUTO 36	33.88	CAD	33.88	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	AIR BLOW GUN
"PARKS, FORESTRY & RECREATION"	5716-3	2021-01-21	2021-01-22	LOWES.CA	331.77	CAD	331.77	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"LUMBER, SCREWS"
"PARKS, FORESTRY & RECREATION"	5717-1	2021-01-22	2021-01-25	THE HOME DEPOT #7107	176.21	CAD	176.21	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	SCREWS
"PARKS, FORESTRY & RECREATION"	5719-1	2021-01-25	2021-01-27	THE HOME DEPOT #7107	46.73	CAD	46.73	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"SAW BLADES, LATCH"
"PARKS, FORESTRY & RECREATION"	5719-2	2021-01-25	2021-01-27	THE HOME DEPOT #7107	135.98	CAD	135.98	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"SAW BLADES, BRACES"
					"1,565.52"	CAD	"1,565.52"	CAD							
FACILITIES MANAGEMENT	5704-1	2021-01-05	2021-01-06	E H PRICE SALES WOODBR	"1,875.80"	CAD	"1,875.80"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61646278	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BURNER PARTS
FACILITIES MANAGEMENT	5706-1	2021-01-07	2021-01-08	THE MASTER GROUP CRANF	103.96	CAD	103.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61658089	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	MESH FILTERS
FACILITIES MANAGEMENT	5706-2	2021-01-07	2021-01-08	ENGINEERED AIR	101.70	CAD	101.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61658405	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	SENSORS
FACILITIES MANAGEMENT	5710-2	2021-01-12	2021-01-14	YORKLAND CONTROLS LIMI	46.28	CAD	46.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61645111	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	AIR SWITCH
FACILITIES MANAGEMENT	5710-3	2021-01-12	2021-01-14	YORKLAND CONTROLS LIMI	710.45	CAD	710.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61651632	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	ACTUATORS AND LINKAGES
FACILITIES MANAGEMENT	5711-1	2021-01-14	2021-01-15	THE MASTER GROUP CRANF	219.24	CAD	219.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61659823	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5711-2	2021-01-14	2021-01-15	ONTARIO HEATING ROGERS	57.91	CAD	57.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61651616	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	MOTOR RECEIPT
FACILITIES MANAGEMENT	5712-2	2021-01-12	2021-01-18	APPLIED INDUSTRIAL TEC	102.24	CAD	102.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61656727	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5714-3	2021-01-14	2021-01-20	UNITED REFRIGERATION	139.25	CAD	139.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61651616	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	MOTOR 2
FACILITIES MANAGEMENT	5718-1	2021-01-25	2021-01-26	THE MASTER GROUP CRANF	346.86	CAD	346.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61656131	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5719-3	2021-01-22	2021-01-27	UNITED REFRIGERATION	92.93	CAD	92.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61661166	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	MOTOR
FACILITIES MANAGEMENT	5720-6	2021-01-27	2021-01-28	THE MASTER GROUP CRANF	419.52	CAD	419.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61661163	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5720-7	2021-01-26	2021-01-28	APPLIED INDUSTRIAL TEC	55.57	CAD	55.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61661618	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS
FACILITIES MANAGEMENT	5721-1	2021-01-26	2021-01-29	UNITED REFRIGERATION	85.43	CAD	85.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61661618	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	BELTS
					"4,357.14"	CAD	"4,357.14"	CAD							
FIRE SERVICES	5719-4	2021-01-26	2021-01-27	DEPENDABLE TRUCK AND T	"-3,729.00"	CAD	"-3,729.00"	CAD	2130	PARTS - MOBILE EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	VOLTA KEYS FOR NEW PUMPERS (REFUND-PRICE CHANGE)
FIRE SERVICES	5719-5	2021-01-26	2021-01-27	DEPENDABLE TRUCK AND T	"3,356.10"	CAD	"3,356.10"	CAD	2130	PARTS - MOBILE EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	VOLTA KEYS FOR NEW PUMPERS
					-372.90	CAD	-372.90	CAD							
"PARKS, FORESTRY & RECREATION"	5707-2	2021-01-08	2021-01-11	CENTENNIAL PLUMBING SU	107.92	CAD	107.92	CAD	2535	PLUMBING SUPPLIES	P07701	GOULDING CC-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	BALL VALVE
"PARKS, FORESTRY & RECREATION"	5711-3	2021-01-14	2021-01-15	NOBLE 1038	80.93	CAD	80.93	CAD	2535	PLUMBING SUPPLIES	P07697	CUMMER COMPLEX-OPERATIONS	5251	Hardware Stores	"COUPLING TEE, PIPING"
"PARKS, FORESTRY & RECREATION"	5713-1	2021-01-18	2021-01-19	NOBLE 1038	221.46	CAD	221.46	CAD	2535	PLUMBING SUPPLIES	P07700	GLEN LONG CC-OPERATIONS	5251	Hardware Stores	"FITTINGS, PIPE"
"PARKS, FORESTRY & RECREATION"	5718-2	2021-01-25	2021-01-26	CENTENNIAL PLUMBING SU	54.18	CAD	54.18	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	MAPP GASS
"PARKS, FORESTRY & RECREATION"	5720-8	2021-01-27	2021-01-28	CENTENNIAL PLUMBING SU	46.33	CAD	46.33	CAD	2535	PLUMBING SUPPLIES	P07704	MITCHELL FIELD-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	DRAIN OPENER
					510.82	CAD	510.82	CAD							
FACILITIES MANAGEMENT	5707-3	2021-01-07	2021-01-11	SAFETY MEDIA INC-TERMI	150.47	CAD	150.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61658755	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	REPLACEMENT LATCHES
FACILITIES MANAGEMENT	5707-4	2021-01-08	2021-01-11	JOHNSTON INDUSTRIAL PL	"1,247.42"	CAD	"1,247.42"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61635389	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PLEXIGLASS SHEETS
FACILITIES MANAGEMENT	5708-1	2021-01-11	2021-01-12	LOCK-UP SERVICES	163.85	CAD	163.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61659156	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	REPAIR GATE CLOSER
FACILITIES MANAGEMENT	5710-6	2021-01-12	2021-01-14	SAFETY MEDIA INC-TERMI	50.38	CAD	50.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61658964	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	BRACKET STRAPS FOR SIGNS AROUND LIGHT POST
FACILITIES MANAGEMENT	5710-7	2021-01-12	2021-01-14	SAFETY MEDIA INC - CAD	219.13	CAD	219.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61658407	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	THERMOSTAT COVERS
FACILITIES MANAGEMENT	5716-4	2021-01-21	2021-01-22	LOCK-UP SERVICES	102.72	CAD	102.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61660855	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	MEDICO KEYS
FACILITIES MANAGEMENT	5717-2	2021-01-22	2021-01-25	APPLEBY LOCK	711.90	CAD	711.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61659461	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	DOOR AND FRAME
FACILITIES MANAGEMENT	5719-6	2021-01-26	2021-01-27	LOCK-UP SERVICES	228.26	CAD	228.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61660219	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	PIVOTS
FACILITIES MANAGEMENT	5721-2	2021-01-29	2021-01-29	ULINE	463.98	CAD	463.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61661966	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5964	Direct Marketing - Catalog Merchants	"**MORE**  3M SAFETY WALK 310 4""X60'"
					"3,338.11"	CAD	"3,338.11"	CAD							
TORONTO WATER	5700-1	2020-12-31	2021-01-01	AMZN MKTP CA PE5MB7WW3	24.99	CAD	24.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	4816	Computer Network/Information Services	SHIPPING FEE
TORONTO WATER	5701-1	2021-01-02	2021-01-04	AMAZON.CA Q66FL4DY3	313.85	CAD	313.85	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	4816	Computer Network/Information Services	IPAD (RETURNED IN JAN 2021)
TORONTO WATER	5701-2	2021-01-04	2021-01-04	AMZN MKTP CA VF7YX8PN3	117.05	CAD	117.05	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	4816	Computer Network/Information Services	IPAD CASE
TORONTO WATER	5703-3	2021-01-04	2021-01-05	AMZ AMAZON.CA	-313.85	CAD	-313.85	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	4816	Computer Network/Information Services	RETURNED
TORONTO WATER	5710-8	2021-01-14	2021-01-14	AMZN MKTP CA YW3322R93	39.07	CAD	39.07	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	4816	Computer Network/Information Services	IPAD CASE
TORONTO WATER	5710-9	2021-01-14	2021-01-14	AMZN MKTP CA 2412I0X03	353.94	CAD	353.94	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	4816	Computer Network/Information Services	IPAD CASE
TORONTO WATER	5716-5	2021-01-22	2021-01-22	APPLE.COM/BILL	9.03	CAD	9.03	CAD	3420	COMPUTERS - SOFTWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5735	Record Shops	MICROSOFT LICENSE FEE
					544.08	CAD	544.08	CAD							
"PARKS, FORESTRY & RECREATION"	5704-2	2021-01-05	2021-01-06	RONA # 55030	509.22	CAD	509.22	CAD	2780	CONCRETE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	BAGGED CONCRETE
"PARKS, FORESTRY & RECREATION"	5709-2	2021-01-12	2021-01-13	BOLTS PLUS	90.40	CAD	90.40	CAD	2845	RESPIRATORY SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	DUST MASKS
"PARKS, FORESTRY & RECREATION"	5712-4	2021-01-15	2021-01-18	SPEELMAN'S GARDEN CENT	386.46	CAD	386.46	CAD	2770	GRAVEL	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	GRAVEL
"PARKS, FORESTRY & RECREATION"	5712-5	2021-01-15	2021-01-18	SPEELMAN'S GARDEN CENT	386.46	CAD	386.46	CAD	2770	GRAVEL	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	GRAVEL
"PARKS, FORESTRY & RECREATION"	5714-4	2021-01-19	2021-01-20	BERNARDI BUILDING SUPP	216.78	CAD	216.78	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	NAILS
					"1,589.32"	CAD	"1,589.32"	CAD							
MUNICIPAL LICENSING & STANDARDS	5712-6	2021-01-16	2021-01-18	-FEDEX- 98240947	182.28	CAD	182.28	CAD	4815	COURIER SERVICES	MS5048	TAS EMRU	4215	"Courier Services - Air & Ground, Freight"	TRANSPORT & BROKERAGE(FEDEX)
					182.28	CAD	182.28	CAD							
"PARKS, FORESTRY & RECREATION"	5708-2	2021-01-11	2021-01-12	OMNIFLEX HOSE & EQUIPM	344.70	CAD	344.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P01191	S-CENTRAL AIRS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSE
"PARKS, FORESTRY & RECREATION"	5708-3	2021-01-11	2021-01-12	KHAPCO AUTO PARTS	95.89	CAD	95.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	TEY-TECH-SMALL-ENGINES	5533	"Automotive Parts, Accessories Stores"	TIRE SEALER
"PARKS, FORESTRY & RECREATION"	5712-7	2021-01-15	2021-01-18	OMNIFLEX HOSE & EQUIPM	182.37	CAD	182.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P01191	S-CENTRAL AIRS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSE
"PARKS, FORESTRY & RECREATION"	5714-5	2021-01-19	2021-01-20	KHAPCO AUTO PARTS	399.39	CAD	399.39	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	TEY-TECH-SMALL-ENGINES	5533	"Automotive Parts, Accessories Stores"	ENGINE COOLANT
"PARKS, FORESTRY & RECREATION"	5717-3	2021-01-19	2021-01-25	AUTO CARRERA	209.05	CAD	209.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	7538	Automotive Service Shops	ALTERNATOR
"PARKS, FORESTRY & RECREATION"	5718-3	2021-01-25	2021-01-26	KHAPCO AUTO PARTS	197.25	CAD	197.25	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00068	S-WEST-PRUNING/REMOVAL	5533	"Automotive Parts, Accessories Stores"	BATTERY
					"1,428.65"	CAD	"1,428.65"	CAD							
TORONTO WATER	5708-4	2021-01-12	2021-01-12	ONTARIO COLLEGE OF TRA	67.80	CAD	67.80	CAD	4830	PERMIT & LICENSE FEES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	9399	Government Services - Not Elsewhere Clas	MEMBERSHIP FEE
TORONTO WATER	5708-5	2021-01-07	2021-01-12	HACH CANADA	161.63	CAD	161.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5732	Electronic Sales	CHEMKEY
TORONTO WATER	5714-6	2021-01-19	2021-01-20	CITY ELECTRIC SUPPLY	189.55	CAD	189.55	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	7629	"Appliance Repair Shops, Electrical and S"	LED FLOODLIGHT
					418.98	CAD	418.98	CAD							
CITY CLERKS OFFICE	5706-5	2021-01-07	2021-01-08	PC-CANADA.COM	76.82	CAD	76.82	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	GV0019	STRATEGIC PROTOCOL & EXTERNAL RELATIONS	5045	"Computers, Computer Peripheral Equipment"	KENSINGTON SMARTFIT BACKREST
					76.82	CAD	76.82	CAD							
FIRE SERVICES	5703-4	2021-01-03	2021-01-05	CDN TIRE GASBAR #01318	62.01	CAD	62.01	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
FIRE SERVICES	5714-7	2021-01-18	2021-01-20	STAR METROLAND SBSCRP	22.59	CAD	22.59	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0013	EMERGENCY COMMUNICATIONS	5192	"Books, Periodicals, and Newspapers"	STAR METROLAND SUBSCRIPTION
					84.60	CAD	84.60	CAD							
"PARKS, FORESTRY & RECREATION"	5720-9	2021-01-27	2021-01-28	ROMA FENCE LTD	"4,654.78"	CAD	"4,654.78"	CAD	2199	MISCELLANEOUS PARTS	P00539	EASTERN BEACHES-TURF&HORT	5211	"Building Materials, Lumber Stores"	FENCE PANELS AND FENCE HARDWARE
"PARKS, FORESTRY & RECREATION"	5721-3	2021-01-27	2021-01-29	ECO SOLUTIONS	971.80	CAD	971.80	CAD	2410	DE - ICERS	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5999	Miscellaneous and Specialty Retail Store	BRINE FOR CORTEN STAIRS
					"5,626.58"	CAD	"5,626.58"	CAD							
"PARKS, FORESTRY & RECREATION"	5701-3	2021-01-03	2021-01-04	BEST BUY.CA # 899	158.18	CAD	158.18	CAD	3410	COMPUTERS - HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5732	Electronic Sales	EXTERNAL HARD DRIVE
"PARKS, FORESTRY & RECREATION"	5705-1	2021-01-06	2021-01-07	COSTCO WHOLESALE W524	542.38	CAD	542.38	CAD	2535	PLUMBING SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5300	Wholesale Clubs	KITCHEN FAUCET AND SINK
"PARKS, FORESTRY & RECREATION"	5706-6	2021-01-07	2021-01-08	ANNUAL RINGS IMPORT/EX	289.27	CAD	289.27	CAD	3080	M & E - HAND TOOLS	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5251	Hardware Stores	TOK BITS SET
"PARKS, FORESTRY & RECREATION"	5709-3	2021-01-12	2021-01-13	ROMA FENCE LTD	163.38	CAD	163.38	CAD	2199	MISCELLANEOUS PARTS	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	FENCE POST
"PARKS, FORESTRY & RECREATION"	5720-10	2021-01-27	2021-01-28	ROMA FENCE LTD	"1,695.23"	CAD	"1,695.23"	CAD	4590	RENTAL - OTHER	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	FENCE PANELS
					"2,848.44"	CAD	"2,848.44"	CAD							
TORONTO WATER	5704-3	2021-01-04	2021-01-06	NEXT SUPPLY	293.12	CAD	293.12	CAD	2535	PLUMBING SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5251	Hardware Stores	PLUMBING FITTINGS
TORONTO WATER	5704-4	2021-01-04	2021-01-06	"TOROMONT CAT, A DIVISI"	"2,247.91"	CAD	"2,247.91"	CAD	4412	CONTR SRV - PLUMBING	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	7394	"Equipment Rental and Leasing Services, F"	RENT PUMP DEWATERING
TORONTO WATER	5716-6	2021-01-22	2021-01-22	AMZN MKTP CA 2Z8AE1YW1	269.99	CAD	269.99	CAD	3030	M & E - OFFICE	TW2025	D&C: CENTRAL SERVICES	4816	Computer Network/Information Services	CHAIR
TORONTO WATER	5719-7	2021-01-25	2021-01-27	MECP-HWIN WEB	55.00	CAD	55.00	CAD	4860	HAZARDOUS WASTE REMOVAL	TW2025	D&C: CENTRAL SERVICES	9399	Government Services - Not Elsewhere Clas	HWIN MEMBERSHIP RENEWAL (ON3491620)
					"2,866.02"	CAD	"2,866.02"	CAD							
"PARKS, FORESTRY & RECREATION"	5700-2	2020-12-31	2021-01-01	SCARBOROTOWN CHRYSLER	640.82	CAD	640.82	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5511	"Automobile and Truck Dealers - Sales, Se"	"STEEL WHEEL WEIGHTS, TAMMER, FLUID, TIRE PLUGS, PASTE"
"PARKS, FORESTRY & RECREATION"	5707-5	2021-01-08	2021-01-11	HUTCHINSON FARM SUPPLY	703.22	CAD	703.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5599	"Miscellaneous Automotive, Aircraft, and"	"BLADES, WASHER, CAP, SCREW, GRASS DEFLECTOR"
"PARKS, FORESTRY & RECREATION"	5710-10	2021-01-13	2021-01-14	SCARBOROTOWN CHRYSLER	166.82	CAD	166.82	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5511	"Automobile and Truck Dealers - Sales, Se"	WHEEEL WEIGHTS
"PARKS, FORESTRY & RECREATION"	5716-7	2021-01-21	2021-01-22	PRINCESS AUTO 36	180.79	CAD	180.79	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07697	CUMMER COMPLEX-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	WELDING EXT CORD
					"1,691.65"	CAD	"1,691.65"	CAD							
