Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	2189-1	09-29-2012	10-01-2012	NOFRILLS ROB S  1397	31.70	CAD	31.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	DEMO FOOD FOR HARVEST FESTIVAL	
ECONOMIC DEVELOPMENT & CULTURE	2190-2	10-01-2012	10-02-2012	EXCLUSIVE AFFAIR RENTA	230.52	CAD	230.52	CAD	4590	RENTAL - OTHER	AH0103	HS-MH-PUB-COLBORNE L	7394	"Equipment Rental and Leasing Services, F"	TABLES AND CHAIRS RENTALS FOR HARVEST FESTIVAL	
ECONOMIC DEVELOPMENT & CULTURE	2199-2	10-05-2012	10-09-2012	LOBLAW MLG #1007	18.92	CAD	18.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	KITCHEN MATCHES FOR FIRES AND CANDLES	
ECONOMIC DEVELOPMENT & CULTURE	2210-1	10-16-2012	10-17-2012	LONGO'S HBC	4.49	CAD	4.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	MILK FOR BIRTHDAY PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2221-2	10-24-2012	10-25-2012	NOFRILLS ROB S  1397	12.51	CAD	12.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	KITCHEN CLEANING SUPPLIES	
					298.14	CAD	298.14	CAD								
"PARKS, FORESTRY & RECREATION"	2203-1	10-10-2012	10-11-2012	REMENYI MUSIC   BOOKS	53.51	CAD	53.51	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06753	MAIN SQ CC-PGM SUPP	5733	"Music Stores - Musical Instruments, Pian"		
					53.51	CAD	53.51	CAD								
"PARKS, FORESTRY & RECREATION"	2190-3	10-01-2012	10-02-2012	PRINCESS AUTO	187.03	CAD	187.03	CAD	2710	GENERAL HARDWARE	P12856	RAVWTRMAINT	5085	Industrial Supplies Not Elsewhere Classi	"TIE DOWN, HINGE,DUST CAMP,SNATCH BLOCK"	
"PARKS, FORESTRY & RECREATION"	2190-4	10-01-2012	10-02-2012	ALPINE LAWN   GARDEN E	471.52	CAD	471.52	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12856	RAVWTRMAINT	5261	Lawn and Garden Supply Stores	"BAR, CHAIN,FILE,WRENCH"	
"PARKS, FORESTRY & RECREATION"	2203-2	10-10-2012	10-11-2012	D R RIGGING   SAFETY	210.43	CAD	210.43	CAD	3099	GENERAL EQUIPMENT	P12856	RAVWTRMAINT	5712	"Equipment, Furniture, and Home Furnishin"	RIGGING/SAFETY - EYE & EYE SLINGS	
"PARKS, FORESTRY & RECREATION"	2224-2	10-25-2012	10-29-2012	CDN TIRE STORE #00160	70.90	CAD	70.90	CAD	3080	M & E - HAND TOOLS	P12856	RAVWTRMAINT	5200	Home Supply Warehouse	FISK PWL BYLPR	
					939.88	CAD	939.88	CAD								
"PARKS, FORESTRY & RECREATION"	2193-1	10-01-2012	10-03-2012	DESERRES	170.34	CAD	170.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01584	SENECA VILLAGE CC-AR	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2199-3	10-04-2012	10-09-2012	CURRY'S - MARKHAM	48.17	CAD	48.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12969	ARTS-MCNICOLL	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2210-2	10-15-2012	10-17-2012	D L STEVENSON   SON AR	178.46	CAD	178.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01584	SENECA VILLAGE CC-AR	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES FOR PROGRAM	
					396.97	CAD	396.97	CAD								
"PARKS, FORESTRY & RECREATION"	2190-5	09-28-2012	10-02-2012	MR METAL(ETOBICOKE) IN	745.66	CAD	745.66	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	HOT ROLLED CHANNEL	
"PARKS, FORESTRY & RECREATION"	2193-2	10-01-2012	10-03-2012	CTF SUPPLY (11)	33.17	CAD	33.17	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	ADHESIVE	
"PARKS, FORESTRY & RECREATION"	2195-1	10-02-2012	10-04-2012	MR METAL(ETOBICOKE) IN	93.73	CAD	93.73	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	2199-4	10-04-2012	10-09-2012	CTF SUPPLY (11)	10.17	CAD	10.17	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	TLF ROD	
"PARKS, FORESTRY & RECREATION"	2199-5	10-05-2012	10-09-2012	NORTH YORK IRON CORP.	100.52	CAD	100.52	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	METAL GRATING	
"PARKS, FORESTRY & RECREATION"	2199-6	10-05-2012	10-09-2012	NORTH YORK IRON CORP.	300.35	CAD	300.35	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	METAL	
"PARKS, FORESTRY & RECREATION"	2199-7	10-05-2012	10-09-2012	CDN TIRE STORE #00654	46.04	CAD	46.04	CAD	2715	PAINT SUPPLIES	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	TREMCLAD	
"PARKS, FORESTRY & RECREATION"	2207-3	10-11-2012	10-15-2012	MR METAL(ETOBICOKE) IN	502.91	CAD	502.91	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	2207-4	10-11-2012	10-15-2012	MR METAL(ETOBICOKE) IN	54.76	CAD	54.76	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	2207-5	10-11-2012	10-15-2012	MR METAL(ETOBICOKE) IN	39.59	CAD	39.59	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	2216-3	10-17-2012	10-22-2012	PRAXAIR #756	128.09	CAD	128.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TE	7692	Welding Repair	WIRE	
"PARKS, FORESTRY & RECREATION"	2216-4	10-18-2012	10-22-2012	MR METAL(ETOBICOKE) IN	83.35	CAD	83.35	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	2216-5	10-19-2012	10-22-2012	CHAUNCEY BUILDERS SUPP	47.35	CAD	47.35	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	METAL ANCHORS	
"PARKS, FORESTRY & RECREATION"	2217-3	10-19-2012	10-23-2012	MR METAL(ETOBICOKE) IN	369.51	CAD	369.51	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
"PARKS, FORESTRY & RECREATION"	2225-2	10-26-2012	10-30-2012	MR METAL(ETOBICOKE) IN	69.16	CAD	69.16	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	METAL	
					"2,624.36"	CAD	"2,624.36"	CAD								
"PARKS, FORESTRY & RECREATION"	2201-2	10-09-2012	10-10-2012	LOWES #03096*	-101.66	CAD	-101.66	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	RETURN CONTEMPRO PULSE ACTION	
"PARKS, FORESTRY & RECREATION"	2203-3	10-09-2012	10-11-2012	CDN TIRE STORE #00070	112.97	CAD	112.97	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	"HEATER, FRAM ERGO MED & SMALL"	
"PARKS, FORESTRY & RECREATION"	2203-4	10-10-2012	10-11-2012	NEVCO SCOREBOARD COMPA	745.80	CAD	745.80	CAD	4407	CONTRACTED SERVICES - BUILDINGS	P10910	CENTENNIAL SKI CTR-O	5065	Electrical Parts and Equipment	SCOREBOARD REPAIRS	
"PARKS, FORESTRY & RECREATION"	2205-3	10-11-2012	10-12-2012	LOWES #03096*	87.54	CAD	87.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P10910	CENTENNIAL SKI CTR-O	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2205-4	10-11-2012	10-12-2012	NEVCO SCOREBOARD COMPA	65.90	CAD	65.90	CAD	4407	CONTRACTED SERVICES - BUILDINGS	P10910	CENTENNIAL SKI CTR-O	5065	Electrical Parts and Equipment	SCOREBOARD REPAIRS	
"PARKS, FORESTRY & RECREATION"	2207-6	10-11-2012	10-15-2012	CDN TIRE STORE #00070	151.39	CAD	151.39	CAD	*****	HEATING & AIR CONDITIONING SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2207-7	10-12-2012	10-15-2012	SHOWCASE #83	67.77	CAD	67.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5311	Department Stores	RUBBER SPRAY -SKI LIF	
"PARKS, FORESTRY & RECREATION"	2207-8	10-12-2012	10-15-2012	THE HOME DEPOT #7011	156.44	CAD	156.44	CAD	*****	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2208-2	10-12-2012	10-16-2012	CDN TIRE STORE #00152	22.35	CAD	22.35	CAD	2710	GENERAL HARDWARE	P10910	CENTENNIAL SKI CTR-O	5200	Home Supply Warehouse	BATTERIES	
"PARKS, FORESTRY & RECREATION"	2212-2	10-17-2012	10-18-2012	DULUX PAINTS #142	291.26	CAD	291.26	CAD	2715	PAINT SUPPLIES	P10910	CENTENNIAL SKI CTR-O	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	2214-1	10-17-2012	10-19-2012	BRAFASCO / MISSISSAUGA	44.18	CAD	44.18	CAD	2710	GENERAL HARDWARE	P10910	CENTENNIAL SKI CTR-O	5085	Industrial Supplies Not Elsewhere Classi	"BLADES, BOLTS"	
"PARKS, FORESTRY & RECREATION"	2214-2	10-17-2012	10-19-2012	CDN TIRE STORE #00152	111.07	CAD	111.07	CAD	2535	PLUMBING SUPPLIES	P10910	CENTENNIAL SKI CTR-O	5200	Home Supply Warehouse	PLUMBING ANTIFREEZE	
"PARKS, FORESTRY & RECREATION"	2214-3	10-18-2012	10-19-2012	DESCO PLUMBING   HEATI	299.68	CAD	299.68	CAD	2535	PLUMBING SUPPLIES	P00656	CENTENNIAL PK-PGM SU	1711	"Air Conditioning, Heating, and Plumbing"	BALL VALVES	
"PARKS, FORESTRY & RECREATION"	2214-4	10-17-2012	10-19-2012	THE HOME DEPOT #7011	148.54	CAD	148.54	CAD	*****	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2216-6	10-19-2012	10-22-2012	UNIVERSAL FIELD SUPPLI	438.46	CAD	438.46	CAD	*****	PROTECTIVE CLOTHING	P00656	CENTENNIAL PK-PGM SU	5137	"Mens, Womens, and Childrens Uniforms and"	*****	
"PARKS, FORESTRY & RECREATION"	2217-4	10-22-2012	10-23-2012	LOWES #03096*	74.51	CAD	74.51	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	ULTRA ALLERGEN 16X20X1 (3M)	
"PARKS, FORESTRY & RECREATION"	2221-3	10-24-2012	10-25-2012	DULUX PAINTS #142	79.30	CAD	79.30	CAD	2715	PAINT SUPPLIES	P10910	CENTENNIAL SKI CTR-O	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	2223-1	10-24-2012	10-26-2012	CDN TIRE STORE #00152	20.53	CAD	20.53	CAD	2715	PAINT SUPPLIES	P10910	CENTENNIAL SKI CTR-O	5200	Home Supply Warehouse	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2223-2	10-25-2012	10-26-2012	DULUX PAINTS #142	38.86	CAD	38.86	CAD	2715	PAINT SUPPLIES	P10910	CENTENNIAL SKI CTR-O	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
					"2,854.89"	CAD	"2,854.89"	CAD								
"PARKS, FORESTRY & RECREATION"	2207-9	10-12-2012	10-15-2012	HART PUMP SERVICE (198	99.67	CAD	99.67	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YD OPERN	1711	"Air Conditioning, Heating, and Plumbing"	PUMP COUPLING	
"PARKS, FORESTRY & RECREATION"	2210-3	10-15-2012	10-17-2012	THE HOME DEPOT #7078	7.90	CAD	7.90	CAD	2715	PAINT SUPPLIES	P00859	ALNESS YD-YD OPERN	5200	Home Supply Warehouse	LAC TH 946ML	
"PARKS, FORESTRY & RECREATION"	2212-3	10-16-2012	10-18-2012	SP S COMM SWIMMING POO	305.20	CAD	305.20	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YD OPERN	5996	Swimming Pools - Sales and Supplies	5 MICRON STRING WOUND	
"PARKS, FORESTRY & RECREATION"	2212-4	10-16-2012	10-18-2012	SP S COMM SWIMMING POO	407.93	CAD	407.93	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YD OPERN	5996	Swimming Pools - Sales and Supplies	CHEMICAL FEED PUMP	
"PARKS, FORESTRY & RECREATION"	2216-7	10-18-2012	10-22-2012	SP S COMM SWIMMING POO	662.76	CAD	662.76	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YD OPERN	5996	Swimming Pools - Sales and Supplies	DRP & PH SENSOR	
"PARKS, FORESTRY & RECREATION"	2220-1	10-22-2012	10-24-2012	RONA NOBLE TRADE 52010	405.13	CAD	405.13	CAD	2710	GENERAL HARDWARE	P00859	ALNESS YD-YD OPERN	5251	Hardware Stores	400 FT 1/2 HOSE	
"PARKS, FORESTRY & RECREATION"	2224-3	10-25-2012	10-29-2012	SP S COMM SWIMMING POO	277.98	CAD	277.98	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YD OPERN	5996	Swimming Pools - Sales and Supplies	5 MICRON STRING WOUND	
"PARKS, FORESTRY & RECREATION"	2224-4	10-25-2012	10-29-2012	SP S COMM SWIMMING POO	314.14	CAD	314.14	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YD OPERN	5996	Swimming Pools - Sales and Supplies	5 MICRON STRING WOUND	
					"2,480.71"	CAD	"2,480.71"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2193-3	10-01-2012	10-03-2012	METRO #720	66.26	CAD	66.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	"BUTTER, MILK, EGGS, APPLES FOR KITCHEN PROGRAMMES"	
ECONOMIC DEVELOPMENT & CULTURE	2199-8	10-04-2012	10-09-2012	METRO #720	16.76	CAD	16.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	SHRIMP & BROTH FOR RECIPE TESTING FOR PUBLIC PROGR	
ECONOMIC DEVELOPMENT & CULTURE	2201-3	10-09-2012	10-10-2012	LOBLAWS 4.2	19.97	CAD	19.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0091	HS-MH-PRS-FORT YORK	5411	"Grocery Stores, Supermarkets"	WHIPPING CREAM AND APPLES FOR DESSERT FOR FOOD	
ECONOMIC DEVELOPMENT & CULTURE	2203-5	10-09-2012	10-11-2012	CDN TIRE STORE #00654	46.08	CAD	46.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0091	HS-MH-PRS-FORT YORK	5200	Home Supply Warehouse	PROPANE TORCH & STARTER FOR BROWNING SUGAR FOR BUR	
ECONOMIC DEVELOPMENT & CULTURE	2205-5	10-11-2012	10-12-2012	NELLA CUTLERY(TORONTO)	"2,881.50"	CAD	"2,881.50"	CAD	3050	M & E - KITCHEN	AH0101	HS-MH-PUB-FORT YORK	5949	"Fabric, Needlework, Piece Goods, and Sew"	REPLACEMENT OF REACH-IN FREEZER FOR BUNKER KITCHEN	
ECONOMIC DEVELOPMENT & CULTURE	2207-10	10-11-2012	10-15-2012	LOBLAWS 4.2	34.14	CAD	34.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	APPLES AND PARSNIPS FOR RECIPE TESTING	
ECONOMIC DEVELOPMENT & CULTURE	2210-4	10-15-2012	10-17-2012	NIKOLAOU RESTAURANT EQ	619.92	CAD	619.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5046	Commercial Equipment Not Elsewhere Class	"RAMEKINS,HOT BEVERAGE DISPENSERS &SKILLET&SAUCEPAN"	
ECONOMIC DEVELOPMENT & CULTURE	2216-8	10-05-2012	10-22-2012	"MARTIN'S, THE FLOWER P"	966.04	CAD	966.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0091	HS-MH-PRS-FORT YORK	5992	Florists	DECORATIONS FOR THE FOOD SYMPOSIUM	
ECONOMIC DEVELOPMENT & CULTURE	2216-9	10-18-2012	10-22-2012	WESTBURY NATIONAL SHOW	"1,344.70"	CAD	"1,344.70"	CAD	4590	RENTAL - OTHER	AH0091	HS-MH-PRS-FORT YORK	7394	"Equipment Rental and Leasing Services, F"	AUDIO EQUIPMENT FOR THE FOOD SYMPOSIUM	
ECONOMIC DEVELOPMENT & CULTURE	2216-10	10-19-2012	10-22-2012	LOBLAWS 4.2	32.24	CAD	32.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0091	HS-MH-PRS-FORT YORK	5411	"Grocery Stores, Supermarkets"	"CORN CANOLA OIL, SALMON, GREEN BEANS AND APPLES"	
ECONOMIC DEVELOPMENT & CULTURE	2216-11	10-20-2012	10-22-2012	SOBEYS #938        QPS	7.41	CAD	7.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0091	HS-MH-PRS-FORT YORK	5411	"Grocery Stores, Supermarkets"	POTATOES AND BUTTERMILK FOR FOOD SUMPOSIUM	
ECONOMIC DEVELOPMENT & CULTURE	2220-2	10-23-2012	10-24-2012	FRESHCO #9828	59.85	CAD	59.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	APPLE CIDER FOR AFTER DARK PROGRAMME	
ECONOMIC DEVELOPMENT & CULTURE	2224-5	10-18-2012	10-29-2012	AFFAIR PARTY RENTALS L	544.60	CAD	544.60	CAD	4590	RENTAL - OTHER	AH0091	HS-MH-PRS-FORT YORK	7394	"Equipment Rental and Leasing Services, F"	"RENTAL OF CUPS, PLATES AND CUTLERY FOR FOOD"	
ECONOMIC DEVELOPMENT & CULTURE	2224-6	10-26-2012	10-29-2012	FRESHCO #9828	56.76	CAD	56.76	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	APPLE CIDER AND PLASTIC CONTAINERS FOR PROGRAMME	
ECONOMIC DEVELOPMENT & CULTURE	2225-3	10-26-2012	10-30-2012	METRO #720	122.82	CAD	122.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	APPLE CIDER FOR AFTER DARK PROGRAMME	
ECONOMIC DEVELOPMENT & CULTURE	2228-1	10-29-2012	10-31-2012	METRO #720	10.36	CAD	10.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDU-FORT YORK	5411	"Grocery Stores, Supermarkets"	TURMERIC FOR CURRY FOR LHP PROGRAMME	
					"6,829.41"	CAD	"6,829.41"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2207-11	10-11-2012	10-15-2012	CURRY'S - YONGE ST TOR	136.45	CAD	136.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUB-GIBSON HOU	5970	"Artist Supply Stores, Craft Shops"	CANVAS AND PAINT-YOUTH VOLUNTEER PROGRAM	
ECONOMIC DEVELOPMENT & CULTURE	2207-12	10-12-2012	10-15-2012	RIB N'ROLLS-1 800 2685	52.67	CAD	52.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	HS-MH-PRS-GIBSON HOU	5943	"Office, School Supply, and Stationery St"	THERMAL PAPER FOR TRANSELECT MACHINE	
