Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2038-6	06-15-2012	06-18-2012	LINDE CANADA - ETOBICO	121.81	CAD	121.81	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5072	Hardware Equipment and Supplies	STEEL	
					151.19	CAD	151.19	CAD								
"PARKS, FORESTRY & RECREATION"	2013-1	05-31-2012	06-01-2012	LOWES #03096*	211.68	CAD	211.68	CAD	2531	LUMBER	P00656	CENTENNIAL PK-PGM SU	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2016-1	05-31-2012	06-04-2012	JACK WATSON  11739	672.75	CAD	672.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5941	Sporting Goods Stores	TENNIS NETS	
"PARKS, FORESTRY & RECREATION"	2020-1	06-05-2012	06-06-2012	DULUX PAINTS #142	404.20	CAD	404.20	CAD	2715	PAINT SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5231	"Glass, Paint, Wallpaper Stores"	PAINT FOR PICNIC TABLES	
"PARKS, FORESTRY & RECREATION"	2025-1	06-05-2012	06-07-2012	VARSITY TENT   EVENT R	593.25	CAD	593.25	CAD	3015	M & E - GROUNDS	P00632	CENTENNIAL PK-PKS MA	7394	"Equipment Rental and Leasing Services, F"	TENTS FOR CANADA DAY	
"PARKS, FORESTRY & RECREATION"	2025-2	06-05-2012	06-07-2012	THE HOME DEPOT #7011	38.79	CAD	38.79	CAD	2710	GENERAL HARDWARE	P00632	CENTENNIAL PK-PKS MA	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2026-1	06-06-2012	06-08-2012	THE HOME DEPOT #7011	71.65	CAD	71.65	CAD	2710	GENERAL HARDWARE	P00632	CENTENNIAL PK-PKS MA	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2029-3	06-08-2012	06-11-2012	ISLINGTON NURSERIES LI	121.48	CAD	121.48	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5261	Lawn and Garden Supply Stores	LIMESTONE SCREENINGS	
"PARKS, FORESTRY & RECREATION"	2029-4	06-08-2012	06-11-2012	ISLINGTON NURSERIES LI	121.48	CAD	121.48	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5261	Lawn and Garden Supply Stores	LIMESTONE SCREENINGS	
"PARKS, FORESTRY & RECREATION"	2029-5	06-08-2012	06-11-2012	ISLINGTON NURSERIES LI	121.48	CAD	121.48	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5261	Lawn and Garden Supply Stores	LIMESTONE SCREENINGS	
"PARKS, FORESTRY & RECREATION"	2029-6	06-08-2012	06-11-2012	ISLINGTON NURSERIES LI	121.48	CAD	121.48	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5261	Lawn and Garden Supply Stores	LIMESTONE SCREENINGS	
"PARKS, FORESTRY & RECREATION"	2029-7	06-09-2012	06-11-2012	CORPORATE EXPRESS	525.45	CAD	525.45	CAD	3310	FURNISHINGS	P00632	CENTENNIAL PK-PKS MA	5943	"Office, School Supply, and Stationery St"	DESK FOR HOSE PUMP HOUSE	
"PARKS, FORESTRY & RECREATION"	2042-2	06-19-2012	06-20-2012	DULUX PAINTS #142	704.18	CAD	704.18	CAD	2715	PAINT SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5231	"Glass, Paint, Wallpaper Stores"	PAINT FOR PICNIC TABLES	
"PARKS, FORESTRY & RECREATION"	2045-3	06-21-2012	06-22-2012	LOWES #03096*	367.57	CAD	367.57	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2045-4	06-22-2012	06-22-2012	HILTI (CANADA) CORP	368.07	CAD	368.07	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00632	CENTENNIAL PK-PKS MA	5251	Hardware Stores	HAMMER DRILL PARTS	
"PARKS, FORESTRY & RECREATION"	2048-3	06-21-2012	06-25-2012	CDN TIRE STORE #00070	203.38	CAD	203.38	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00632	CENTENNIAL PK-PKS MA	5200	Home Supply Warehouse	HIP WADERS	
"PARKS, FORESTRY & RECREATION"	2048-4	06-22-2012	06-25-2012	TECHNICAL STANDARDS AN	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	P00632	CENTENNIAL PK-PKS MA	1799	"Contractors, Special Trade - Not Elsewhe"	RENEWAL	
"PARKS, FORESTRY & RECREATION"	2050-1	06-22-2012	06-26-2012	COUNTERFORCE INC	561.61	CAD	561.61	CAD	4465	CONTR SRV #MONIT SYS	P00632	CENTENNIAL PK-PKS MA	1799	"Contractors, Special Trade - Not Elsewhe"	ALARM MONITORING	
"PARKS, FORESTRY & RECREATION"	2050-2	06-25-2012	06-26-2012	LOWES #03096*	86.76	CAD	86.76	CAD	2535	PLUMBING SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5200	Home Supply Warehouse	"1/2"" BOILER DRAIN          M75CSA"	
"PARKS, FORESTRY & RECREATION"	2054-2	06-27-2012	06-28-2012	LOWES #03096*	392.17	CAD	392.17	CAD	2535	PLUMBING SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2054-3	06-27-2012	06-28-2012	DULUX PAINTS #142	970.08	CAD	970.08	CAD	2715	PAINT SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5231	"Glass, Paint, Wallpaper Stores"	PAINT FOR PICNIC TABLES	
"PARKS, FORESTRY & RECREATION"	2056-2	06-26-2012	06-29-2012	JACK WATSON SPORTS INC	206.07	CAD	206.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00632	CENTENNIAL PK-PKS MA	5941	Sporting Goods Stores	BALL DIAMOND CHALKER	
					"6,938.58"	CAD	"6,938.58"	CAD								
"PARKS, FORESTRY & RECREATION"	2013-2	05-30-2012	06-01-2012	HART PUMP SERVICE (198	121.94	CAD	121.94	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	1711	"Air Conditioning, Heating, and Plumbing"	5JE/R095 CLUSERTS	
"PARKS, FORESTRY & RECREATION"	2020-2	06-04-2012	06-06-2012	FABCO PLASTICS WHOLESA	39.08	CAD	39.08	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YD OPERN	7399	Business Services - Not Elsewhere Classi	"PVC CEMENT,SWAB FOR PIPES"	
"PARKS, FORESTRY & RECREATION"	2025-3	06-05-2012	06-07-2012	BRAFASCO/CONCORD	180.02	CAD	180.02	CAD	2710	GENERAL HARDWARE	P00859	ALNESS YD-YD OPERN	5085	Industrial Supplies Not Elsewhere Classi	"BOLTS,NUTS,WASHERS"	
"PARKS, FORESTRY & RECREATION"	2030-2	06-11-2012	06-12-2012	WATER AND ICE NORTH AM	482.51	CAD	482.51	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YD OPERN	5996	Swimming Pools - Sales and Supplies	VACUUM HEAD & HOSE	
"PARKS, FORESTRY & RECREATION"	2044-1	06-19-2012	06-21-2012	SP S COMM SWIMMING POO	586.47	CAD	586.47	CAD	3099	GENERAL EQUIPMENT	P07726	N TORONTO-OPERATIONS	5996	Swimming Pools - Sales and Supplies	CHEMICAL PUMP	
"PARKS, FORESTRY & RECREATION"	2044-2	06-19-2012	06-21-2012	SP S COMM SWIMMING POO	644.10	CAD	644.10	CAD	2535	PLUMBING SUPPLIES	P07726	N TORONTO-OPERATIONS	5996	Swimming Pools - Sales and Supplies	ORP/OP SENSOR	
					"2,054.12"	CAD	"2,054.12"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2026-2	06-06-2012	06-08-2012	PAYPAL *COOK LIKE	325.00	CAD	325.00	CAD	4590	RENTAL - OTHER	AH0091	HS-MH-PRS-FORT YORK	8999	Professional Services - Not Elsewhere Cl	RENTAL OF STAINLESS STEEL DEMO TABLE FOR FOOD DEMO	
ECONOMIC DEVELOPMENT & CULTURE	2035-3	06-12-2012	06-14-2012	NIKOLAOU RESTAURANT EQ	538.26	CAD	538.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5046	Commercial Equipment Not Elsewhere Class	"INDUCTION BURNERS,STEINLESS BOWLS,CAKE BAKE TRAYS"	
ECONOMIC DEVELOPMENT & CULTURE	2038-7	06-15-2012	06-18-2012	METRO #720	267.38	CAD	267.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5411	"Grocery Stores, Supermarkets"	"FOOD FOR VOLUNTEERS/DEMO-CHEESE,VEGGIES,MILK,BREAD"	
ECONOMIC DEVELOPMENT & CULTURE	2038-8	06-15-2012	06-18-2012	HOME BASED	595.00	CAD	595.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0091	HS-MH-PRS-FORT YORK	5691	Men's and Women's Clothing Stores	PAINTS FOR CRAFTS FOR BICENTENNIAL WEEKEND	
ECONOMIC DEVELOPMENT & CULTURE	2042-3	06-18-2012	06-20-2012	CDN TIRE STORE #00654	41.98	CAD	41.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5200	Home Supply Warehouse	CANNING JARS AND LIDS FOR FOOD PROGRAMME	
					"1,767.62"	CAD	"1,767.62"	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2054-4	06-27-2012	06-28-2012	WEBEX  *WEBEX.COM	495.47	CAD	468.00	USD	3420	COMPUTERS - SOFTWARE	FH5105	SH HEAD OFFICE	7399	Business Services - Not Elsewhere Classi	SOFWARE LICENSE AND MEMERSHIP RENEWAL	
					495.47	CAD	468.00	USD								
AFFORDABLE HOUSING OFFICE	2056-3	06-27-2012	06-29-2012	TORONTO PUBLIC LIBRARY	"1,037.34"	CAD	"1,037.34"	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	H20001	AHO - HSG DEV ADM E	7911	"Dance Halls, Schools, and Studios"	DEPOSIT ON ROOM FOR WORKSHOP	
					"1,037.34"	CAD	"1,037.34"	CAD								
TRANSPORTATION SERVICES 	2044-3	06-19-2012	06-21-2012	TRANSPORT ASSOCIATION	0.66	CAD	0.66	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TP0399	SIGNS/MKGS MGMT & OH	8699	"Organizations, Membership - Not Elsewher"	ADD'L CHARGE FOR REFERENCE MANUALS LEFT OFF 2044-4	
TRANSPORTATION SERVICES 	2044-4	06-19-2012	06-21-2012	TRANSPORT ASSOCIATION	251.00	CAD	251.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TP0399	SIGNS/MKGS MGMT & OH	8699	"Organizations, Membership - Not Elsewher"	REFERENCE MANUALS	
					251.66	CAD	251.66	CAD								
"PARKS, FORESTRY & RECREATION"	2035-4	06-13-2012	06-14-2012	ALPINE LAWN   GARDEN E	880.26	CAD	880.26	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00152	C-WTRFRONT3-TURF&HOR	5261	Lawn and Garden Supply Stores	BACK PACK BLOWERS	
"PARKS, FORESTRY & RECREATION"	2036-3	06-14-2012	06-15-2012	SHERIDAN NURSERIES	525.20	CAD	525.20	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5261	Lawn and Garden Supply Stores	PLANT MATERIAL PURCHASED BY ROSEHILL DONATIONS	
"PARKS, FORESTRY & RECREATION"	2036-4	06-14-2012	06-15-2012	SHERIDAN NURSERIES	60.00	CAD	60.00	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5261	Lawn and Garden Supply Stores	PLANT MATERIAL PURCHASED BY ROSEHILL DONATIONS	
"PARKS, FORESTRY & RECREATION"	2045-5	06-21-2012	06-22-2012	LOWES #02633*	134.47	CAD	134.47	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00152	C-WTRFRONT3-TURF&HOR	5200	Home Supply Warehouse	"18"" X 24"" POLY LAWN ROLLER"	
					"1,599.93"	CAD	"1,599.93"	CAD								
LONG TERM CARE HOMES	2054-5	06-27-2012	06-28-2012	BROTHER INT'L CORP LTD	142.36	CAD	142.36	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	D3L011	WESBURN-PA-OA	5949	"Fabric, Needlework, Piece Goods, and Sew"	INK CARTRIDGES - BLACK	
					142.36	CAD	142.36	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2029-8	06-08-2012	06-11-2012	LAKESHORE LUMBER	56.48	CAD	56.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5251	Hardware Stores	"LATTICE & WOOD FOR GARDEN REPAIR,ELECTIC ENGRAVER"	
ECONOMIC DEVELOPMENT & CULTURE	2029-9	06-08-2012	06-11-2012	SHOPPERSDRUGMART0903	15.22	CAD	15.22	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5912	"Drug Stores, Pharmacies"	FIRST AID KIT PRODUCTS	
ECONOMIC DEVELOPMENT & CULTURE	2035-5	06-13-2012	06-14-2012	GLOBALINDUSTRIALCANADA	139.33	CAD	139.33	CAD	3099	GENERAL EQUIPMENT	AH0129	AS-PR-RRP-LAKESHORE	5085	Industrial Supplies Not Elsewhere Classi	*****	
ECONOMIC DEVELOPMENT & CULTURE	2036-5	06-13-2012	06-15-2012	DUAL AUDIO SERVICES	781.96	CAD	781.96	CAD	3020	M & E - COMMUNICATIONS	AH0129	AS-PR-RRP-LAKESHORE	7394	"Equipment Rental and Leasing Services, F"	QSC RMX 1850HD AMPLIFIER FOR PERFORMANCE HALL	
ECONOMIC DEVELOPMENT & CULTURE	2044-5	06-20-2012	06-21-2012	RABBA #177	5.00	CAD	5.00	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	MILK FOR SNACK BAR SUPPLIES	
ECONOMIC DEVELOPMENT & CULTURE	2045-6	06-21-2012	06-22-2012	DANIMA TECHNOLOGIES IN	141.25	CAD	141.25	CAD	4085	PROF & TECH-MGMT	AH0129	AS-PR-RRP-LAKESHORE	7372	"Computer Programming, Integrated Systems"	ASSEMBLYHALL.CA DOMAIN NAME RENEWAL	
					"1,139.24"	CAD	"1,139.24"	CAD								
"PARKS, FORESTRY & RECREATION"	2026-3	06-06-2012	06-08-2012	PARTY PACKAGERS	51.83	CAD	51.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12049	NEW TOR-COMM CTR-PGM	5999	Miscellaneous and Specialty Retail Store	TABLE ROLLS	
					51.83	CAD	51.83	CAD								
SOLID WASTE MANAGEMENT	2020-3	06-04-2012	06-06-2012	DUFFERIN TILE	609.64	CAD	609.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	MURANO NOCE-10X13 27 BOXES AND 3 PIECES	
SOLID WASTE MANAGEMENT	2029-10	06-07-2012	06-11-2012	THE HOME DEPOT #7012	28.90	CAD	28.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2029-11	06-08-2012	06-11-2012	LOWES #02640*	110.74	CAD	110.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	B D WORKMATE WM425	
SOLID WASTE MANAGEMENT	2029-12	06-08-2012	06-11-2012	THE HOME DEPOT #7012	24.41	CAD	24.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	8'X9MM BNEVY	
SOLID WASTE MANAGEMENT	2036-6	06-13-2012	06-15-2012	THE HOME DEPOT #7078	36.05	CAD	36.05	CAD	*****	PLUMBING SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2042-4	06-18-2012	06-20-2012	THE HOME DEPOT #7012	17.93	CAD	17.93	CAD	2535	PLUMBING SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2052-1	06-25-2012	06-27-2012	DUFFERIN TILE	488.53	CAD	488.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5713	Floor Covering Stores	ROYALE SHOWER-MURANO NOCE-WALL GLUE-	
SOLID WASTE MANAGEMENT	2054-6	06-26-2012	06-28-2012	THE HOME DEPOT #7012	80.32	CAD	80.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2056-4	06-27-2012	06-29-2012	THE HOME DEPOT #7012	31.47	CAD	31.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2056-5	06-27-2012	06-29-2012	DUFFERIN TILE	99.16	CAD	99.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	STEEL WHEEL-CONCRETE/STONE-ASPHALT/DUCTILE WHEEL	
					"1,527.15"	CAD	"1,527.15"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2013-3	05-30-2012	06-01-2012	CENTURY MILL LUMBER	106.90	CAD	106.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5211	"Building Materials, Lumber Stores"	ROUGH LUMBER	
ECONOMIC DEVELOPMENT & CULTURE	2040-1	06-15-2012	06-19-2012	RONA # 55030	9.22	CAD	9.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5251	Hardware Stores	3 TUBES OF LATEX CAULKING	
ECONOMIC DEVELOPMENT & CULTURE	2044-6	06-19-2012	06-21-2012	RONA # 55030	62.47	CAD	62.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5251	Hardware Stores	"DRYWALL & METAL SCREWS, ACCESS DOOR 18X18"	
ECONOMIC DEVELOPMENT & CULTURE	2045-7	06-20-2012	06-22-2012	RONA # 55030	66.16	CAD	66.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5251	Hardware Stores	"4 METAL STRAPS, 1 ACCESS DOOR 14X20"	
ECONOMIC DEVELOPMENT & CULTURE	2045-8	06-20-2012	06-22-2012	RONA # 55030	-2.26	CAD	-2.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5251	Hardware Stores	RETURNED 18X18 FOR 16X16 ACCESS DOOR	
ECONOMIC DEVELOPMENT & CULTURE	2050-3	06-25-2012	06-26-2012	LOWES #02640*	10.51	CAD	10.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5200	Home Supply Warehouse	"7/8"" X 12' FURRING CHANNEL 25GA"	
ECONOMIC DEVELOPMENT & CULTURE	2054-7	06-27-2012	06-28-2012	LOWES #02640*	-5.26	CAD	-5.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5200	Home Supply Warehouse	1 FURRING CHANNEL - RETURNED	
					247.74	CAD	247.74	CAD								
