Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	2179-3	09-22-2012	09-24-2012	WAL-MART # 3106	68.98	CAD	68.98	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0119	HS-MH-RET-COLBORNE L	5411	"Grocery Stores, Supermarkets"	JAM JARS FOR HARVEST FESTIVAL	
ECONOMIC DEVELOPMENT & CULTURE	2185-1	09-26-2012	09-27-2012	NOFRILLS NICHOLSONS	15.11	CAD	15.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0103	HS-MH-PUB-COLBORNE L	5411	"Grocery Stores, Supermarkets"	KITCHEN FOIL AND SUPPLIES	
ECONOMIC DEVELOPMENT & CULTURE	2186-1	09-27-2012	09-28-2012	JOHNVINCE FOODS DISTRI	935.00	CAD	935.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0093	HS-MH-PRS-COLBORNE L	5411	"Grocery Stores, Supermarkets"	CIDER FOR MACHENZIE HOUSE & SPADINA MUSEUM	
					"1,390.68"	CAD	"1,390.68"	CAD								
"PARKS, FORESTRY & RECREATION"	2176-2	09-19-2012	09-21-2012	WAL-MART # 3106	61.03	CAD	61.03	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P06753	MAIN SQ CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	"MOUSE,PHONE CORDS"	
"PARKS, FORESTRY & RECREATION"	2181-1	09-17-2012	09-25-2012	NEW SAT COMPUTERS PLUS	22.59	CAD	22.59	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P06753	MAIN SQ CC-PGM SUPP	5045	"Computers, Computer Peripheral Equipment"	EXTENSION CORD	
					83.62	CAD	83.62	CAD								
"PARKS, FORESTRY & RECREATION"	2150-1	08-31-2012	09-04-2012	D R RIGGING   SAFETY	74.65	CAD	74.65	CAD	2710	GENERAL HARDWARE	P12856	RAVWTRMAINT	5712	"Equipment, Furniture, and Home Furnishin"	6' YELLOW ROUND SLING	
					74.65	CAD	74.65	CAD								
"PARKS, FORESTRY & RECREATION"	2182-1	09-24-2012	09-26-2012	CDN TIRE STORE #00427	116.64	CAD	116.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12969	ARTS-MCNICOLL	5200	Home Supply Warehouse	SUPPLIES FOR SCIENCE CLASS	
					116.64	CAD	116.64	CAD								
"PARKS, FORESTRY & RECREATION"	2156-2	09-04-2012	09-06-2012	MR METAL(ETOBICOKE) IN	375.45	CAD	375.45	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	STEEL MATERIAL	
"PARKS, FORESTRY & RECREATION"	2157-1	09-05-2012	09-07-2012	MR METAL(ETOBICOKE) IN	120.29	CAD	120.29	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	"HR SHEET,EXPANDED SHEET"	
"PARKS, FORESTRY & RECREATION"	2160-1	09-05-2012	09-10-2012	PACIFIC FASTENERS (198	14.02	CAD	14.02	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5251	Hardware Stores	NUTS & BOLTS	
"PARKS, FORESTRY & RECREATION"	2162-2	09-07-2012	09-11-2012	MR METAL(ETOBICOKE) IN	73.73	CAD	73.73	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	COMPRRESSOR SAFETY GUARDS	
"PARKS, FORESTRY & RECREATION"	2162-3	09-10-2012	09-11-2012	SOLWAY METAL SALES	528.84	CAD	528.84	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	1761	"Roofing and Siding, Sheet Metal Work Con"	HR ROUND	
"PARKS, FORESTRY & RECREATION"	2169-2	09-13-2012	09-17-2012	MR METAL(ETOBICOKE) IN	357.20	CAD	357.20	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	HR ANGLE	
"PARKS, FORESTRY & RECREATION"	2175-5	09-18-2012	09-20-2012	MR METAL(ETOBICOKE) IN	515.47	CAD	515.47	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	"HOT ROLLED CHANNEL, HR ANGLE"	
"PARKS, FORESTRY & RECREATION"	2175-6	09-18-2012	09-20-2012	MR METAL(ETOBICOKE) IN	93.73	CAD	93.73	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	"HR ANGLE, HR FLAT"	
"PARKS, FORESTRY & RECREATION"	2176-3	09-19-2012	09-21-2012	MR METAL(ETOBICOKE) IN	41.32	CAD	41.32	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	HSST SQUARE	
"PARKS, FORESTRY & RECREATION"	2181-2	09-21-2012	09-25-2012	MR METAL(ETOBICOKE) IN	81.36	CAD	81.36	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	"AL SQ SHEET TUBE, SSS HEET"	
"PARKS, FORESTRY & RECREATION"	2185-2	09-25-2012	09-27-2012	CTF SUPPLY (11)	29.38	CAD	29.38	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	TFL ROD	
"PARKS, FORESTRY & RECREATION"	2185-3	09-25-2012	09-27-2012	SPEED FASTENING SYSTEM	88.28	CAD	88.28	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5712	"Equipment, Furniture, and Home Furnishin"	BOSC BIT	
					"2,319.07"	CAD	"2,319.07"	CAD								
"PARKS, FORESTRY & RECREATION"	2174-3	09-18-2012	09-19-2012	DULUX PAINTS #142	286.61	CAD	286.61	CAD	2715	PAINT SUPPLIES	P10960	CENTENNIAL STADIUM-O	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	2179-4	09-21-2012	09-24-2012	DULUX PAINTS #142	393.78	CAD	393.78	CAD	2715	PAINT SUPPLIES	P10960	CENTENNIAL STADIUM-O	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	2182-2	09-25-2012	09-26-2012	ISLINGTON NURSERIES LI	121.48	CAD	121.48	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P10960	CENTENNIAL STADIUM-O	5261	Lawn and Garden Supply Stores	LIMESTONE SCREENINGS	
"PARKS, FORESTRY & RECREATION"	2182-3	09-25-2012	09-26-2012	LOWES #03096*	139.10	CAD	139.10	CAD	*****	GENERAL HARDWARE	P00632	CENTENNIAL PK-PKS MA	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2185-4	09-25-2012	09-27-2012	CDN TIRE STORE #00070	338.94	CAD	338.94	CAD	3310	FURNISHINGS	P00632	CENTENNIAL PK-PKS MA	5200	Home Supply Warehouse	FOLDING TABLES	
"PARKS, FORESTRY & RECREATION"	2186-2	09-26-2012	09-28-2012	THE HOME DEPOT #7011	16.90	CAD	16.90	CAD	3080	M & E - HAND TOOLS	P10960	CENTENNIAL STADIUM-O	5200	Home Supply Warehouse	STRAPWRENCH	
					"1,296.81"	CAD	"1,296.81"	CAD								
"PARKS, FORESTRY & RECREATION"	2170-1	09-14-2012	09-18-2012	SP S COMM SWIMMING POO	517.65	CAD	517.65	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YD OPERN	5996	Swimming Pools - Sales and Supplies	CAT CONTROLLER REPAIRS	
"PARKS, FORESTRY & RECREATION"	2175-7	09-18-2012	09-20-2012	BRAFASCO/CONCORD	147.24	CAD	147.24	CAD	2710	GENERAL HARDWARE	P07726	N TORONTO-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	BOLTS & WASHERS	
"PARKS, FORESTRY & RECREATION"	2175-8	09-18-2012	09-20-2012	SP S COMM SWIMMING POO	597.77	CAD	597.77	CAD	3099	GENERAL EQUIPMENT	P07696	ANTIBES CC-OPERATION	5996	Swimming Pools - Sales and Supplies	CHEM FEED PUMP	
"PARKS, FORESTRY & RECREATION"	2176-4	09-19-2012	09-21-2012	BRAFASCO/CONCORD	155.28	CAD	155.28	CAD	2710	GENERAL HARDWARE	P07726	N TORONTO-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	ZINC RODS & WASHERS	
"PARKS, FORESTRY & RECREATION"	2179-5	09-18-2012	09-24-2012	J.J. DOWNS INDUSTRIAL	392.11	CAD	392.11	CAD	2535	PLUMBING SUPPLIES	P07696	ANTIBES CC-OPERATION	5085	Industrial Supplies Not Elsewhere Classi	TEFLON TUBING 3/8	
"PARKS, FORESTRY & RECREATION"	2179-6	09-18-2012	09-24-2012	J.J. DOWNS INDUSTRIAL	172.56	CAD	172.56	CAD	2535	PLUMBING SUPPLIES	P07696	ANTIBES CC-OPERATION	5085	Industrial Supplies Not Elsewhere Classi	SEALANT & CONNECTORS	
					"1,982.61"	CAD	"1,982.61"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2157-2	09-06-2012	09-07-2012	LOBLAWS 4.2	4.63	CAD	4.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	MILK FOR KITCHEN PROGRAMMING	
ECONOMIC DEVELOPMENT & CULTURE	2166-2	09-12-2012	09-13-2012	M M MEAT SHOPS #473	148.37	CAD	148.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0091	HS-MH-PRS-FORT YORK	5422	"Freezer, Locker Meat Provisioners"	MEATS AND DESSERTS FOR VOLUNTEER APPRECIATION	
ECONOMIC DEVELOPMENT & CULTURE	2182-4	09-24-2012	09-26-2012	PAYPAL *COOK LIKE	325.00	CAD	325.00	CAD	4590	RENTAL - OTHER	AH0091	HS-MH-PRS-FORT YORK	8999	Professional Services - Not Elsewhere Cl	RENTAL OF STAINLESS STEEL DEMO TABLE FOR FOOD DEMO	
ECONOMIC DEVELOPMENT & CULTURE	2182-5	09-24-2012	09-26-2012	LOBLAWS 4.2	12.04	CAD	12.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0091	HS-MH-PRS-FORT YORK	5411	"Grocery Stores, Supermarkets"	APPLES FOR FOOD PREP FOR FOOD SYMPOSIUM	
					490.04	CAD	490.04	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2175-9	09-20-2012	09-20-2012	WEBEX  *WEBEX.COM	470.95	CAD	468.00	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FH5105	SH HEAD OFFICE	7399	Business Services - Not Elsewhere Classi	ANNUAL TRAINING FEE AUTOMATICALLY CHARGED IN ERROR	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2179-7	09-20-2012	09-24-2012	WEBEX  *WEBEX.COM	-468.51	CAD	-468.00	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FH5105	SH HEAD OFFICE	7399	Business Services - Not Elsewhere Classi	"CREDIT FOR MISCHARGE, $USD EXCHANGE RATE DIFFERS"	
					2.44	CAD	0.00	USD								
ECONOMIC DEVELOPMENT & CULTURE	2150-2	08-31-2012	09-04-2012	RABBA #177	10.98	CAD	10.98	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	MILK AND CREAM FOR SNACK BAR SUPPLIES	
ECONOMIC DEVELOPMENT & CULTURE	2154-1	09-04-2012	09-05-2012	LOWES #03096*	71.92	CAD	71.92	CAD	2570	JANITORIAL SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5200	Home Supply Warehouse	*****	
ECONOMIC DEVELOPMENT & CULTURE	2185-5	09-26-2012	09-27-2012	LAKESHORE LUMBER	29.89	CAD	29.89	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RRP-LAKESHORE	5251	Hardware Stores	"GENERAL HARDWARE SUPPLIES: SCREWS, CAN OPENER,PLUG"	
ECONOMIC DEVELOPMENT & CULTURE	2185-6	09-26-2012	09-27-2012	SOBEYS #741        QPS	29.54	CAD	29.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM: FRUIT AND PASTRIES	
ECONOMIC DEVELOPMENT & CULTURE	2185-7	09-26-2012	09-27-2012	RABBA #177	2.99	CAD	2.99	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	MILK FOR CONCESSION SUPPLIES	
					145.32	CAD	145.32	CAD								
SOLID WASTE MANAGEMENT	2156-3	09-04-2012	09-06-2012	THE HOME DEPOT #7012	37.83	CAD	37.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2157-3	09-05-2012	09-07-2012	THE HOME DEPOT #7078	342.47	CAD	342.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW359-12-05	2012 BUILDING AMENITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2160-2	09-07-2012	09-10-2012	THE HOME DEPOT #7012	23.54	CAD	23.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0835	COMMISSIONER TS OPER	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2169-3	09-13-2012	09-17-2012	THE HOME DEPOT #7078	35.83	CAD	35.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW359-12-05	2012 BUILDING AMENITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2169-4	09-14-2012	09-17-2012	THE HOME DEPOT #7012	47.60	CAD	47.60	CAD	2535	PLUMBING SUPPLIES	SW0835	COMMISSIONER TS OPER	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2176-5	09-19-2012	09-21-2012	THE HOME DEPOT #7012	24.19	CAD	24.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW359-12-05	2012 BUILDING AMENITIES AND UPGRADES	5200	Home Supply Warehouse	WO #287194	
					511.46	CAD	511.46	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2150-3	08-30-2012	09-04-2012	RONA # 55030	22.59	CAD	22.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5251	Hardware Stores	BACK SAW 14 INCH	
ECONOMIC DEVELOPMENT & CULTURE	2156-4	09-04-2012	09-06-2012	THE HOME DEPOT #7134	67.79	CAD	67.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5200	Home Supply Warehouse	110CFM BATH	
ECONOMIC DEVELOPMENT & CULTURE	2169-5	09-13-2012	09-17-2012	RONA # 55030	16.52	CAD	16.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5251	Hardware Stores	"1"" FINISHING NAILS, 1 COVE MOLDING"	
ECONOMIC DEVELOPMENT & CULTURE	2169-6	09-13-2012	09-17-2012	RONA # 55030	-9.98	CAD	-9.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5251	Hardware Stores	1 COVE (OAK) MOLDING	
ECONOMIC DEVELOPMENT & CULTURE	2170-2	09-17-2012	09-18-2012	ATLAS MACHINERY SUPPLY	23.00	CAD	23.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5251	Hardware Stores	1 SOFT STANDARD VELCRO PAD FOR SANDER	
ECONOMIC DEVELOPMENT & CULTURE	2176-6	09-19-2012	09-21-2012	THE HOME DEPOT #7134	49.76	CAD	49.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5200	Home Supply Warehouse	CRACK RESIST	
ECONOMIC DEVELOPMENT & CULTURE	2179-8	09-21-2012	09-24-2012	THE HOME DEPOT #7134	195.15	CAD	195.15	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	AH0151	CD-AM-FAC-SPADINA HS	5200	Home Supply Warehouse	*****	
					364.83	CAD	364.83	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2186-3	09-27-2012	09-28-2012	TERN ART SUPPLIES	841.85	CAD	841.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0014	AS-PS-CDE-METRO HALL	5970	"Artist Supply Stores, Craft Shops"	MURAL CANVASES BUILT TO SIZE	
					841.85	CAD	841.85	CAD								
TORONTO WATER	2160-3	09-07-2012	09-10-2012	GALCO INDUSTRIAL ELECT	187.60	CAD	186.28	USD	2575	ELECTRICAL SUPPLIES	WW1081	HCTP SOLIDS TRT WA1	5085	Industrial Supplies Not Elsewhere Classi	POWER MODULE	
TORONTO WATER	2160-4	09-07-2012	09-10-2012	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4760	MEMBERSHIP FEES	WW1062	HCTP PLANT SRVCS WA3	1799	"Contractors, Special Trade - Not Elsewhe"	TSSA MEMBERSHIP RENEWAL	
TORONTO WATER	2167-1	09-12-2012	09-14-2012	MOE - HWIN WEB	545.04	CAD	545.04	CAD	4199	OTHER PROFESSIONAL AND TECHNICAL SERVICE	WW1060	HCTP PLANT ADMIN SUP	9399	Government Services - Not Elsewhere Clas	MANIFEST PAYMENTS	
					832.64	CAD	645.04	CAD								
							186.28	USD								
ECONOMIC DEVELOPMENT & CULTURE	2179-9	09-21-2012	09-24-2012	LONG   MCQUADE LIMITED	68.93	CAD	68.93	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	AH0018	AS-PS-PUB-CEDAR RIDG	7399	Business Services - Not Elsewhere Classi	MICROPHONE&SPEAKERS- CEDAR RIDGE 100TH ANNIVERSARY	
					68.93	CAD	68.93	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2154-2	09-04-2012	09-05-2012	FASHION DENVER FABRICS	7.57	CAD	7.45	USD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5131	"Piece Goods, Notions, and Other Dry Good"	Blue Jersey and SHIPPING COST  and Adjmt X 11	
ECONOMIC DEVELOPMENT & CULTURE	2175-10	09-19-2012	09-20-2012	GRAND   TOY #1032 (DB)	42.31	CAD	42.31	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5943	"Office, School Supply, and Stationery St"	48 BULLDOG CLIPS EMERGENCY PURCHASE	
					49.88	CAD	42.31	CAD								
							7.45	USD								
LONG TERM CARE HOMES	2156-5	09-06-2012	09-06-2012	SAMMONS PRESTON CANADA	102.60	CAD	102.60	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3K083	LAKESHR LDGE-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	"PARAFIN BLOCKS, VELCO HOOKS, FOR RESIDENT EXERCISE"	
LONG TERM CARE HOMES	2167-2	09-12-2012	09-14-2012	AMAZING PARTY   COSTUM	175.85	CAD	175.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHR LDGE-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	HELIUM AND BALOONS FOR THE GALA PARTY	
LONG TERM CARE HOMES	2174-4	09-18-2012	09-19-2012	XEROX CANADA LTD -A/R	924.96	CAD	924.96	CAD	4515	RENTAL OF OFFICE EQUIPMENT	D3K011	LAKESHR LDGE-PA-OA	7399	Business Services - Not Elsewhere Classi	XEROGRAPHIC MODULE	
LONG TERM CARE HOMES	2185-8	09-26-2012	09-27-2012	SAMKO   MIKO TOY WAREH	89.04	CAD	89.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHR LDGE-PS-PS	5942	Book Stores	SUPPLIES FOR RESIDENTS' GALA EVENT	
					"1,292.45"	CAD	"1,292.45"	CAD								
SOLID WASTE MANAGEMENT	2167-3	09-13-2012	09-14-2012	WESTBURNE RUDDY ELECTR	5.96	CAD	5.96	CAD	2575	ELECTRICAL SUPPLIES	SW0825	DUFFERIN TS OPER	1711	"Air Conditioning, Heating, and Plumbing"	WORK ORDEN 290845	
					5.96	CAD	5.96	CAD								
"PARKS, FORESTRY & RECREATION"	2170-3	09-18-2012	09-18-2012	BELL EXPRESSVU	190.01	CAD	190.01	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PGM SUPP	4899	Cable and Other Pay Television Services	SATELLITE TV	
"PARKS, FORESTRY & RECREATION"	2174-5	09-19-2012	09-19-2012	BELL EXPRESSVU	60.29	CAD	60.29	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PGM SUPP	4899	Cable and Other Pay Television Services	SATELLITE TV	
"PARKS, FORESTRY & RECREATION"	2179-10	09-21-2012	09-24-2012	STAPLES 426	146.15	CAD	146.15	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07689	HERON PARK-PGM SUPP	5943	"Office, School Supply, and Stationery St"	DESK CALENDARS AND LOG BOOKS	
"PARKS, FORESTRY & RECREATION"	2182-6	09-25-2012	09-26-2012	WWW.STARCOACHSERVICES.	652.58	CAD	652.58	CAD	4580	RENTAL OF BUSES	P07689	HERON PARK-PGM SUPP	4131	Bus Lines	BUS RENTAL	
					"1,049.03"	CAD	"1,049.03"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2170-4	09-14-2012	09-18-2012	EDUFUN INC.	971.57	CAD	971.57	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RET-MACKENZIE	5945	"Game, Toy, and Hobby Shops"	TOYS FOR RESALE IN THE GIFTSHOP	
ECONOMIC DEVELOPMENT & CULTURE	2176-7	09-20-2012	09-21-2012	ABOVEGROUND ENTERPRISE	24.15	CAD	24.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUB-MACKENZIE	7333	"Commercial Art, Graphics, Photography"	CALIGRAPHY INK & PAPER FOR USE IN MUSEUM PRINTSHOP	
