Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4296-1	2016-11-14	2016-11-16	WAL-MART #3106	154.60	CAD	154.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	KNITTING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4307-1	2016-11-23	2016-11-24	PAPERBOY CARDS  GIFTS	19.20	CAD	19.20	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10430	BOB ABATE CC-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	2017 PLANNER	
"PARKS, FORESTRY & RECREATION"	4309-2	2016-11-24	2016-11-25	PETSMART INC 2172	33.87	CAD	33.87	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10430	BOB ABATE CC-PRGM SUPPORT	5995	Pet Shops - Pet Food and Supplies	HEAT LAMPS FOR TURTLE TANK	
"PARKS, FORESTRY & RECREATION"	4312-4	2016-11-24	2016-11-28	WAL-MART #1004	39.47	CAD	39.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10430	BOB ABATE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"BATTERIES, TIMER FOR TURTLE TANK"	
					"1,846.90"	CAD	"1,846.90"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4276-1	2016-11-01	2016-11-02	BULK BARN	12.65	CAD	12.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	WHOLE ALLSPICE	
ECONOMIC DEVELOPMENT & CULTURE	4277-2	2016-11-01	2016-11-03	METRO #37	13.49	CAD	13.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	ALUMINUM FOIL	
ECONOMIC DEVELOPMENT & CULTURE	4282-1	2016-11-04	2016-11-07	METRO #37	46.63	CAD	46.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"SUGA, APPLE JUICE, POTATOES, CARROTS, ONIONS, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	4293-2	2016-11-11	2016-11-14	TIM HORTONS 5365 QTH	759.30	CAD	759.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5814	Quick Payment Service - Fast-Food Restau	"DONUTS, COOKIES"	
ECONOMIC DEVELOPMENT & CULTURE	4293-3	2016-11-11	2016-11-14	METRO #720	22.04	CAD	22.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	HOT CHOCOLATE MIX	
ECONOMIC DEVELOPMENT & CULTURE	4293-4	2016-11-10	2016-11-14	FRESHCO #9781	26.45	CAD	26.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"TEA, TURNIPS"	
ECONOMIC DEVELOPMENT & CULTURE	4300-2	2016-11-17	2016-11-18	METRO #720	32.12	CAD	32.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"ONIONS, APPLES"	
ECONOMIC DEVELOPMENT & CULTURE	4306-1	2016-11-22	2016-11-23	METRO #720	92.06	CAD	92.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"CEREAL, APPLES, ORANGE JUICE, MILK, CANDLES"	
ECONOMIC DEVELOPMENT & CULTURE	4307-2	2016-11-23	2016-11-24	METRO #720	24.02	CAD	24.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	RAISINS	
ECONOMIC DEVELOPMENT & CULTURE	4316-1	2016-11-29	2016-11-30	FRESHCO #9781	14.73	CAD	14.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"KETCHUP, MUSTARD"	
					"1,043.49"	CAD	"1,043.49"	CAD								
TRANSPORTATION SERVICES 	4291-3	2016-11-08	2016-11-10	PUBLICATIONS - MAIL OR	889.73	CAD	889.73	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	9399	Government Services - Not Elsewhere Clas	OTM BOOK 7 TEMP CONDITIONS - FIELD EDITIONS	
TRANSPORTATION SERVICES 	4302-3	2016-11-20	2016-11-21	PAYPAL *TWEETYMAIL	6.94	CAD	6.94	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4302-4	2016-11-20	2016-11-21	PAYPAL *TWEETYMAIL	6.94	CAD	6.94	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4302-5	2016-11-20	2016-11-21	PAYPAL *TWEETYMAIL	6.94	CAD	6.94	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4302-6	2016-11-20	2016-11-21	PAYPAL *TWEETYMAIL	6.94	CAD	6.94	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
					917.49	CAD	917.49	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4276-2	2016-11-01	2016-11-02	PMC WATER SYSTEMS SERV	"1,067.85"	CAD	"1,067.85"	CAD	2499	OTHER CHEMICALS	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5085	Industrial Supplies Not Elsewhere Classi	PROPOYLENE GLYCOL	
ECONOMIC DEVELOPMENT & CULTURE	4282-2	2016-11-02	2016-11-07	MODERN LAUNDRY	31.64	CAD	31.64	CAD	4419	LAUNDRY SERVICES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	7216	Dry Cleaners	WASH AND FOLD TABLECLOTHS	
ECONOMIC DEVELOPMENT & CULTURE	4290-1	2016-11-08	2016-11-09	SHOPPERSDRUGMART0903	19.11	CAD	19.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5912	"Drug Stores, Pharmacies"	COOKIES	
ECONOMIC DEVELOPMENT & CULTURE	4291-4	2016-11-09	2016-11-10	RABBA 177            Q	10.98	CAD	10.98	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5411	"Grocery Stores, Supermarkets"	MILK AND CREAM	
					"1,129.58"	CAD	"1,129.58"	CAD								
"PARKS, FORESTRY & RECREATION"	4282-3	2016-11-04	2016-11-07	NO FRILL'S #1306	117.00	CAD	117.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR TISEL TEA	
"PARKS, FORESTRY & RECREATION"	4282-4	2016-11-04	2016-11-07	NO FRILL'S #1306	51.73	CAD	51.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR TISEL TEA	
"PARKS, FORESTRY & RECREATION"	4300-3	2016-11-15	2016-11-18	WAL-MART #1081	72.79	CAD	72.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUPPER AND GAMES	
					241.52	CAD	241.52	CAD								
EMPLOYMENT & SOCIAL SERVICES	4296-2	2016-11-15	2016-11-16	DOLLAR TREE CANADA STO	32.00	CAD	32.00	CAD	4820	BUSINESS MEETING EXPENSES	C01227	BUSINESS TRANSFORMATION PROJECT	5331	Variety Stores	REFRESHMENTS-SDM LAUNCH NOV16/16	
EMPLOYMENT & SOCIAL SERVICES	4296-3	2016-11-15	2016-11-16	RCSS 1077	68.29	CAD	68.29	CAD	4820	BUSINESS MEETING EXPENSES	C01227	BUSINESS TRANSFORMATION PROJECT	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS-SDM LAUNCH NOV16/16	
EMPLOYMENT & SOCIAL SERVICES	4299-2	2016-11-16	2016-11-17	TIM HORTONS 4106 QTH	74.31	CAD	74.31	CAD	4820	BUSINESS MEETING EXPENSES	C01227	BUSINESS TRANSFORMATION PROJECT	5814	Quick Payment Service - Fast-Food Restau	REFRESHMENTS-SDM LAUNCH NOV16/16	
EMPLOYMENT & SOCIAL SERVICES	4307-3	2016-11-23	2016-11-24	RCSS 1077	74.05	CAD	74.05	CAD	4820	BUSINESS MEETING EXPENSES	C01233	APPLICATION CENTRE	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS-GENERAL STAFF MEETING NOV24/16	
EMPLOYMENT & SOCIAL SERVICES	4309-3	2016-11-24	2016-11-25	WHAT A BAGEL	63.00	CAD	63.00	CAD	4820	BUSINESS MEETING EXPENSES	C01233	APPLICATION CENTRE	5812	"Eating Places, Restaurants"	SNACKS-GENERAL STAFF MEETING NOV24/16	
					311.65	CAD	311.65	CAD								
TORONTO WATER	4306-2	2016-11-22	2016-11-23	THE SOURCE 50150	45.19	CAD	45.19	CAD	4804	WIRELESS DEVICES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5732	Electronic Sales	REPLACEMENT BATTERY FOR SAMSUNG	
					45.19	CAD	45.19	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4300-4	2016-11-16	2016-11-18	CARLTON HOTEL TA	"1,928.84"	CAD	"1,400.00"	USD	4210	BUSINESS TRAV - ACCOMMODATION	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	3716	Carlton Hotels	ACCOMMODATION-ISRAEL TRIP	
ECONOMIC DEVELOPMENT & CULTURE	4300-5	2016-11-16	2016-11-18	CARLTON HOTEL TA	"1,543.07"	CAD	"1,120.00"	USD	4210	BUSINESS TRAV - ACCOMMODATION	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	3716	Carlton Hotels	ACCOMMODATION-ISRAEL TRIP	
ECONOMIC DEVELOPMENT & CULTURE	4300-6	2016-11-16	2016-11-18	CARLTON HOTEL TA	"1,584.41"	CAD	"1,150.00"	USD	4210	BUSINESS TRAV - ACCOMMODATION	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	3716	Carlton Hotels	ACCOMMODATION-ISRAEL TRIP	
ECONOMIC DEVELOPMENT & CULTURE	4300-7	2016-11-16	2016-11-18	CARLTON HOTEL TA	"1,548.28"	CAD	"1,123.78"	USD	4210	BUSINESS TRAV - ACCOMMODATION	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	3716	Carlton Hotels	ACCOMMODATION-ISRAEL TRIP	
ECONOMIC DEVELOPMENT & CULTURE	4302-7	2016-11-17	2016-11-21	DAN HOTELS	"1,114.19"	CAD	"3,133.00"	ILS	4230	BUSINESS TRAV - OTHER EXPENSES	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	3629	Dan Hotels	BUSINESS EXPENSES-ISRAEL TRIP	
ECONOMIC DEVELOPMENT & CULTURE	4302-8	2016-11-17	2016-11-21	DAN HOTELS	167.15	CAD	470.00	ILS	4230	BUSINESS TRAV - OTHER EXPENSES	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	3629	Dan Hotels	BUSINESS EXPENSES-ISRAEL TRIP	
ECONOMIC DEVELOPMENT & CULTURE	4302-9	2016-11-19	2016-11-21	DAN HOTELS	"1,232.86"	CAD	900.00	USD	4210	BUSINESS TRAV - ACCOMMODATION	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	3629	Dan Hotels	ACCOMMODATION-ISRAEL TRIP	
ECONOMIC DEVELOPMENT & CULTURE	4313-1	2016-11-27	2016-11-29	THE QUEEN   BEAVER PUB	148.47	CAD	148.47	CAD	4823	MEALS-OUTSIDE LOC'S	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	5813	"Bars, Cocktail Lounges, Discotheques, Ni"	BUSINESS MEETING WITH EXTERNAL CLIENTS	
					"9,267.27"	CAD	148.47	CAD								
							"3,603.00"	ILS								
							"5,693.78"	USD								
ECONOMIC DEVELOPMENT & CULTURE	4278-2	2016-11-03	2016-11-04	PAYPAL *JEFFPEACHEY	137.67	CAD	137.67	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5932	"Antique Shops - Sales, Repairs, and Rest"	TOOLS	
ECONOMIC DEVELOPMENT & CULTURE	4278-3	2016-11-03	2016-11-04	LEE VALLEY - DOWNTOWN	31.08	CAD	31.08	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5072	Hardware Equipment and Supplies	STRAW BRUSHES	
ECONOMIC DEVELOPMENT & CULTURE	4291-5	2016-11-09	2016-11-10	LEE VALLEY - DOWNTOWN	14.92	CAD	14.92	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5072	Hardware Equipment and Supplies	HOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4293-5	2016-11-09	2016-11-14	PHARMA PLUS DRUGMARTS	27.05	CAD	27.05	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5912	"Drug Stores, Pharmacies"	COTTON SWABS	
ECONOMIC DEVELOPMENT & CULTURE	4299-3	2016-11-16	2016-11-17	DESERRES	34.41	CAD	34.41	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5970	"Artist Supply Stores, Craft Shops"	ACRYLIC RULERS	
ECONOMIC DEVELOPMENT & CULTURE	4300-8	2016-11-17	2016-11-18	LIBERTY VILLAGE HOME H	451.95	CAD	451.95	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5251	Hardware Stores	FLOOR FANS	
ECONOMIC DEVELOPMENT & CULTURE	4304-2	2016-11-21	2016-11-22	LOWES.CA	"1,262.21"	CAD	"1,262.21"	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5200	Home Supply Warehouse	DEHUMIDIFIERS	
ECONOMIC DEVELOPMENT & CULTURE	4307-4	2016-11-22	2016-11-24	THE HOME DEPOT #7001	12.41	CAD	12.41	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5200	Home Supply Warehouse	"**MORE**  SHEP 7/8"" LE"	
ECONOMIC DEVELOPMENT & CULTURE	4307-5	2016-11-23	2016-11-24	TALAS	423.72	CAD	308.07	USD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5999	Miscellaneous and Specialty Retail Store	CONSERVATION SUPPLIES	
ECONOMIC DEVELOPMENT & CULTURE	4309-4	2016-11-23	2016-11-25	THE HOME DEPOT CANADA	754.84	CAD	754.84	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5200	Home Supply Warehouse	DEHUMIDIFIERS	
ECONOMIC DEVELOPMENT & CULTURE	4309-5	2016-11-24	2016-11-25	LIBERTY VILLAGE HOME H	187.56	CAD	187.56	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5251	Hardware Stores	FANS	
ECONOMIC DEVELOPMENT & CULTURE	4309-6	2016-11-24	2016-11-25	BED BATH   BEYOND 2032	122.02	CAD	122.02	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5200	Home Supply Warehouse	TEA KETTLES	
ECONOMIC DEVELOPMENT & CULTURE	4316-2	2016-11-29	2016-11-30	LARSON JUHL #1	360.13	CAD	360.13	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5970	"Artist Supply Stores, Craft Shops"	PICTURE FRAMES AND ACRYLIC	
					"3,819.97"	CAD	"3,396.25"	CAD								
							308.07	USD								
LONG TERM CARE HOMES & SERVICES	4282-5	2016-11-04	2016-11-07	ENTERTAINMENTDEALS.CA	45.20	CAD	45.20	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	DVD'S FOR RESIDENT MOVIE NIGHT PROGRAM	
					45.20	CAD	45.20	CAD								
"PARKS, FORESTRY & RECREATION"	4277-3	2016-11-02	2016-11-03	BELL TV	77.74	CAD	77.74	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	CABLE TV SERVICES	
"PARKS, FORESTRY & RECREATION"	4282-6	2016-11-03	2016-11-07	WAL-MART #1029	19.87	CAD	19.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07689	HERON PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"JUICE, TORTILLAS"	
"PARKS, FORESTRY & RECREATION"	4282-7	2016-11-04	2016-11-07	FOOD BASICS #653	31.52	CAD	31.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04068	HERON PARK CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"FLOUR, SUGAR, POTATOES"	
					129.13	CAD	129.13	CAD								
"PARKS, FORESTRY & RECREATION"	4277-4	2016-11-02	2016-11-03	BUSY BEE MACHINETOOLS	"3,592.95"	CAD	"3,592.95"	CAD	3080	M & E - HAND TOOLS	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	SANDER BELT & DISC COMBO & CABINET TABLE SAW	
"PARKS, FORESTRY & RECREATION"	4312-5	2016-11-24	2016-11-28	THE HOME DEPOT #7073	42.31	CAD	42.31	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  NUTS	
"PARKS, FORESTRY & RECREATION"	4316-3	2016-11-29	2016-11-30	PRICELESS PRODUCTS	920.93	CAD	920.93	CAD	3099	GENERAL EQUIPMENT	P12005	LASTMAN SQ-AIRS-OPERATIONS	0780	Horticultural and Landscaping Services	SALT SPREADER	
					"4,556.19"	CAD	"4,556.19"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4276-3	2016-10-31	2016-11-02	CDN TIRE STORE #00600	50.77	CAD	50.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5200	Home Supply Warehouse	"SPATULAS, SPOONS, PRESERVING TOOLS"	
ECONOMIC DEVELOPMENT & CULTURE	4277-5	2016-11-02	2016-11-03	FABRICLAND DISTRIBUTOR	129.63	CAD	129.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5949	"Fabric, Needlework, Piece Goods, and Sew"	"OLFA CUTTING BLADES, RULER, CUTTING MAT"	
ECONOMIC DEVELOPMENT & CULTURE	4293-6	2016-11-12	2016-11-14	LOBLAWS #1010	17.37	CAD	17.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	MUFFINS	
ECONOMIC DEVELOPMENT & CULTURE	4299-4	2016-11-16	2016-11-17	CURRY'S ART STORE	36.11	CAD	36.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0055	HS-MH-COLLECTION MGMT-ZION SCHOO	5970	"Artist Supply Stores, Craft Shops"	INDIA INK/LIQUID INK	
ECONOMIC DEVELOPMENT & CULTURE	4300-9	2016-11-13	2016-11-18	ROYAL AGRICULTURAL WIN	82.47	CAD	82.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	8398	"Organizations, Charitable and Social Ser"	SHEEP'S FLEECE	
ECONOMIC DEVELOPMENT & CULTURE	4313-2	2016-11-28	2016-11-29	JAS TOWNSEND AND SONS	177.93	CAD	130.00	USD	2670	UNIFORMS	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5999	Miscellaneous and Specialty Retail Store	COSTUME PIECES	
ECONOMIC DEVELOPMENT & CULTURE	4313-3	2016-11-29	2016-11-29	HISTORICAL EMPORIUM	227.00	CAD	165.85	USD	2670	UNIFORMS	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5631	Women's Accessory and Specialty Stores	COSTUME PIECES	
ECONOMIC DEVELOPMENT & CULTURE	4316-4	2016-11-30	2016-11-30	HISTORICAL EMPORIUM	-88.64	CAD	-64.95	USD	2670	UNIFORMS	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5631	Women's Accessory and Specialty Stores	REFUND FOR OUT OF STOCK ITEM	
					632.64	CAD	316.35	CAD								
							230.90	USD								
