Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	4102-2	2016-07-06	2016-07-08	METRO #720	49.39	CAD	49.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"SPICES, CABBAGE, WHIPPING CREAM, COFFEE CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	4110-2	2016-07-12	2016-07-14	METRO #720	33.50	CAD	33.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"LAUNDRY DETERGENT, CURRANTS, WHIPPING CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	4112-2	2016-07-14	2016-07-15	BULK BARN	35.99	CAD	35.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	CURRANTS	
ECONOMIC DEVELOPMENT & CULTURE	4114-1	2016-07-14	2016-07-18	METRO #37	18.09	CAD	18.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	BEACH CLEANER	
ECONOMIC DEVELOPMENT & CULTURE	4114-2	2016-07-15	2016-07-18	METRO #720	78.87	CAD	78.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"HONEY, CHOCOLATE, LEMONS, RASPBERRIES, CREAM, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	4126-1	2016-07-25	2016-07-26	METRO #720	57.89	CAD	57.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"STRAWBERRIES, RASPBERRIES, WHIPPING CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	4130-2	2016-07-27	2016-07-28	METRO #720	169.34	CAD	169.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"CIDER VINEGAR, CAPERS, ANCHOVIES, CHICKEN, ETC."	
					"1,165.12"	CAD	"1,165.12"	CAD								
FIRE SERVICES	4104-2	2016-07-08	2016-07-11	CONCEPT CONTROLS INC	"1,172.94"	CAD	"1,172.94"	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0035	CHEMICAL BIOLOG RADIOLOG NUCLEAER RESP	5047	Laboratory/Medical/Dental/Ophthalmic Hos	MAINTENANCE / REPAIRS- AIR MONITORS	
					"1,172.94"	CAD	"1,172.94"	CAD								
TRANSPORTATION SERVICES 	4091-3	2016-06-30	2016-07-04	AMAZON *MARKETPLCE CA	79.52	CAD	79.52	CAD	4804	WIRELESS DEVICES	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	4816	Computer Network/Information Services	STYLI FOR TOUCHSCREEN TABLETS	
TRANSPORTATION SERVICES 	4121-2	2016-07-20	2016-07-21	PAYPAL *TWEETYMAIL	6.70	CAD	6.70	CAD	4813	INTERNET	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4121-3	2016-07-20	2016-07-21	PAYPAL *TWEETYMAIL	6.70	CAD	6.70	CAD	4813	INTERNET	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4121-4	2016-07-20	2016-07-21	PAYPAL *TWEETYMAIL	6.70	CAD	6.70	CAD	4813	INTERNET	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4121-5	2016-07-20	2016-07-21	PAYPAL *TWEETYMAIL	6.70	CAD	6.70	CAD	4813	INTERNET	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
					106.32	CAD	106.32	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4091-4	2016-06-29	2016-07-04	PAYPAL *JOBMASTER	76.48	CAD	76.48	CAD	2710	GENERAL HARDWARE	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5169	Chemicals and Allied Products Not Elsewh	FLEXIBLE MAGNETIC STRIPS PLUS SHIPPING	
ECONOMIC DEVELOPMENT & CULTURE	4106-1	2016-07-11	2016-07-12	AMAZON *MARKETPLCE CA	192.16	CAD	192.16	CAD	2710	GENERAL HARDWARE	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	4816	Computer Network/Information Services	STAINLESS STEEL BIRD SPIKES	
ECONOMIC DEVELOPMENT & CULTURE	4112-3	2016-07-14	2016-07-15	AMAZON.CA	216.95	CAD	216.95	CAD	3099	GENERAL EQUIPMENT	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	4816	Computer Network/Information Services	CONSOLE TABLE	
ECONOMIC DEVELOPMENT & CULTURE	4121-6	2016-07-20	2016-07-21	AMAZON.CA	-43.39	CAD	-43.39	CAD	3099	GENERAL EQUIPMENT	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	4816	Computer Network/Information Services	PARTIAL REFUND FOR CONSOLE TABLE	
					442.20	CAD	442.20	CAD								
"PARKS, FORESTRY & RECREATION"	4104-3	2016-07-07	2016-07-11	THE HOME DEPOT #7132	428.27	CAD	428.27	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P10539	S-REC SUPER1-PRGM SUPPORT	5200	Home Supply Warehouse	CHWAG 6BURN	
"PARKS, FORESTRY & RECREATION"	4117-2	2016-07-19	2016-07-20	NO FRILL'S #1306	131.44	CAD	131.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUPPER AND GAMES	
"PARKS, FORESTRY & RECREATION"	4130-3	2016-07-27	2016-07-28	NO FRILL'S #1306	15.46	CAD	15.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUPPER AND GAMES	
					575.17	CAD	575.17	CAD								
TORONTO WATER	4108-4	2016-07-12	2016-07-13	PRINCESS AUTO #36	406.78	CAD	406.78	CAD	3065	M & E - PLANT & GARAGE	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5085	Industrial Supplies Not Elsewhere Classi	LIFT	
					406.78	CAD	406.78	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4108-5	2016-07-12	2016-07-13	LEE VALLEY - DOWNTOWN	13.00	CAD	13.00	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5072	Hardware Equipment and Supplies	PUMICE STONE POWDER	
ECONOMIC DEVELOPMENT & CULTURE	4108-6	2016-07-12	2016-07-13	LIBERTY VILLAGE HOME H	31.05	CAD	31.05	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5251	Hardware Stores	"RECHARGEABLE BATTERIES, EPOXY"	
ECONOMIC DEVELOPMENT & CULTURE	4124-3	2016-07-23	2016-07-25	IKEA NORTH YORK	33.90	CAD	33.90	CAD	2110	PARTS - FURNITURE & FIXTURES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5712	"Equipment, Furniture, and Home Furnishin"	2 TABLE LEGS	
ECONOMIC DEVELOPMENT & CULTURE	4130-4	2016-07-27	2016-07-28	LIBERTY VILLAGE HOME H	38.25	CAD	38.25	CAD	2710	GENERAL HARDWARE	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5251	Hardware Stores	"SCREWS, PAINT, TAPE"	
					116.20	CAD	116.20	CAD								
"PARKS, FORESTRY & RECREATION"	4093-2	2016-07-04	2016-07-05	BELL TV	77.74	CAD	77.74	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07689	HERON PARK-PRGM SUPPORT	4812	Telecommunication Equipment Including Te		
					77.74	CAD	77.74	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4116-1	2016-07-18	2016-07-19	VALHALLA CARDS AND GIF	319.79	CAD	319.79	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RETAIL-MACKENZIE	5947	"Card, Gift, Novelty, and Souvenir Shops"	POSTCARDS AND MAGNETS FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	4122-2	2016-07-20	2016-07-22	CDN TIRE STORE #00600	25.61	CAD	25.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5200	Home Supply Warehouse	"SOLVENT, STRING, MATCHES"	
					345.40	CAD	345.40	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4091-5	2016-06-29	2016-07-04	BALZAC'S COFFEE LTD	14.95	CAD	14.95	CAD	4823	MEALS-OUTSIDE LOC'S	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5812	"Eating Places, Restaurants"	MEETING WITH EXTERNAL CLIENTS	
					14.95	CAD	14.95	CAD								
"PARKS, FORESTRY & RECREATION"	4091-6	2016-06-30	2016-07-04	MARCHANT'S SCHOOL SPOR	513.19	CAD	513.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5941	Sporting Goods Stores	SPORTS SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4091-7	2016-06-30	2016-07-04	YOUR DOLLARSTORE WITH	11.87	CAD	11.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMER CAMPS - SENECA VILLAGE CC	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4093-3	2016-07-04	2016-07-05	SUPERIOR EVENTS GROUP	509.23	CAD	509.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMER CAMPS - SENECA VILLAGE CC	8999	Professional Services - Not Elsewhere Cl	BOUNCY CASTLE FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4100-5	2016-07-05	2016-07-07	YOUR DOLLARSTORE WITH	131.65	CAD	131.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5999	Miscellaneous and Specialty Retail Store	"PLASTIC GLASS, HARDWARE"	
"PARKS, FORESTRY & RECREATION"	4100-6	2016-07-06	2016-07-07	ZENAN CUSTOM CRESTING	562.74	CAD	562.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5950	Crystal and Glassware Stores	CIT SHIRTS	
"PARKS, FORESTRY & RECREATION"	4102-3	2016-07-06	2016-07-08	TEAM AQUATIC SUPPLIES	172.89	CAD	172.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5996	Swimming Pools - Sales and Supplies	FLUTTER BOARD	
"PARKS, FORESTRY & RECREATION"	4102-4	2016-07-06	2016-07-08	SHOPPERSDRUGMART1338	107.31	CAD	107.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5912	"Drug Stores, Pharmacies"	"NN CULTERY, GET ALUMIUM RULER"	
"PARKS, FORESTRY & RECREATION"	4102-5	2016-07-07	2016-07-08	NOFRILLS RICHARD'S #39	77.29	CAD	77.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13277	SUMMER CAMPS - SENECA VILLAGE CC	5411	"Grocery Stores, Supermarkets"	"FROSTING, FOOD COLOURING, FINE SUGAR"	
"PARKS, FORESTRY & RECREATION"	4104-4	2016-07-07	2016-07-11	YOUR DOLLARSTORE WITH	97.75	CAD	97.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13270	SUMMER CAMPS - MCNICOLL CC	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4104-5	2016-07-07	2016-07-11	THE HOME DEPOT #7161	135.58	CAD	135.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13270	SUMMER CAMPS - MCNICOLL CC	5200	Home Supply Warehouse	"20"" FAN"	
"PARKS, FORESTRY & RECREATION"	4104-6	2016-07-07	2016-07-11	MICHAELS #3949	164.21	CAD	164.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMER CAMPS - SENECA VILLAGE CC	5945	"Game, Toy, and Hobby Shops"	"TYE DUE, SANDS, FACE PAINT"	
"PARKS, FORESTRY & RECREATION"	4104-7	2016-07-07	2016-07-11	MICHAELS #3949	111.00	CAD	111.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5945	"Game, Toy, and Hobby Shops"	"GLOW STICKS,"	
"PARKS, FORESTRY & RECREATION"	4104-8	2016-07-08	2016-07-11	AFFORDABLE LOCK SERVIC	27.12	CAD	27.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMER CAMPS - SENECA VILLAGE CC	7399	Business Services - Not Elsewhere Classi	KEY CUT FOR ZION CHURCH	
"PARKS, FORESTRY & RECREATION"	4108-7	2016-07-12	2016-07-13	J  J CRAFTS	92.78	CAD	92.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13270	SUMMER CAMPS - MCNICOLL CC	5970	"Artist Supply Stores, Craft Shops"	"ICE PACKS, PLASTICINE"	
"PARKS, FORESTRY & RECREATION"	4110-3	2016-07-13	2016-07-14	PAYPAL *HOOPERSONIC	175.00	CAD	175.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	CAMP WORKSHOP	
"PARKS, FORESTRY & RECREATION"	4110-4	2016-07-13	2016-07-14	NOFRILLS RICHARD'S #39	244.15	CAD	244.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13270	SUMMER CAMPS - MCNICOLL CC	5411	"Grocery Stores, Supermarkets"	"SLICE PINEAPPLE, MACARONI, MILK"	
"PARKS, FORESTRY & RECREATION"	4112-4	2016-07-13	2016-07-15	YOUR DOLLARSTORE WITH	159.83	CAD	159.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMER CAMPS - SENECA VILLAGE CC	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4114-3	2016-07-14	2016-07-18	THE HOME DEPOT #7161	7.32	CAD	7.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMER CAMPS - SENECA VILLAGE CC	5200	Home Supply Warehouse	PRO-MIX POTT	
"PARKS, FORESTRY & RECREATION"	4114-4	2016-07-14	2016-07-18	THE HOME DEPOT #7161	7.32	CAD	7.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13277	SUMMER CAMPS - SENECA VILLAGE CC	5200	Home Supply Warehouse	PRO-MIX POTT	
"PARKS, FORESTRY & RECREATION"	4114-5	2016-07-15	2016-07-18	BEST BUY #956	309.31	CAD	309.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5732	Electronic Sales	SD CARDS FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4114-6	2016-07-16	2016-07-18	MICHAELS #3949	88.37	CAD	88.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13270	SUMMER CAMPS - MCNICOLL CC	5945	"Game, Toy, and Hobby Shops"	COLOUR BOOKS/TYE DYE/YARN AND CRAFT	
"PARKS, FORESTRY & RECREATION"	4117-3	2016-07-19	2016-07-20	HENRY'S	32.91	CAD	32.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5946	Camera and Photographic Supply Stores	PICTURES DEVELOPED	
"PARKS, FORESTRY & RECREATION"	4121-7	2016-07-19	2016-07-21	CDN TIRE STORE #00164	146.63	CAD	146.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5200	Home Supply Warehouse	TENNIS BALLS	
"PARKS, FORESTRY & RECREATION"	4128-3	2016-07-26	2016-07-27	SHOPPERSDRUGMART0964	99.20	CAD	99.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13270	SUMMER CAMPS - MCNICOLL CC	5912	"Drug Stores, Pharmacies"	"POPCORN, SNACKS"	
"PARKS, FORESTRY & RECREATION"	4130-5	2016-07-27	2016-07-28	FRESHCO 9748	137.62	CAD	137.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13270	SUMMER CAMPS - MCNICOLL CC	5411	"Grocery Stores, Supermarkets"	"CREAM, BAKING SODA, VINEGAR"	
"PARKS, FORESTRY & RECREATION"	4131-2	2016-07-27	2016-07-29	WAL-MART #3195	361.63	CAD	361.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13270	SUMMER CAMPS - MCNICOLL CC	5411	"Grocery Stores, Supermarkets"	"STARTER BALLS, PUZZLES, GAMES"	
					"4,483.90"	CAD	"4,483.90"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4104-9	2016-07-09	2016-07-11	HISTORICAL EMPORIUM	665.07	CAD	498.70	USD	2670	UNIFORMS	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5631	Women's Accessory and Specialty Stores	"COSTUME PIECES, MEN'S SHIRT, TROUSERS, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	4112-5	2016-07-14	2016-07-15	LOBLAWS #1010	30.57	CAD	30.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"DISH SOAP, LEMONADE, FRUIT TRAY, BAKED GOODS, ETC."	
