Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
LONG TERM CARE HOMES & SERVICES	3902-4	2016-02-25	2016-02-26	PATTERSON MEDICAL	655.24	CAD	655.24	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3K083	LAKESHORE LODGE-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	HIP PROTECTORS	
					"2,250.57"	CAD	"2,250.57"	CAD								
"PARKS, FORESTRY & RECREATION"	3865-2	2016-02-02	2016-02-03	BELL TV	77.74	CAD	77.74	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	JANUARY SATTELITE FOR YOUTH LOUNGE	
"PARKS, FORESTRY & RECREATION"	3900-2	2016-02-24	2016-02-25	MY TABLE TENNIS CLUB	"1,000.00"	CAD	"1,000.00"	CAD	2601	DUR REC & EDUC SUPP	P07689	HERON PARK-PRGM SUPPORT	7997	"Clubs - Country Clubs, Membership (Athle"	TWO NEW TABLE TENNIS	
					"1,077.74"	CAD	"1,077.74"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3891-5	2016-02-18	2016-02-19	SHOPPER'S DRUG MART #1	20.31	CAD	20.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5912	"Drug Stores, Pharmacies"	CRAYOLA MARKERS	
					20.31	CAD	20.31	CAD								
"PARKS, FORESTRY & RECREATION"	3900-3	2016-02-24	2016-02-25	ACKLANDS-GRAINGER INC	296.45	CAD	296.45	CAD	2665	PROTECTIVE CLOTHING	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"HARNESS, LANYARD, TIES"	
"PARKS, FORESTRY & RECREATION"	3900-4	2016-02-24	2016-02-25	ACKLANDS-GRAINGER INC	356.07	CAD	356.07	CAD	2665	PROTECTIVE CLOTHING	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HARNESS AND ROPE	
"PARKS, FORESTRY & RECREATION"	3900-5	2016-02-24	2016-02-25	ACKLANDS-GRAINGER INC	-3.00	CAD	-3.00	CAD	2665	PROTECTIVE CLOTHING	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	REFUND	
					649.52	CAD	649.52	CAD								
TRANSPORTATION SERVICES 	3863-1	2016-02-01	2016-02-02	STAPLES STORE #127	-290.59	CAD	-290.59	CAD	2010	STATIONERY AND OFFICE SUPPLIES	TP0216	ROADWAY WINTER MAINTENANCE-D4	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES (RETURN ITEMS)	
TRANSPORTATION SERVICES 	3883-10	2016-02-14	2016-02-15	STAPLES BUSINESS DEPOT	474.20	CAD	474.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	5943	"Office, School Supply, and Stationery St"		
					183.61	CAD	183.61	CAD								
"PARKS, FORESTRY & RECREATION"	3867-2	2016-02-03	2016-02-04	STICKERS   MORE WAREHO	80.63	CAD	80.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5947	"Card, Gift, Novelty, and Souvenir Shops"	STICKERS FOR ALL PROGRAM AT CENTRE	
"PARKS, FORESTRY & RECREATION"	3875-1	2016-02-08	2016-02-09	MARCHANT'S SCHOOL SPOR	577.89	CAD	577.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07701	GOULDING CC-OPERATIONS	5941	Sporting Goods Stores	BACKBOARD PADDING	
"PARKS, FORESTRY & RECREATION"	3875-2	2016-02-05	2016-02-09	D L STEVENSON   SON AR	120.48	CAD	120.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5970	"Artist Supply Stores, Craft Shops"	OIL PAINT ART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3893-8	2016-02-11	2016-02-22	JACK WATSON *13600	332.09	CAD	332.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09707	GOULDING CC-INSTRL	5941	Sporting Goods Stores	"COTTON PINNIE, SOCCER BALLS,TABLE TENNIS BATS"	
"PARKS, FORESTRY & RECREATION"	3904-5	2016-02-27	2016-02-29	THE HOME DEPOT #7161	52.70	CAD	52.70	CAD	2730	LOCKS	P09707	GOULDING CC-INSTRL	5200	Home Supply Warehouse	**MORE**  KEY BLANK	
					"1,163.79"	CAD	"1,163.79"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3898-3	2016-02-23	2016-02-24	FABRICLAND DISTRIBUTOR	75.61	CAD	75.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5949	"Fabric, Needlework, Piece Goods, and Sew"	"FABRIC, THREAD, GROMMETS, GROMMET TOOL"	
					75.61	CAD	75.61	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3861-5	2016-01-28	2016-02-01	"TARGET PARK GROUP INC,"	1.75	CAD	1.75	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	3861-6	2016-01-28	2016-02-01	PARKING AUTHORITYOFTOR	11.00	CAD	11.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	3865-3	2016-02-02	2016-02-03	ECONOMIC DEVELOPERS	863.32	CAD	863.32	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0167	ER-INF-INFO PUBLICATION-CENTRAL	8699	"Organizations, Membership - Not Elsewher"	REGISTRATION FEE	
ECONOMIC DEVELOPMENT & CULTURE	3871-3	2016-02-04	2016-02-05	TORONTO PARKING AUTHOR	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0167	ER-INF-INFO PUBLICATION-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	3872-4	2016-02-04	2016-02-08	PARKING AUTHORITYOFTOR	6.00	CAD	6.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0167	ER-INF-INFO PUBLICATION-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	3900-6	2016-02-23	2016-02-25	"TPA/GREEN ""P""      QPL"	8.25	CAD	8.25	CAD	4770	PARKING EXPENSES (INTOWN)	ED0167	ER-INF-INFO PUBLICATION-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
					902.32	CAD	902.32	CAD								
"PARKS, FORESTRY & RECREATION"	3871-4	2016-02-04	2016-02-05	NOBLE 1003	938.17	CAD	938.17	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5251	Hardware Stores	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3875-3	2016-02-08	2016-02-09	NOBLE 1003	400.05	CAD	400.05	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5251	Hardware Stores	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3875-4	2016-02-08	2016-02-09	NOBLE 1003	127.26	CAD	127.26	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5251	Hardware Stores	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3904-6	2016-02-26	2016-02-29	BRAFASCO / ETOBICOKE	149.33	CAD	149.33	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	PLUMBING SUPPLIES	
					"1,614.81"	CAD	"1,614.81"	CAD								
"PARKS, FORESTRY & RECREATION"	3877-2	2016-02-09	2016-02-10	FEDEX-YIB	104.24	CAD	104.24	CAD	2601	DUR REC & EDUC SUPP	P00859	ALNESS YD-YARD OPERNS	4215	"Courier Services - Air & Ground, Freight"	DUTY FEES FOR PLAYGROUND EQUIPMENT	
