Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3830-1	2016-01-06	2016-01-08	HONEST EDS LIMITED	28.33	CAD	28.33	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06753	MAIN SQ CC-PRGM SUPPORT	5311	Department Stores	PICTURES FRAMES FOR CERTIFICATES	
"PARKS, FORESTRY & RECREATION"	3836-2	2016-01-12	2016-01-13	PETSMART INC 2172	10.16	CAD	10.16	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06753	MAIN SQ CC-PRGM SUPPORT	5995	Pet Shops - Pet Food and Supplies	UV LIGHT FOR TURTLE TANK	
"PARKS, FORESTRY & RECREATION"	3838-1	2016-01-13	2016-01-14	DOWNTOWN LUMBER	5.64	CAD	5.64	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06753	MAIN SQ CC-PRGM SUPPORT	5251	Hardware Stores	WD 40	
"PARKS, FORESTRY & RECREATION"	3838-2	2016-01-13	2016-01-14	NEW CANADIAN LUMBER	84.83	CAD	84.83	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06753	MAIN SQ CC-PRGM SUPPORT	5251	Hardware Stores	"SCREWS, BRACKETS, EXT CORDS"	
"PARKS, FORESTRY & RECREATION"	3848-1	2016-01-20	2016-01-21	NEW CANADIAN LUMBER	3.62	CAD	3.62	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06753	MAIN SQ CC-PRGM SUPPORT	5251	Hardware Stores	PINE (WOOD)	
"PARKS, FORESTRY & RECREATION"	3848-2	2016-01-19	2016-01-21	THE HOME DEPOT #7013	73.03	CAD	73.03	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06753	MAIN SQ CC-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  SCREWS	
					216.90	CAD	216.90	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3821-1	2016-01-04	2016-01-05	FRESHCO 9750      QPS	5.44	CAD	5.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	MILK	
ECONOMIC DEVELOPMENT & CULTURE	3842-1	2016-01-15	2016-01-18	METRO #720	45.67	CAD	45.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"DETERGENT, CUPS, CURRANTS, BREAD, ANCHOVIES"	
ECONOMIC DEVELOPMENT & CULTURE	3848-3	2016-01-20	2016-01-21	METRO #720	91.02	CAD	91.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"CHOCOLATE, CURRENTS, ROSEMARY, CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	3850-2	2016-01-21	2016-01-22	METRO #720	25.08	CAD	25.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"CUPS, MILK, CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	3855-1	2016-01-26	2016-01-27	FRESHCO #9781	57.43	CAD	57.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"ROSEWATER, ORANGE BLOSSOM WATER, PISTACHIOS, ETC."	
					224.64	CAD	224.64	CAD								
"PARKS, FORESTRY & RECREATION"	3851-2	2016-01-21	2016-01-25	WAL-MART # 3031	49.09	CAD	49.09	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07745	OLYMPIUM-PRGM SUPPORT	5310	Discount Stores	SUPPLIES FOR CS FRONT DESK	
					49.09	CAD	49.09	CAD								
TRANSPORTATION SERVICES 	3838-3	2016-01-12	2016-01-14	AFFINITY ELECTRONICS O	"1,670.31"	CAD	"1,670.31"	CAD	4804	WIRELESS DEVICES	TP0396	TRANSPORTATION BUSINESS SUPPORT UNIT	5251	Hardware Stores	OTTER BOX UTILITY LATCH TALBET COVERS	
TRANSPORTATION SERVICES 	3842-2	2016-01-15	2016-01-18	MAKITA CANADA #44	116.65	CAD	116.65	CAD	2710	GENERAL HARDWARE	TP0204	TRANSPORTATION SIGN SHOP OPERATION	1799	"Contractors, Special Trade - Not Elsewhe"	ROUTER REPLACEMENT PART AND ACCESSORY FOR SIGNS	
TRANSPORTATION SERVICES 	3848-4	2016-01-20	2016-01-21	PAYPAL *TWEETYMAIL	7.54	CAD	7.54	CAD	4813	INTERNET	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3848-5	2016-01-20	2016-01-21	PAYPAL *TWEETYMAIL	7.54	CAD	7.54	CAD	4813	INTERNET	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3848-6	2016-01-20	2016-01-21	PAYPAL *TWEETYMAIL	7.54	CAD	7.54	CAD	4813	INTERNET	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3848-7	2016-01-20	2016-01-21	PAYPAL *TWEETYMAIL	7.54	CAD	7.54	CAD	4813	INTERNET	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
					"1,817.12"	CAD	"1,817.12"	CAD								
"PARKS, FORESTRY & RECREATION"	3843-1	2016-01-17	2016-01-19	WAL-MART #1081	20.91	CAD	20.91	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	DRINKING MUGS	
"PARKS, FORESTRY & RECREATION"	3846-2	2016-01-18	2016-01-20	SOLUTIONS-YOUR ORGANIZ	287.94	CAD	287.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12053	HORNER-FITNESS-INSTRL OLDER ADULTS	5719	Miscellaneous House Furnishing Specialty	"FITNESS STANS, SHELF"	
"PARKS, FORESTRY & RECREATION"	3848-8	2016-01-20	2016-01-21	MORE THAN PIES BAKING	270.00	CAD	270.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5462	Bakeries	MEAT PIES	
"PARKS, FORESTRY & RECREATION"	3850-3	2016-01-21	2016-01-22	COSTCO WHOLESALE W524	212.26	CAD	212.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5300	Wholesale Clubs	LEMOMS CIABATTA BUNS	
"PARKS, FORESTRY & RECREATION"	3850-4	2016-01-21	2016-01-22	DOLLAR TREE CANADA STO	132.78	CAD	132.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08495	HORNER SENIORS-PRGM SUPPORT	5331	Variety Stores	"GLASS TUMBLERS, DOVE SOAP, WASHCLOTH"	
"PARKS, FORESTRY & RECREATION"	3850-5	2016-01-21	2016-01-22	MORE THAN PIES BAKING	49.50	CAD	49.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5462	Bakeries	MEAT PIES	
"PARKS, FORESTRY & RECREATION"	3851-3	2016-01-21	2016-01-25	WAL-MART # 3031	170.40	CAD	170.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5310	Discount Stores	"TURKEY GRAVY, RAISINS, PICKLES"	
"PARKS, FORESTRY & RECREATION"	3851-4	2016-01-21	2016-01-25	WMT SUPRCTR #1095	8.88	CAD	8.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"PF VANILLA, ORIGNAL VANILLA"	
"PARKS, FORESTRY & RECREATION"	3859-2	2016-01-28	2016-01-29	DOLLAR TREE CANADA STO	69.21	CAD	69.21	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P08495	HORNER SENIORS-PRGM SUPPORT	5331	Variety Stores	"COOKIE TIN, HEART SHAPE GEMS"	
					"1,221.88"	CAD	"1,221.88"	CAD								
TORONTO WATER	3828-2	2016-01-05	2016-01-07	MOE-HWIN WEB	70.24	CAD	70.24	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION AND TONNAGE	
					70.24	CAD	70.24	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3832-2	2016-01-08	2016-01-11	ROTBLOTTS DISCOUNT WHS	17.97	CAD	17.97	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5251	Hardware Stores	BOLTS AND BOTTLES	
ECONOMIC DEVELOPMENT & CULTURE	3842-3	2016-01-15	2016-01-18	STAPLES STORE #234	39.60	CAD	39.60	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5943	"Office, School Supply, and Stationery St"	FINE MARKERS-SPECIALTY	
ECONOMIC DEVELOPMENT & CULTURE	3842-4	2016-01-15	2016-01-18	CURRY'S ART STORE	60.85	CAD	60.85	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5970	"Artist Supply Stores, Craft Shops"	"BRUSHES, ACRYLIC PAIN, INK"	
ECONOMIC DEVELOPMENT & CULTURE	3848-9	2016-01-20	2016-01-21	BED BATH   BEYOND 2032	81.29	CAD	81.29	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5200	Home Supply Warehouse	MICROFIBRE DUSTING CLOTHS	
					199.71	CAD	199.71	CAD								
LONG TERM CARE HOMES & SERVICES	3819-1	2015-12-30	2016-01-04	HUNTS HEALTHCARE INC	20.10	CAD	20.10	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3K083	LAKESHORE LODGE-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	SOFT GRIP KNIFE	
LONG TERM CARE HOMES & SERVICES	3819-2	2015-12-30	2016-01-04	HUNTS HEALTHCARE INC	29.38	CAD	29.38	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3K083	LAKESHORE LODGE-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	PLASTISOL COATED SPOONS - LONG TEASPOON	
LONG TERM CARE HOMES & SERVICES	3842-5	2016-01-15	2016-01-18	CANADIAN CARD SYSTEMS	569.52	CAD	569.52	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3K144	LAKESHORE LODGE-NS-NA	7338	"Quick Copy, Reproduction, and Blueprinti"	INK ROLLERS AND SERVICE	
					619.00	CAD	619.00	CAD								
"PARKS, FORESTRY & RECREATION"	3821-2	2016-01-04	2016-01-05	BELL TV	74.35	CAD	74.35	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	SATTELITE TV FOR YOUTH LOUNGE	
"PARKS, FORESTRY & RECREATION"	3830-2	2016-01-07	2016-01-08	NATIONAL SPORTS #24	180.74	CAD	180.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07689	HERON PARK-PRGM SUPPORT	5655	"Sports Apparel, Riding Apparel Stores"	"EVOLUTION GAME BALL, HEAVY DUTY MESH"	
"PARKS, FORESTRY & RECREATION"	3842-6	2016-01-14	2016-01-18	THE HOME DEPOT #7027	109.66	CAD	109.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07689	HERON PARK-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  COMBO LOCK	
"PARKS, FORESTRY & RECREATION"	3855-2	2016-01-25	2016-01-27	CDN TIRE STORE #00427	76.83	CAD	76.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07689	HERON PARK-PRGM SUPPORT	5200	Home Supply Warehouse	CERAMIC HEATER FOR YOW DESK	
					441.58	CAD	441.58	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3840-2	2016-01-14	2016-01-15	METRO #759	10.47	CAD	10.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	BUTTER	
ECONOMIC DEVELOPMENT & CULTURE	3843-2	2016-01-18	2016-01-19	ABOVEGROUND ENTERPRISE	19.88	CAD	19.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	7333	"Commercial Art, Graphics, Photography"	INDIA INK FOR CALIGRAPHY	
ECONOMIC DEVELOPMENT & CULTURE	3851-5	2016-01-22	2016-01-25	METRO #759	18.01	CAD	18.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"ALMONDS, ORANGES AND BUTTER"	
					48.36	CAD	48.36	CAD								
"PARKS, FORESTRY & RECREATION"	3851-6	2016-01-19	2016-01-25	CANADA CURLING STONE C	719.30	CAD	719.30	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P12542	EAST YORK CURLING-SPEC FACILITIES-OPS	5941	Sporting Goods Stores	MASTER CIRCUIT BOARD- ICE SCRAPER	
					719.30	CAD	719.30	CAD								
"PARKS, FORESTRY & RECREATION"	3819-3	2015-12-30	2016-01-04	CDN TIRE STORE #00192	56.48	CAD	56.48	CAD	2665	PROTECTIVE CLOTHING	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	GEL SEAT CUSHION	
					56.48	CAD	56.48	CAD								
TRANSPORTATION SERVICES 	3851-7	2016-01-24	2016-01-25	STAPLES BUSINESS DEPOT	426.09	CAD	426.09	CAD	2010	STATIONERY AND OFFICE SUPPLIES	TP0216	ROADWAY WINTER MAINTENANCE-D4	5943	"Office, School Supply, and Stationery St"	WINTER MAINTENANCE OFFICE SUPPLIES	
					426.09	CAD	426.09	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3842-7	2016-01-16	2016-01-18	THE CAPRIS GROUP	"1,661.08"	CAD	"1,661.08"	CAD	4085	PROF & TECH-MGMT	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7299	Other Services (Not Elsewhere Classified	WEBSITE HOSTING YEARLY FEE	
					"1,661.08"	CAD	"1,661.08"	CAD								
"PARKS, FORESTRY & RECREATION"	3859-3	2016-01-27	2016-01-29	CDN TIRE STORE #00087	67.78	CAD	67.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09707	GOULDING CC-INSTRL	5200	Home Supply Warehouse	OFFICE HEATERS (2)	
					67.78	CAD	67.78	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3819-4	2015-12-30	2016-01-04	CDN TIRE STORE #00654	440.35	CAD	440.35	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0093	HS-MH-PROGRAM SUPPORT-COLBORNE L	5200	Home Supply Warehouse	"STEPSTOOL,HANDMIXER,DUSTPAN,ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3821-3	2016-01-04	2016-01-05	INDIGO ONLINE	169.07	CAD	169.07	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0093	HS-MH-PROGRAM SUPPORT-COLBORNE L	5399	Miscellaneous General Merchandise	INTERPRETATION RESOURCE BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	3840-3	2016-01-14	2016-01-15	DAVE AND CHARLOTTE'S N	58.30	CAD	58.30	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"VEG. SHORTENING, MILK, MARSHMALLOW, BAMBOO SKEWERS"	
ECONOMIC DEVELOPMENT & CULTURE	3840-4	2016-01-14	2016-01-15	KITCHEN STUFF PLUS #12	91.48	CAD	91.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5712	"Equipment, Furniture, and Home Furnishin"	"STRAIGHT SAUCE, PASTRY SCRAPE"	
ECONOMIC DEVELOPMENT & CULTURE	3842-8	2016-01-14	2016-01-18	CDN TIRE STORE #00654	51.92	CAD	51.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5200	Home Supply Warehouse	"MEASURING SPOON, SPATULA, GOURMET BLENDER, ETC."	
					811.12	CAD	811.12	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3821-4	2016-01-04	2016-01-05	ONTARIO PROFESSIONAL P	540.27	CAD	540.27	CAD	4760	MEMBERSHIP FEES	ED0167	ER-INF-INFO PUBLICATION-CENTRAL	8699	"Organizations, Membership - Not Elsewher"	**MORE**  MEMBERSHIP FEE	
					540.27	CAD	540.27	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3832-3	2016-01-08	2016-01-11	TORONTO PARKING AUTHOR	6.00	CAD	6.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	3850-6	2016-01-21	2016-01-22	CANADA WIDE PARKING	1.00	CAD	1.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING - MEETING	
ECONOMIC DEVELOPMENT & CULTURE	3859-4	2016-01-28	2016-01-29	"TPA/GREEN ""P""      QPL"	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
					27.00	CAD	27.00	CAD								
"PARKS, FORESTRY & RECREATION"	3842-9	2016-01-15	2016-01-18	ARGUS-HAZCO	301.90	CAD	301.90	CAD	2850	SKIN CARE PRODUCTS	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	7399	Business Services - Not Elsewhere Classi	HAND CREAM	
"PARKS, FORESTRY & RECREATION"	3843-3	2016-01-18	2016-01-19	BAHNAIR OF CANADA LIMI	562.18	CAD	562.18	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P03036	VICTORIA VILLAGE-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	COMPRESSOR FILTERS	
"PARKS, FORESTRY & RECREATION"	3851-8	2016-01-22	2016-01-25	AGO INDUSTRIES INC.	525.89	CAD	525.89	CAD	2670	UNIFORMS	P00853	ALNESS YD-TRADES	5699	Accessory  and Apparel Stores - Miscella	WINTER PARKAS FOR STAFF	
"PARKS, FORESTRY & RECREATION"	3851-9	2016-01-22	2016-01-25	ROY TURK INDUSTRIAL SA	584.32	CAD	584.32	CAD	2670	UNIFORMS	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5085	Industrial Supplies Not Elsewhere Classi	POLYURETHANE COATED GLOVES	
"PARKS, FORESTRY & RECREATION"	3853-2	2016-01-20	2016-01-26	HEWITT MATHAND CONCORD	715.57	CAD	715.57	CAD	4424	CONTRACTED SERVICES - GENERAL	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	7538	Automotive Service Shops	FORKLIFT SAFETY INSPECTION	
					"2,689.86"	CAD	"2,689.86"	CAD								
"PARKS, FORESTRY & RECREATION"	3828-3	2016-01-05	2016-01-07	WAL-MART #3159	247.49	CAD	247.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PROG. SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3833-2	2016-01-11	2016-01-12	AVRON FOODS	829.16	CAD	829.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5199	Nondurable Goods Not Elsewhere Classifie	BREAKFAST PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3850-7	2016-01-21	2016-01-22	AVRON FOODS	477.68	CAD	477.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5199	Nondurable Goods Not Elsewhere Classifie	BREAKFAST PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3853-3	2016-01-25	2016-01-26	MARCHANT'S SCHOOL SPOR	248.60	CAD	248.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01668	OCONNOR CC-PRGM SUPPORT	5941	Sporting Goods Stores	OFFICE SUPPORT	
"PARKS, FORESTRY & RECREATION"	3859-5	2016-01-27	2016-01-29	WAL-MART #3159	197.84	CAD	197.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
					"2,000.77"	CAD	"2,000.77"	CAD								
"PARKS, FORESTRY & RECREATION"	3857-1	2016-01-27	2016-01-28	FOOD BASICS #628	83.81	CAD	83.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	INGREDIENTS FOR KITK	
"PARKS, FORESTRY & RECREATION"	3857-2	2016-01-27	2016-01-28	NATIONAL SPORTS #67	134.44	CAD	134.44	CAD	2665	PROTECTIVE CLOTHING	P07692	MCGREGOR PARK-PRGM SUPPORT	5655	"Sports Apparel, Riding Apparel Stores"	HOCKEY HELMETS FOR STAFF	
"PARKS, FORESTRY & RECREATION"	3859-6	2016-01-27	2016-01-29	THE HOME DEPOT #7001	33.76	CAD	33.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07692	MCGREGOR PARK-PRGM SUPPORT	5200	Home Supply Warehouse	HANDY HOOK	
					252.01	CAD	252.01	CAD								
PUBLIC HEALTH	3836-3	2016-01-12	2016-01-13	"LYNDA.COM, INC."	"5,671.38"	CAD	"3,900.00"	USD	4760	MEMBERSHIP FEES	PH1051	INFORMATION TECHNOLOGY	8299	Educational Services	LYNDA PRO SUBSCRITION	
PUBLIC HEALTH	3853-4	2016-01-25	2016-01-26	FIRST REFERENCE INC	576.30	CAD	576.30	CAD	4760	MEMBERSHIP FEES	PH1051	INFORMATION TECHNOLOGY	7399	Business Services - Not Elsewhere Classi	ITPP SUBSCRITION	
PUBLIC HEALTH	3855-3	2016-01-25	2016-01-27	PLURALSIGHT LLC	718.71	CAD	499.00	USD	4760	MEMBERSHIP FEES	PH1051	INFORMATION TECHNOLOGY	8299	Educational Services	PLURALSIGHT	
					"6,966.39"	CAD	576.30	CAD								
							"4,399.00"	USD								
"PARKS, FORESTRY & RECREATION"	3832-4	2016-01-07	2016-01-11	WAL-MART #3106	324.50	CAD	324.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06376	WALLACE EMERSON-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GAMES FOR AFTER SCHOOL CLUB	
					324.50	CAD	324.50	CAD								
