Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
PUBLIC HEALTH	3535-1	2015-06-05	2015-06-08	SPORTS UNLIMITED	305.10	CAD	305.10	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	5941	Sporting Goods Stores	ADVERTISING & PROMOTION	
PUBLIC HEALTH	3539-1	2015-06-08	2015-06-10	YONGE - DUNDAS SQUARE	"2,330.10"	CAD	"2,330.10"	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	6513	Real Estate - Rentals	ADVERTISING & PROMOTION	
PUBLIC HEALTH	3542-1	2015-06-11	2015-06-12	WISHPOND.COM	"1,322.37"	CAD	"1,050.00"	USD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7392	"Consulting, Management, and Public Relat"	ADVERTISING & PROMOTION	
PUBLIC HEALTH	3542-2	2015-06-11	2015-06-12	WISHPOND.COM	"1,983.56"	CAD	"1,575.00"	USD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7392	"Consulting, Management, and Public Relat"	ADVERTISING & PROMOTION	
PUBLIC HEALTH	3544-2	2015-06-13	2015-06-15	MODU-LOC FENCE RENTALS	395.00	CAD	395.00	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7394	"Equipment Rental and Leasing Services, F"	ADVERTISING & PROMOTION	
PUBLIC HEALTH	3546-2	2015-06-15	2015-06-16	POLLOCK S CARPET	346.53	CAD	346.53	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	5713	Floor Covering Stores	ADVERTISING & PROMOTION	
PUBLIC HEALTH	3548-1	2015-06-16	2015-06-17	POLLOCK S CARPET	35.00	CAD	35.00	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	5713	Floor Covering Stores	ADVERTISING & PROMOTION	
PUBLIC HEALTH	3548-2	2015-06-17	2015-06-17	TWITTER*ADVERTISING	400.00	CAD	400.00	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION	
PUBLIC HEALTH	3552-2	2015-06-19	2015-06-19	TWITTER*ADVERTISING	400.00	CAD	400.00	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION	
PUBLIC HEALTH	3553-1	2015-06-20	2015-06-22	TWITTER*ADVERTISING	612.73	CAD	612.73	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION	
PUBLIC HEALTH	3553-2	2015-06-21	2015-06-22	TWITTER*ADVERTISING	887.27	CAD	887.27	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION	
					"9,097.66"	CAD	"5,791.73"	CAD								
							"2,625.00"	USD								
ECONOMIC DEVELOPMENT & CULTURE	3526-1	2015-06-01	2015-06-02	FRESHCO #9781	10.99	CAD	10.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5411	"Grocery Stores, Supermarkets"	"DATES, SALMON"	
ECONOMIC DEVELOPMENT & CULTURE	3530-3	2015-06-03	2015-06-04	FRESHCO #9781	11.49	CAD	11.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5411	"Grocery Stores, Supermarkets"	"MILK, APPLES, STRAWBERRIES"	
ECONOMIC DEVELOPMENT & CULTURE	3535-2	2015-06-04	2015-06-08	CDN TIRE STORE #00654	40.63	CAD	40.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5200	Home Supply Warehouse	BAKING PANS	
ECONOMIC DEVELOPMENT & CULTURE	3537-1	2015-06-08	2015-06-09	LOBLAWS 4.2	45.93	CAD	45.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5411	"Grocery Stores, Supermarkets"	"SPICES, CHILE SAUCE, STRAWBERRIES, APPLES, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3541-1	2015-06-09	2015-06-11	ONTARIO SEED HOME HRDW	51.01	CAD	51.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5251	Hardware Stores	DIFFERENT SEEDS	
ECONOMIC DEVELOPMENT & CULTURE	3542-3	2015-06-11	2015-06-12	VITAL MOBILITY MEDICAL	958.00	CAD	958.00	CAD	3099	GENERAL EQUIPMENT	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5047	Laboratory/Medical/Dental/Ophthalmic Hos	WHEEL CHAIRS	
ECONOMIC DEVELOPMENT & CULTURE	3542-4	2015-06-11	2015-06-12	METRO #720	7.98	CAD	7.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5411	"Grocery Stores, Supermarkets"	STRAWBERRIES	
ECONOMIC DEVELOPMENT & CULTURE	3544-3	2015-06-12	2015-06-15	RONA # 55140	67.78	CAD	67.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5251	Hardware Stores	WALLPAPER	
ECONOMIC DEVELOPMENT & CULTURE	3546-3	2015-06-14	2015-06-16	CDN TIRE STORE #00273	40.63	CAD	40.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5200	Home Supply Warehouse	PRESERVING JARS	
ECONOMIC DEVELOPMENT & CULTURE	3546-4	2015-06-15	2015-06-16	FRESHCO #9781	36.67	CAD	36.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5411	"Grocery Stores, Supermarkets"	"WHIPPING CREAM, STRAWBERRIES, LETTUCE, CELERY, ETC"	
ECONOMIC DEVELOPMENT & CULTURE	3560-1	2015-06-24	2015-06-26	CDN TIRE STORE #00654	111.73	CAD	111.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5200	Home Supply Warehouse	"STORAGE CONTAINERS, STORAGE PANS, MEASURING CUPS"	
ECONOMIC DEVELOPMENT & CULTURE	3560-2	2015-06-25	2015-06-26	HUBERT DISTRIBUTING	407.95	CAD	407.95	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5719	Miscellaneous House Furnishing Specialty	"**MORE**  CHALKBOARD,TWO-SIDED,MEDIUM,40"" X 2"	
					"1,790.79"	CAD	"1,790.79"	CAD								
AFFORDABLE HOUSING OFFICE	3548-3	2015-06-16	2015-06-17	CAFE ON THE SQUARE	56.50	CAD	56.50	CAD	4820	BUSINESS MEETING EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5812	"Eating Places, Restaurants"	REFRESHMENTS FOR INFORMATION SESSION	
					56.50	CAD	56.50	CAD								
FIRE SERVICES	3530-4	2015-06-02	2015-06-04	CDN TIRE STORE #00654	27.05	CAD	27.05	CAD	2010	STATIONERY AND OFFICE SUPPLIES	FR0035	CHEMICAL BIOLOG RADIOLOG NUCLEAER RESP	5200	Home Supply Warehouse	HAZMAT SUPPLIES (DUCT TAPE)	
FIRE SERVICES	3560-3	2015-06-25	2015-06-26	STAPLES STORE #32	95.87	CAD	95.87	CAD	2010	STATIONERY AND OFFICE SUPPLIES	FR0035	CHEMICAL BIOLOG RADIOLOG NUCLEAER RESP	5943	"Office, School Supply, and Stationery St"	PLAN DOCUMENT MATERIALS - BINDERS & DIVIDERS	
FIRE SERVICES	3560-4	2015-06-25	2015-06-26	RCSS 1077	117.18	CAD	117.18	CAD	2082	HEALTH & SAFETY SUPPLIES	FR0035	CHEMICAL BIOLOG RADIOLOG NUCLEAER RESP	5411	"Grocery Stores, Supermarkets"	"SUPPLIES FOR DECONTAMINATION: SOAP, WIPES, POWDER"	
					240.10	CAD	240.10	CAD								
TRANSPORTATION SERVICES 	3553-3	2015-06-20	2015-06-22	PAYPAL *TWEETYMAIL	6.30	CAD	6.30	CAD	4995	OTHER EXPENSES	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3553-4	2015-06-20	2015-06-22	PAYPAL *TWEETYMAIL	6.30	CAD	6.30	CAD	4995	OTHER EXPENSES	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3553-5	2015-06-20	2015-06-22	PAYPAL *TWEETYMAIL	6.30	CAD	6.30	CAD	4995	OTHER EXPENSES	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3553-6	2015-06-20	2015-06-22	PAYPAL *TWEETYMAIL	6.30	CAD	6.30	CAD	4995	OTHER EXPENSES	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3560-5	2015-06-25	2015-06-26	BAGOSAND INC	"1,378.60"	CAD	"1,378.60"	CAD	2551	ROAD MATERIALS	TP0397	SIGN INSTALLATION & MAINTENANCE	5261	Lawn and Garden Supply Stores	SAND BAGS	
					"1,403.80"	CAD	"1,403.80"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3544-4	2015-06-12	2015-06-15	LOWES #03096*	27.10	CAD	27.10	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5200	Home Supply Warehouse	HEFTY 34 QT CLEAR STORAGE CONTAIN	
ECONOMIC DEVELOPMENT & CULTURE	3544-5	2015-06-12	2015-06-15	850 DEGREES	50.00	CAD	50.00	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5812	"Eating Places, Restaurants"	GIFT VOUCHER PRESENTATION	
ECONOMIC DEVELOPMENT & CULTURE	3546-5	2015-06-15	2015-06-16	ATR SPORTS INC.	50.00	CAD	50.00	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5941	Sporting Goods Stores	GIFT VOUCHER PRESENTATION	
ECONOMIC DEVELOPMENT & CULTURE	3548-4	2015-06-16	2015-06-17	TICH	50.00	CAD	50.00	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5812	"Eating Places, Restaurants"	GIFT VOUCHER PRESENTATION	
ECONOMIC DEVELOPMENT & CULTURE	3550-2	2015-06-17	2015-06-18	CREATIVE BAG TORONTO	367.25	CAD	367.25	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0015	AS-PS-EXHIBITIONS-ETOBCC ART GALLERY	5699	Accessory  and Apparel Stores - Miscella	NATURAL CANVAS TOTES	
ECONOMIC DEVELOPMENT & CULTURE	3550-3	2015-06-17	2015-06-18	RABBA 177            Q	5.98	CAD	5.98	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5411	"Grocery Stores, Supermarkets"	MILK AND CREAM	
ECONOMIC DEVELOPMENT & CULTURE	3553-7	2015-06-18	2015-06-22	THE HOME DEPOT CANADA	141.19	CAD	141.19	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5200	Home Supply Warehouse	"CORDED GRASS TRIMMER, RAKE AND VAC BLOWER"	
ECONOMIC DEVELOPMENT & CULTURE	3563-1	2015-06-29	2015-06-30	RJ ROBERTSON ENTERPRIS	533.47	CAD	533.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5137	"Mens, Womens, and Childrens Uniforms and"	TABLECLOTHS AND TABLE COVERING	
					"1,224.99"	CAD	"1,224.99"	CAD								
"PARKS, FORESTRY & RECREATION"	3541-2	2015-06-09	2015-06-11	WAL-MART # 3031	70.85	CAD	70.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12049	NEW TORONTO-COMM CTR-PRGM SUPPORT	5310	Discount Stores	"ART IN THE MARKET SUPPLIES:ORANGES,LEMON,SODAS"	
"PARKS, FORESTRY & RECREATION"	3544-6	2015-06-11	2015-06-15	GRAPHIC COMMERCE LTD	140.12	CAD	140.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12049	NEW TORONTO-COMM CTR-PRGM SUPPORT	7333	"Commercial Art, Graphics, Photography"	"ART IN THE MARKET SUPPLIES:SHEET 1/2,CREZON 4X8"	
"PARKS, FORESTRY & RECREATION"	3548-5	2015-06-15	2015-06-17	WAL-MART # 3031	146.87	CAD	146.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12049	NEW TORONTO-COMM CTR-PRGM SUPPORT	5310	Discount Stores	"ART IN THE MARKET SUPPLIES:PAINTS,VELCRO,DRINK JAR"	
"PARKS, FORESTRY & RECREATION"	3548-6	2015-06-16	2015-06-17	SOHO ART SUPPLIES	71.65	CAD	71.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12049	NEW TORONTO-COMM CTR-PRGM SUPPORT	5970	"Artist Supply Stores, Craft Shops"	ART IN THE MARKET SUPPLIES:BRUSHES	
"PARKS, FORESTRY & RECREATION"	3548-7	2015-06-16	2015-06-17	MICHAELS #3933	68.88	CAD	68.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12049	NEW TORONTO-COMM CTR-PRGM SUPPORT	5945	"Game, Toy, and Hobby Shops"	"ART IN THE MARKET SUPPLIES:BRUSH SETS, PALLETES"	
"PARKS, FORESTRY & RECREATION"	3552-3	2015-06-17	2015-06-19	WMT SUPRCTR #1095	57.35	CAD	57.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12049	NEW TORONTO-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"ART IN THE MARKET SUPPLIES:TABLECLOTH,BRUSHES"	
"PARKS, FORESTRY & RECREATION"	3553-8	2015-06-19	2015-06-22	WMT SUPRCTR #1095	33.71	CAD	33.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12049	NEW TORONTO-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"ART IN THE MARKET SUPPLIES:VELCRO,SPONGE TOWELS"	
					589.43	CAD	589.43	CAD								
TORONTO WATER	3524-2	2015-05-29	2015-06-01	SHOPPERS DRUG MART #77	25.75	CAD	25.75	CAD	4805	POSTAGE	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9402	Postal Services - Government Only	LETTER	
TORONTO WATER	3535-3	2015-06-05	2015-06-08	MOE-HWIN WEB	38.20	CAD	38.20	CAD	4830	PERMIT & LICENSE FEES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	MANIFEST PAYMENTS	
					63.95	CAD	63.95	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3539-2	2015-06-09	2015-06-10	CCI-ICC	120.75	CAD	120.75	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	9399	Government Services - Not Elsewhere Clas	BOOK AND TRAINING POSTER	
					120.75	CAD	120.75	CAD								
LONG TERM CARE HOMES & SERVICES	3528-2	2015-06-02	2015-06-03	HUNTS HEALTHCARE INC	175.00	CAD	175.00	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3K083	LAKESHORE LODGE-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	EX N'FLEX FOOT STRAPS	
LONG TERM CARE HOMES & SERVICES	3539-3	2015-06-09	2015-06-10	PATTERSON MEDICAL	81.67	CAD	81.67	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3K083	LAKESHORE LODGE-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	ASSISTIVE UTENSILS	
LONG TERM CARE HOMES & SERVICES	3552-4	2015-06-16	2015-06-19	ACTIVITY CONNECTION.CO	179.84	CAD	143.40	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	D3K083	LAKESHORE LODGE-PS-PS	5999	Miscellaneous and Specialty Retail Store	SUBSCRIPTION FEE	
					436.51	CAD	256.67	CAD								
							143.40	USD								
"PARKS, FORESTRY & RECREATION"	3524-3	2015-05-29	2015-06-01	SCA THE BRICK #4K	559.35	CAD	559.35	CAD	3050	M & E - KITCHEN	P07689	HERON PARK-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	FRIDGE	
"PARKS, FORESTRY & RECREATION"	3528-3	2015-06-02	2015-06-03	BELL TV	74.35	CAD	74.35	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	BELL TV	
"PARKS, FORESTRY & RECREATION"	3541-3	2015-06-09	2015-06-11	WAL-MART # 3111	64.43	CAD	64.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07689	HERON PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	KABOOM PLANNING DAY REFRESHMENTS	
"PARKS, FORESTRY & RECREATION"	3552-5	2015-06-18	2015-06-19	NATIONAL SPORTS #24	468.73	CAD	468.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07689	HERON PARK-PRGM SUPPORT	5655	"Sports Apparel, Riding Apparel Stores"	GYM SPORTS SUPPLIES	
					"1,166.86"	CAD	"1,166.86"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3530-5	2015-06-03	2015-06-04	GREEN DRAGON PUBLICATI	146.48	CAD	146.48	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RETAIL-MACKENZIE	5967	Direct Marketing - Inbound Telemarketing	BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	3539-4	2015-06-09	2015-06-10	FORMAC LORIMER BOOKS	806.09	CAD	806.09	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RETAIL-MACKENZIE	5192	"Books, Periodicals, and Newspapers"	BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	3548-8	2015-06-15	2015-06-17	CDN TIRE STORE #00600	12.41	CAD	12.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0092	HS-MH-PROGRAM SUPPORT-MACKENZIE	5200	Home Supply Warehouse	MATCHES	
					964.98	CAD	964.98	CAD								
"PARKS, FORESTRY & RECREATION"	3535-4	2015-06-04	2015-06-08	CANADA CURLING STONE C	288.90	CAD	288.90	CAD	3099	GENERAL EQUIPMENT	P12542	EAST YORK CURLING-SPEC FACILITIES-OPS	5941	Sporting Goods Stores	POWER CIRCLE CUTTER ROUTER	
					288.90	CAD	288.90	CAD								
TORONTO PARAMEDIC SERVICES	3561-1	2015-06-25	2015-06-29	THE HOME DEPOT #7129	45.20	CAD	45.20	CAD	2199	MISCELLANEOUS PARTS	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5200	Home Supply Warehouse	PLEXI GLASS	
					45.20	CAD	45.20	CAD								
"PARKS, FORESTRY & RECREATION"	3550-4	2015-06-16	2015-06-18	THE HOME DEPOT #7073	115.27	CAD	115.27	CAD	2715	PAINT SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  3KG COMPND	
					115.27	CAD	115.27	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3526-2	2015-06-01	2015-06-02	DAVE AND CHARLOTTE'S N	18.56	CAD	18.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"EGGS, SUGAR, BOTTLED WATER, MILK"	
					18.56	CAD	18.56	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3526-3	2015-06-01	2015-06-02	LOBLAWS #1010	7.89	CAD	7.89	CAD	4820	BUSINESS MEETING EXPENSES	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	BAKED GOODS BUSINESS MEETING INTERNAL	
ECONOMIC DEVELOPMENT & CULTURE	3533-1	2015-06-04	2015-06-05	ABOVEGROUND ENTERPRISE	10.19	CAD	10.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0070	HS-MH-EDUCATION/OUTRCH-GIBSON HOU	7333	"Commercial Art, Graphics, Photography"	"BRASS FASTENERS/DIVIDED PINS, FABRIC PENCILS"	
ECONOMIC DEVELOPMENT & CULTURE	3544-7	2015-06-12	2015-06-15	LEHMANS*NONELECT CATLG	159.96	CAD	127.01	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0070	HS-MH-EDUCATION/OUTRCH-GIBSON HOU	5969	Direct Marketing - Other Direct Marketer	"BUTTER MOLDS, GAMEBOARDS, PITCHERS AND SHIPPING"	
					178.04	CAD	18.08	CAD								
							127.01	USD								
ECONOMIC DEVELOPMENT & CULTURE	3539-5	2015-06-09	2015-06-10	LOBLAWS #1212	321.06	CAD	321.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5411	"Grocery Stores, Supermarkets"	"POWDERED DRINKS,PEACHES, ICE CREAM, FLOUR, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3546-6	2015-06-15	2015-06-16	LOBLAWS #1212	27.03	CAD	27.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5411	"Grocery Stores, Supermarkets"	CUPS FOR DRINKS	
ECONOMIC DEVELOPMENT & CULTURE	3552-6	2015-06-18	2015-06-19	LOBLAWS #1212	68.54	CAD	68.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5411	"Grocery Stores, Supermarkets"	"COCONUT, MARSHMALLOWS, CUPS, CHIPS, EGGS, ETC."	
					416.63	CAD	416.63	CAD								
"PARKS, FORESTRY & RECREATION"	3524-4	2015-05-26	2015-06-01	NATURE'S CALL	644.10	CAD	644.10	CAD	4590	RENTAL - OTHER	P07646	DON VALLEY-OPERATIONS	4900	"Utilities - Electric, Gas, Sanitary, Wat"	SERVICE CALL	
"PARKS, FORESTRY & RECREATION"	3526-4	2015-06-01	2015-06-02	TURF CANADA	931.02	CAD	931.02	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07646	DON VALLEY-OPERATIONS	5998	Tent & Awning Shops	"RETAIN MAX PELLETS, PERVADE"	
