Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	3416-1	2015-03-11	2015-03-12	ROB'S NO FRILLS STORE	24.55	CAD	24.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"EGGS, MILK, GRANOLAR BARS, LEMON, CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	3418-1	2015-03-11	2015-03-13	CDN TIRE STORE #00150	14.10	CAD	14.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5200	Home Supply Warehouse	"CABLE TIES, SPRAY PAINT"	
ECONOMIC DEVELOPMENT & CULTURE	3424-3	2015-03-17	2015-03-18	ROB'S NO FRILLS STORE	8.26	CAD	8.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5411	"Grocery Stores, Supermarkets"	HERBS SAGE THYME VINEGAR LLUNCH BAGS	
ECONOMIC DEVELOPMENT & CULTURE	3428-6	2015-03-19	2015-03-20	MEDTECH WRISTBANDS	174.30	CAD	174.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5099	Durable Goods Not Elsewhere Classified	WRISTBANDS	
ECONOMIC DEVELOPMENT & CULTURE	3431-1	2015-03-23	2015-03-24	ROB'S NO FRILLS STORE	34.56	CAD	34.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5411	"Grocery Stores, Supermarkets"	BUTTER	
ECONOMIC DEVELOPMENT & CULTURE	3433-1	2015-03-24	2015-03-25	ROB'S NO FRILLS STORE	28.80	CAD	28.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5411	"Grocery Stores, Supermarkets"	EGGS	
ECONOMIC DEVELOPMENT & CULTURE	3433-2	2015-03-24	2015-03-25	ROB'S NO FRILLS STORE	23.04	CAD	23.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5411	"Grocery Stores, Supermarkets"	BUTTER	
					307.61	CAD	307.61	CAD								
PUBLIC HEALTH	3436-1	2015-03-25	2015-03-27	YONGE - DUNDAS SQUARE	920.95	CAD	920.95	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	6513	Real Estate - Rentals	ADVERTISING & PROMOTION	
					920.95	CAD	920.95	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3398-1	2015-02-27	2015-03-02	BULK BARN	92.46	CAD	92.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5411	"Grocery Stores, Supermarkets"	"PRESERVED GINGER, NUTMEG, CURRANTS"	
ECONOMIC DEVELOPMENT & CULTURE	3402-1	2015-03-03	2015-03-04	FRESHCO #9781	22.13	CAD	22.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5411	"Grocery Stores, Supermarkets"	ZIPLOC BAGS AND WHIPPING CREAM	
ECONOMIC DEVELOPMENT & CULTURE	3418-2	2015-03-12	2015-03-13	FRESHCO #9781	16.98	CAD	16.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5411	"Grocery Stores, Supermarkets"	DATES AND CORN SYRUP	
ECONOMIC DEVELOPMENT & CULTURE	3426-1	2015-03-18	2015-03-19	FRESHCO #9781	7.81	CAD	7.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5411	"Grocery Stores, Supermarkets"	APPLES AND CABBAGE	
ECONOMIC DEVELOPMENT & CULTURE	3434-2	2015-03-25	2015-03-26	METRO #720	99.55	CAD	99.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5411	"Grocery Stores, Supermarkets"	"SANITIZING WIPE, LAUNDRY DETERGENT, DUSTER, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3438-1	2015-03-27	2015-03-30	METRO #720	20.75	CAD	20.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5411	"Grocery Stores, Supermarkets"	CEREAL AND BREAD	
					259.68	CAD	259.68	CAD								
AFFORDABLE HOUSING OFFICE	3406-1	2015-03-04	2015-03-05	CAFE ON THE SQUARE	42.88	CAD	42.88	CAD	4820	BUSINESS MEETING EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5812	"Eating Places, Restaurants"	CANCELLATION FEE	
AFFORDABLE HOUSING OFFICE	3407-1	2015-03-04	2015-03-06	YMCA GREATER -JOHN ST	132.10	CAD	132.10	CAD	4820	BUSINESS MEETING EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	8398	"Organizations, Charitable and Social Ser"	FOOD FOR MEETING	
AFFORDABLE HOUSING OFFICE	3420-3	2015-03-14	2015-03-16	MANHATTAN TROPHIES LIM	146.90	CAD	146.90	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5941	Sporting Goods Stores	PLAQUE FOR PRESENTATION	
AFFORDABLE HOUSING OFFICE	3431-2	2015-03-24	2015-03-24	WEBNAMESCA INC	56.50	CAD	56.50	CAD	3420	COMPUTERS - SOFTWARE	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4816	Computer Network/Information Services	SUBSCRIPTION-PUTPEOPLEFIRST DOMAIN	
					378.38	CAD	378.38	CAD								
TRANSPORTATION SERVICES 	3406-2	2015-03-04	2015-03-05	MICHAELS #4930	300.99	CAD	300.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	5945	"Game, Toy, and Hobby Shops"	FRAMING	
TRANSPORTATION SERVICES 	3429-1	2015-03-20	2015-03-23	PAYPAL *TWEETYMAIL	6.52	CAD	6.52	CAD	4995	OTHER EXPENSES	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3429-2	2015-03-20	2015-03-23	PAYPAL *TWEETYMAIL	6.52	CAD	6.52	CAD	4995	OTHER EXPENSES	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3429-3	2015-03-20	2015-03-23	PAYPAL *TWEETYMAIL	6.52	CAD	6.52	CAD	4995	OTHER EXPENSES	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3429-4	2015-03-20	2015-03-23	PAYPAL *TWEETYMAIL	6.52	CAD	6.52	CAD	4995	OTHER EXPENSES	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3438-2	2015-03-30	2015-03-30	AMAZON *MARKETPLCE CA	219.00	CAD	219.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	4816	Computer Network/Information Services	DASH CAMERA	
TRANSPORTATION SERVICES 	3438-3	2015-03-27	2015-03-30	AMAZON *MARKETPLCE CA	154.54	CAD	154.54	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	4816	Computer Network/Information Services	CRASH CAM RECORDER	
					700.61	CAD	700.61	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3398-2	2015-02-27	2015-03-02	SHOPPERSDRUGMART0903	39.73	CAD	39.73	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5912	"Drug Stores, Pharmacies"	POP AND COOKIES	
ECONOMIC DEVELOPMENT & CULTURE	3412-1	2015-03-08	2015-03-10	CDN TIRE STORE #00070	11.29	CAD	11.29	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5200	Home Supply Warehouse	LED FLASHLIGHTS	
ECONOMIC DEVELOPMENT & CULTURE	3416-2	2015-03-10	2015-03-12	CHRISTIE LITES LTD	228.83	CAD	228.83	CAD	2575	ELECTRICAL SUPPLIES	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5719	Miscellaneous House Furnishing Specialty	THEATRE BULBS	
ECONOMIC DEVELOPMENT & CULTURE	3431-3	2015-03-23	2015-03-24	FRESHCO #9852	6.75	CAD	6.75	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5411	"Grocery Stores, Supermarkets"	FACIAL TISSUE	
					286.60	CAD	286.60	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3418-3	2015-03-12	2015-03-13	GOOD LUCK CATERING	253.47	CAD	253.47	CAD	4116	CATERING SERVICES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5811	Caterers	CATERING FOR EXTERNAL CLIENT MEETING CONSULTATION	
					253.47	CAD	253.47	CAD								
TORONTO WATER	3424-4	2015-03-17	2015-03-18	WEF WYTHE	319.48	CAD	244.25	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	8699	"Organizations, Membership - Not Elsewher"	WEF STANDARDS	
					319.48	CAD	244.25	USD								
ECONOMIC DEVELOPMENT & CULTURE	3418-4	2015-03-12	2015-03-13	ALLIANZ GLOBAL ASSISTA	37.42	CAD	37.42	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	6300	"Insurance Sales, Underwriting and Premiu"	"FLIGHT INSURANCE - AUSTIN, TX"	
ECONOMIC DEVELOPMENT & CULTURE	3420-4	2015-03-12	2015-03-16	UNITED	577.54	CAD	577.54	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	3000	United Airlines	"AIRFARE - AUSTIN, TX"	
ECONOMIC DEVELOPMENT & CULTURE	3420-5	2015-03-13	2015-03-16	ALLIANZ GLOBAL ASSISTA	62.36	CAD	62.36	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	6300	"Insurance Sales, Underwriting and Premiu"	"FLIGHT INSURANCE - AUSTIN, TX"	
ECONOMIC DEVELOPMENT & CULTURE	3420-6	2015-03-13	2015-03-16	UNITED	962.40	CAD	962.40	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	3000	United Airlines	"AIRFARE - AUSTIN, TX"	
					"1,639.72"	CAD	"1,639.72"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3402-2	2015-03-03	2015-03-04	LARSON JUHL #1	43.51	CAD	43.51	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5970	"Artist Supply Stores, Craft Shops"	ACRYLIC GLAZING AND FRAME SAMPLES	
ECONOMIC DEVELOPMENT & CULTURE	3406-3	2015-03-04	2015-03-05	CURRY'S ART STORE	13.45	CAD	13.45	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5970	"Artist Supply Stores, Craft Shops"	GOLD MAT FILET	
ECONOMIC DEVELOPMENT & CULTURE	3420-7	2015-03-13	2015-03-16	LARSON JUHL #1	339.23	CAD	339.23	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5970	"Artist Supply Stores, Craft Shops"	2 ACRYLIC GLAZING AND HANG HARDWARE	
					396.19	CAD	396.19	CAD								
LONG TERM CARE HOMES & SERVICES	3410-1	2015-03-06	2015-03-09	AVRON FOODS	7.90	CAD	7.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5199	Nondurable Goods Not Elsewhere Classifie	RECREATIONAL SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3410-2	2015-03-06	2015-03-09	AVRON FOODS	"1,140.29"	CAD	"1,140.29"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5199	Nondurable Goods Not Elsewhere Classifie	RECREATIONAL SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3410-3	2015-03-06	2015-03-09	AVRON FOODS	7.90	CAD	7.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5199	Nondurable Goods Not Elsewhere Classifie	RECREATIONAL SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3418-5	2015-03-12	2015-03-13	SAMKO   MIKO TOY WAREH	146.16	CAD	146.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5942	Book Stores	RECREATIONAL SUPPLIES	
					"1,302.25"	CAD	"1,302.25"	CAD								
"PARKS, FORESTRY & RECREATION"	3400-1	2015-03-02	2015-03-03	BELL TV	1.20	CAD	1.20	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	SATELLITE FOR YOUTH LOUNGE & ARENA	
"PARKS, FORESTRY & RECREATION"	3434-3	2015-03-24	2015-03-26	WAL-MART # 3111	45.15	CAD	45.15	CAD	3050	M & E - KITCHEN	P07689	HERON PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	KETTLE	
					46.35	CAD	46.35	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3402-3	2015-03-03	2015-03-04	DOMTAR INC ARIVA MISS(	469.80	CAD	469.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5943	"Office, School Supply, and Stationery St"	CARD STOCK FOR PRINTING PRESS	
ECONOMIC DEVELOPMENT & CULTURE	3406-4	2015-03-04	2015-03-05	TINSOLDIERC	909.60	CAD	909.60	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RETAIL-MACKENZIE	5931	"Second Hand Stores, Used Merchandise Sto"	PENCIL SHARPENERS FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	3414-3	2015-03-10	2015-03-11	MICHAELS #4910	43.21	CAD	43.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5945	"Game, Toy, and Hobby Shops"	"DARNING NEEDLES, FLOWER WIRE"	
ECONOMIC DEVELOPMENT & CULTURE	3428-7	2015-03-19	2015-03-20	METRO #759	19.14	CAD	19.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"FLOUR, SUGAR, DETERGENT, SPICES"	
					"1,441.75"	CAD	"1,441.75"	CAD								
TORONTO PARAMEDIC SERVICES	3433-3	2015-03-25	2015-03-25	LAWSON PRODUCTS INC	510.11	CAD	510.11	CAD	2120	PARTS - MACHINERY & EQUIPMENT	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5072	Hardware Equipment and Supplies	TEFLON WASHERS	
					510.11	CAD	510.11	CAD								
"PARKS, FORESTRY & RECREATION"	3400-2	2015-03-02	2015-03-03	STAPLES STORE #266	68.57	CAD	68.57	CAD	3410	COMPUTERS - HARDWARE	P00170	PARKS SUPP - SC	5943	"Office, School Supply, and Stationery St"	IPAD KEYBOARD	
					68.57	CAD	68.57	CAD								
"PARKS, FORESTRY & RECREATION"	3410-4	2015-03-06	2015-03-09	DESERRES	224.34	CAD	224.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5970	"Artist Supply Stores, Craft Shops"	OIL AND ACRYLIC PAINTS	
"PARKS, FORESTRY & RECREATION"	3433-4	2015-03-23	2015-03-25	WINTERGREEN LEARNING M	343.05	CAD	343.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5111	"Stationery, Office Supplies, Printing an"	"PUZZLES, BEAN BAGS, HOOPS"	
					567.39	CAD	567.39	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3429-5	2015-03-20	2015-03-23	DAVE AND CHARLOTTE'S N	50.10	CAD	50.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"FLOUR, EGGS, BUTTER"	
ECONOMIC DEVELOPMENT & CULTURE	3434-4	2015-03-25	2015-03-26	DAVE AND CHARLOTTE'S N	17.28	CAD	17.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5411	"Grocery Stores, Supermarkets"	EGGS	
ECONOMIC DEVELOPMENT & CULTURE	3436-2	2015-03-26	2015-03-27	DAVE AND CHARLOTTE'S N	44.46	CAD	44.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"SUGAR, LUNCH BAGGS, EGGS, CABBAGE, ETC."	
					111.84	CAD	111.84	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3398-3	2015-02-28	2015-03-02	FABRICLAND DISTRIBUTOR	13.08	CAD	13.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5949	"Fabric, Needlework, Piece Goods, and Sew"	"SEWING NOTIONS - SAFETY PINS, QUILTING NEEDLES"	
ECONOMIC DEVELOPMENT & CULTURE	3400-3	2015-03-02	2015-03-03	WYNDHAM ART SUPPLIES	45.20	CAD	45.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0071	HS-MH-EDUCATION/OUTRCH-ZION SCHOO	5970	"Artist Supply Stores, Craft Shops"	MUCLILAGE/GLUE REFILL JUGS	
ECONOMIC DEVELOPMENT & CULTURE	3438-4	2015-03-27	2015-03-30	LOBLAWS #1010	17.83	CAD	17.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDUCATION/OUTRCH-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"TEA BAGS, CHEESE"	
					76.11	CAD	76.11	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3410-5	2015-03-05	2015-03-09	MCRAE IMAGING INC	"1,039.60"	CAD	"1,039.60"	CAD	4995	OTHER EXPENSES	ED0150	EDC MARKETING TACTICS	2741	Miscellaneous Publishing and Printing	INSTALLATION & DISMANTLE OF BOOTH	
					"1,039.60"	CAD	"1,039.60"	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3420-8	2015-03-13	2015-03-16	YOUNG PEOPLES THEATRE	362.50	CAD	362.50	CAD	4118	TICKETS AND ADMISSION FEES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	7911	"Dance Halls, Schools, and Studios"	CLIENT - MARCH BREAK EXCURSION - BIRKDALERES PROG.	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3420-9	2015-03-13	2015-03-16	YOUNG PEOPLES THEATRE	326.25	CAD	326.25	CAD	4118	TICKETS AND ADMISSION FEES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	7911	"Dance Halls, Schools, and Studios"	CLIENT - MARCH BREAK EXCURSION - ROBERTSON HOUSE	
					688.75	CAD	688.75	CAD								
LONG TERM CARE HOMES & SERVICES	3398-4	2015-02-27	2015-03-02	THE TREADMILL FACTORY	83.69	CAD	83.69	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3A083	BENDALE ACRES-PS-PS	5046	Commercial Equipment Not Elsewhere Class	RESIDENT REHAB EXERCISE SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3400-4	2015-03-02	2015-03-03	MR PRINTER	97.41	CAD	97.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT ACTIVITY CALENDARS	
LONG TERM CARE HOMES & SERVICES	3402-4	2015-03-02	2015-03-04	DRAGON HAND ROLL BUFFE	385.25	CAD	385.25	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5812	"Eating Places, Restaurants"	RESIDENT CHINESE LUNCH	
LONG TERM CARE HOMES & SERVICES	3402-5	2015-03-03	2015-03-04	CUSTOM DOOR   LOCK SER	570.16	CAD	570.16	CAD	4463	CONTRACTED SERVICES - LOCKING SYSTEMS	D3A061	BENDALE ACRES-MT-OA	5533	"Automotive Parts, Accessories Stores"	LOCK SERVICES	
LONG TERM CARE HOMES & SERVICES	3410-6	2015-03-07	2015-03-09	AMAZON.CA	42.24	CAD	42.24	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	4816	Computer Network/Information Services	EDUCATIONAL DOCUMENTARY FOR RESIDENTS	
LONG TERM CARE HOMES & SERVICES	3416-3	2015-03-10	2015-03-12	SPECTRUM EDUCATIONAL S	5.38	CAD	5.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5943	"Office, School Supply, and Stationery St"	RESIDENT ACTIVITY SUPPLIES	
