Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
					189.42	CAD	189.42	CAD								
SOLID WASTE MANAGEMENT	4864-1	2017-12-13	2017-12-14	SHELL	100.03	CAD	100.03	CAD	2280	DIESEL - CLEAR	SW0708	TRANSFER STATION WASTE ROLLOFF	5542	"Fuel Dispenser, Automated"	DIESEL-CITY VEHICLE	
					100.03	CAD	100.03	CAD								
SOLID WASTE MANAGEMENT	4857-1	2017-12-09	2017-12-11	ONROUTE #01178	199.47	CAD	199.47	CAD	2280	DIESEL - CLEAR	SW0708	TRANSFER STATION WASTE ROLLOFF	5542	"Fuel Dispenser, Automated"	CLEAR-DIESEL	
					199.47	CAD	199.47	CAD								
"PARKS, FORESTRY & RECREATION"	4864-2	2017-12-15	2017-12-15	COSTCO WHOLESALE W547	886.75	CAD	886.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5300	Wholesale Clubs	"CUTLERY, PANCAKE MIX, FRUITS"	
					886.75	CAD	886.75	CAD								
SOLID WASTE MANAGEMENT	4853-1	2017-12-07	2017-12-07	CDN TIRE STORE #00119	225.99	CAD	225.99	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	SW0739	MATERIAL RECYCLING FACILITY - ARROW ROAD	5200	Home Supply Warehouse	AERAMAX DX5 - AIR FILTER TO IMPROVE AIR QUALITY AT ARROW OFFICE	
					225.99	CAD	225.99	CAD								
"PARKS, FORESTRY & RECREATION"	4841-3	2017-12-01	2017-12-01	LOBLAWS #1021	11.96	CAD	11.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01886	BALMY BEACH-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	BBCC GIRLS CLUB - POPCORN	
"PARKS, FORESTRY & RECREATION"	4847-11	2017-12-04	2017-12-04	LOBLAWS #1021	64.49	CAD	64.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4850-2	2017-12-05	2017-12-05	LOBLAWS #1021	23.56	CAD	23.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ADAM BECK - COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4853-2	2017-12-07	2017-12-07	LOBLAWS #1021	20.10	CAD	20.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ADAM BECK - CKNG PRGM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4867-2	2017-12-18	2017-12-18	LOBLAWS #1021	13.36	CAD	13.36	CAD	2570	JANITORIAL SUPPLIES	P06748	FAIRMOUNT PARK CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CLEANING SUPPLIES	
					133.47	CAD	133.47	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4850-3	2017-12-05	2017-12-05	PARKING AUTHORITYOFTOR	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0167	ER-INF-INFO PUBLICATION-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING -MEETING AT C.H.	
ECONOMIC DEVELOPMENT & CULTURE	4853-3	2017-12-08	2017-12-08	PARKING AUTHORITYOFTOR	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0167	ER-INF-INFO PUBLICATION-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING FOR MEETING AT C.H.	
ECONOMIC DEVELOPMENT & CULTURE	4853-4	2017-12-07	2017-12-07	PARKING AUTHORITYOFTOR	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0167	ER-INF-INFO PUBLICATION-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING -MEETING AT C.H.	
					60.00	CAD	60.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4845-1	2017-12-02	2017-12-02	TWITTER ONLINE ADS	180.00	CAD	180.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	ADVERTIZING	
ECONOMIC DEVELOPMENT & CULTURE	4847-13	2017-12-04	2017-12-04	GAWCK	211.31	CAD	211.31	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7333	"Commercial Art, Graphics, Photography"	ADVERTIZING	
ECONOMIC DEVELOPMENT & CULTURE	4855-2	2017-12-09	2017-12-09	TWITTER ONLINE ADS	450.00	CAD	450.00	CAD	4414	ADVERTISING & PROMOTION	AH0137	HS-MH-BD COMM SUPP-FORT YORK	7311	Advertising Services	ADVERTIZING	
ECONOMIC DEVELOPMENT & CULTURE	4866-1	2017-12-16	2017-12-16	TWITTER ONLINE ADS	329.48	CAD	329.48	CAD	4414	ADVERTISING & PROMOTION	AH0137	HS-MH-BD COMM SUPP-FORT YORK	7311	Advertising Services	ADVERTIZING	
ECONOMIC DEVELOPMENT & CULTURE	4868-1	2017-12-19	2017-12-19	HOOTSUITE MEDIA INC.	14.91	CAD	11.29	USD	4995	OTHER EXPENSES	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	ADVERIZING	
ECONOMIC DEVELOPMENT & CULTURE	4871-2	2017-12-20	2017-12-20	TWITTER ONLINE ADS	5.04	CAD	5.04	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	ADVETIZING	
ECONOMIC DEVELOPMENT & CULTURE	4871-3	2017-12-20	2017-12-20	TWITTER ONLINE ADS	8.00	CAD	8.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	ADVERIZING	
ECONOMIC DEVELOPMENT & CULTURE	4872-2	2017-12-21	2017-12-21	PAYPAL *ABALEADESIG	480.25	CAD	480.25	CAD	2792	"BANNERS, FLAGS & SIGNS"	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7333	"Commercial Art, Graphics, Photography"	BANNERS & POSTERS.	
ECONOMIC DEVELOPMENT & CULTURE	4873-1	2017-12-23	2017-12-26	TWITTER ONLINE ADS	26.05	CAD	26.05	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	ADVERTIZING	
ECONOMIC DEVELOPMENT & CULTURE	4873-2	2017-12-23	2017-12-26	TWITTER ONLINE ADS	16.43	CAD	16.43	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	ADVERTIZING	
					"1,721.47"	CAD	"1,706.56"	CAD								
							11.29	USD								
"PARKS, FORESTRY & RECREATION"	4853-5	2017-12-08	2017-12-08	WINNERS 226	84.72	CAD	84.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13541	YOUTH LOUNGE- HERON PARK	5651	Family Clothing Stores	WALL ART	
"PARKS, FORESTRY & RECREATION"	4857-2	2017-12-08	2017-12-11	CDN TIRE STORE #00175	23.70	CAD	23.70	CAD	2710	GENERAL HARDWARE	P13541	YOUTH LOUNGE- HERON PARK	5200	Home Supply Warehouse	PICTURE HOOKS	
"PARKS, FORESTRY & RECREATION"	4860-1	2017-12-12	2017-12-12	COSTCO WHOLESALE W537	186.99	CAD	186.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12901	TORONTO REHAB FITNESS PILOT PROJECT	5300	Wholesale Clubs	"JUICE BOX, GRANOLA BARS, CHIPS"	
					295.41	CAD	295.41	CAD								
"PARKS, FORESTRY & RECREATION"	4860-2	2017-12-12	2017-12-12	PAUL WOLF ELECTRIC & L	588.24	CAD	588.24	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	150 MH LAMPS - RUBBER TAPE	
"PARKS, FORESTRY & RECREATION"	4872-3	2017-12-21	2017-12-21	THE HOME DEPOT #7080	22.54	CAD	22.54	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	2CKPL-C-CN	
					610.78	CAD	610.78	CAD								
TORONTO WATER	4867-3	2017-12-18	2017-12-18	SQ *EVENTS YOU WANT	526.58	CAD	526.58	CAD	4590	RENTAL - OTHER	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	8999	Professional Services - Not Elsewhere Cl	RENTAL OF TABLE & CHAIRS	
TORONTO WATER	4871-4	2017-12-18	2017-12-20	REG T BROWN LIMITED	334.97	CAD	334.97	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW4015	WW TREATMT: ASHBRIDGES BAY TP - ADMINIST	7338	"Quick Copy, Reproduction, and Blueprinti"	LOG BOOKS	
					861.55	CAD	861.55	CAD								
SOLID WASTE MANAGEMENT	4850-4	2017-12-02	2017-12-05	THE HOME DEPOT #7078	117.97	CAD	117.97	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0825	DUFFERIN TS OPERATIONS	5200	Home Supply Warehouse	VAC FILTER	
					117.97	CAD	117.97	CAD								
"PARKS, FORESTRY & RECREATION"	4841-5	2017-12-02	2017-12-02	ULINE	979.71	CAD	979.71	CAD	3310	FURNISHINGS	P00272	E-SOUTH2-TURF&HORT	5964	Direct Marketing - Catalog Merchants	SHELVING	
"PARKS, FORESTRY & RECREATION"	4855-3	2017-12-08	2017-12-08	THE HOME DEPOT #7107	6.73	CAD	6.73	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	4 TIE BLK 40	
"PARKS, FORESTRY & RECREATION"	4864-3	2017-12-14	2017-12-14	THE HOME DEPOT #7107	7.76	CAD	7.76	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	8 TIE BLK100	
"PARKS, FORESTRY & RECREATION"	4871-5	2017-12-20	2017-12-20	RONA # 55140	55.36	CAD	55.36	CAD	2575	ELECTRICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	FLUORESCENT TUBES	
"PARKS, FORESTRY & RECREATION"	4872-4	2017-12-21	2017-12-21	THE HOME DEPOT #7107	38.35	CAD	38.35	CAD	2575	ELECTRICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	15FT CORD	
					"1,087.91"	CAD	"1,087.91"	CAD								
FACILITIES MANAGEMENT DIVISON	4853-6	2017-12-08	2017-12-08	ONTARIO HEATING ROGERS	37.60	CAD	37.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61418427	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4853-7	2017-12-07	2017-12-07	CDN TIRE STORE #00654	20.32	CAD	20.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61418338	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	BELTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4853-8	2017-12-07	2017-12-07	THE MASTER GROUP CRANF	45.08	CAD	45.08	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61418228	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4855-4	2017-12-08	2017-12-08	THE HOME DEPOT #7013	12.41	CAD	12.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61418427	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	SPRAYER	
FACILITIES MANAGEMENT DIVISON	4857-3	2017-12-08	2017-12-11	AIR HEAT SUPPLY TORONT	14.78	CAD	14.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61417113	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FILTERS	
FACILITIES MANAGEMENT DIVISON	4864-4	2017-12-15	2017-12-15	THE MASTER GROUP CRANF	290.46	CAD	290.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419024	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4864-5	2017-12-15	2017-12-15	THE MASTER GROUP CRANF	247.93	CAD	247.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419271	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4872-5	2017-12-21	2017-12-21	CUSTOM COILS CANADA	"1,674.66"	CAD	"1,674.66"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419612	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	Heating Coil gymnasium	
FACILITIES MANAGEMENT DIVISON	4874-1	2017-12-27	2017-12-27	THE MASTER GROUP CRANF	383.73	CAD	383.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419983	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4874-2	2017-12-27	2017-12-27	THE MASTER GROUP CRANF	561.69	CAD	561.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61415474	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	ELECTRIC HEATER SPARE	
					"3,288.66"	CAD	"3,288.66"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4852-2	2017-12-06	2017-12-06	MICHAELS #3982	27.66	CAD	27.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5945	"Game, Toy, and Hobby Shops"	FELT	
ECONOMIC DEVELOPMENT & CULTURE	4853-9	2017-12-07	2017-12-07	BEST BUY CANADA #943	"3,395.02"	CAD	"3,395.02"	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5732	Electronic Sales	CAMERAS	
ECONOMIC DEVELOPMENT & CULTURE	4853-10	2017-12-07	2017-12-07	ABOVEGROUND ENTERPRISE	"1,686.50"	CAD	"1,686.50"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	7333	"Commercial Art, Graphics, Photography"	"PAINT, BRISTOL BOARD, FELT"	
ECONOMIC DEVELOPMENT & CULTURE	4864-6	2017-12-14	2017-12-14	ABOVEGROUND ENTERPRISE	"1,512.29"	CAD	"1,512.29"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	7333	"Commercial Art, Graphics, Photography"	"INK, PAINT, FELT"	
ECONOMIC DEVELOPMENT & CULTURE	4864-7	2017-12-14	2017-12-14	ABOVEGROUND ENTERPRISE	34.75	CAD	34.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	7333	"Commercial Art, Graphics, Photography"	DYE	
ECONOMIC DEVELOPMENT & CULTURE	4864-8	2017-12-14	2017-12-14	ABOVEGROUND ENTERPRISE	14.97	CAD	14.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	7333	"Commercial Art, Graphics, Photography"	PRO KNIFE	
ECONOMIC DEVELOPMENT & CULTURE	4867-4	2017-12-18	2017-12-18	A AND H PRINTING INC	96.05	CAD	96.05	CAD	2010	STATIONERY AND OFFICE SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	2741	Miscellaneous Publishing and Printing	POST CARDS	
					"6,767.24"	CAD	"6,767.24"	CAD								
TORONTO WATER	4875-1	2017-12-29	2017-12-29	NOBLE 1007	61.83	CAD	61.83	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5251	Hardware Stores	"PIPE DOPE, SAW BLADE"	
					61.83	CAD	61.83	CAD								
FIRE SERVICES	4853-11	2017-12-06	2017-12-07	TECHNO-FEU INC	285.08	CAD	285.08	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	7699	Miscellaneous Repair Shops and Related S	PARTS	
FIRE SERVICES	4860-3	2017-12-08	2017-12-12	ESSO	20.00	CAD	20.00	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	GASOLINE	
FIRE SERVICES	4871-6	2017-12-19	2017-12-20	SUPERIOR TIRE & AUTO	46.95	CAD	46.95	CAD	4423	CONTR SRV - TIRES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	TIRE REPAIR	
FIRE SERVICES	4873-3	2017-12-22	2017-12-26	MTO RUS-SO NORTH YORK	"9,148.50"	CAD	"9,148.50"	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	LICENSE PLATE RENEWAL STICKERS	
					"9,500.53"	CAD	"9,500.53"	CAD								
"PARKS, FORESTRY & RECREATION"	4847-22	2017-12-01	2017-12-04	TORONTO HOCKEY REPAIR	195.17	CAD	195.17	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	7699	Miscellaneous Repair Shops and Related S	SKATE SHARPENING	
"PARKS, FORESTRY & RECREATION"	4866-2	2017-12-15	2017-12-15	ABSOLUTE DOLLAR	18.08	CAD	18.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5310	Discount Stores	BINS	
"PARKS, FORESTRY & RECREATION"	4866-3	2017-12-15	2017-12-15	WAL-MART # 3031	18.15	CAD	18.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5310	Discount Stores	"BUBBLE LETTERS, WINTER DECORATIONS"	
"PARKS, FORESTRY & RECREATION"	4866-4	2017-12-16	2017-12-16	WAL-MART # 3145	40.37	CAD	40.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5411	"Grocery Stores, Supermarkets"	"WRAPPING PAPER, TABLECLOTHS"	
					271.77	CAD	271.77	CAD								
"PARKS, FORESTRY & RECREATION"	4847-24	2017-12-04	2017-12-04	NOBLE 1038	140.26	CAD	140.26	CAD	2535	PLUMBING SUPPLIES	P06679	ARMOUR HGTS CC-OPERATIONS	5251	Hardware Stores	SELECTRONIC BATTERIES	
"PARKS, FORESTRY & RECREATION"	4850-5	2017-12-05	2017-12-05	ONTARIO VALVE REPAIR	833.13	CAD	833.13	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	7699	Miscellaneous Repair Shops and Related S	"4"" FLANGE AND BOLTS"	
"PARKS, FORESTRY & RECREATION"	4855-5	2017-12-08	2017-12-08	THE HOME DEPOT #7078	61.53	CAD	61.53	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  TOOL BAG	
"PARKS, FORESTRY & RECREATION"	4863-1	2017-12-13	2017-12-13	ONTARIO VALVE REPAIR	460.89	CAD	460.89	CAD	2535	PLUMBING SUPPLIES	P00415	N-WEST3-TURF&HORT	7699	Miscellaneous Repair Shops and Related S	COPPER FITTINGS	
"PARKS, FORESTRY & RECREATION"	4867-5	2017-12-18	2017-12-18	NOBLE 1038	236.61	CAD	236.61	CAD	2535	PLUMBING SUPPLIES	P03035	HC CARNEGIE-CENTENNIAL - OPERATIONS	5251	Hardware Stores	2 1/2 BALL VALVE	
"PARKS, FORESTRY & RECREATION"	4867-6	2017-12-18	2017-12-18	NOBLE 1038	302.59	CAD	302.59	CAD	2535	PLUMBING SUPPLIES	P06686	EDITHVALE CC-OPERATIONS	5251	Hardware Stores	CHICAGO METERING CARTRIDGE	
					"2,035.01"	CAD	"2,035.01"	CAD								
MUNICIPAL LICENSING & STANDARDS	4853-14	2017-12-07	2017-12-07	WAL-MART #3635	43.75	CAD	43.75	CAD	2710	GENERAL HARDWARE	MS1212	MRAB PROGRAM	5310	Discount Stores	SUPPLIES FOR MRAB TEAM	
MUNICIPAL LICENSING & STANDARDS	4853-15	2017-12-07	2017-12-07	TIM HORTONS 1868 QTH	66.70	CAD	66.70	CAD	4820	BUSINESS MEETING EXPENSES	MS1212	MRAB PROGRAM	5814	Quick Payment Service - Fast-Food Restau	MEETING WITH KLEIN TOOLS	
MUNICIPAL LICENSING & STANDARDS	4857-4	2017-12-11	2017-12-11	IATR	691.55	CAD	525.00	USD	4760	MEMBERSHIP FEES	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	8641	"Associations - Civic, Social, and Frater"	INTERNATIONAL ASSOCIATION OF TRANSPORT REGULATIONS-MEMBERSHIP RENEWAL FOR MLS	
MUNICIPAL LICENSING & STANDARDS	4864-10	2017-12-15	2017-12-15	CAFE ON THE SQUARE	25.71	CAD	25.71	CAD	4820	BUSINESS MEETING EXPENSES	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5812	"Eating Places, Restaurants"	"SENIOR MANAGEMENT MEETING, DEC. 15, 2017"	
					827.71	CAD	136.16	CAD								
							525.00	USD								
"PARKS, FORESTRY & RECREATION"	4864-11	2017-12-15	2017-12-15	COSTCO WHOLESALE W535	540.32	CAD	540.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10285	ANTIBES CC-PRGM SUPPORT	5300	Wholesale Clubs	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4873-4	2017-12-22	2017-12-26	BULK BARN #534	45.72	CAD	45.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06031	ANTIBES CC-SOCIAL PRGM	5499	Miscellaneous Food Stores - Convenience	SOCIAL CLUB - FOOD	
					586.04	CAD	586.04	CAD								
"PARKS, FORESTRY & RECREATION"	4853-16	2017-12-07	2017-12-07	DOLLARAMA # 881	13.84	CAD	13.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06663	BIRKDALE-PRGM SUPPORT	5310	Discount Stores	WARD 37 YEAR END TRAINING/MEETING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4857-5	2017-12-11	2017-12-11	PARTY CITY #2007	42.81	CAD	42.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06663	BIRKDALE-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	YEAR END TRNG SUPPLIES-	
"PARKS, FORESTRY & RECREATION"	4857-6	2017-12-11	2017-12-11	RCSS SCARBOROUGH #2809	12.95	CAD	12.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06663	BIRKDALE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"NACHO CHEESE, CHIPS"	
"PARKS, FORESTRY & RECREATION"	4857-7	2017-12-11	2017-12-11	DOLLARAMA #0986	31.08	CAD	31.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06663	BIRKDALE-PRGM SUPPORT	5310	Discount Stores	"CHRISTMAS TREE SKIRTS, TISSUE PAPER FOR WRAPPING"	
"PARKS, FORESTRY & RECREATION"	4864-12	2017-12-13	2017-12-14	GIANT TIGER #178	33.08	CAD	33.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06663	BIRKDALE-PRGM SUPPORT	5311	Department Stores	"MILK, CREAM, CUPS"	
"PARKS, FORESTRY & RECREATION"	4864-13	2017-12-14	2017-12-14	LOBLAW SUPERMARKET #10	8.02	CAD	8.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06663	BIRKDALE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	HOT CHOCOLATE	
"PARKS, FORESTRY & RECREATION"	4872-7	2017-12-21	2017-12-21	MICHAELS #4918	17.13	CAD	17.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04045	ELLESMERE CC-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	CHRISTMAS DECORATIONS	
