Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4462-2	2017-03-06	2017-03-07	STAPLES STORE #86	33.87	CAD	33.87	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10430	BOB ABATE CC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	PRINTER CABLE	
"PARKS, FORESTRY & RECREATION"	4471-1	2017-03-12	2017-03-14	WAL-MART #1004	108.95	CAD	108.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04742	BOB ABATE CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	MARCH BREAK CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4471-2	2017-03-13	2017-03-14	MARCHANT'S SCHOOL SPOR	666.52	CAD	666.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09913	BOB ABATE CC-INSTRL	5941	Sporting Goods Stores	SPORTS EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	4473-1	2017-03-14	2017-03-15	PETSMART INC 2172	20.32	CAD	20.32	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10430	BOB ABATE CC-PRGM SUPPORT	5995	Pet Shops - Pet Food and Supplies	DAYTIME HEAT LAMP FOR TURTLES	
"PARKS, FORESTRY & RECREATION"	4476-1	2017-03-16	2017-03-17	MARCHANT'S SCHOOL SPOR	632.68	CAD	632.68	CAD	2601	DUR REC & EDUC SUPP	P09913	BOB ABATE CC-INSTRL	5941	Sporting Goods Stores	PICKLEBALL RAQUETS	
"PARKS, FORESTRY & RECREATION"	4476-2	2017-03-16	2017-03-17	STAPLES STORE #86	50.74	CAD	50.74	CAD	2710	GENERAL HARDWARE	P10430	BOB ABATE CC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	KEYBOARD BATTERIES	
					"1,813.69"	CAD	"1,813.69"	CAD								
LONG TERM CARE HOMES & SERVICES	4457-1	2017-03-04	2017-03-06	NOFRILLS LEO'S 701	29.82	CAD	29.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	TETLEY TEA BAGS / ORANGE & GREEN TEA	
LONG TERM CARE HOMES & SERVICES	4463-1	2017-03-06	2017-03-08	TORONTO STAR# 20759401	54.60	CAD	54.60	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5994	News Dealers and Newsstands	ADP PROGRAM - CLIENT SUBSCRIPTION	
LONG TERM CARE HOMES & SERVICES	4463-2	2017-03-06	2017-03-08	TORONTO STAR# 20759401	354.90	CAD	354.90	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5994	News Dealers and Newsstands	ADP PROGRAM - CLIENT SUBSCRIPTION	
LONG TERM CARE HOMES & SERVICES	4467-1	2017-03-09	2017-03-10	AMAZON.CA	146.89	CAD	146.89	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C083	CUMMER LODGE-PS-PS	4816	Computer Network/Information Services	MUSIC THERAPY PROGRAM - KEYBOARD	
LONG TERM CARE HOMES & SERVICES	4469-2	2017-03-09	2017-03-13	RYERSON UNIV PROJECTS	80.00	CAD	80.00	CAD	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	8220	"Colleges, Universities, Professional Sch"	EMPLOYEE EDUCATION - DEMENTIA	
LONG TERM CARE HOMES & SERVICES	4481-2	2017-03-18	2017-03-20	WAL-MART #3053	243.67	CAD	243.67	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES - END OF LIFE BAGS - PALLIATIVE	
LONG TERM CARE HOMES & SERVICES	4481-3	2017-03-18	2017-03-20	WAL-MART #3053	68.44	CAD	68.44	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES - END OF LIFE BAGS - PALLIATIVE	
LONG TERM CARE HOMES & SERVICES	4481-4	2017-03-17	2017-03-20	NOFRILLS LEO'S 701	109.27	CAD	109.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	RESIDENT'S BINGO - GOODIES	
LONG TERM CARE HOMES & SERVICES	4481-5	2017-03-18	2017-03-20	NOFRILLS LEO'S 701	197.27	CAD	197.27	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES - END OF LIFE BAGS - PALLIATIVE	
LONG TERM CARE HOMES & SERVICES	4483-1	2017-03-20	2017-03-21	CDS BOUTIQUE	541.54	CAD	541.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	BEHAVIOURAL PROGRAM - SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4483-2	2017-03-20	2017-03-21	CDS BOUTIQUE	246.68	CAD	246.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D6B500	CSS-CUMMER LODGE-DC	5947	"Card, Gift, Novelty, and Souvenir Shops"	ADP PROGRAM - CLIENT SPORT GAMES	
LONG TERM CARE HOMES & SERVICES	4487-2	2017-03-23	2017-03-24	CDS BOUTIQUE	496.52	CAD	496.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	RECREATION PROGRAM - SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4492-1	2017-03-26	2017-03-28	WAL-MART #3053	28.79	CAD	28.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	RESIDENT PROGRAM  - BINGO PRIZES	
					"2,598.39"	CAD	"2,598.39"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4454-3	2017-03-02	2017-03-03	METRO #720	86.43	CAD	86.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"BROWN SUGAR, BACON, WALNUTS"	
ECONOMIC DEVELOPMENT & CULTURE	4457-2	2017-03-03	2017-03-06	LOBLAWS 4.2	11.62	CAD	11.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	WHOLE WHEAT BREAD	
ECONOMIC DEVELOPMENT & CULTURE	4463-3	2017-03-07	2017-03-08	LOBLAWS 4.2	14.11	CAD	14.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	WHOLE WHEAT BREAD	
ECONOMIC DEVELOPMENT & CULTURE	4463-4	2017-03-07	2017-03-08	FRESHCO #9781	7.29	CAD	7.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"TURNIPS, PARSNIPS"	
ECONOMIC DEVELOPMENT & CULTURE	4465-2	2017-03-08	2017-03-09	KITCHEN STUFF PLUS #12	47.43	CAD	47.43	CAD	2610	KITCHEN SUPPLIES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5712	"Equipment, Furniture, and Home Furnishin"	"CANDY THERMOMETERS, MICROPLANE"	
ECONOMIC DEVELOPMENT & CULTURE	4465-3	2017-03-08	2017-03-09	METRO #720	30.19	CAD	30.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"LAUNDRY DETERGENT, CORNED BEEF"	
ECONOMIC DEVELOPMENT & CULTURE	4465-4	2017-03-07	2017-03-09	CDN TIRE STORE #00654	83.53	CAD	83.53	CAD	2610	KITCHEN SUPPLIES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5200	Home Supply Warehouse	"LOAF PANS, PRESERVING JARS"	
ECONOMIC DEVELOPMENT & CULTURE	4471-3	2017-03-13	2017-03-14	FRESHCO #9781	14.36	CAD	14.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"SUGAR, APPLES"	
ECONOMIC DEVELOPMENT & CULTURE	4485-1	2017-03-21	2017-03-22	FRESHCO #9781	20.65	CAD	20.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"SUGAR, CRACKERS, MILK, DATES"	
ECONOMIC DEVELOPMENT & CULTURE	4490-1	2017-03-24	2017-03-27	LOBLAWS 4.2	24.31	CAD	24.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"SUGAR, PARSNIPS, ONIONS, BREAD"	
ECONOMIC DEVELOPMENT & CULTURE	4492-2	2017-03-27	2017-03-28	FRESHCO #9781	12.00	CAD	12.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	GROUND BEEF	
ECONOMIC DEVELOPMENT & CULTURE	4497-1	2017-03-30	2017-03-31	LOBLAWS 4.2	58.17	CAD	58.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5411	"Grocery Stores, Supermarkets"	"SUGAR, EGGS, BREAD, MUFFIN PANS"	
					410.09	CAD	410.09	CAD								
TRANSPORTATION SERVICES 	4467-2	2017-03-09	2017-03-10	MOBILE BUSINESS COMMUN	55.37	CAD	55.37	CAD	4077	REPAIR SERVICES-VEHICLES	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	4812	Telecommunication Equipment Including Te	REPAIR OF VEHICLE RADIO	
TRANSPORTATION SERVICES 	4485-2	2017-03-20	2017-03-22	PAYPAL *TWEETYMAIL	6.88	CAD	6.88	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4485-3	2017-03-20	2017-03-22	PAYPAL *TWEETYMAIL	6.88	CAD	6.88	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4485-4	2017-03-20	2017-03-22	PAYPAL *TWEETYMAIL	6.88	CAD	6.88	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	4485-5	2017-03-20	2017-03-22	PAYPAL *TWEETYMAIL	6.88	CAD	6.88	CAD	4414	ADVERTISING & PROMOTION	TP0240	COMPUTER SYSTEMS-UTCS	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
					82.89	CAD	82.89	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4453-2	2017-02-28	2017-03-02	SRILANKAN	628.89	CAD	628.89	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0154	BUSINESS ALLIANCES	4511	"Air Carriers, Airlines - Not Elsewhere C"	AIRFARE-TRIP TO INDIA & SRI LANKA	
ECONOMIC DEVELOPMENT & CULTURE	4453-3	2017-02-28	2017-03-02	INTERNATION50086537413	63.60	CAD	63.60	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0154	BUSINESS ALLIANCES	4722	Travel Agencies and Tour Operators	AIRFARE-RE:TRIP TO INDIA & SRI LANKA	
ECONOMIC DEVELOPMENT & CULTURE	4453-4	2017-02-28	2017-03-02	INTERNATION60086537407	106.00	CAD	106.00	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0154	BUSINESS ALLIANCES	4722	Travel Agencies and Tour Operators	AIRFARE-RE:TRIP TO INDIA & SRI LANKA	
ECONOMIC DEVELOPMENT & CULTURE	4453-5	2017-03-01	2017-03-02	JET AIR  5891305214066	63.52	CAD	63.52	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0154	BUSINESS ALLIANCES	3056	Quebecaire	AIRFARE-RE:TRIP TO INDIA & SRI LANKA	
ECONOMIC DEVELOPMENT & CULTURE	4453-6	2017-03-01	2017-03-02	JET AIR  5891305214084	"1,257.14"	CAD	"1,257.14"	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0154	BUSINESS ALLIANCES	3056	Quebecaire	AIRFARE-RE:TRIP TO INDIA & SRI LANKA	
ECONOMIC DEVELOPMENT & CULTURE	4454-4	2017-03-02	2017-03-03	JET AIR  5891305214104	405.23	CAD	405.23	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0154	BUSINESS ALLIANCES	3056	Quebecaire	AIRFARE-RE:TRIP TO INDIA & SRI LANKA	
ECONOMIC DEVELOPMENT & CULTURE	4494-1	2017-03-28	2017-03-29	JET AIRWAYS (I) LTD	330.07	CAD	"15,720.00"	INR	4230	BUSINESS TRAV - OTHER EXPENSES	ED0154	BUSINESS ALLIANCES	3056	Quebecaire	EXCESS BAGGAGE FEES- (INDIA MISSION)	
					"2,854.45"	CAD	"2,524.38"	CAD								
							"15,720.00"	INR								
"PARKS, FORESTRY & RECREATION"	4465-5	2017-03-08	2017-03-09	DOLLAR TREE CANADA STO	84.75	CAD	84.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08495	HORNER SENIORS-PRGM SUPPORT	5331	Variety Stores	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4465-6	2017-03-08	2017-03-09	MORE THAN PIES	350.00	CAD	350.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08495	HORNER SENIORS-PRGM SUPPORT	5462	Bakeries	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	4469-3	2017-03-09	2017-03-13	WAL-MART # 3031	198.39	CAD	198.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08495	HORNER SENIORS-PRGM SUPPORT	5310	Discount Stores	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	4469-4	2017-03-10	2017-03-13	NO FRILL'S #1306	24.61	CAD	24.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08495	HORNER SENIORS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
					657.75	CAD	657.75	CAD								
EMPLOYMENT & SOCIAL SERVICES	4476-3	2017-03-16	2017-03-17	SERANO BAKERY	84.57	CAD	84.57	CAD	4820	BUSINESS MEETING EXPENSES	C01227	BUSINESS TRANSFORMATION PROJECT	5462	Bakeries	BREAKFAST-SERVICE DELIVERY MEETING MAR 16/17	
					84.57	CAD	84.57	CAD								
"PARKS, FORESTRY & RECREATION"	4454-5	2017-03-02	2017-03-03	ARTISTIC WAY LTD	250.00	CAD	250.00	CAD	4102	ENTERTAINER AND BAND FEES	P13524	AFTERSCHOOL REC CARE - BEVERLY GLEN JR.	5970	"Artist Supply Stores, Craft Shops"	BEVERLY GLEN ARC ART WORKSHOP	
"PARKS, FORESTRY & RECREATION"	4457-3	2017-03-05	2017-03-06	ARTISTIC WAY LTD	250.00	CAD	250.00	CAD	4118	TICKETS AND ADMISSION FEES	P01272	AFTERSCHOOL REC CARE - LAWRENCE HEIGHTS	5970	"Artist Supply Stores, Craft Shops"	LAWRENCE HEIGHTS - ART WORSHOP	
					500.00	CAD	500.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4485-6	2017-03-21	2017-03-22	LEE VALLEY - DOWNTOWN	14.24	CAD	14.24	CAD	2710	GENERAL HARDWARE	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5072	Hardware Equipment and Supplies	HINGES	
ECONOMIC DEVELOPMENT & CULTURE	4485-7	2017-03-21	2017-03-22	LARSON JUHL #1	498.95	CAD	498.95	CAD	2090	GRAPHIC DESIGN SUPPLIES	AH0082	HS-MH-EXHIBITIONS-YORK MUSEU	5970	"Artist Supply Stores, Craft Shops"	FRAMES AND GLASS	
ECONOMIC DEVELOPMENT & CULTURE	4486-1	2017-03-22	2017-03-23	ROTBLOTTS DISCOUNT WAR	9.37	CAD	9.37	CAD	2710	GENERAL HARDWARE	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5251	Hardware Stores	STAINLESS SCREWS	
ECONOMIC DEVELOPMENT & CULTURE	4494-2	2017-03-28	2017-03-29	OPTITECH SCIENTIFIC IN	96.78	CAD	96.78	CAD	3032	M & E - PHOTOGRAPHIC	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	8043	"Opticians, Eyeglasses"	MIRCROSCOPE MOUNT FOR CAMERA	
					619.34	CAD	619.34	CAD								
LONG TERM CARE HOMES & SERVICES	4481-6	2017-03-17	2017-03-20	WOW WHAT A DEAL	15.05	CAD	15.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5310	Discount Stores	DECOR FOR RESIDENTS CARNIVAL EVENT	
LONG TERM CARE HOMES & SERVICES	4481-7	2017-03-17	2017-03-20	WOW WHAT A DEAL	52.12	CAD	52.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5310	Discount Stores	DECOR FOR RESIDENTS CARNIVAL EVENT	
					67.17	CAD	67.17	CAD								
"PARKS, FORESTRY & RECREATION"	4454-6	2017-03-02	2017-03-03	BELL TV	81.13	CAD	81.13	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	SATELLITE FOR YOUTH LOUNGE	
"PARKS, FORESTRY & RECREATION"	4465-7	2017-03-07	2017-03-09	PAYPAL *MTC STORE	537.86	CAD	537.86	CAD	3050	M & E - KITCHEN	P07689	HERON PARK-PRGM SUPPORT	5946	Camera and Photographic Supply Stores	DISHWASHER	
"PARKS, FORESTRY & RECREATION"	4467-3	2017-03-08	2017-03-10	WALMART.CA	201.11	CAD	201.11	CAD	3050	M & E - KITCHEN	P07689	HERON PARK-PRGM SUPPORT	5310	Discount Stores	MINI FRIDGE	
"PARKS, FORESTRY & RECREATION"	4490-2	2017-03-23	2017-03-27	THE HOME DEPOT #7027	33.65	CAD	33.65	CAD	2710	GENERAL HARDWARE	P07689	HERON PARK-PRGM SUPPORT	5200	Home Supply Warehouse	"**MORE**  METRIC ""POZI"	
					853.75	CAD	853.75	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4473-2	2017-03-14	2017-03-15	SWEETS GALORE	"1,449.53"	CAD	"1,449.53"	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RETAIL-MACKENZIE	5441	"Candy, Nut, Confectionery Stores"	CANDY FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	4481-8	2017-03-17	2017-03-20	METRO #759	50.08	CAD	50.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"SUGAR, CAYENNE PEPPER, APPLE CIDER, FINE SALT, ETC"	
					"1,499.61"	CAD	"1,499.61"	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4457-4	2017-03-02	2017-03-06	IC RADIO	82.00	CAD	82.00	CAD	4555	PAGER/RADIO RENTALS	F01521	BIRKDALE RES - PROGRAM DELIVERY	9399	Government Services - Not Elsewhere Clas	WALKIE LICENSE RENEWAL	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4465-8	2017-03-07	2017-03-09	TORONTO PLAZA HOTEL	"21,941.04"	CAD	"21,941.04"	CAD	4840	MOTEL/HOTEL RENT CHG	F01524	BIRKDALE RES - CLIENT SERVICES	7011	"Lodging - Hotels, Motels, Resorts - Not"	EMERGENCY SHELTER FOR HOMELESS	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4490-3	2017-03-25	2017-03-27	COSTCO WHOLESALE W537	595.54	CAD	595.54	CAD	2855	PERSONAL CARE PROD	F01524	BIRKDALE RES - CLIENT SERVICES	5300	Wholesale Clubs	PERSONAL NEEDS SUPPLIES FOR MOTEL CLIENTS	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4490-4	2017-03-25	2017-03-27	STAPLES STORE #32	620.42	CAD	620.42	CAD	2010	STATIONERY AND OFFICE SUPPLIES	F01524	BIRKDALE RES - CLIENT SERVICES	5943	"Office, School Supply, and Stationery St"	ADMIN SUPPLIES FOR NEW MOTEL PROGRAM	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4490-5	2017-03-26	2017-03-27	COSTCO WHOLESALE W537	31.62	CAD	31.62	CAD	2855	PERSONAL CARE PROD	F01524	BIRKDALE RES - CLIENT SERVICES	5300	Wholesale Clubs	PERSONAL NEEDS SUPPLIES FOR MOTEL CLIENTS	
					"23,270.62"	CAD	"23,270.62"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4451-3	2017-02-28	2017-03-01	IMPARK00090120A	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	4453-7	2017-03-01	2017-03-02	PRECISE PARKLINK INC	3.00	CAD	3.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	4453-8	2017-03-01	2017-03-02	"TPA/GREEN ""P""      QPL"	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	4454-7	2017-03-02	2017-03-03	"TPA/GREEN ""P""      QPL"	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	4467-4	2017-03-09	2017-03-10	"TPA/GREEN ""P""      QPL"	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	4467-5	2017-03-09	2017-03-10	IMPARK00090076A	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	4485-9	2017-03-20	2017-03-22	PAYPAL *SCARBOROUGH	79.10	CAD	79.10	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	8641	"Associations - Civic, Social, and Frater"	PUBLIC RELATIONS MEETING	
